mlbamID,playerName,team,league,defaultPos,W,L,S,IP,H,R,ER,HR,BB,K,HBP,G_SP,G_RP
425844,Zack Greinke,KCA,AL,SP,13,8,0,185,186,74,63,15,47,180,4,33,0
425847,Clint Everts,NYN,NL,RP,3,4,0,67,69,45,41,9,47,54,0,0,0
425848,Rich Harden,TEX,AL,SP,5,4,0,84,73,39,37,11,37,92,3,26,0
425856,Gavin Floyd,CHA,AL,SP,9,9,0,159,152,82,78,19,53,121,4,30,0
425860,Bryan Bullington,KCA,AL,SP,2,3,0,45,55,30,26,6,16,29,0,0,4
425861,Shawn Camp,TOR,AL,RP,3,3,0,50,47,24,22,4,17,38,3,0,59
425883,Dontrelle Willis,DET,AL,SP,2,4,0,58,68,43,40,7,35,34,2,7,0
425899,Charlie Manning,SLN,NL,RP,3,2,0,45,42,23,22,4,26,37,0,0,0
428420,Mike Gosling,CLE,AL,RP,2,4,0,52,60,34,30,8,23,36,0,0,15
429400,Adam Loewen,TOR,AL,OF,2,4,0,51,53,32,30,6,32,38,2,0,0
429714,Denny Bautista,SFN,NL,RP,2,2,0,40,41,23,21,3,27,34,1,0,14
429715,Travis Blackley,NYN,NL,SP,4,8,0,110,126,80,72,17,51,73,0,0,0
429716,J.d. Durbin,LAN,NL,RP,4,7,0,97,101,61,56,12,54,61,1,0,0
429717,Dan Haren,ARI,NL,SP,15,9,0,220,207,91,85,25,43,209,5,33,0
429718,Shawn Hill,TOR,AL,SP,2,3,0,46,53,28,24,5,14,28,2,3,0
429719,Edwin Jackson,ARI,NL,SP,10,10,0,178,174,93,90,22,71,138,4,33,0
429720,John Maine,NYN,NL,SP,5,4,0,78,62,39,36,9,35,63,3,15,0
429721,Royce Ring,NYA,AL,RP,2,2,0,32,34,19,17,3,15,23,0,0,0
429722,Ervin Santana,LAA,AL,SP,6,6,0,107,116,60,55,15,32,89,6,23,1
429723,Merkin Valdez,TOR,AL,RP,2,3,0,42,46,26,23,4,24,33,1,0,48
429780,Chris Narveson,MIL,NL,RP,4,4,0,69,67,39,36,10,32,57,1,4,17
429781,Kevin Correia,SDN,NL,SP,7,7,0,125,112,56,54,14,43,90,3,33,0
429783,Rafael Betancourt,COL,NL,RP,3,2,0,44,38,18,17,4,14,46,0,0,61
429842,Ryan Wagner,WAS,NL,RP,1,2,0,23,26,16,14,3,14,14,0,0,0
429901,Sergio Mitre,NYA,AL,SP,3,4,0,61,75,38,33,7,15,36,3,9,3
429981,Roy Corcoran,,,RP,2,2,0,32,32,16,15,1,19,19,1,0,16
429984,Scott Proctor,FLO,NL,RP,3,4,0,64,59,36,34,9,34,60,2,0,0
429985,Chad Gaudin,OAK,AL,SP,6,4,0,90,87,50,46,9,40,74,4,25,6
430061,Mike Wood,TEX,AL,SP,2,3,0,43,51,30,26,6,19,23,1,0,0
430083,Brian Sanches,FLO,NL,RP,2,2,0,33,31,15,14,4,14,31,2,0,47
430579,Elizardo Ramirez,TEX,AL,SP,3,7,0,93,125,75,66,17,28,41,1,0,0
430580,Alfredo Simon,BAL,AL,SP,1,3,0,36,48,32,29,10,14,20,1,2,0
430582,Brian Wolfe,TOR,AL,RP,1,3,0,33,38,21,19,4,11,19,1,0,14
430586,Ezequiel Astacio,CHN,NL,RP,1,2,0,25,30,22,20,7,13,18,0,0,0
430587,Taylor Buchholz,COL,NL,RP,5,4,0,77,76,37,34,7,22,57,2,0,0
430588,Fernando Nieve,NYN,NL,RP,2,3,0,41,41,23,21,6,19,31,0,7,1
430589,Chad Qualls,ARI,NL,RP,4,3,29,65,66,29,26,6,15,57,3,0,51
430594,Renyel Pinto,FLO,NL,RP,3,2,0,44,38,21,20,4,29,40,2,0,73
430597,Phil Dumatrait,DET,AL,SP,1,4,0,41,51,32,30,7,20,22,1,0,15
430599,Joe Blanton,PHI,NL,SP,12,10,0,198,202,100,95,25,59,145,6,31,0
430606,Mike Adams,SDN,NL,RP,2,1,0,30,19,9,9,3,10,31,0,0,37
430608,Ben Hendrickson,MIN,AL,SP,3,5,0,71,83,48,43,7,35,30,0,0,0
430610,Dennis Sarfate,BAL,AL,RP,1,3,0,35,37,24,22,5,22,32,1,0,20
430613,Ronald Belisario,LAN,NL,RP,2,3,0,42,38,21,20,5,21,33,2,0,69
430616,Lincoln Holdzkom,PIT,NL,RP,1,3,0,33,37,22,21,3,26,18,0,0,0
430617,Scott Dohmann,LAN,NL,RP,1,2,0,28,29,15,13,3,11,22,0,0,0
430618,Justin Hampson,OAK,AL,RP,1,2,0,24,25,13,12,3,8,16,0,0,0
430629,Joel Hanrahan,PIT,NL,RP,3,5,0,72,76,43,36,8,40,72,2,0,67
430630,Jason Frasor,TOR,AL,RP,3,3,15,54,40,23,21,4,21,51,2,0,61
430634,Sean Burnett,WAS,NL,RP,3,3,0,54,49,30,28,6,28,36,2,0,71
430635,Mike Johnston,CHA,AL,RP,1,2,0,24,26,15,14,2,14,13,0,0,0
430636,Ian Snell,SEA,AL,SP,6,7,0,119,128,67,59,12,58,93,2,27,0
430638,Roman Colon,KCA,AL,RP,2,3,0,49,60,32,29,7,19,27,1,0,43
430641,Blaine Boyer,ARI,NL,RP,3,3,0,53,58,33,28,4,22,37,3,0,48
430642,Jose Capellan,CHN,NL,RP,2,10,0,105,134,91,81,21,71,61,0,0,0
430646,Jake Woods,PHI,NL,RP,3,4,0,61,70,43,39,10,29,37,1,0,0
430647,Corey Smith,LAN,NL,1B,0,1,0,9,11,6,6,1,6,7,0,0,0
430648,Mariano Gomez,ATL,NL,RP,3,4,0,63,67,37,34,6,34,33,0,0,0
430650,Edwin Moreno,BOS,AL,RP,2,2,0,38,44,28,26,6,21,28,1,0,19
430651,Nick Regilio,DET,AL,RP,1,3,0,32,36,23,21,4,22,23,0,0,0
430654,Brian Bass,PIT,NL,RP,3,5,0,70,82,43,38,9,32,44,3,0,48
430657,Cha-Seung Baek,,,SP,2,3,0,43,46,27,25,9,17,27,1,0,0
430661,Dustin Mcgowan,TOR,AL,SP,5,6,0,99,94,50,46,9,38,79,3,0,0
430663,Brian Bruney,WAS,NL,RP,1,2,0,24,19,11,11,2,14,23,1,0,44
430664,Casey Daigle,HOU,NL,RP,2,5,0,62,67,39,35,9,31,49,0,0,0
430665,Brandon Medders,SFN,NL,RP,3,2,0,49,49,26,24,6,26,38,2,0,61
430667,Jerry Gil,CIN,NL,RP,1,8,0,85,109,96,92,25,99,47,0,0,0
430670,Bob Keppel,MIN,AL,RP,2,3,0,46,54,27,24,4,18,28,4,0,37
430673,Ramon S. Ramirez,BOS,AL,RP,4,3,0,64,58,28,27,5,28,52,2,0,70
430675,Sean Henn,MIN,AL,RP,1,2,0,25,26,16,15,3,15,19,1,0,20
430680,Justin Lehr,CIN,NL,SP,4,5,0,85,93,52,48,12,29,45,1,11,0
430687,Chi-Hung Cheng,PIT,NL,SP,2,7,0,78,101,65,58,16,48,38,0,0,0
430831,Jeff Bennett,TBA,AL,RP,2,3,0,46,51,26,23,4,26,29,3,0,44
430837,Lenny Dinardo,OAK,AL,SP,3,6,0,77,91,48,40,6,27,41,1,5,0
430884,Jesse Crain,MIN,AL,RP,2,3,0,41,39,21,19,3,18,33,2,0,56
430889,Bill Murphy,,,RP,2,4,0,55,59,40,37,8,38,41,0,0,8
430900,Michael Wuertz,OAK,AL,RP,4,2,0,57,44,21,20,5,21,62,0,0,74
430904,Paul Maholm,PIT,NL,SP,10,11,0,192,217,101,89,18,60,123,7,31,0
430911,David Aardsma,SEA,AL,RP,3,3,30,56,47,25,24,5,29,57,1,0,73
430912,Matt Cain,SFN,NL,SP,13,10,0,210,189,89,86,21,79,172,5,33,0
430929,Jake Wald,ARI,NL,SS,1,0,0,10,10,5,4,1,3,7,0,0,0
430935,Cole Hamels,PHI,NL,SP,12,9,0,186,182,86,79,23,45,165,3,32,0
430941,George Sherrill,LAN,NL,RP,4,3,1,61,46,21,20,4,27,62,2,0,72
430942,Randy Williams,CHA,AL,RP,1,3,0,32,33,22,20,5,16,28,1,0,25
430950,Brian Gordon,PHI,NL,RP,2,5,0,59,73,42,37,9,19,32,0,0,0
430952,Miguel Perez,PIT,NL,C,7,9,0,142,152,83,77,19,63,93,3,0,0
430962,Dustin Nippert,TEX,AL,RP,2,4,0,51,59,33,31,7,23,37,1,10,10
430963,Tony Pena,SFN,NL,RP,3,3,0,52,58,29,25,5,16,36,2,0,72
430968,Shingo Takatsu,SFN,NL,RP,1,2,0,26,28,17,16,5,7,19,0,0,0
431138,John Rodriguez,NYA,AL,OF,2,1,0,29,33,20,18,3,19,19,0,0,0
431141,Greg Miller,MIL,NL,RP,1,3,0,35,32,23,23,2,41,30,0,0,0
431146,Jason Childers,TBA,AL,RP,3,4,0,61,71,41,36,9,24,37,0,0,0
431148,Scott Kazmir,LAA,AL,SP,5,5,0,93,89,48,45,11,37,86,3,26,0
431149,Matt Peterson,FLO,NL,RP,2,4,0,51,55,34,31,6,32,35,0,0,0
431162,Tim Stauffer,SDN,NL,SP,3,4,0,64,59,31,29,8,25,43,2,14,0
431167,Larry Broadway,PIT,NL,1B,1,0,0,12,13,6,6,1,4,9,0,0,0
432934,Chris Young,SDN,NL,SP,5,6,0,98,74,50,46,14,45,78,2,14,0
433578,Lance Cormier,TBA,AL,RP,3,4,0,60,64,31,29,6,23,32,1,0,53
433579,John Danks,CHA,AL,SP,10,10,0,184,175,91,89,22,65,141,4,32,0
433581,Brad Thompson,KCA,AL,RP,2,3,0,49,60,32,29,7,13,21,3,8,24
433584,Fausto Carmona,CLE,AL,SP,5,6,0,100,111,64,59,12,46,62,5,24,0
433585,Jeff Francis,COL,NL,SP,6,7,0,118,141,69,60,13,39,84,4,0,0
433586,Santiago Casilla,SFN,NL,RP,1,3,0,32,34,19,17,4,15,27,2,0,46
433587,Felix Hernandez,SEA,AL,SP,15,9,0,215,193,84,78,17,70,191,7,34,0
433589,Yusmeiro Petit,SEA,AL,SP,3,4,0,60,69,39,35,12,20,44,0,17,6
433657,Dave Bush,MIL,NL,SP,8,9,0,150,148,87,82,23,43,107,13,21,1
433897,Sam Narron,DET,AL,SP,5,8,0,115,144,81,71,15,36,48,0,0,0
433997,Eric Crozier,BAL,AL,1B,0,1,0,10,11,6,5,1,4,7,0,0,0
434118,Carmen Cali,LAN,NL,RP,2,2,0,40,41,21,19,3,17,27,0,0,0
434137,Logan Kensing,WAS,NL,RP,1,3,0,32,34,20,18,5,15,27,1,0,32
434159,Dan Meyer,FLO,NL,RP,3,4,0,64,65,39,36,9,31,48,1,0,71
434181,Brandon League,SEA,AL,RP,3,2,0,48,45,23,21,4,17,41,3,0,67
434298,Todd Coffey,MIL,NL,RP,4,2,0,56,54,25,24,7,18,45,2,0,78
434378,Justin Verlander,DET,AL,SP,14,10,0,217,204,98,89,19,69,213,10,35,0
434438,Billy Buckner,ARI,NL,SP,4,5,0,84,96,55,49,10,38,60,1,13,3
434442,J.p. Howell,TBA,AL,RP,5,3,4,75,66,36,34,9,32,75,3,0,69
434479,Mike Hinckley,BAL,AL,RP,2,3,0,46,51,32,30,6,30,24,1,0,14
434482,Jesse Carlson,TOR,AL,RP,3,4,0,66,60,33,32,7,23,51,2,0,73
434523,Mike Jones,MIL,NL,SP,3,7,0,91,104,70,64,17,61,50,0,0,0
434525,Brad Nelson,SEA,AL,OF,3,6,0,78,89,49,43,8,31,39,0,2,-2
434538,Francisco Liriano,MIN,AL,SP,6,7,0,117,123,69,62,14,48,99,3,24,5
434561,Francisco Butto,PHI,NL,RP,2,3,0,42,43,26,24,4,28,29,0,0,0
434564,Zack Segovia,NYA,AL,RP,1,1,0,16,17,11,10,2,7,8,0,0,8
434565,Robinson Tejeda,KCA,AL,RP,4,4,0,70,57,37,34,6,42,70,3,6,29
434578,Joe Saunders,LAA,AL,SP,9,9,0,159,171,85,82,20,51,90,4,31,0
434579,Steven Shell,SEA,AL,RP,2,3,0,46,49,29,27,8,17,31,0,0,4
434590,Yorman Bazardo,HOU,NL,SP,3,6,0,78,93,56,49,12,31,41,1,6,4
434591,Randy Messenger,,,RP,2,2,0,39,46,23,20,4,13,21,0,0,12
434619,Enrique Gonzalez,DET,AL,SP,3,5,0,68,85,51,45,10,31,38,0,0,2
434622,Ubaldo Jimenez,COL,NL,SP,11,8,0,169,168,83,76,12,78,146,7,33,0
434623,Juan Morillo,MIN,AL,RP,2,2,0,35,35,23,22,2,29,28,0,0,3
434627,Ryan Speier,WAS,NL,RP,1,2,0,28,29,16,14,2,14,17,1,0,5
434628,Jason Hammel,COL,NL,SP,6,8,0,124,154,76,64,13,39,91,5,30,4
434629,Chris Seddon,SEA,AL,SP,4,9,0,121,141,87,80,20,61,68,0,0,0
434637,Matt Lindstrom,HOU,NL,RP,2,2,15,38,41,20,17,3,16,31,1,0,54
434638,Brian Burres,PIT,NL,SP,3,5,0,68,81,44,38,8,28,45,1,2,0
434639,Scott Munter,SDN,NL,RP,2,3,0,49,57,32,29,4,24,23,0,0,0
434641,Juan Gutierrez,ARI,NL,RP,4,6,4,86,95,53,47,9,38,65,2,0,65
434642,Mark Mclemore,MIN,AL,RP,4,5,0,77,86,49,44,8,35,44,1,0,0
434643,Wandy Rodriguez,HOU,NL,SP,9,10,0,170,167,78,68,18,56,154,5,33,0
434660,Brad Eldred,COL,NL,1B,1,0,0,9,9,5,4,1,4,8,0,0,0
434663,Leo Nunez,FLO,NL,RP,3,3,20,55,52,28,27,8,21,43,3,0,75
434665,Nick Masset,CIN,NL,RP,4,3,0,64,59,29,27,6,25,51,1,0,74
434666,Josh Rupe,KCA,AL,RP,2,4,0,52,65,38,33,5,27,27,2,0,4
434668,Manny Delcarmen,BOS,AL,RP,3,3,0,56,55,29,26,4,27,46,3,0,64
434669,Luis Mendoza,TEX,AL,SP,2,5,0,62,80,46,39,5,28,31,1,0,1
434671,Anibal Sanchez,FLO,NL,SP,3,3,0,53,54,28,26,6,27,43,2,16,0
434672,Chris Smith,MIL,NL,RP,3,3,0,50,49,28,26,8,18,36,1,0,35
434678,Kyle Davies,KCA,AL,SP,4,5,0,82,95,51,47,11,38,54,2,22,0
434679,Anthony Lerew,KCA,AL,SP,2,5,0,63,83,50,45,10,34,32,0,2,1
434681,Pete Orr,WAS,NL,2B,1,0,0,10,10,5,5,1,4,8,0,18,-18
434702,Ryan Ketchner,DET,AL,SP,3,5,0,76,97,56,48,11,26,39,0,0,0
434718,Huston Street,COL,NL,RP,5,2,27,64,52,26,24,6,18,71,1,0,64
434884,Ryan Rowland-smith,SEA,AL,SP,4,3,0,67,66,33,31,7,22,40,2,15,0
434898,Tim Corcoran,LAN,NL,RP,3,5,0,68,72,42,39,8,34,44,0,0,0
434958,Sean Green,NYN,NL,RP,4,3,0,62,56,30,28,4,30,48,6,0,79
435039,Anthony Reyes,CLE,AL,SP,3,4,0,59,62,37,35,9,25,37,2,8,0
435040,John Hudgins,SDN,NL,RP,2,4,0,53,49,30,28,5,43,40,0,0,0
435042,Brian Anderson,,,OF,2,4,0,58,67,39,35,9,27,41,1,54,-54
435043,Zach Duke,PIT,NL,SP,10,11,0,190,228,104,91,21,47,95,4,32,0
435044,Scott Baker,MIN,AL,SP,7,5,0,112,110,53,51,14,27,87,2,33,0
435045,Sergio Santos,CHA,AL,RP,1,3,0,33,37,26,24,4,30,23,0,0,0
435058,Jonah Bayliss,TOR,AL,RP,2,3,0,47,53,34,31,8,25,34,0,0,0
435080,Thomas Diamond,TEX,AL,RP,2,4,0,56,66,49,46,8,55,40,0,0,0
435140,Hayden Penn,PIT,NL,SP,2,4,0,55,66,43,37,10,29,41,1,1,15
435158,Keiichi Yabu,SFN,NL,RP,2,2,0,40,40,24,22,4,22,29,3,0,0
435178,Josh Johnson,FLO,NL,SP,8,5,0,113,107,45,42,8,34,100,3,33,0
435179,Scott Olsen,WAS,NL,SP,4,6,0,89,96,55,49,15,34,60,1,11,0
435221,Brandon Mccarthy,TEX,AL,SP,3,3,0,56,60,32,30,6,23,37,1,17,0
435222,Josh Fields,KCA,AL,3B,1,3,0,32,40,24,23,6,15,21,1,62,-62
435261,Zach Miner,DET,AL,RP,4,4,0,73,78,40,38,7,32,45,2,5,46
435298,Jeff Niemann,TBA,AL,SP,7,7,0,123,130,69,64,15,47,84,4,30,1
435378,Chad Orvella,,,RP,1,3,0,38,47,29,25,7,15,23,1,0,0
435400,Jason Motte,SLN,NL,RP,3,2,0,49,46,25,23,7,20,51,1,0,69
435402,Luis Maza,PHI,NL,2B,1,0,0,9,10,5,5,1,4,7,0,0,0
435458,Travis Chick,LAA,AL,SP,4,8,0,104,121,77,71,16,56,66,0,0,0
435498,Kenny Perez,COL,NL,1B,1,1,0,14,16,7,6,1,3,7,0,0,0
435500,Dan Giese,OAK,AL,RP,2,1,0,30,30,15,14,3,9,19,0,1,6
435538,Bill Bray,CIN,NL,RP,1,1,0,21,21,11,9,2,9,23,0,0,0
435618,Jeremy Accardo,TOR,AL,RP,2,2,0,32,30,15,14,2,14,23,1,0,26
435619,Patrick Misch,SFN,NL,RP,4,4,0,69,70,36,32,8,18,43,0,7,19
435620,Jack Taschner,PIT,NL,RP,2,2,0,33,38,20,17,3,18,26,1,0,24
435626,Clay Timpner,SFN,NL,OF,0,1,0,9,10,5,5,1,4,7,0,0,0
435638,Zach Jackson,TOR,AL,SP,2,6,0,69,86,53,47,11,27,37,1,1,2
435658,Jorge Campillo,KCA,AL,SP,2,3,0,44,53,27,23,5,13,26,0,0,5
435679,Jon Huber,ATL,NL,RP,2,3,0,45,49,26,22,5,14,32,0,0,0
441292,Felix Romero,SFN,NL,RP,4,4,0,74,77,43,38,9,27,61,0,0,0
441799,Brian Mazone,PHI,NL,SP,5,6,0,98,109,61,55,15,29,57,0,0,0
442707,Mark Difelice,MIL,NL,RP,3,3,0,55,50,24,22,7,13,48,1,0,59
444126,Rafael Rodriguez,LAA,AL,RP,2,3,0,45,60,34,29,6,17,21,0,0,18
444127,Warner Madrigal,TEX,AL,RP,1,3,0,34,40,24,22,5,16,24,0,0,13
444354,Daryl Thompson,CIN,NL,SP,2,4,0,58,68,43,38,12,22,34,1,0,0
444360,Daniel Davidson,LAA,AL,RP,1,3,0,37,48,31,28,8,17,21,0,0,4
444363,Andrew Graham,COL,NL,C,3,6,0,78,94,63,57,15,39,53,0,0,0
444370,Carlos Muniz,NYN,NL,RP,1,2,0,28,28,18,17,5,14,20,1,0,0
444371,Jeff Karstens,PIT,NL,SP,2,4,0,55,63,35,31,8,20,29,1,13,26
444382,Eddie Bonine,DET,AL,SP,3,5,0,75,95,53,47,11,18,31,1,4,6
444418,Matt Wright,OAK,AL,SP,3,7,0,88,116,69,62,15,38,44,0,0,0
444427,Kanekoa Texeira,SEA,AL,RP,3,5,0,74,85,51,46,9,46,46,0,0,0
444434,Philippe-Alexandre Valiquette,CIN,NL,RP,1,4,0,45,51,37,34,9,35,33,0,0,0
444436,Ryan Webb,SDN,NL,RP,2,5,0,61,68,40,35,10,28,35,0,0,28
444440,Nick Adenhart,LAA,AL,SP,3,4,0,62,76,43,38,6,33,35,0,1,0
444444,Mitch Atkins,CHN,NL,SP,3,8,0,95,109,77,71,22,42,64,0,0,2
444446,Collin Balester,WAS,NL,SP,3,6,0,81,89,52,46,12,32,50,1,7,0
444447,Chad Beck,TOR,AL,SP,3,8,0,98,125,83,73,19,48,58,0,0,0
444468,Hector Rondon,CLE,AL,SP,6,9,0,134,161,92,79,19,46,87,0,0,0
444474,Roque Mercedes,MIL,NL,RP,2,5,0,65,73,51,47,12,37,50,0,0,0
444484,Andres Rosales,SLN,NL,RP,1,3,0,40,48,40,38,13,40,32,0,0,0
444520,Craig Breslow,OAK,AL,RP,4,3,0,61,48,28,26,6,24,47,2,0,77
444523,Ronnie Ray,SFN,NL,RP,3,6,0,81,93,54,47,10,33,44,0,0,0
444524,Polin Trinidad,HOU,NL,SP,5,11,0,146,169,99,88,29,43,89,0,0,0
444553,Aneury Rodriguez,TBA,AL,SP,5,9,0,130,155,104,95,26,66,76,0,0,0
444566,Valerio Heredia,WAS,NL,3B,1,0,0,10,10,6,5,1,5,7,0,0,0
444836,Aaron Laffey,CLE,AL,SP,4,5,0,79,91,47,42,8,34,39,2,19,6
444849,Jay Sborz,DET,AL,RP,1,3,0,32,38,27,24,6,22,23,0,0,0
444857,Scott Feldman,TEX,AL,SP,6,6,0,110,115,58,57,10,40,63,6,31,3
444864,Jimmy Barthmaier,PIT,NL,SP,3,6,0,81,90,54,48,11,44,58,1,0,0
444865,Jason Hirsh,NYA,AL,SP,4,6,0,87,104,63,57,14,38,45,1,0,0
444874,Juan Abreu,ATL,NL,RP,1,4,0,46,50,40,38,9,55,41,0,0,0
444884,Chris Ray,TEX,AL,RP,1,3,0,34,43,24,20,4,18,29,1,0,46
444935,Nick Hagadone,CLE,AL,SP,2,2,0,35,35,20,19,2,28,28,0,0,0
444941,Austin Hyatt,PHI,NL,RP,4,2,0,55,45,22,20,3,23,58,0,0,0
444961,Matt Miller,COL,NL,OF,2,2,0,33,35,22,20,4,20,28,1,0,0
444970,James Parr,ATL,NL,SP,2,4,0,54,61,37,32,9,21,35,1,0,8
444988,Brandon Todd,FLO,NL,RP,2,3,0,45,43,27,25,4,36,40,0,0,0
444992,Duke Welker,PIT,NL,SP,3,7,0,88,105,72,66,11,80,44,0,0,0
445000,Bradley Burns,NYN,NL,RP,1,1,0,20,20,15,14,4,19,18,0,0,0
445030,Adrian Alaniz,WAS,NL,SP,3,6,0,84,90,57,53,13,49,57,0,0,0
445060,Ricky Nolasco,FLO,NL,SP,6,6,0,109,110,56,50,14,27,103,2,31,0
445074,Jason Mackintosh,PHI,NL,RP,2,3,0,42,48,28,25,5,19,25,0,0,0
445090,Bobby Korecky,LAA,AL,RP,2,2,0,33,38,20,17,2,12,21,0,0,5
445104,Brad Salmon,LAA,AL,RP,3,6,0,82,97,60,54,10,49,52,0,0,0
445152,Adam Pavkovich,LAA,AL,3B,0,1,0,9,11,7,6,2,3,7,0,0,0
445153,Darin Downs,TBA,AL,RP,4,6,0,91,108,63,56,14,37,55,0,0,0
445156,Sean Marshall,CHN,NL,RP,4,3,0,67,71,36,33,8,25,51,2,9,46
445159,James Heuser,OAK,AL,RP,2,5,0,63,76,57,52,13,54,39,0,0,0
445163,Casey Janssen,TOR,AL,RP,2,3,0,44,49,25,21,3,14,26,2,5,16
445164,Brent Johnson,SEA,AL,OF,1,0,0,10,10,5,4,1,3,7,0,0,0
445170,Todd Redmond,ATL,NL,SP,6,10,0,144,163,99,89,28,55,91,0,0,0
445177,Deunte Heath,ATL,NL,SP,5,7,0,112,121,76,69,14,78,72,0,0,0
445185,Clayton Hamilton,TEX,AL,RP,2,5,0,65,85,52,46,10,26,28,0,0,0
445188,Andrew Reichard,SFN,NL,SP,3,4,0,67,73,38,34,8,18,38,0,0,0
445193,Robert Coello,BOS,AL,RP,2,4,0,57,62,44,41,8,46,50,0,0,0
445197,Michael Dunn,ATL,NL,RP,2,4,0,57,63,46,42,11,48,47,0,0,4
445200,Josh Wahpepah,MIL,NL,RP,3,4,0,63,64,41,38,4,58,39,0,0,0
445204,Tyson Brummett,PHI,NL,SP,5,8,0,117,139,88,78,20,53,66,0,0,0
445213,Brandon Kintzler,MIL,NL,SP,2,3,0,48,51,30,27,8,18,35,1,0,0
445215,Jacob McCarter,LAN,NL,RP,2,3,0,44,40,25,24,5,34,38,0,0,0
445216,Daniel Mccutchen,PIT,NL,SP,4,7,0,101,116,63,56,16,29,64,1,6,0
445222,Jack Cassel,CLE,AL,SP,4,6,0,86,106,59,52,12,35,44,1,0,0
445239,Adam Bostick,KCA,AL,RP,3,4,0,62,61,39,36,10,33,51,0,0,0
445246,Jeff Fulchino,HOU,NL,RP,2,3,0,47,47,25,22,4,20,36,1,0,61
445275,Melkin Laureano,PIT,NL,RP,1,0,0,10,10,5,4,1,5,10,0,0,0
445276,Kenley Jansen,LAN,NL,C,1,1,0,19,17,12,11,3,16,18,0,0,0
445590,Eric Stults,,,SP,4,4,0,71,71,38,34,8,28,48,1,10,0
445612,Dale Thayer,TBA,AL,RP,3,2,0,46,51,26,22,4,16,27,0,0,11
445926,Jesse Chavez,TBA,AL,RP,3,3,0,58,61,33,29,9,23,44,1,0,73
445938,Calvin Medlock,TBA,AL,RP,3,5,0,69,80,49,44,12,27,46,0,0,0
445956,Mike Musgrave,SFN,NL,RP,1,4,0,42,46,31,29,5,36,27,0,0,0
445961,Reid Santos,MIN,AL,RP,3,7,0,86,111,66,57,14,34,46,0,0,0
445968,Dana Eveland,TOR,AL,SP,3,6,0,77,90,52,46,9,38,46,2,9,4
445969,Yoffri Martinez,PIT,NL,RP,1,3,0,35,42,34,32,7,43,22,0,0,0
445971,Tim Wood,FLO,NL,RP,2,2,0,37,38,20,18,3,21,26,0,0,18
445984,Jesus Delgado,CIN,NL,RP,2,4,0,50,53,34,31,5,33,31,0,0,0
445986,Geivy Garcia,SFN,NL,RP,2,5,0,65,65,45,44,7,59,47,0,0,0
445995,Arturo Lopez,NYN,NL,RP,2,1,0,30,31,18,16,3,17,18,0,0,4
446003,Luis Valdez,ATL,NL,RP,3,3,0,55,57,32,29,6,28,43,0,0,3
446037,Brendan Monaghan,BAL,AL,C,0,1,0,11,13,7,7,1,7,7,0,0,0
446088,Adrian Casanova,DET,AL,C,1,0,0,10,11,6,5,1,3,7,0,0,0
446099,John Axford,MIL,NL,RP,2,3,0,46,41,29,28,4,48,43,0,0,7
446160,John Slusarz,TEX,AL,RP,0,2,0,20,28,21,20,6,16,13,0,0,0
446162,Sean Watson,CIN,NL,RP,2,5,0,63,68,53,50,14,53,55,0,0,0
446185,Logan Ondrusek,CIN,NL,RP,3,5,0,71,77,45,40,6,38,41,0,0,0
446201,Robert Felmy,SFN,NL,OF,1,0,0,11,11,5,5,1,4,7,0,0,0
446207,Josh Geer,SDN,NL,SP,4,6,0,94,94,53,49,17,26,48,1,17,2
446209,Jesse Litsch,TOR,AL,SP,3,5,0,69,72,37,35,9,17,40,3,2,0
446213,Brett Sinkbeil,FLO,NL,RP,3,7,0,91,110,71,63,14,54,46,0,0,0
446222,Chance Corgan,SFN,NL,SP,2,4,0,51,60,35,31,8,19,29,0,0,0
446231,Neal Frontz,TBA,AL,RP,2,5,0,61,74,45,40,8,30,31,0,0,0
446248,Bryan Augenstein,ARI,NL,SP,3,4,0,67,74,38,32,5,17,39,1,2,5
446264,Barry Enright,ARI,NL,SP,5,10,0,132,158,94,83,20,44,74,0,0,0
446266,Andres Esquibel,SEA,AL,SP,3,6,0,79,99,61,55,14,40,38,1,0,0
446267,Cody Evans,ARI,NL,RP,3,9,0,110,146,101,91,26,50,44,0,0,0
446290,Daniel Moskos,PIT,NL,SP,4,9,0,113,134,79,71,15,60,56,0,0,0
446291,Charles Nolte,NYA,AL,RP,3,5,0,71,94,61,54,11,45,34,0,0,0
446292,Adam Olbrychowski,NYA,AL,RP,2,5,0,64,84,62,58,13,59,34,0,0,0
446321,Ross Detwiler,WAS,NL,SP,3,5,0,75,80,44,39,6,38,50,1,14,1
446322,Stephen Dodson,COL,NL,RP,2,3,0,41,44,26,23,4,23,31,0,0,0
446324,Seth Garrison,BOS,AL,SP,3,7,0,92,124,80,70,17,41,45,0,0,0
446326,Scott Green,DET,AL,RP,1,2,0,31,39,24,22,5,17,19,0,0,0
446332,David Kopp,SLN,NL,SP,3,5,0,74,80,46,42,7,46,42,0,0,0
446333,Eddie Kunz,NYN,NL,RP,2,2,0,39,39,25,23,5,24,25,0,0,0
446337,Eric Niesen,NYN,NL,SP,5,7,0,111,115,74,67,16,69,79,0,0,0
446341,Scott Richmond,TOR,AL,SP,3,5,0,76,81,52,48,15,31,59,1,24,3
446354,Eric Berger,CLE,AL,SP,5,6,0,99,112,64,57,8,64,62,0,0,0
