mlbamID,playerName,team,league,defaultPos,W,L,S,IP,H,R,ER,HR,BB,K,HBP,G_SP,G_RP
446358,Bryson Cox,BOS,AL,RP,2,4,0,54,71,42,37,6,28,25,0,0,0
446367,Luke Putkonen,DET,AL,SP,4,7,0,101,122,70,61,7,56,49,0,0,0
446372,Corey Kluber,SDN,NL,SP,4,10,0,124,127,82,75,22,81,96,0,0,0
446375,Kirkland Rivers,HOU,NL,RP,1,2,0,25,29,24,22,5,31,19,0,0,0
446379,Cory Arbiso,NYA,AL,SP,3,5,0,72,101,64,54,15,21,31,0,0,0
446398,Andrew Carignan,OAK,AL,RP,1,1,0,22,21,15,14,2,21,19,0,0,0
446399,Brett Cecil,TOR,AL,SP,3,6,0,78,86,49,44,10,34,54,2,17,1
446401,Jason Dominguez,HOU,NL,RP,1,3,0,33,38,22,20,5,14,18,0,0,0
446413,Michael McGuire,CLE,AL,RP,2,4,0,55,65,41,37,4,47,34,0,0,0
446421,Jordan Ellis,PHI,NL,RP,2,2,0,36,36,23,22,4,26,30,0,0,0
446422,Michael Griffin,CIN,NL,3B,1,0,0,11,10,5,4,1,4,10,0,0,0
446452,Troy Cate,TOR,AL,RP,1,3,0,33,39,24,22,6,14,19,0,0,0
446453,Levale Speigner,SEA,AL,RP,1,2,0,27,37,23,20,3,15,14,2,0,0
446454,Brian Bannister,KCA,AL,SP,5,6,0,99,115,59,54,12,31,59,3,26,0
446552,John Mariotti,BAL,AL,SP,2,6,0,71,97,60,54,9,43,28,0,0,0
446574,Tyler Johnson,SEA,AL,OF,1,1,0,18,19,12,12,4,8,12,1,0,0
446575,Chris Kelly,CIN,NL,RP,1,4,0,46,56,39,36,7,38,19,0,0,0
446603,Aaron Breit,SDN,NL,RP,3,6,0,82,83,50,45,10,57,58,0,0,0
446621,Rex Rundgren,COL,NL,2B,1,0,0,11,12,7,6,1,6,7,0,0,0
446624,Charlie Haeger,LAN,NL,SP,4,5,0,83,81,47,45,10,42,53,1,3,3
446641,Wilton Lopez,HOU,NL,RP,1,2,0,26,38,22,18,5,11,15,1,2,6
446855,Travis Minix,LAA,AL,RP,3,4,0,60,69,40,37,8,25,35,1,0,0
446857,Kelvin Villa,KCA,AL,RP,2,6,0,68,92,54,46,9,35,35,0,0,0
446859,Camilo Vazquez,LAA,AL,SP,3,8,0,95,110,77,69,18,60,64,0,0,0
446861,Guillermo Moscoso,TEX,AL,SP,3,5,0,68,76,41,35,7,24,47,1,0,10
446884,T.j. Beam,ARI,NL,RP,3,5,0,72,82,47,41,9,25,44,1,0,0
446899,Brad Ziegler,OAK,AL,RP,4,3,1,64,66,28,25,3,23,39,1,0,69
446901,James Houser,FLO,NL,SP,3,7,0,87,104,71,66,16,56,45,0,0,0
446911,Virgil Vasquez,,,SP,2,4,0,50,63,34,28,7,19,34,3,7,7
446916,Mike Burns,MIL,NL,RP,4,5,0,84,89,49,44,13,22,53,1,8,7
446952,Luis Munoz,SEA,AL,SP,4,11,0,131,159,102,94,25,70,68,0,0,0
447714,Eric O'flaherty,ATL,NL,RP,2,2,0,36,34,17,16,2,14,25,3,0,78
447763,Jesus A. Castillo,LAN,NL,SP,6,9,0,132,147,83,76,14,59,63,0,0,0
447764,Robert Hinton,MIL,NL,RP,3,4,0,65,66,44,41,10,45,50,0,0,0
447769,Luis Cota,KCA,AL,SP,1,3,0,39,53,35,31,8,21,22,0,0,0
447797,Ben Julianel,MIN,AL,RP,2,3,0,48,55,33,30,6,27,39,0,0,0
447804,Chris Cooper,TEX,AL,RP,1,1,0,14,17,10,10,3,4,9,0,0,0
447808,Philip Barzilla,SDN,NL,RP,2,3,0,42,42,24,21,5,25,28,0,0,0
447821,Stephen Marek,ATL,NL,RP,2,5,0,62,69,46,42,9,49,41,0,0,0
447842,Jamie Richmond,OAK,AL,RP,3,8,0,98,128,80,70,22,24,43,0,0,0
448147,Nick Blackburn,MIN,AL,SP,9,9,0,166,194,89,80,19,35,80,3,33,0
448151,Kody Kirkland,ATL,NL,3B,1,0,0,10,10,5,4,1,4,7,0,0,0
448159,Manny Parra,MIL,NL,SP,4,6,0,94,102,58,50,10,50,78,1,27,0
448165,Matt Capps,WAS,NL,RP,3,4,27,60,67,32,28,9,14,48,3,0,57
448167,Brandon Mann,TBA,AL,SP,4,9,0,121,149,93,83,17,60,55,0,0,0
448178,Kevin Jepsen,LAA,AL,RP,2,2,0,37,43,25,22,3,22,29,0,0,54
448179,Rich Hill,SLN,NL,SP,3,3,0,53,51,31,28,6,32,47,2,13,1
448180,Adam Harben,SEA,AL,SP,2,4,0,55,62,42,40,5,55,31,0,0,0
448200,Chris Sampson,HOU,NL,RP,3,3,0,57,63,30,27,5,15,31,1,0,49
448235,Craig Whitaker,SFN,NL,RP,1,4,0,43,44,34,34,5,52,31,0,0,0
448249,Dallas Trahern,FLO,NL,SP,3,6,0,79,89,53,48,10,39,44,0,0,0
448252,Kyle Waldrop,MIN,AL,RP,4,7,0,97,122,66,56,8,36,38,0,0,0
448266,James Adkins,LAN,NL,SP,5,8,0,115,129,81,76,13,76,58,0,0,0
448269,Brad Bergesen,BAL,AL,SP,4,6,0,90,112,55,49,10,25,42,2,19,0
448287,Lucas French,SEA,AL,SP,3,6,0,78,95,53,46,12,31,50,2,12,3
448289,Rafael Gonzalez,CIN,NL,SP,1,7,0,76,104,86,80,28,60,40,0,0,0
448306,James Shields,TBA,AL,SP,12,10,0,199,202,97,89,25,45,153,5,33,0
448322,Ian Ostlund,SLN,NL,RP,3,3,0,55,60,34,30,9,21,40,0,0,0
448337,Josh Kinney,SLN,NL,RP,1,2,0,29,29,17,16,4,16,25,1,0,17
448592,Cla Meredith,BAL,AL,RP,3,3,0,55,63,29,27,4,18,34,2,0,64
448594,Ryan Moorer,SEA,AL,RP,2,4,0,54,69,42,38,6,38,20,0,0,0
448609,Tony Sipp,CLE,AL,RP,2,1,0,31,27,17,15,4,18,33,0,0,46
448623,Garrett Broshuis,SFN,NL,SP,5,10,0,131,155,88,78,19,43,61,0,0,0
448644,Patrick McAnaney,ARI,NL,SP,4,8,0,110,129,83,74,19,55,78,0,0,0
448649,David Newmann,TBA,AL,SP,6,7,0,120,130,77,70,12,67,80,1,0,0
448652,Justin Phillabaum,WAS,NL,RP,2,4,0,57,64,44,41,11,39,37,0,0,0
448653,John Poppert,WAS,NL,C,0,1,0,9,10,5,5,1,4,7,0,0,0
448655,Brandon Pullen,SEA,AL,RP,1,3,0,36,48,31,28,9,17,21,0,0,0
448656,Chad Reineke,CIN,NL,SP,3,5,0,72,81,54,49,14,36,47,1,1,0
448660,Mark Serrano,CIN,NL,SP,3,3,0,57,55,29,26,5,25,47,1,0,0
448665,Jack Spradlin,WAS,NL,RP,3,5,0,71,75,42,37,7,30,45,0,0,0
448693,Ross Wolf,BAL,AL,RP,2,4,0,56,69,40,35,6,26,33,0,0,0
448694,Randy Wells,CHN,NL,SP,5,5,0,88,90,44,41,9,28,59,2,27,0
448722,Juan Perez,LAN,NL,RP,2,2,0,40,39,27,25,7,29,39,0,0,0
448750,David Pfeiffer,LAN,NL,RP,2,4,0,52,54,30,27,3,31,31,0,0,0
448753,Justin Berg,CHN,NL,RP,3,3,0,58,62,37,35,5,35,28,0,0,11
448766,Terrence Engles,WAS,NL,SP,4,6,0,93,102,62,55,13,46,64,0,0,0
448802,Jaime Garcia,SLN,NL,SP,3,4,0,60,59,34,32,8,30,45,1,0,0
448807,Dave Johnson,MIL,NL,RP,3,4,0,59,60,36,32,8,31,42,0,0,0
448814,Trent Lare,NYA,AL,SP,4,5,0,78,90,48,42,10,22,50,1,0,0
448833,Chris Barnwell,PIT,NL,SS,0,1,0,10,12,7,7,2,6,8,0,0,0
448842,Eulogio De La Cruz,SDN,NL,RP,0,1,0,10,11,8,7,1,9,7,0,0,3
448854,Carlos Rivas,ATL,NL,RP,2,4,0,54,59,39,35,6,43,31,0,0,0
448857,Jose Ascanio,PIT,NL,RP,2,2,0,38,40,22,19,3,17,31,1,0,16
449060,Clay Rapada,TEX,AL,RP,2,1,0,29,30,16,14,2,14,20,0,0,3
449061,Edgar Alfonzo,NYN,NL,RP,3,4,0,63,67,41,37,8,37,35,0,0,0
449072,Kyle Mcclellan,SLN,NL,RP,4,4,0,68,62,30,29,6,29,52,2,0,66
449079,Wesley Wright,HOU,NL,RP,2,4,0,51,54,31,28,9,28,51,1,0,49
449081,Steve Bray,SEA,AL,RP,4,7,0,103,116,66,61,16,38,55,0,0,0
449096,Justin Mallett,CIN,NL,RP,2,5,0,59,64,40,37,9,28,39,0,0,0
449097,Jonathan Papelbon,BOS,AL,RP,6,2,35,68,55,20,19,5,19,76,3,0,66
449100,Brooks McNiven,SFN,NL,SP,3,5,0,75,90,50,44,9,25,28,0,0,0
449104,Jim Henderson,MIL,NL,RP,3,3,0,56,56,34,32,6,39,38,0,0,0
449127,Cory Doyne,WAS,NL,RP,1,2,0,29,31,17,15,4,12,23,2,0,0
449137,Ryan Keefer,BAL,AL,RP,1,3,0,35,48,39,37,9,37,23,0,0,0
449145,Brian Esposito,HOU,NL,C,0,1,0,10,10,5,5,1,4,7,0,0,0
449154,Justin Orenduff,LAN,NL,RP,2,4,0,57,64,44,41,14,37,43,0,0,0
449157,Mike Parisi,CHN,NL,RP,1,3,0,34,46,28,23,4,18,23,1,0,0
449160,Jay Rainville,MIN,AL,SP,3,8,0,96,130,83,72,19,40,44,0,0,0
449161,Mark Rogers,MIL,NL,SP,3,4,0,67,62,37,35,6,51,56,1,0,0
449164,Rob Semerano,HOU,NL,RP,1,2,0,29,36,21,18,3,16,11,0,0,0
449165,Carlton Smith,CLE,AL,RP,3,7,0,88,115,70,62,14,38,34,0,0,0
449170,Erik Cordier,ATL,NL,SP,3,6,0,83,94,67,64,15,82,51,0,0,0
449173,Lucas Harrell,CHA,AL,SP,4,8,0,109,130,84,76,12,73,53,0,0,0
449176,Steven Hirschfeld,MIN,AL,SP,5,7,0,104,125,71,62,11,46,51,0,0,0
449774,Evan MacLane,SLN,NL,SP,7,10,0,153,178,97,86,27,35,74,0,0,0
449775,Brandon Pinckney,PHI,NL,3B,1,0,0,12,13,6,6,1,3,7,0,0,0
449777,Mitch Stetter,MIL,NL,RP,2,2,0,37,27,17,16,3,22,37,4,0,71
449811,David Austen,LAA,AL,RP,2,4,0,54,72,41,36,8,17,23,0,0,0
449820,Leo Rosales,ARI,NL,RP,2,3,0,43,44,22,22,4,15,30,1,0,33
449822,Scott Roehl,CLE,AL,RP,1,3,0,35,43,26,23,5,20,22,0,0,0
449881,R.j. Swindle,TBA,AL,RP,0,1,0,12,17,12,10,3,5,10,1,0,6
449905,Joseph Krebs,CIN,NL,RP,3,5,0,69,73,44,40,7,41,42,0,0,0
449908,Lance Loftin,TOR,AL,RP,1,1,0,14,16,9,9,1,10,7,0,0,0
449910,Chris Lugo,WAS,NL,RP,2,5,0,59,68,41,36,9,24,35,0,0,0
450172,Edinson Volquez,CIN,NL,SP,5,6,0,95,83,50,46,10,52,90,6,9,0
450191,Jon George,COL,NL,RP,2,4,0,51,68,46,42,11,24,25,0,0,0
450203,Charlie Morton,PIT,NL,SP,5,4,0,82,83,43,39,7,38,57,2,18,0
450212,Pat Neshek,MIN,AL,RP,3,2,6,41,33,18,18,6,13,42,1,0,0
450249,Paul Estrada,HOU,NL,RP,1,2,0,24,25,17,15,4,16,19,0,0,0
450275,Mark Lowe,SEA,AL,RP,3,3,0,55,54,29,24,5,23,47,1,0,75
450282,Glen Perkins,MIN,AL,SP,3,4,0,65,78,41,38,10,20,35,1,17,1
450291,Ryan Rote,CHA,AL,RP,1,3,0,40,49,42,39,7,50,24,0,0,0
450302,Glenn Swanson,TEX,AL,RP,1,4,0,49,66,45,41,11,27,29,0,0,0
450304,Wade Townsend,,,,1,8,0,79,102,81,75,22,61,48,1,0,0
450306,Jason Vargas,SEA,AL,SP,3,5,0,73,78,43,40,11,24,45,1,14,9
450308,Jered Weaver,LAA,AL,SP,10,8,0,163,160,77,73,18,50,133,4,33,0
450310,Jacob Wild,SEA,AL,SP,5,8,0,117,137,80,71,15,59,67,0,0,0
450320,Carmen Pignatiello,MIN,AL,RP,1,1,0,21,24,14,13,3,8,14,0,0,0
450351,C.j. Wilson,TEX,AL,RP,4,3,0,62,59,30,25,4,28,63,4,0,74
450524,Matt Elliott,ARI,NL,RP,1,3,0,32,35,24,22,5,23,25,0,0,0
450527,Alexander Hinshaw,SFN,NL,RP,2,3,0,42,35,21,20,3,29,47,0,0,9
450532,Adam Carr,WAS,NL,RP,2,5,0,63,74,54,51,13,52,35,0,0,0
450545,Doug Mathis,TEX,AL,RP,2,2,0,39,44,21,19,4,13,23,1,2,22
450572,Bryan Henry,ARI,NL,RP,3,7,0,90,109,67,60,16,30,51,0,0,0
450580,Dustin Richardson,BOS,AL,RP,2,4,0,52,60,41,37,7,35,39,0,0,3
450583,Zachary Simons,DET,AL,RP,2,5,0,64,73,47,43,8,40,41,0,0,0
450596,Thomas Baumgardner,COL,NL,RP,3,3,0,54,64,36,32,5,26,30,0,0,0
450632,Kevin Smith,NYA,AL,1B,1,0,0,10,10,6,5,1,5,7,0,0,0
450648,David Welch,MIL,NL,SP,5,8,0,118,136,84,76,24,49,60,0,0,0
450663,Andrew Johnston,COL,NL,RP,2,4,0,53,66,40,36,7,27,26,0,0,0
450665,Kris Medlen,ATL,NL,RP,4,4,0,69,64,34,30,6,30,71,2,4,33
450685,Thomas Brewer,SFN,NL,RP,3,6,0,77,89,53,48,12,36,48,0,0,0
450709,Jason Blackey,BOS,AL,RP,1,4,0,41,53,36,32,7,24,23,0,0,0
450729,Douglas Fister,SEA,AL,SP,4,7,0,96,115,62,55,15,26,52,1,10,1
450832,Jesse English,SFN,NL,SP,3,7,0,91,99,66,62,15,62,61,0,0,0
450852,Cristhian Martinez,FLO,NL,SP,3,6,0,80,93,53,46,11,26,43,0,0,15
451070,Elvis Hernandez,SLN,NL,RP,1,4,0,44,51,41,39,11,49,32,0,0,0
451085,Brian Matusz,BAL,AL,SP,3,6,0,77,93,49,42,9,30,56,0,8,0
451100,Salvador Aguilar,NYN,NL,SP,3,4,0,67,72,41,37,8,29,34,0,0,0
451107,James Simmons,SFN,NL,SP,4,8,0,109,131,76,65,13,45,62,0,0,0
451126,Mark James,CIN,NL,RP,3,4,0,66,74,40,34,4,28,32,0,0,0
451131,Tyler Herron,SLN,NL,SP,4,7,0,98,107,62,55,12,50,59,0,0,0
451202,Aaron Jensen,SEA,AL,RP,2,5,0,60,75,46,42,9,33,27,0,0,0
451216,Brian Wilson,SFN,NL,RP,4,2,32,57,51,24,21,4,24,60,1,0,68
451256,Kurt Birkins,COL,NL,RP,2,4,0,51,60,36,33,7,27,36,1,0,0
451257,Kason Gabbard,BOS,AL,SP,2,4,0,50,60,40,38,6,45,29,1,0,0
451259,Dusty Brown,BOS,AL,C,1,0,0,10,11,6,5,1,3,7,0,0,1
451262,A.j. Murray,MIL,NL,RP,1,2,0,24,24,12,11,3,11,18,0,0,0
451482,Armando Galarraga,DET,AL,SP,5,7,0,109,114,67,65,17,46,73,4,25,4
451491,Joel Zumaya,DET,AL,RP,1,2,1,26,25,15,14,4,17,24,1,0,29
451497,Brian Slocum,PIT,NL,RP,1,3,0,38,42,26,24,6,24,29,0,0,0
451518,Scott Nestor,PIT,NL,RP,1,5,0,51,52,42,40,10,54,51,0,0,0
451532,Chad Billingsley,LAN,NL,SP,11,8,0,175,152,79,74,16,78,163,6,32,1
451534,Jordan Pratt,LAN,NL,RP,2,4,0,57,52,41,40,4,72,48,0,0,0
451538,Miguel Pinango,LAN,NL,SP,4,7,0,99,108,63,57,17,33,56,0,0,0
451546,Julio Depaula,TBA,AL,RP,3,5,0,68,81,51,46,9,40,37,1,0,0
451572,Henry Barrera,KCA,AL,RP,1,2,0,26,32,20,18,3,18,19,0,0,0
451584,Wade Davis,TBA,AL,SP,5,7,0,109,117,68,61,12,54,73,0,6,0
451585,Sam Demel,OAK,AL,RP,2,4,0,53,57,34,31,5,37,38,0,0,0
451590,Evan Englebrook,HOU,NL,RP,2,3,0,49,53,30,27,5,27,30,0,0,0
451595,Sean Gallagher,SDN,NL,SP,2,3,0,47,49,28,24,4,23,35,2,2,12
451596,Yovani Gallardo,MIL,NL,SP,7,5,0,105,85,46,44,11,51,108,2,30,0
451600,Christian Garcia,NYA,AL,SP,2,2,0,38,42,26,24,4,25,28,0,0,0
451617,Josh Kite,DET,AL,RP,1,2,0,29,36,24,22,5,19,17,0,0,0
451628,Alfredo Figaro,DET,AL,SP,3,4,0,67,81,46,40,7,30,37,1,3,2
451650,Rommie Lewis,TOR,AL,RP,2,5,0,61,71,43,38,7,36,40,0,0,0
451657,Chase Wright,MIL,NL,SP,3,4,0,60,58,32,30,9,26,48,3,0,0
451661,Joshua Fields,SEA,AL,RP,1,3,0,36,37,24,23,4,29,28,0,0,0
451715,Luis Nunez,NYA,AL,SS,1,0,0,9,10,6,5,1,6,7,0,0,0
451767,Freddy Dolsi,CHA,AL,RP,1,3,0,33,38,21,19,3,17,17,1,0,6
451769,Ryan McKeller,HOU,NL,RP,3,5,0,73,80,48,43,11,37,58,0,0,0
451774,Matt Desalvo,FLO,NL,SP,2,5,0,65,72,47,43,8,52,42,1,0,0
451783,Dustin Molleken,PIT,NL,RP,2,6,0,71,89,59,53,18,32,45,0,0,0
451788,Shaun Marcum,TOR,AL,SP,4,3,0,66,60,31,31,9,21,51,2,0,0
452049,Scot Drucker,DET,AL,RP,3,5,0,76,95,60,54,12,33,37,0,0,0
452059,Chris Mobley,FLO,NL,RP,3,4,0,62,67,38,33,6,29,43,0,0,0
452075,Connor Robertson,NYN,NL,RP,1,1,0,16,17,9,8,2,6,11,1,0,0
452077,Todd Blackford,CHN,NL,RP,2,3,0,47,54,36,33,5,34,20,0,0,0
452084,Brandon Cooney,BAL,AL,RP,1,4,0,43,57,36,32,7,24,24,0,0,0
452094,Brian Flores,TBA,AL,RP,2,6,0,75,96,66,60,12,57,32,0,0,0
452217,Wes Whisler,CHA,AL,SP,3,8,0,97,123,74,65,11,46,36,0,0,3
452227,Ray Liotta,KCA,AL,SP,2,5,0,66,92,58,51,10,38,26,0,0,0
452230,Kyle Crist,KCA,AL,RP,1,3,0,34,45,30,27,6,24,18,0,0,0
452237,Taylor Tankersley,FLO,NL,RP,2,2,0,33,32,19,18,4,20,31,1,0,0
452238,Bradley Davis,FLO,NL,C,3,7,0,88,106,71,64,18,44,47,1,0,0
452240,Adam Russell,SDN,NL,RP,2,3,0,46,47,27,24,5,27,31,0,0,15
452241,Garrett Mock,WAS,NL,SP,3,5,0,74,79,44,37,8,31,59,1,15,13
452249,Micah Owings,CIN,NL,SP,3,5,0,75,78,46,44,10,36,50,5,19,7
452259,Steven Jackson,PIT,NL,RP,3,3,0,53,58,31,28,6,25,34,0,0,40
452291,Henry Owens,FLO,NL,RP,1,1,0,19,17,11,10,1,16,16,0,0,0
452293,Jonathan Albaladejo,NYA,AL,RP,2,2,0,32,36,21,18,5,10,21,1,0,32
452298,Kevin Cameron,SFN,NL,RP,1,1,0,21,19,10,9,1,12,17,0,0,11
452306,Yeliar Castro,ATL,NL,RP,2,5,0,61,63,44,41,7,59,52,0,0,0
452322,Daigoro Rondon,LAN,NL,RP,1,3,0,38,46,31,28,8,22,26,0,0,0
452326,Omar Poveda,TEX,AL,SP,3,10,0,116,152,103,93,22,64,59,0,0,0
452624,Daniel Haigwood,OAK,AL,RP,2,6,0,68,79,52,48,9,50,40,0,0,0
452643,Dan Cevette,KCA,AL,RP,1,2,0,24,32,22,19,4,17,15,0,0,0
452656,David Davidson,,,RP,1,2,0,24,25,15,14,2,17,20,0,0,1
452657,Jon Lester,BOS,AL,SP,14,9,0,209,207,95,89,20,72,192,5,32,0
452673,John Bannister,,,RP,2,5,0,66,88,63,57,11,52,34,0,0,0
452676,Mitch Talbot,TBA,AL,SP,4,6,0,86,99,53,46,8,32,49,1,0,0
452706,Kyle Middleton,OAK,AL,RP,2,4,0,55,64,36,32,7,19,28,0,0,0
452718,Kyle Kendrick,PHI,NL,SP,6,5,0,100,113,59,54,11,33,45,3,2,7
452724,Billy Sadler,,,RP,2,2,0,36,33,20,18,3,22,33,1,0,1
452725,Wes Littleton,SEA,AL,RP,2,3,0,41,42,26,24,5,29,29,1,0,0
452732,Orlando Mercado,ARI,NL,C,1,0,0,12,14,6,6,1,3,8,0,0,0
452733,Tom Gorzelanny,CHN,NL,SP,4,5,0,79,81,45,42,8,34,62,2,7,15
452738,Timothy Smith,NYN,NL,RP,1,1,0,22,25,14,13,3,11,11,0,0,0
452741,Michael Stutes,PHI,NL,SP,5,8,0,113,121,76,70,16,64,78,0,0,0
452743,Jason Urquidez,ARI,NL,RP,3,4,0,59,62,35,31,4,28,42,0,0,0
452754,Andrew Bowman,CIN,NL,RP,2,5,0,62,61,49,48,7,79,52,0,0,0
452764,Christopher J. Carpenter,CHN,NL,SP,4,6,0,91,92,59,56,9,64,65,0,0,0
452772,Andrew Dobies,BOS,AL,RP,2,4,0,56,71,44,38,8,25,32,0,0,0
452774,Michael Dubee,PIT,NL,RP,3,5,0,73,86,53,47,15,31,54,0,0,0
452782,Casey Erickson,NYA,AL,RP,4,4,0,75,89,44,36,4,28,40,0,0,0
452989,Edgar Gonzalez,,,2B,2,5,0,59,69,39,34,7,23,34,3,29,-29
452993,Chris Mason,NYN,NL,SP,4,8,0,107,123,73,64,15,49,58,0,0,0
453005,Paul Oseguera,SFN,NL,SP,4,7,0,99,105,62,56,14,39,66,0,0,0
453017,Daniel Sattler,OAK,AL,RP,1,2,0,27,33,21,19,4,18,18,0,0,0
453024,Eric Stolp,SFN,NL,RP,2,5,0,59,69,40,36,5,33,18,0,0,0
453036,David Wood,KCA,AL,2B,0,2,0,14,19,12,10,3,6,7,0,0,0
453040,Michael Ballard,TEX,AL,SP,5,10,0,135,183,111,96,24,44,63,0,0,0
453050,Jayson Ruhlman,CHN,NL,RP,3,4,0,61,65,43,40,8,41,41,0,0,0
453143,Christian Castorri,PIT,NL,RP,1,4,0,42,52,33,29,7,23,22,0,0,0
453156,Brooks Brown,DET,AL,SP,5,9,0,130,157,94,85,13,72,55,0,0,0
453159,Jesse Darcy,TBA,AL,SP,3,8,0,100,136,87,76,24,30,38,0,0,0
453164,Michael Felix,PIT,NL,RP,1,5,0,50,57,43,41,5,64,26,0,0,0
453176,Carson Kainer,CIN,NL,OF,1,0,0,10,10,5,4,1,3,8,0,0,0
453178,Ian Kennedy,ARI,NL,SP,2,2,0,36,37,21,19,3,17,29,1,0,1
453184,Brad Lincoln,PIT,NL,SP,5,8,0,113,131,72,63,18,32,71,0,0,0
453185,Chase Lirette,TOR,AL,SP,1,7,0,75,106,75,67,22,31,35,1,0,0
453186,Scott Maine,ARI,NL,RP,3,3,0,51,53,29,26,4,28,39,0,0,0
453190,Kyle McCulloch,CHA,AL,SP,4,11,0,134,184,115,98,19,57,49,0,0,0
453192,Andrew Miller,FLO,NL,SP,3,6,0,77,87,55,48,11,44,56,2,14,6
453198,Chris Perez,CLE,AL,RP,3,3,2,54,43,29,27,8,26,57,4,0,61
453206,Brant Rustich,NYN,NL,RP,2,3,0,42,39,21,19,2,22,31,0,0,0
453209,Brian Schultz,FLO,NL,OF,1,2,0,23,24,13,12,1,18,15,0,0,0
453214,Steven Wright,CLE,AL,RP,4,7,0,96,119,69,61,15,37,55,0,0,0
453216,Zechry Zinicola,TOR,AL,RP,2,4,0,56,60,34,31,5,30,35,0,0,0
453221,Randy Boone,TOR,AL,SP,4,10,0,129,155,92,80,15,61,65,0,0,0
453222,Scott Carroll,CIN,NL,SP,3,5,0,74,88,52,46,10,31,33,0,0,0
453232,Graham Godfrey,OAK,AL,SP,5,10,0,135,160,93,82,17,61,68,0,0,0
453240,Casey Hudspeth,HOU,NL,SP,3,10,0,118,143,89,80,18,69,54,0,0,0
453246,Richard Lentz,BOS,AL,RP,2,4,0,52,55,40,38,5,51,46,0,0,0
453247,Jeff Mandel,WAS,NL,SP,5,9,0,129,148,87,78,18,56,64,0,0,0
453249,Jeff Manship,MIN,AL,SP,2,2,0,37,44,23,21,4,16,25,1,5,6
453250,Shane Mathews,BAL,AL,RP,2,3,0,45,58,35,30,2,32,20,0,0,0
453265,Anthony Watson,PIT,NL,SP,2,5,0,63,77,48,43,14,26,38,0,0,0
453268,Daniel Bard,BOS,AL,RP,3,3,0,51,45,28,26,5,29,61,1,0,49
453271,Dallas Buck,CIN,NL,SP,2,4,0,55,62,39,35,8,29,31,0,0,0
453273,Michael Crotta,PIT,NL,SP,6,9,0,135,165,85,71,13,39,69,0,0,0
453281,Wade Leblanc,SDN,NL,SP,4,5,0,85,77,43,41,13,32,63,1,9,0
453282,Kenneth Maiques,SLN,NL,RP,1,1,0,18,18,15,14,2,29,14,0,0,0
453284,Richard Parker,CHN,NL,RP,3,3,0,54,48,30,28,4,38,50,0,0,0
453286,Max Scherzer,DET,AL,SP,4,5,0,79,82,43,36,8,32,76,4,30,0
453291,Craig Baker,COL,NL,RP,3,3,0,55,60,34,30,6,27,45,0,0,0
453301,Cole Devries,MIN,AL,SP,4,10,0,128,173,108,94,26,54,60,0,0,0
453304,John Gaub,CHN,NL,RP,3,3,0,55,49,34,32,6,45,61,0,0,0
453307,David Huff,CLE,AL,SP,4,6,0,87,103,59,53,13,32,52,1,22,0
453308,Daniel Kapala,NYA,AL,RP,3,3,0,57,69,38,33,4,29,21,0,0,0
453311,Tim Lincecum,SFN,NL,SP,13,7,0,180,144,61,56,10,62,204,5,32,0
453316,Nathan Nery,BAL,AL,SP,3,7,0,91,128,80,69,14,46,42,0,0,0
453326,Keith Weiser,COL,NL,SP,6,11,0,151,195,115,100,26,38,69,0,0,0
453329,Clay Buchholz,BOS,AL,SP,7,7,0,124,135,69,64,15,51,93,2,16,0
453332,Joshua Butler,MIL,NL,SP,3,4,0,64,70,43,39,8,41,38,1,0,3
453334,Justin Cassel,CHA,AL,SP,3,9,0,111,142,90,79,16,58,51,0,0,0
453338,Blair Erickson,MIN,AL,RP,2,4,0,50,57,38,35,6,40,39,0,0,0
453343,Mark Melancon,NYA,AL,RP,3,2,0,42,44,25,22,5,15,30,2,0,13
453344,Brandon Morrow,TOR,AL,RP,3,3,0,56,50,29,28,6,32,48,0,10,16
453353,Greg Reynolds,COL,NL,SP,2,3,0,42,52,29,26,5,17,21,1,0,0
453365,Travis Webb,CIN,NL,SP,4,9,0,116,125,87,82,17,96,77,1,0,0
453381,Kevin Mulvey,ARI,NL,SP,4,7,0,97,114,68,60,13,43,58,1,4,4
453385,Clayton Richard,SDN,NL,SP,5,8,0,121,132,76,69,13,49,73,2,26,12
453394,Ryan Zink,NYA,AL,SP,4,6,0,93,123,78,69,16,49,46,0,0,0
453402,Daryl Maday,SFN,NL,SP,5,8,0,119,134,76,69,14,49,59,0,0,0
453416,Jonah Nickerson,DET,AL,SP,4,11,0,138,192,123,108,28,53,53,0,0,0
453450,Paul Bush,NYA,AL,RP,2,1,0,31,33,21,20,5,20,26,0,0,0
453454,Mike McCoy,COL,NL,2B,1,0,0,9,10,5,5,1,3,7,0,0,0
453515,David Purcey,TOR,AL,SP,3,7,0,90,95,59,53,10,51,65,1,9,0
453517,Jon Hunton,OAK,AL,RP,3,4,0,67,71,38,33,5,28,45,0,0,0
453536,Ryan Coultas,NYN,NL,SP,3,4,0,61,63,37,34,7,31,34,0,0,0
453538,Grant Duff,NYA,AL,RP,3,5,0,69,86,57,52,10,49,37,0,0,0
453562,Jake Arrieta,BAL,AL,SP,4,10,0,126,156,96,86,19,66,85,0,0,0
453574,Garrison Campfield,CLE,AL,RP,1,4,0,42,51,43,42,9,56,31,0,0,0
