mlbamID,G ,G_batting,G_defense,G_p,GS ,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of
446395,3,3,0,0,0,0,0,0,0,0,0,0,0,0
446398,6,0,6,6,0,0,0,0,0,0,0,0,0,0
446399,20,0,20,20,20,0,0,0,0,0,0,0,0,0
446481,131,131,126,0,108,0,5,48,30,60,2,0,0,2
446641,73,70,73,73,0,0,0,0,0,0,0,0,0,0
446653,15,15,14,0,9,14,0,0,0,0,0,0,0,0
446861,23,1,23,23,21,0,0,0,0,0,0,0,0,0
446899,66,27,66,66,0,0,0,0,0,0,0,0,0,0
446928,20,20,3,0,2,0,0,3,2,0,0,0,0,0
447714,78,75,78,78,0,0,0,0,0,0,0,0,0,0
447736,60,60,52,0,10,0,0,0,0,0,14,0,42,52
447744,13,5,13,13,0,0,0,0,0,0,0,0,0,0
447755,6,0,6,6,0,0,0,0,0,0,0,0,0,0
447816,110,110,74,0,63,0,0,19,10,46,0,0,0,0
448147,26,1,26,26,26,0,0,0,0,0,0,0,0,0
448165,69,1,69,69,0,0,0,0,0,0,0,0,0,0
448178,16,0,16,16,0,0,0,0,0,0,0,0,0,0
448179,9,0,9,9,0,0,0,0,0,0,0,0,0,0
448252,7,0,7,7,0,0,0,0,0,0,0,0,0,0
448269,34,3,34,34,12,0,0,0,0,0,0,0,0,0
448276,2,2,1,0,1,0,0,0,0,0,0,1,0,1
448306,33,3,33,33,33,0,0,0,0,0,0,0,0,0
448337,13,0,13,13,0,0,0,0,0,0,0,0,0,0
448602,155,155,154,0,154,0,44,0,114,0,0,0,0,0
448605,46,46,36,0,26,0,0,0,0,0,27,4,6,36
448609,69,4,69,69,0,0,0,0,0,0,0,0,0,0
448656,2,2,2,2,1,0,0,0,0,0,0,0,0,0
448676,98,98,64,0,41,0,0,0,0,0,29,13,29,64
448694,23,22,23,23,23,0,0,0,0,0,0,0,0,0
448722,8,8,8,8,0,0,0,0,0,0,0,0,0,0
448753,8,7,8,8,0,0,0,0,0,0,0,0,0,0
448801,59,59,54,0,51,0,31,0,26,0,0,0,0,0
448802,32,30,32,32,32,0,0,0,0,0,0,0,0,0
448857,8,8,8,8,0,0,0,0,0,0,0,0,0,0
449060,32,2,32,32,0,0,0,0,0,0,0,0,0,0
449072,44,43,43,43,17,0,0,0,0,0,0,0,0,0
449079,21,21,21,21,0,0,0,0,0,0,0,0,1,1
449082,128,128,101,0,41,0,0,0,0,0,27,9,72,101
449097,63,5,63,63,0,0,0,0,0,0,0,0,0,0
449107,91,91,83,0,67,0,0,27,46,14,1,0,4,5
449172,9,9,9,0,2,0,0,0,0,0,4,3,3,9
449173,9,6,9,9,2,0,0,0,0,0,0,0,0,0
449777,16,16,16,16,0,0,0,0,0,0,0,0,0,0
449786,52,52,50,0,46,50,0,0,0,0,0,0,0,0
450172,21,18,21,21,21,0,0,0,0,0,0,0,0,0
450203,29,29,29,29,29,0,0,0,0,0,0,0,0,0
450204,100,100,69,0,63,0,0,0,0,0,14,0,55,69
450212,25,22,25,25,0,0,0,0,0,0,0,0,0,0
450260,73,73,71,0,66,0,0,0,71,0,0,0,0,0
450275,52,3,52,52,0,0,0,0,0,0,0,0,0,0
450282,65,4,65,65,0,0,0,0,0,0,0,0,0,0
450300,31,31,26,0,11,0,5,7,8,4,3,0,0,3
450306,32,1,32,32,32,0,0,0,0,0,0,0,0,0
450308,33,2,33,33,33,0,0,0,0,0,0,0,0,0
450312,4,0,4,4,0,0,0,0,0,0,0,0,0,0
450314,156,156,154,0,154,0,0,131,0,0,0,0,38,38
450315,52,52,51,0,49,0,51,0,0,0,0,0,0,0
