mlbamID,playerName,team,league,defaultPos,Age,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,HBP,G_C,G_1B,G_2B,G_3B,G_SS,G_LF,G_CF,G_RF,G_OF
435063,Mike Napoli,LAA,AL,,27,119,359,62,85,16,1,20,62,7,3,58,116,5,75,0,0,0,0,0,0,0,0
435064,Bobby Wilson,LAA,AL,,26,113,408,43,100,24,1,6,52,3,1,31,76,2,7,0,0,0,0,0,0,0,0
435065,Reggie Willits,LAA,AL,,28,124,355,61,94,18,2,1,28,17,7,56,70,2,0,0,0,0,0,30,9,22,57
435078,Joaquin Arias,TEX,AL,,24,124,494,63,140,24,8,5,51,21,8,22,67,3,0,0,30,0,0,0,0,0,0
435079,Ian Kinsler,TEX,AL,,27,129,504,94,144,31,2,19,73,18,4,53,77,5,0,0,121,0,0,0,0,0,0
435180,Robert Andino,FLO,NL,,25,134,489,60,116,25,5,7,42,14,7,39,128,2,0,0,15,1,4,0,1,0,1
435181,Jeremy Hermida,FLO,NL,,25,132,440,65,119,26,2,16,59,7,2,59,109,4,0,0,0,0,0,0,0,132,132
435219,Jack Hannahan,OAK,AL,,29,130,431,52,102,24,1,10,56,4,2,60,124,2,0,10,0,126,0,0,0,0,0
435220,Ryan Sweeney,OAK,AL,,24,123,438,58,121,24,2,7,54,8,4,42,70,2,0,0,0,0,0,13,51,75,110
435222,Josh Fields,CHA,AL,3B,26,133,481,71,119,26,2,20,72,10,4,58,155,2,0,0,0,12,0,0,0,0,0
435238,Gustavo Molina,NYN,NL,,27,112,353,27,76,14,0,7,32,2,1,22,75,3,2,0,0,0,0,0,0,0,0
435263,Brian McCann,ATL,NL,,25,132,455,59,135,32,1,20,82,3,1,48,59,3,138,0,0,0,0,0,0,0,0
435338,Tadahito Iguchi,,,,34,126,464,64,115,21,2,9,46,9,3,51,104,2,0,0,78,0,0,0,0,0,0
435358,Yuniesky Betancourt,SEA,AL,,27,152,546,65,154,33,4,8,55,8,5,20,48,2,0,0,0,0,153,0,0,0,0
435401,Skip Schumaker,SLN,NL,,29,141,456,64,130,23,3,7,39,7,3,37,61,2,0,0,0,0,0,56,79,33,151
435402,Luis Maza,LAN,NL,,29,115,378,50,96,17,3,7,43,2,1,29,67,3,0,0,35,0,16,0,0,0,0
435408,Omir Santos,BAL,AL,,28,95,308,29,73,16,1,3,37,2,1,20,67,4,9,0,0,0,0,0,0,0,0
435459,George Kottaras,BOS,AL,C,26,114,413,51,97,28,1,11,53,1,0,49,108,1,2,0,0,0,0,0,0,0,0
435520,Jesus Flores,WAS,NL,,24,114,358,40,84,19,1,10,53,2,1,25,103,4,82,0,0,0,0,0,0,0,0
435539,Jerry Owens,CHA,AL,,28,130,490,70,127,20,3,3,38,30,12,45,82,2,0,0,0,0,0,7,4,0,10
435558,Daric Barton,OAK,AL,,23,137,482,74,123,27,4,10,61,3,2,74,86,3,0,134,0,1,0,0,0,0,0
435559,Kurt Suzuki,OAK,AL,,25,124,452,60,118,25,1,8,54,3,1,46,69,6,141,0,0,0,0,0,0,0,0
435560,Omar Quintanilla,COL,NL,,27,120,392,58,104,24,2,4,35,3,1,36,74,2,0,0,40,0,39,0,0,0,0
435623,Kevin Frandsen,SFN,NL,,27,120,382,55,110,25,2,6,44,8,4,25,39,7,0,0,0,0,0,0,0,0,0
435624,John Bowker,SFN,NL,,25,126,449,56,117,24,3,13,62,4,2,30,102,4,0,71,0,0,0,5,0,14,19
435625,Nate Schierholtz,SFN,NL,OF,25,128,478,66,139,30,7,14,68,8,4,24,83,5,0,0,0,0,0,0,0,19,19
435626,Clay Timpner,SFN,NL,,26,122,460,60,117,20,4,5,36,12,7,31,75,2,0,0,0,0,0,1,0,0,1
440251,Ryan Roberts,TEX,AL,,28,122,430,55,105,24,3,11,54,6,2,51,110,2,0,0,0,0,0,0,0,0,0
440361,Norris Hopper,CIN,NL,,30,122,352,48,102,16,2,2,25,12,4,24,37,2,0,0,0,0,0,8,7,4,18
442146,Rico Washington,SLN,NL,,31,120,380,58,96,21,1,11,52,3,1,53,74,4,0,0,1,4,0,1,0,1,2
443558,Nelson Cruz,TEX,AL,,28,139,491,78,133,25,2,27,87,12,6,53,136,4,0,0,0,0,0,0,0,31,31
444041,Gil Velazquez,BOS,AL,,29,104,329,42,78,18,3,4,38,3,1,20,73,3,0,0,2,0,1,0,0,0,0
444135,Ryan Theriot,CHN,NL,,29,138,503,73,142,26,4,3,43,20,7,55,54,2,0,0,0,0,149,0,0,0,0
444379,John Jaso,TBA,AL,,25,114,410,57,105,21,2,9,56,2,1,48,60,3,3,0,0,0,0,0,0,0,0
444448,Brian Bixler,PIT,NL,,26,131,465,62,114,20,5,6,42,16,5,39,146,7,0,0,0,0,39,0,0,0,0
444839,Craig Stansberry,SDN,NL,,27,130,455,66,103,22,3,11,53,10,5,60,118,3,0,0,4,0,0,0,0,0,0
444843,Andre Ethier,LAN,NL,,27,145,489,75,143,30,4,16,69,5,3,53,86,4,0,0,0,0,0,41,0,109,140
444875,Matt Murton,COL,NL,OF,27,132,415,60,123,25,2,11,50,6,2,44,55,3,0,0,0,0,0,17,0,2,19
444876,Alcides Escobar,MIL,NL,SS,22,126,497,69,134,21,5,4,49,21,9,22,86,2,0,0,0,0,2,0,0,0,0
444882,Josh Whitesell,ARI,NL,,27,123,433,60,112,24,1,19,70,3,1,61,138,4,0,1,0,0,0,0,0,0,0
445010,Fernando Perez,TBA,AL,,26,133,522,88,132,21,8,6,40,28,12,59,150,2,0,0,0,0,0,8,15,2,23
445095,Jason Pridie,MIN,AL,,25,132,496,63,123,23,8,9,47,16,6,27,121,2,0,0,0,0,0,3,0,3,6
445169,Landon Powell,OAK,AL,C,27,102,373,47,81,14,1,14,50,1,0,49,103,1,,,,,,,,,
445195,Travis Metcalf,TEX,AL,,26,124,428,52,97,23,2,10,53,4,2,32,118,2,0,0,0,19,1,0,0,0,0
445196,Matt Tolbert,MIN,AL,,27,114,396,49,101,21,4,4,44,10,3,28,69,2,0,0,11,17,14,0,0,0,0
445584,Matt Tupman,KCA,AL,,29,109,379,41,90,18,1,2,37,2,1,36,62,2,1,0,0,0,0,0,0,0,0
445599,Scott Moore,BAL,AL,,25,128,438,55,106,23,2,16,67,7,3,41,125,5,0,0,1,1,0,0,0,0,0
445615,Max Ramirez,TEX,AL,C,24,109,395,52,99,20,2,13,60,2,1,46,122,5,12,3,0,0,0,0,0,0,0
445928,Drew Macias,SDN,NL,,26,136,476,60,115,21,3,8,54,10,5,54,100,3,0,0,0,0,0,4,0,3,7
445933,Bryan LaHair,SEA,AL,,26,45,135,15,33,6,1,3,11,1,0,13,35,1,0,36,0,0,0,0,0,0,0
445988,Martin Prado,ATL,NL,,25,121,408,56,121,25,3,5,45,6,3,35,55,2,0,17,17,24,2,3,0,0,3
446132,Mike Hollimon,DET,AL,,27,121,447,61,98,22,4,13,46,9,3,45,146,2,0,0,2,2,6,0,0,0,0
446308,Matt Wieters,BAL,AL,C,23,116,419,59,115,20,2,15,64,3,1,48,87,2,,,,,,,,,
446334,Evan Longoria,TBA,AL,,23,122,452,71,120,25,2,22,80,5,1,51,113,5,0,0,0,119,1,0,0,0,0
446382,Brian Barton,SLN,NL,,27,120,381,52,99,18,3,8,50,11,5,38,107,7,0,0,0,0,0,36,2,10,45
446474,Edwin Maysonet,HOU,NL,,27,115,388,47,91,20,1,5,33,5,2,29,88,2,0,0,3,0,4,0,0,0,0
446481,Sean Rodriguez,LAA,AL,,24,130,476,70,110,25,2,15,54,11,5,45,140,7,0,0,51,1,4,0,0,0,0
446868,Wilkin Castillo,CIN,NL,,25,118,418,46,104,22,2,6,42,9,4,20,65,3,0,0,2,0,0,5,0,0,5
446928,Joe Inglett,TOR,AL,,31,116,400,54,110,21,6,5,45,8,4,32,65,4,0,0,66,6,2,22,1,12,34
447736,Chris Dickerson,CIN,NL,,27,124,442,68,105,20,6,16,52,18,6,58,161,3,0,0,0,0,0,28,7,0,28
447761,Brandon Jones,ATL,NL,,25,126,459,60,121,27,3,13,68,10,5,47,110,2,0,0,0,0,0,29,0,7,34
447849,Brian Horwitz,SFN,NL,,26,123,403,47,111,22,2,5,47,3,1,39,54,2,0,0,0,0,0,9,0,2,10
448170,Travis Ishikawa,SFN,NL,,25,124,431,58,107,25,3,16,67,4,2,44,122,3,0,29,0,0,0,0,0,0,0
448242,Tony Gwynn,MIL,NL,,26,128,418,58,111,18,4,2,33,19,7,41,70,2,0,0,0,0,0,1,7,2,10
448276,Brett Carroll,FLO,NL,,26,126,398,51,91,22,3,13,51,4,2,28,119,4,0,0,0,0,0,7,0,8,15
448602,Mark Reynolds,ARI,NL,,25,132,468,77,119,25,3,22,81,5,2,52,157,3,0,1,0,150,0,0,0,0,0
448605,Justin Ruggiano,TBA,AL,,27,123,415,60,108,24,2,13,59,15,6,39,129,4,0,0,0,0,0,26,5,15,42
448676,Ryan Spilborghs,COL,NL,,29,128,388,68,114,23,3,11,56,9,4,49,75,2,0,0,0,0,0,22,17,22,57
448767,Dusty Ryan,DET,AL,,24,113,399,44,83,17,2,10,45,3,1,35,151,2,15,0,0,0,0,0,0,0,0
448801,Chris Davis,TEX,AL,,23,126,480,78,127,28,3,25,89,5,2,34,151,2,0,51,0,32,0,0,0,0,0
449107,Mike Aviles,KCA,AL,,28,137,546,74,153,34,6,11,69,8,3,27,71,2,0,0,28,7,91,0,0,0,0
449162,Angel Salome,MIL,NL,C,23,105,399,53,110,25,2,9,71,4,1,28,70,2,0,0,0,0,0,0,0,0,0
449168,Matt Tuiasosopo,SEA,AL,,23,122,461,61,104,22,3,7,50,5,3,45,138,6,0,0,0,13,0,0,0,0,0
449172,Greg Golson,PHI,NL,,23,123,503,61,110,21,4,8,43,18,7,24,187,1,0,0,0,0,0,0,2,1,3
449471,Brian Barden,SLN,NL,,28,125,454,59,116,23,3,9,56,4,2,38,93,4,0,1,1,4,0,0,0,0,0
450192,Luke Carlin,ARI,NL,,28,98,292,29,59,12,1,3,25,1,1,43,87,2,36,0,0,0,0,0,0,0,0
450204,Ben Francisco,CLE,AL,,27,128,481,67,128,29,2,14,56,12,5,41,97,4,0,0,0,0,0,83,2,32,104
450260,Kevin Kouzmanoff,SDN,NL,,27,130,487,62,133,26,2,20,76,2,1,29,100,8,0,0,0,154,0,0,0,0,0
450303,Curtis Thigpen,TOR,AL,,26,114,389,39,90,23,1,5,40,3,1,31,74,3,9,1,0,0,0,0,0,0,0
450314,Ben Zobrist,TBA,AL,,28,122,433,60,110,22,3,11,45,9,3,54,79,3,0,0,8,1,35,14,5,2,19
450825,Callix Crabbe,SDN,NL,,26,122,401,55,102,19,4,4,34,15,7,62,68,2,0,0,5,0,3,1,0,2,3
451143,Mat Gamel,MIL,NL,3B,23,126,492,67,129,28,5,12,68,8,4,46,123,2,0,0,0,1,0,0,0,0,0
451186,Lastings Milledge,WAS,NL,,24,126,455,68,127,26,3,13,57,19,8,41,92,9,0,0,0,0,0,0,134,0,134
451188,Andy LaRoche,PIT,NL,,25,119,403,64,103,21,1,13,59,5,2,55,69,3,0,1,3,59,0,0,0,0,0
451500,Kila Ka'aihue,KCA,AL,1B,25,128,442,59,107,22,1,15,70,2,1,66,93,2,0,4,0,0,0,0,0,0,0
451594,Dexter Fowler,COL,NL,OF,23,114,447,79,123,24,6,6,47,20,11,47,107,4,0,0,0,0,0,0,9,1,9
451629,Justin Christian,BAL,AL,,29,119,435,59,110,21,4,6,43,27,8,27,74,3,0,0,0,0,0,9,3,5,17
451687,Micah Hoffpauir,CHN,NL,1B,29,117,408,61,112,26,2,17,78,2,1,33,78,2,0,6,0,0,0,7,0,5,12
451803,Colt Morton,SDN,NL,,27,94,316,31,60,13,1,8,36,1,0,30,116,2,7,0,0,0,0,0,0,0,0
452080,Chris Carter,BOS,AL,1B,26,136,528,70,146,34,3,16,85,3,1,50,83,2,0,0,0,0,0,3,0,0,3
452104,Chase Headley,SDN,NL,,25,130,488,66,126,28,2,14,61,3,1,57,147,5,0,0,0,7,0,82,0,0,82
452121,Brent Lillibridge,CHA,AL,,25,124,470,65,111,22,5,10,51,24,8,38,127,4,0,0,0,1,23,0,0,0,0
452150,Ryan Budde,LAA,AL,,29,72,224,23,44,10,1,4,25,2,1,15,67,2,7,0,0,0,0,0,0,0,0
452202,Jamie D'Antona,ARI,NL,,27,127,455,61,123,28,2,13,62,2,1,33,79,2,0,2,0,0,0,0,0,0,0
452215,Luke Montz,WAS,NL,,25,119,416,52,91,21,2,11,61,2,1,42,117,1,8,0,0,0,0,0,0,0,0
452220,Stephen Drew,ARI,NL,,26,139,532,73,147,33,6,16,66,5,2,49,94,2,0,0,0,0,151,0,0,0,0
452221,Eric Patterson,OAK,AL,,26,128,486,71,123,25,5,9,54,23,7,41,102,2,0,0,22,0,0,17,1,0,17
452225,Jeff Fiorentino,OAK,AL,,26,119,419,56,107,18,2,9,54,8,3,41,89,1,0,0,0,0,0,0,2,0,2
452232,Jason Jaramillo,PIT,NL,C,26,116,429,44,110,23,2,7,49,1,1,40,84,3,,,,,,,,,
452234,Seth Smith,COL,NL,,26,132,438,70,126,28,3,14,64,6,2,47,80,3,0,0,0,0,0,8,9,14,28
452239,Justin Maxwell,,,,25,116,409,65,93,18,3,14,59,19,7,46,122,2,,,,,,,,,
452252,Adam Lind,TOR,AL,,25,136,494,62,136,31,3,16,78,3,1,36,108,3,0,0,0,0,0,71,0,0,71
452254,Hunter Pence,HOU,NL,,26,136,529,75,149,31,5,21,80,12,5,42,112,2,0,0,0,0,0,0,0,156,156
452655,Denard Span,MIN,AL,,25,131,496,78,136,24,6,5,51,22,11,49,93,3,0,0,0,0,0,0,19,85,92
452668,Elijah Dukes,WAS,NL,,25,114,396,70,104,20,4,17,62,14,6,65,89,5,0,0,0,0,0,10,1,69,79
452672,Ryan Hanigan,CIN,NL,,28,106,340,40,89,17,1,5,35,1,0,39,55,4,30,0,0,0,0,0,0,0,0
452678,Asdrubal Cabrera,CLE,AL,,23,130,460,70,123,26,3,7,53,11,6,49,95,4,0,0,94,0,20,0,0,0,0
452783,Nick Evans,NYN,NL,,23,122,416,51,101,22,3,11,49,2,1,34,100,2,0,3,0,0,0,28,0,0,28
453056,Jacoby Ellsbury,BOS,AL,,25,126,499,81,148,29,7,7,51,36,10,39,68,5,0,0,0,0,0,58,66,36,140
453064,Troy Tulowitzki,COL,NL,,24,126,491,80,140,30,3,15,69,7,4,52,87,4,0,0,0,0,101,0,0,0,0
453181,Matt LaPorta,CLE,AL,OF,24,101,386,49,97,20,2,15,64,3,1,35,91,8,,,,,,,,,
453327,Matt Antonelli,SDN,NL,,24,126,463,72,105,19,3,8,43,10,4,64,109,6,0,0,18,0,0,0,0,0,0
453525,J.R. Towles,HOU,NL,,25,102,314,40,76,16,2,10,49,4,2,29,67,7,53,0,0,0,0,0,0,0,0
453527,Sean Kazmar,SDN,NL,,24,128,463,50,104,20,2,5,44,7,3,38,97,2,0,0,2,0,15,0,0,0,0
453531,Rob Johnson,SEA,AL,,25,117,421,48,104,21,1,7,45,8,4,28,79,2,10,0,0,0,0,0,0,0,0
453895,Brendan Ryan,SLN,NL,,27,121,378,61,100,19,2,4,25,12,4,30,56,3,0,0,23,5,40,1,0,3,3
453923,Gregor Blanco,ATL,NL,,25,132,446,70,118,21,5,3,34,19,10,75,101,3,0,0,0,0,0,77,69,5,137
453941,Mike Cervenak,PHI,NL,,32,124,481,60,136,27,2,14,78,3,1,21,77,4,0,0,0,2,0,0,0,0,0
453974,Lou Marson,PHI,NL,,23,95,347,46,89,18,1,6,44,4,2,47,89,2,1,0,0,0,0,0,0,0,0
454533,T.J. Bohn,PHI,NL,,29,118,393,49,94,20,1,8,39,9,4,32,109,3,0,0,0,0,0,12,0,0,12
454560,A.J. Ellis,LAN,NL,,28,110,360,48,87,18,2,5,49,2,1,52,72,5,3,0,0,0,0,0,0,0,0
454975,Hernan Iribarren,MIL,NL,,25,118,433,52,113,21,5,2,41,16,9,35,91,1,0,0,2,0,0,0,1,0,1
454994,Brandon Fahey,TOR,AL,,28,126,375,42,89,17,4,2,32,7,3,29,73,2,0,0,10,0,46,0,0,0,0
455088,Blake DeWitt,LAN,NL,,23,126,457,54,115,22,2,10,54,4,2,41,86,2,0,0,27,95,0,0,0,0,0
455104,Chris Iannetta,COL,NL,,26,112,365,57,96,20,3,14,60,1,0,57,87,8,100,0,0,1,0,0,0,0,0
455167,Shelley Duncan,NYA,AL,,29,123,436,61,100,20,1,24,74,3,1,46,124,2,0,16,0,0,0,0,0,4,4
455369,Ramiro Pena,NYA,AL,SS,23,111,434,47,101,17,4,1,33,8,4,29,96,2,,,,,,,,,
455687,Jai Miller,FLO,NL,,24,118,409,51,84,19,3,9,38,13,6,49,163,3,0,0,0,0,0,0,1,0,1
455755,Chris Stewart,NYA,AL,,27,95,298,35,75,17,1,5,34,2,1,21,45,2,1,0,0,0,0,0,0,0,0
455759,Chris Young,ARI,NL,,25,139,527,88,137,34,4,25,77,20,6,57,124,3,0,0,0,0,0,0,159,0,159
455976,Nick Markakis,BAL,AL,,25,144,536,87,160,36,2,18,85,9,4,69,93,3,0,0,0,0,0,0,0,156,156
455986,Mark Saccomanno,HOU,NL,,29,131,480,60,118,25,2,18,65,3,1,31,124,1,0,2,0,0,0,0,0,0,0
456030,Dustin Pedroia,BOS,AL,,25,138,537,84,167,43,3,11,65,9,2,50,43,6,0,0,157,0,0,0,0,0,0
456121,Chris Denorfia,OAK,AL,,28,127,426,60,116,24,2,9,50,9,3,38,81,2,0,0,0,0,0,13,12,2,24
456422,Michael Bourn,HOU,NL,,26,130,386,61,97,14,6,4,29,29,7,37,89,2,0,0,0,0,0,0,130,0,130
456655,Ian Stewart,COL,NL,,24,132,459,79,123,28,4,18,77,7,3,52,125,6,0,0,12,65,0,0,0,0,0
456665,Steven Pearce,PIT,NL,,26,134,481,65,128,31,2,17,79,9,3,36,95,5,0,0,0,0,0,1,0,29,29
456714,Billy Butler,KCA,AL,,23,135,502,67,145,32,2,14,81,1,0,50,78,2,0,34,0,0,0,0,0,0,0
456762,Matthew Brown,LAA,AL,,26,121,463,60,109,27,2,14,56,5,3,36,133,3,0,0,1,10,0,0,0,0,0
457130,Vinny Rottino,MIL,NL,,29,114,386,49,95,22,2,6,47,7,3,28,74,4,0,0,0,0,0,0,0,0,0
457420,Brandon Wood,LAA,AL,,24,132,491,68,114,26,2,21,69,9,3,42,164,3,0,0,0,32,28,0,0,0,0
457454,Jarrod Saltalamacchia,TEX,AL,,24,117,399,48,101,22,1,12,51,2,1,46,105,2,54,0,0,0,0,0,0,0,0
457493,Shawn Riggans,TBA,AL,,28,115,401,40,98,21,1,10,51,2,1,27,91,3,41,0,0,0,0,1,0,0,1
457508,Jonathan Van Every,BOS,AL,,29,118,389,52,85,19,4,14,52,6,2,43,168,3,0,0,0,0,0,1,1,8,9
457708,Justin Upton,ARI,NL,,21,124,435,69,112,23,5,16,60,8,5,57,126,4,0,0,0,0,0,0,0,101,101
457727,Cameron Maybin,FLO,NL,OF,22,113,403,61,97,17,4,11,48,19,7,48,150,2,0,0,0,0,0,0,8,0,8
457788,Jordan Schafer,ATL,NL,OF,22,118,454,56,108,22,5,10,51,14,7,42,135,2,,,,,,,,,
457796,Garrett Olson,SEA,AL,,25,115,397,36,81,17,1,4,44,7,2,14,90,3,0,0,0,0,0,0,0,0,0
457803,Jay Bruce,CIN,NL,,22,128,493,78,136,26,4,27,77,10,5,40,139,3,0,0,0,0,0,11,35,78,105
457821,Wes Bankston,OAK,AL,,25,112,427,49,105,23,1,14,62,2,1,26,90,3,0,13,0,0,0,0,0,0,0
457850,Kory Casto,WAS,NL,,27,129,440,57,107,23,2,12,60,4,2,56,107,2,0,23,0,13,0,8,0,1,9
457859,Randy Ruiz,TOR,AL,,31,124,471,55,118,27,2,16,67,1,1,30,150,5,0,0,0,0,0,0,0,0,0
457926,Paul Janish,CIN,NL,,26,126,437,53,102,23,2,8,49,4,1,40,91,5,0,0,0,0,36,0,0,0,0
458015,Joey Votto,CIN,NL,,25,141,512,74,146,31,2,24,87,11,5,62,115,2,0,144,0,0,0,0,0,0,0
458036,Nick Stavinoha,SLN,NL,,27,126,449,54,124,22,2,10,60,3,1,25,76,2,0,0,0,0,0,13,0,5,18
458061,German Duran,TEX,AL,,24,117,397,58,102,22,3,9,52,7,3,24,83,3,0,0,17,30,2,6,0,2,7
458210,Alexi Casilla,MIN,AL,,24,128,475,70,127,22,2,5,38,23,8,42,69,3,0,0,95,0,2,0,0,0,0
458239,Travis Denker,SDN,NL,,23,124,415,52,92,21,2,8,48,4,2,54,105,1,0,0,13,1,0,0,0,0,0
458501,Luis Cruz,PIT,NL,,25,127,457,50,113,27,2,7,47,5,3,21,55,3,0,0,2,0,20,0,0,0,0
458582,Reid Brignac,TBA,AL,,23,125,486,66,115,26,3,11,59,9,4,37,122,2,0,0,0,0,4,0,0,0,0
458628,Joe Mather,SLN,NL,,26,121,415,63,105,22,2,19,61,6,2,41,88,6,0,4,0,1,0,25,15,15,44
458643,Jose Morales,,,,26,109,379,34,99,22,2,4,33,2,1,21,64,3,,,,,,,,,
458675,Colby Rasmus,SLN,NL,OF,22,121,455,67,112,23,2,14,56,16,5,58,111,3,,,,,,,,,
458731,Brett Gardner,NYA,AL,,25,119,446,75,115,19,7,2,34,33,9,54,104,2,0,0,0,0,0,17,22,0,38
459334,Brent Clevlen,DET,AL,,25,129,448,55,105,19,4,14,62,6,2,44,162,2,0,0,0,0,0,10,3,1,11
459423,Joe Koshansky,TEX,AL,1B,27,139,497,76,127,27,2,25,96,3,1,57,163,2,0,11,0,0,0,0,0,0,0
459425,Matt Macri,MIN,AL,,27,107,369,41,87,20,2,10,42,4,2,23,101,3,0,2,2,11,0,0,0,0,0
459714,Buck Coats,TOR,AL,,27,134,474,58,120,26,3,7,49,11,4,34,104,2,0,0,0,0,0,7,0,0,7
459941,Travis Buck,OAK,AL,,25,84,321,44,84,20,3,8,39,5,2,36,69,4,0,0,0,0,0,12,0,34,37
459943,Jeff Clement,SEA,AL,,25,118,416,54,105,23,2,16,63,1,0,44,99,6,38,0,0,0,0,0,0,0,0
459964,Matthew Joyce,TBA,AL,,24,128,421,60,98,23,3,16,64,4,3,45,125,2,0,0,0,0,0,60,0,25,84
459991,Gaby Sanchez,FLO,NL,1B,25,124,449,67,120,30,2,12,68,10,4,52,85,3,0,3,0,0,0,0,0,0,0
460003,Taylor Teagarden,TEX,AL,,25,110,389,55,84,17,2,15,51,2,1,45,150,3,12,0,0,0,0,0,0,0,0
460004,Clete Thomas,DET,AL,,25,124,474,63,114,26,3,7,41,19,8,44,129,2,0,0,0,0,0,25,16,3,40
460026,Nick Hundley,SDN,NL,,25,114,416,46,93,19,1,14,61,1,0,33,105,2,59,0,0,0,0,0,0,0,0
460051,Chris Getz,CHA,AL,,25,119,442,58,117,22,3,6,44,12,5,39,55,2,0,0,7,0,0,0,0,0,0
460060,Cliff Pennington,OAK,AL,,25,128,494,77,115,22,3,3,42,17,5,66,91,2,0,0,16,9,10,0,0,0,0
460067,Trevor Crowe,CLE,AL,OF,25,117,475,71,117,27,4,6,48,22,8,50,102,2,,,,,,,,,
460075,Ryan Braun,MIL,NL,,25,132,523,88,154,33,4,32,94,15,5,41,111,5,0,0,0,0,0,149,0,0,149
460086,Alex Gordon,KCA,AL,,25,132,486,72,129,33,2,16,65,12,3,55,117,7,0,0,0,133,0,0,0,0,0
460252,Jeff Larish,DET,AL,,26,131,460,56,108,23,2,19,71,4,2,53,133,3,0,8,0,12,0,0,0,0,0
460261,Clint Sammons,ATL,NL,,26,114,389,35,88,19,1,5,44,4,2,30,90,2,22,0,0,0,0,0,0,0,0
460267,Brandon Boggs,TEX,AL,,26,118,391,54,88,21,4,10,48,7,3,52,125,2,0,0,0,0,0,76,5,3,79
460366,Rich Thompson,LAA,AL,,30,115,385,54,96,18,4,4,36,17,5,35,78,4,0,0,0,0,0,0,0,0,0
460576,Carlos Gomez,MIN,AL,,23,126,448,56,113,20,5,6,43,32,11,25,106,5,0,0,0,0,0,0,151,0,151
460579,Nyjer Morgan,PIT,NL,,28,120,442,67,122,22,5,2,33,32,13,28,81,5,0,0,0,0,0,23,17,6,45
461235,Brandon Moss,PIT,NL,,25,134,476,66,127,33,4,13,68,5,3,48,127,2,0,2,0,0,0,36,0,32,65
461314,Matt Kemp,LAN,NL,,24,136,498,84,149,30,5,16,74,26,8,39,114,2,0,0,0,0,0,0,101,63,151
461416,Will Venable,SDN,NL,,26,130,497,65,124,22,3,9,61,9,3,43,118,3,0,0,0,0,0,0,27,0,27
461811,Josh Anderson,DET,AL,,26,140,559,76,160,27,5,4,44,33,10,33,88,5,0,0,0,0,0,6,30,1,35
461815,David Murphy,TEX,AL,,27,135,485,66,131,32,4,13,69,7,3,42,85,1,0,0,0,0,0,54,13,56,106
461834,Tug Hulett,KCA,AL,,26,122,447,70,115,25,4,8,50,11,4,56,109,2,0,0,4,1,4,0,0,0,0
461866,Freddy Sandoval,LAA,AL,,26,123,482,62,125,30,3,8,62,10,5,42,97,2,0,1,0,1,0,0,0,0,0
462101,Elvis Andrus,TEX,AL,SS,20,117,484,63,115,21,3,3,49,29,13,30,119,3,,,,,,,,,
462375,Andy Cannizaro,CLE,AL,,30,116,391,54,99,23,1,4,36,3,1,36,56,4,0,0,0,0,1,0,0,0,0
462405,Brooks Conrad,OAK,AL,,29,134,520,78,108,28,4,19,67,8,3,51,154,3,0,0,2,4,0,0,0,0,0
462413,Andy Gonzalez,FLO,NL,,27,116,386,44,91,20,1,7,47,7,4,54,103,3,0,7,0,2,0,0,0,0,0
462564,Dan Uggla,FLO,NL,,29,146,560,96,143,33,2,27,83,6,3,65,149,7,0,0,144,0,0,0,0,0,0
462855,Eider Torres,BAL,AL,,26,116,457,58,124,21,3,4,47,22,9,27,69,2,0,0,1,0,5,0,0,0,0
462950,Danny Richar,CIN,NL,2B,26,128,483,71,126,27,5,13,58,10,4,41,91,2,0,0,10,0,1,0,0,0,0
463610,Gregorio Petit,OAK,AL,,24,124,456,53,111,22,3,4,45,8,4,31,95,2,0,0,4,0,8,0,0,0,0
464299,Eugenio Velez,SFN,NL,,27,123,412,57,110,22,7,5,45,28,12,27,78,2,0,0,69,0,0,8,2,7,17
464341,Chin-Lung Hu,LAN,NL,,25,106,263,39,66,11,3,3,26,3,1,18,47,1,0,0,30,0,35,0,0,0,0
464900,Alex Romero,ARI,NL,,25,127,425,53,118,25,4,6,50,11,6,29,51,2,0,0,0,0,0,13,2,38,52
465041,Francisco Cervelli,NYA,AL,,23,89,309,26,69,15,2,2,26,3,1,27,84,5,3,0,0,0,0,0,0,0,0
465668,Rogearvin Bernadina,WAS,NL,,25,119,451,60,117,23,5,6,46,26,10,45,113,2,0,0,0,0,0,6,14,0,20
465705,Brad Harman,PHI,NL,,23,119,447,49,95,18,2,10,44,4,2,36,144,1,0,0,3,1,0,0,0,0,0
466320,Melky Cabrera,NYA,AL,,24,146,515,70,144,25,4,10,66,13,5,48,70,3,0,0,0,0,0,8,117,5,128
466988,Emilio Bonifacio,FLO,NL,,24,136,547,81,142,25,6,2,40,30,13,42,122,1,0,0,37,0,0,1,0,2,3
467055,Pablo Sandoval,SFN,NL,,22,123,477,64,135,29,3,11,68,3,1,20,71,2,11,17,0,12,0,0,0,0,0
468406,Jonathan Herrera,COL,NL,,24,120,440,63,119,19,3,4,47,17,8,32,66,2,0,0,21,0,2,0,0,0,0
469040,Argenis Reyes,NYN,NL,,26,127,457,56,112,18,3,2,36,14,5,29,75,2,0,0,27,0,0,0,0,0,0
471083,Miguel Montero,ARI,NL,,25,116,356,44,91,20,1,12,54,1,1,35,67,4,53,0,0,0,0,0,0,0,0
