mlbamID,playerName,team,league,defaultPos,Age,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,HBP,G_C,G_1B,G_2B,G_3B,G_SS,G_LF,G_CF,G_RF,G_OF
400136,Jason Smith,HOU,NL,,31,116,334,38,74,15,3,9,38,4,2,18,111,2,0,1,9,5,0,1,0,0,1
400140,Wilson Betemit,CHA,AL,,27,123,276,38,71,15,1,12,39,2,1,28,75,1,0,36,3,21,14,0,0,0,0
400154,Dane Sardinha,DET,AL,,30,113,373,35,72,14,1,9,37,1,0,22,113,2,17,0,0,0,0,0,0,0,0
400284,Chase Utley,PHI,NL,,30,146,571,105,169,37,3,27,96,11,3,62,105,16,0,2,159,0,0,0,0,0,0
400290,Austin Kearns,WAS,NL,,29,138,496,75,125,27,1,17,69,4,2,67,106,8,0,0,0,0,0,0,0,85,85
405395,Albert Pujols,SLN,NL,,29,149,535,107,175,35,1,37,111,7,3,100,56,5,0,144,1,0,0,0,0,0,0
406550,Jamie Burke,SEA,AL,,37,102,298,34,70,13,0,6,32,1,1,21,45,3,43,1,0,1,0,0,0,0,0
406670,Rob Mackowiak,NYN,NL,,33,117,300,40,73,13,1,7,33,4,1,39,78,4,0,0,0,0,0,12,0,2,14
406878,Brian Roberts,BAL,AL,,31,145,575,93,164,38,4,11,55,31,7,76,89,1,0,0,155,0,0,0,0,0,0
407155,Craig Monroe,PIT,NL,,32,131,438,62,108,24,1,17,69,3,2,37,101,1,0,0,0,0,0,1,7,3,11
407397,Esteban German,CHN,NL,,31,116,337,53,90,19,3,3,37,10,4,41,61,3,0,0,35,6,3,39,0,0,39
407399,J.R. House,KCA,AL,1B,29,126,455,57,125,29,1,12,66,2,1,41,68,3,0,0,0,0,0,0,0,0,0
407483,Willie Harris,WAS,NL,,31,124,334,58,85,17,3,7,31,14,5,43,66,3,0,0,14,14,3,86,17,0,103
407487,Juan Rivera,LAA,AL,,30,115,375,47,102,20,1,16,67,3,2,26,49,2,0,1,1,0,0,41,1,19,59
407489,Lyle Overbay,TOR,AL,,32,144,503,66,133,31,1,15,63,2,1,61,97,2,0,156,0,0,0,0,0,0,0
407496,Ramon Vazquez,,,,32,117,339,53,85,18,2,6,35,2,1,43,77,1,0,1,11,70,26,0,0,0,0
407556,Angel Berroa,NYA,AL,,31,132,456,52,112,21,1,9,45,3,1,23,83,5,0,0,5,0,79,0,0,0,0
407576,Mike Rivera,MIL,NL,,32,107,357,42,86,17,1,16,62,4,2,26,73,3,17,3,0,0,0,0,0,0,0
407777,Ben Broussard,CHA,AL,,32,126,390,55,100,18,1,19,58,2,1,28,87,5,0,26,0,0,0,0,0,0,0
407781,Marlon Byrd,TEX,AL,,31,128,438,62,123,25,3,12,60,6,2,41,86,7,0,0,0,0,0,31,57,39,118
407792,Alfredo Amezaga,FLO,NL,,31,124,332,42,88,15,4,3,25,11,5,29,49,3,0,0,10,15,19,0,79,0,79
407797,Nick Green,MIL,NL,,30,112,369,44,85,16,2,11,40,3,2,25,108,3,,,,,,,,,
407798,Ryan Langerhans,WAS,NL,,29,133,301,46,73,16,2,7,33,5,2,48,85,2,0,2,0,0,0,24,0,12,36
407801,Marcus Thames,DET,AL,,32,110,346,53,86,15,1,24,59,2,1,31,96,2,0,9,0,0,0,73,0,7,80
407812,Matt Holliday,OAK,AL,,29,144,570,93,163,35,3,23,91,14,3,56,112,7,0,0,0,0,0,139,0,0,139
407833,John Buck,KCA,AL,,28,114,374,43,87,20,1,13,49,2,1,35,91,5,107,0,0,0,0,0,0,0,0
407849,Bill Hall,MIL,NL,,29,140,467,67,116,28,2,19,61,8,5,47,130,2,0,0,6,113,0,0,0,0,0
407861,Orlando Hudson,LAN,NL,,31,132,486,67,134,26,4,10,54,6,2,56,78,2,0,0,105,0,0,0,0,0,0
407862,Reed Johnson,CHN,NL,,32,123,392,59,110,23,2,8,45,6,3,28,76,11,0,0,0,0,0,26,78,6,99
407871,Joe Thurston,SLN,NL,,29,130,484,66,133,27,5,8,53,12,8,35,71,6,0,0,0,0,0,4,0,0,4
407876,Chip Ambres,BOS,AL,,29,127,423,65,98,20,2,14,53,7,3,60,117,3,0,0,0,0,0,0,3,7,10
407885,Mark Ellis,OAK,AL,,32,127,474,67,122,24,2,13,53,7,2,48,74,5,0,0,115,0,0,0,0,0,0
407886,Ryan Ludwick,SLN,NL,,30,137,453,76,121,26,2,25,78,4,3,47,126,6,0,0,0,0,0,29,14,124,149
407891,Kevin Mench,TOR,AL,,31,124,400,48,105,24,2,11,52,2,1,31,51,2,0,0,0,0,0,21,0,15,33
407893,Mark Teixeira,NYA,AL,,29,147,559,93,160,33,1,32,108,2,0,81,109,5,0,153,0,0,0,0,0,0,0
407932,Ryan Jorgensen,MIN,AL,,30,77,239,27,50,11,0,6,26,1,0,22,72,1,2,0,0,0,0,0,0,0,0
408036,Josh Bard,BOS,AL,,31,112,334,32,88,23,1,6,42,1,0,38,50,1,49,0,0,0,0,0,0,0,0
408039,So Taguchi,CHN,NL,,39,121,255,34,63,12,1,3,26,5,2,20,40,2,0,0,0,0,0,38,1,11,48
408042,Gerald Laird,DET,AL,,29,114,393,57,98,21,2,10,46,5,2,29,85,4,88,0,0,2,0,0,0,0,0
408045,Joe Mauer,MIN,AL,,26,132,484,78,152,31,3,10,71,6,2,77,51,2,139,0,0,0,0,0,0,0,0
408046,Andrew Brown,,,,24,92,347,38,77,16,1,9,40,2,1,31,119,3,0,0,0,0,0,0,0,0,0
408047,Justin Morneau,MIN,AL,,28,149,556,83,158,33,3,26,108,2,1,62,85,3,0,155,0,0,0,0,0,0,0
408108,Freddy Sanchez,PIT,NL,,31,143,548,70,159,34,2,8,60,1,1,29,60,5,0,0,131,0,0,0,0,0,0
408201,Howie Clark,MIN,AL,,35,97,322,38,82,16,2,5,35,2,1,26,36,1,0,2,1,1,0,0,0,0,0
408210,Chone Figgins,LAA,AL,,31,134,523,88,146,24,4,5,47,35,11,64,90,2,0,0,9,105,0,0,0,0,0
408211,Kevin Cash,BOS,AL,,31,78,219,21,42,9,0,5,23,1,0,23,73,2,57,0,0,4,0,0,0,0,0
408212,Gabe Gross,TBA,AL,,29,129,314,47,78,16,2,10,37,4,1,43,74,2,0,0,0,0,0,2,18,121,137
408213,Hank Blalock,TEX,AL,,28,132,509,69,139,30,2,19,76,2,1,47,89,2,0,34,0,31,0,0,0,0,0
408219,Chris Duncan,SLN,NL,,28,130,398,57,101,19,1,19,62,2,1,57,109,1,0,21,0,0,0,43,0,2,45
408234,Miguel Cabrera,DET,AL,,26,152,577,94,181,38,2,32,114,3,1,66,106,4,0,143,0,14,0,0,0,0,0
408236,Adrian Gonzalez,SDN,NL,,27,146,554,88,157,32,2,28,91,0,0,61,115,4,0,161,0,0,0,0,0,0,0
408242,Wil Nieves,WAS,NL,,31,105,323,32,81,16,2,4,33,2,1,20,43,1,61,0,0,0,0,0,0,0,0
408252,Brandon Phillips,CIN,NL,,28,140,550,83,149,27,4,22,75,20,6,38,95,6,0,0,140,0,0,0,0,0,0
408299,Omar Infante,ATL,NL,,27,114,350,48,98,22,2,6,41,4,1,25,55,2,0,0,10,32,20,34,3,0,36
408305,Jorge Cantu,FLO,NL,,27,132,498,64,137,31,1,20,82,3,1,34,91,5,0,66,0,129,0,0,0,0,0
408306,Rocco Baldelli,BOS,AL,,27,104,378,53,105,25,3,14,53,7,2,25,83,6,0,0,0,0,0,1,0,6,7
408307,Carl Crawford,TBA,AL,,27,140,564,89,168,28,9,14,73,38,8,36,83,3,0,0,0,0,0,108,1,0,108
408311,Justin Huber,SDN,NL,,26,120,395,46,95,19,1,11,55,3,1,38,108,5,0,0,0,0,0,22,0,0,22
408312,Mike Jacobs,KCA,AL,,28,135,479,60,124,30,2,23,78,2,1,36,104,2,0,119,0,0,0,0,0,0,0
408314,Jose Reyes,NYN,NL,,26,152,647,114,190,35,12,14,64,60,15,62,73,1,0,0,0,0,159,0,0,0,0
421064,Ty Wigginton,BAL,AL,,31,127,454,60,123,24,1,22,68,4,3,39,90,6,0,0,0,82,0,31,0,0,31
421124,Ramon Santiago,DET,AL,,29,121,362,50,90,18,3,5,35,7,3,27,63,7,0,0,21,6,33,0,0,0,0
421684,Chris Snelling,SDN,NL,,27,105,302,47,79,15,2,8,42,4,2,45,71,5,0,0,0,0,0,0,0,0,0
424325,Dave Ross,ATL,NL,,32,110,299,34,65,13,1,12,37,1,0,40,88,2,54,0,0,0,0,0,0,0,0
424726,Jason Bay,BOS,AL,,30,150,555,91,148,33,3,25,89,8,2,80,143,5,0,0,0,0,0,154,0,0,154
424825,Coco Crisp,KCA,AL,,29,130,465,70,126,26,3,9,49,19,6,43,71,1,0,0,0,0,0,0,114,0,114
425206,Jamey Carroll,CLE,AL,,35,114,325,52,80,13,2,2,26,5,3,36,59,4,0,0,74,43,0,1,0,0,1
425429,Andy Phillips,PIT,NL,,32,114,317,48,86,16,2,11,43,2,1,30,60,2,0,5,6,8,0,2,0,0,2
425446,Aaron Miles,CHN,NL,,32,126,384,48,108,19,2,3,30,3,1,26,43,1,0,0,85,11,27,4,1,1,6
425468,Rob Bowen,OAK,AL,,28,94,202,27,44,10,1,5,20,1,1,24,64,2,31,1,0,0,0,0,0,0,0
425477,Robb Quinlan,LAA,AL,,32,86,213,26,57,10,1,5,22,3,1,15,34,2,0,22,0,39,0,3,0,3,6
425489,Jose Castillo,HOU,NL,,28,125,406,44,102,23,2,8,46,3,1,26,75,2,0,0,12,110,4,0,0,0,0
425491,Ryan Doumit,PIT,NL,,28,117,384,56,108,25,1,14,60,3,1,29,72,7,106,1,0,0,0,0,0,0,0
425496,Cody Ross,FLO,NL,,28,126,376,57,97,21,2,18,58,4,1,37,96,4,0,0,0,0,0,17,109,35,133
425503,Freddie Bynum,WAS,NL,,29,109,279,39,66,13,4,3,27,11,4,25,75,2,0,0,1,0,37,0,0,0,0
425506,Jody Gerut,SDN,NL,,31,115,381,53,106,20,3,13,45,6,3,39,59,2,0,0,0,0,0,0,80,9,87
425508,Ryan Church,NYN,NL,,30,124,395,54,102,23,1,14,57,4,2,46,100,4,0,0,0,0,0,0,0,83,83
425509,Jhonny Peralta,CLE,AL,,27,148,562,90,153,32,3,21,77,3,1,58,129,3,0,0,0,1,146,0,0,0,0
425533,Jason Ellison,PHI,NL,,31,126,322,47,80,17,2,3,24,8,4,30,58,3,0,0,0,0,0,2,2,3,7
425542,Koyie Hill,CHN,NL,,30,115,350,40,80,19,1,9,46,2,1,34,83,2,9,0,0,0,0,0,0,0,0
425545,Josh Willingham,WAS,NL,,30,128,445,65,117,24,3,19,69,4,1,58,97,11,0,0,0,0,0,98,0,0,98
425547,Brad Hawpe,COL,NL,,30,139,467,66,129,25,3,22,84,3,2,74,121,2,0,0,0,0,0,0,0,133,133
425548,Garrett Atkins,COL,NL,,29,150,576,85,168,34,2,22,101,2,1,59,87,3,0,61,1,94,0,0,0,0,0
425549,Clint Barmes,COL,NL,,30,122,451,61,121,24,4,10,50,8,4,23,69,6,0,0,61,13,36,0,0,1,1
425556,Laynce Nix,CIN,NL,,28,113,395,58,100,20,2,20,66,4,1,31,109,3,0,0,0,0,0,2,0,0,2
425557,Jeff Baker,COL,NL,,28,120,353,55,95,20,2,14,61,3,1,32,91,2,0,22,49,9,0,0,0,3,3
425560,Adam LaRoche,PIT,NL,,29,144,504,69,133,32,1,23,82,2,1,56,118,2,0,129,0,0,0,0,0,0,0
425565,Guillermo Quiroz,BAL,AL,,27,80,246,22,56,11,0,6,33,0,0,18,58,2,54,0,0,0,0,0,0,0,0
425567,Alexis Rios,TOR,AL,,28,144,550,86,157,36,5,17,75,19,6,44,98,3,0,0,0,0,0,0,62,93,151
425631,Robby Hammock,BAL,NL,,32,80,217,27,50,10,1,4,21,1,0,18,46,2,15,0,0,0,0,0,0,0,0
425634,Mike Hessman,DET,AL,3B,31,124,446,68,99,17,2,31,78,4,2,53,167,5,0,0,0,12,0,0,0,0,0
425659,Hector Luna,TOR,AL,,29,119,401,52,100,24,1,8,41,6,3,28,78,3,0,0,0,0,0,0,0,0,0
425661,Ronny Paulino,FLO,NL,,28,126,431,51,116,23,1,13,56,2,1,38,85,1,32,0,0,0,0,0,0,0,0
425664,Shane Victorino,PHI,NL,,28,145,500,87,144,27,6,13,56,23,7,41,66,7,0,0,0,0,0,0,139,5,143
425686,Hideki Matsui,NYA,AL,,35,125,465,75,129,24,1,17,75,2,1,57,65,3,0,0,0,0,0,21,0,3,23
425766,James Loney,LAN,NL,,25,147,527,70,155,33,4,13,80,6,3,48,78,2,0,158,0,0,0,0,0,0,0
425769,Eliezer Alfonzo,SDN,NL,,30,117,391,41,98,21,2,12,53,2,1,18,104,4,2,0,0,0,0,0,0,0,0
425772,Jeff Mathis,LAA,AL,,26,119,398,59,89,21,2,10,48,3,1,36,101,3,94,0,0,0,0,0,0,0,0
425773,Casey Kotchman,ATL,NL,,26,133,451,66,129,28,2,14,70,3,1,51,44,5,0,141,0,0,0,0,0,0,0
425774,Dallas McPherson,,,3B,28,118,394,57,80,17,2,20,55,7,3,53,183,2,0,0,0,2,0,0,0,0,0
425783,Shin-Soo Choo,CLE,AL,,26,120,418,72,116,25,3,12,59,12,5,51,100,4,0,0,0,0,0,26,0,51,75
425785,Greg Dobbs,PHI,NL,,30,126,303,41,86,17,2,9,46,4,2,23,54,1,0,2,0,52,0,3,0,4,7
425796,Jeff Francoeur,ATL,NL,,25,152,595,78,164,35,3,20,93,5,2,37,113,6,0,0,0,0,0,0,0,152,152
425834,B.J. Upton,TBA,AL,,24,143,524,92,148,31,3,15,68,41,15,87,131,3,0,0,0,0,0,0,143,0,143
425853,Bobby Crosby,OAK,AL,,29,120,457,61,109,25,1,9,47,7,2,41,82,1,0,0,0,0,145,0,0,0,0
425867,Khalil Greene,SLN,NL,,29,128,474,60,119,27,2,18,67,4,1,32,98,4,0,0,0,0,105,0,0,0,0
425877,Yadier Molina,SLN,NL,,26,120,400,36,109,21,1,8,53,2,1,33,35,3,119,2,0,0,0,0,0,0,0
425900,Dioner Navarro,TBA,AL,,25,120,405,46,106,22,1,8,46,3,1,43,56,2,117,0,0,0,0,0,0,0,0
425902,Prince Fielder,MIL,NL,,25,150,528,88,151,30,2,36,100,5,2,79,114,9,0,155,0,0,0,0,0,0,0
425903,Kevin Youkilis,BOS,AL,,30,137,496,82,142,35,2,18,79,4,2,73,101,9,0,126,0,36,0,0,0,2,2
425904,Luis Rodriguez,SDN,NL,,29,114,291,34,76,15,1,3,24,2,1,30,30,1,0,2,7,1,52,0,0,0,0
428642,Luis Montanez,BAL,AL,,27,128,450,62,123,23,2,14,61,4,2,29,76,3,0,0,0,0,0,26,5,5,33
429440,Edgar Gonzalez,ARI,NL,,26,143,399,43,106,21,2,7,45,7,4,33,90,2,0,0,0,0,0,0,0,0,0
429662,Josh Barfield,CLE,AL,,26,132,472,58,124,26,2,8,51,14,5,28,93,2,0,0,9,0,0,0,0,0,0
429663,Chris Burke,SEA,AL,,29,124,338,50,84,19,2,7,32,10,3,34,60,5,0,9,18,4,2,18,0,9,26
429664,Robinson Cano,NYA,AL,,26,144,556,78,167,37,4,16,79,4,2,29,65,4,0,0,159,0,0,0,0,0,0
429665,Edwin Encarnacion,CIN,NL,,26,142,499,74,140,31,1,23,79,5,1,54,94,8,0,0,0,143,0,0,0,0,0
429666,J.J. Hardy,MIL,NL,,26,133,492,70,137,27,2,20,67,2,1,47,71,1,0,0,0,0,145,0,0,0,0
429667,Ryan Howard,PHI,NL,,29,149,547,93,148,25,2,46,128,1,0,92,182,4,0,159,0,0,0,0,0,0,0
429708,Andy Marte,CLE,AL,,25,127,420,50,104,24,2,15,59,2,1,40,92,2,0,1,0,76,0,0,0,0,0
429710,Chad Tracy,ARI,NL,,29,130,445,59,123,28,1,16,60,2,1,39,81,3,0,65,0,2,0,0,0,0,0
429711,Franklin Gutierrez,SEA,AL,,26,128,419,66,107,25,2,11,43,10,4,33,100,4,0,0,0,0,0,11,12,97,119
429712,Felix Pie,BAL,AL,,24,131,437,64,116,22,5,10,49,15,7,32,91,3,0,0,0,0,0,1,39,0,40
429713,Grady Sizemore,CLE,AL,,26,152,604,115,173,38,6,27,78,28,7,89,126,9,0,0,0,0,0,0,151,0,151
429731,Eric Bruntlett,PHI,NL,,31,120,238,34,59,12,1,3,22,8,3,30,43,2,0,2,5,27,35,29,0,7,36
429841,Matt Diaz,ATL,NL,,31,120,338,39,98,18,2,9,42,5,2,16,66,4,0,0,0,0,0,37,0,0,37
430001,Rickie Weeks,MIL,NL,,26,129,471,91,121,24,5,16,53,21,5,71,116,12,0,0,120,0,0,0,0,0,0
430203,David DeJesus,KCA,AL,,29,133,517,78,144,29,5,9,58,8,4,51,74,9,0,0,0,0,0,71,68,24,134
430321,Delmon Young,MIN,AL,,23,139,546,72,161,32,4,13,78,17,6,29,102,4,0,0,0,0,0,151,0,0,151
430404,Jonny Gomes,CIN,NL,,28,124,381,63,97,20,2,24,65,9,4,54,116,7,0,0,0,0,0,9,0,21,30
430565,Kazuo Matsui,HOU,NL,,33,105,387,62,103,21,3,6,36,16,4,33,68,1,0,0,94,0,0,0,0,0,0
430574,Mitch Maier,KCA,AL,,27,133,514,73,138,32,4,8,61,9,4,30,92,3,0,0,0,0,0,0,34,4,34
430583,Jason Bartlett,TBA,AL,,29,139,492,67,134,26,4,4,43,15,4,40,73,7,0,0,0,0,125,0,0,0,0
430584,Terry Tiffee,PHI,NL,,30,115,429,53,120,26,2,11,59,1,1,26,57,2,0,0,0,0,0,1,0,0,1
430585,Jason Kubel,MIN,AL,,27,123,402,55,108,22,3,15,63,2,1,39,77,1,0,0,0,0,0,18,0,32,49
430590,Charlton Jimerson,SEA,AL,,29,122,432,46,85,17,2,14,42,19,7,21,193,3,0,0,0,0,0,1,0,0,1
430592,Ronny Cedeno,SEA,AL,,26,122,360,46,96,17,2,6,36,7,3,24,67,2,0,0,43,7,27,1,1,0,2
430593,Brendan Harris,MIN,AL,,28,131,462,60,120,27,2,10,59,3,1,39,98,4,0,2,39,34,55,0,0,0,0
430598,Jeremy Reed,NYN,NL,,28,134,463,64,124,27,3,9,47,9,5,39,63,2,0,1,0,0,0,6,58,14,77
430605,Ryan Raburn,DET,AL,,28,124,389,59,101,21,2,16,60,8,3,40,99,2,0,0,16,18,0,30,6,22,57
430611,Corey Hart,MIL,NL,,27,139,486,75,135,31,5,19,72,19,7,37,95,5,0,0,0,0,0,0,0,156,156
430622,Cory Sullivan,NYN,NL,,29,126,381,53,95,20,3,4,32,8,4,32,88,2,0,0,0,0,0,2,5,5,11
430631,Reggie Abercrombie,HOU,NL,,28,119,365,53,87,18,3,13,41,17,7,16,122,4,0,0,0,0,0,12,11,0,22
430632,Willy Aybar,TBA,AL,,26,122,424,50,114,26,2,10,56,4,2,47,58,3,0,19,10,41,2,0,0,0,0
430637,Kelly Johnson,ATL,NL,,27,135,477,80,134,29,5,14,62,9,4,65,99,3,0,0,144,0,0,0,0,0,0
430640,Tony Pena,KCA,AL,,28,131,392,44,95,19,3,3,31,7,3,13,77,2,0,0,0,0,94,0,0,0,0
430649,Ivan Ochoa,BOS,AL,,26,122,403,50,102,19,3,4,32,15,6,33,87,5,0,0,8,0,35,0,0,0,0
430652,Jason Bourgeois,CHA,AL,,27,123,464,62,123,25,4,6,38,19,7,36,72,3,0,0,1,0,0,0,0,0,0
430668,Scott Hairston,SDN,NL,,29,112,333,51,83,16,2,16,45,2,1,34,79,2,0,0,1,0,0,49,51,0,88
430681,Dan Johnson,,,,29,132,460,70,120,25,1,20,78,1,0,76,84,2,0,8,0,0,0,1,0,0,1
430828,Chris Shelton,SEA,AL,,29,136,475,66,120,25,2,16,62,2,1,60,141,3,0,39,0,1,0,0,0,0,0
430832,Jose Bautista,TOR,AL,,28,140,482,62,113,26,1,18,65,4,2,53,121,5,0,5,2,99,0,0,0,0,0
430838,Willy Taveras,CIN,NL,,27,136,502,74,137,22,3,2,28,39,9,35,82,6,0,0,0,0,0,0,124,0,124
430894,Chris Aguila,NYN,NL,,30,118,365,52,91,17,2,13,49,7,3,36,92,2,0,0,0,0,0,6,0,0,6
430895,Maicer Izturis,LAA,AL,,28,113,373,57,104,21,3,5,45,11,4,39,41,1,0,0,23,5,52,0,0,0,0
430897,Nick Swisher,NYA,AL,,28,148,511,86,126,26,1,26,78,3,1,86,133,5,0,71,0,0,0,18,70,18,97
430905,Ruben Gotay,PIT,NL,,26,119,299,40,78,17,1,6,36,5,2,30,62,2,0,0,3,10,0,0,0,0,0
430906,Donnie Murphy,OAK,AL,,26,94,316,45,77,17,1,12,40,4,2,23,83,3,0,0,10,24,13,1,0,0,1
430910,Brayan Pena,ATL,NL,,27,110,366,41,104,24,2,5,42,6,3,26,37,2,0,0,0,0,0,0,0,0,0
430917,Mike Fontenot,CHN,NL,,29,122,344,53,93,22,3,8,39,4,2,41,68,2,0,0,82,0,1,0,0,0,0
430927,Brian Buscher,MIN,AL,,28,122,417,51,111,22,1,10,60,3,2,37,70,3,0,6,1,64,0,0,0,0,0
430930,Fred Lewis,SFN,NL,,28,129,446,75,117,22,7,9,46,16,6,55,113,2,0,0,0,0,0,112,14,2,123
430931,Daniel Ortmeier,COL,NL,,28,132,431,51,102,22,3,10,51,13,5,33,104,4,0,13,0,0,0,13,0,2,15
430945,Adam Jones,BAL,AL,,23,133,475,70,130,23,5,16,65,12,5,32,114,5,0,0,0,0,0,0,129,0,129
430946,Jose Lopez,SEA,AL,,25,141,542,68,154,32,3,12,74,5,2,25,63,3,0,13,139,0,0,0,0,0,0
430947,Erick Aybar,LAA,AL,,25,118,392,61,107,21,4,4,41,19,9,20,52,4,0,0,2,0,96,0,0,0,0
430948,Alberto Callaspo,KCA,AL,,26,126,437,61,124,25,4,4,49,6,3,39,33,1,0,0,46,1,18,3,0,0,3
430956,Michael Aubrey,CLE,AL,,27,112,440,48,111,24,1,12,60,1,0,26,80,4,0,12,0,0,0,0,0,0,0
430958,Mike Rabelo,FLO,NL,,29,100,346,35,79,17,1,6,34,2,1,23,86,4,32,0,0,0,0,0,0,0,0
430965,Chris Snyder,ARI,NL,,28,114,332,38,80,18,1,13,51,1,0,48,82,4,112,0,0,0,0,0,0,0,0
431094,Aaron Hill,TOR,AL,,27,140,511,68,144,34,2,10,56,5,2,41,71,4,0,0,55,0,0,0,0,0,0
431143,Edwin Bellorin,COL,NL,,27,96,345,38,91,20,2,8,54,2,1,17,54,2,2,0,0,0,0,0,0,0,0
431145,Russell Martin,LAN,NL,,26,144,500,84,143,28,2,14,74,15,6,76,75,4,149,0,0,11,0,0,0,0,0
431151,David Wright,NYN,NL,,26,152,571,105,178,39,2,29,109,20,5,87,103,4,0,0,0,159,0,0,0,0,0
431157,Joey Gathright,CHN,NL,,28,132,396,62,108,18,3,1,35,24,9,44,64,5,0,0,0,0,0,3,100,0,103
431158,Jeff Bailey,BOS,AL,,30,125,439,61,110,27,3,15,65,4,2,55,112,6,0,12,0,0,0,5,0,1,6
431159,Kelly Shoppach,CLE,AL,,29,112,351,50,82,19,1,17,54,1,0,34,126,6,110,0,0,0,0,0,0,0,0
431171,Casey McGehee,CHN,NL,,26,131,477,56,120,27,1,9,66,2,1,40,89,2,0,0,0,6,0,0,0,0,0
432928,Luke Scott,BAL,AL,,31,141,455,63,116,25,3,21,69,3,1,57,106,4,0,0,0,0,0,106,0,0,106
433582,Conor Jackson,ARI,NL,,27,137,469,74,139,31,3,14,75,4,1,62,56,5,0,68,0,0,0,77,0,0,77
433597,Mark Teahen,KCA,AL,,27,141,519,74,141,31,5,13,65,8,3,53,114,2,0,14,0,19,0,31,1,92,119
433697,Robinzon Diaz,PIT,NL,,25,104,401,42,112,22,3,3,48,5,2,14,34,2,1,0,0,0,0,0,0,0,0
433898,Jeff Keppinger,HOU,NL,,29,127,475,61,141,28,2,7,48,3,1,39,32,2,0,3,3,10,108,0,0,0,0
434158,Curtis Granderson,DET,AL,,28,150,576,102,159,31,10,21,68,14,4,63,138,3,0,0,0,0,0,0,140,0,140
434338,Joe Dillon,MIL,NL,,33,118,331,55,86,18,1,10,45,3,1,42,61,3,0,4,6,1,0,2,0,0,2
434525,Brad Nelson,MIL,NL,,26,131,437,65,111,26,1,13,63,9,5,62,98,2,0,2,0,0,0,0,0,0,0
434563,Carlos Ruiz,PHI,NL,,30,118,371,49,95,21,2,9,48,3,1,42,52,4,110,0,0,1,0,0,0,0,0
434567,Geovany Soto,CHN,NL,,26,125,420,56,117,27,2,17,73,1,0,54,101,2,136,0,0,0,0,0,0,0,0
434582,Paul McAnulty,BOS,AL,,28,128,403,50,105,26,2,11,57,2,1,50,93,3,0,0,0,0,0,35,0,15,48
434604,Mike Morse,SEA,AL,3B,27,114,388,46,102,24,1,7,48,4,1,31,82,4,0,0,0,0,0,0,0,5,5
434605,Wladimir Balentien,SEA,AL,,24,126,472,65,109,23,2,19,71,9,4,46,144,2,0,0,0,0,0,5,29,35,68
434624,Jayson Nix,CHA,AL,,26,120,433,62,101,21,1,11,44,13,5,34,100,4,0,0,20,0,0,0,0,0,0
434625,Jeff Salazar,PIT,NL,,28,125,385,65,98,21,5,8,46,9,4,51,80,2,0,0,0,0,0,27,4,18,47
434626,Ryan Shealy,KCA,AL,,29,125,450,59,113,24,1,17,72,1,0,45,114,5,0,20,0,0,0,0,0,0,0
434633,John Baker,FLO,NL,,28,114,372,52,91,22,1,7,46,2,1,47,101,3,59,0,0,0,0,0,0,0,0
434634,Jason Perry,ATL,NL,,28,117,426,65,101,20,2,19,65,4,1,46,138,6,0,0,0,0,0,0,0,4,4
434636,Angel Pagan,NYN,NL,,27,116,337,48,87,17,4,7,32,11,4,32,68,1,0,0,0,0,0,21,2,1,24
434658,Rajai Davis,OAK,AL,,28,121,351,48,89,16,3,4,25,29,9,25,59,3,0,0,1,0,0,3,88,1,92
434659,Chris Duffy,MIL,NL,,29,113,415,59,106,21,4,7,35,19,6,34,88,5,,,,,,,,,
434661,Nate McLouth,PIT,NL,,27,138,438,82,120,28,3,16,53,19,4,46,77,7,0,0,0,0,0,4,149,2,151
434664,Jason Botts,TEX,AL,,28,129,458,69,110,27,3,16,68,2,1,68,161,3,0,8,0,0,0,4,0,0,4
434670,Hanley Ramirez,FLO,NL,,25,145,572,113,176,38,5,24,66,41,12,67,100,5,0,0,0,0,150,0,0,0,0
434681,Pete Orr,WAS,NL,,30,114,243,41,62,12,4,2,18,8,3,16,51,2,0,0,7,8,8,2,0,0,2
434682,Luis Hernandez,KCA,AL,,25,122,414,41,99,17,3,2,33,6,3,21,58,1,0,0,5,0,30,0,0,0,0
434703,Brian Myrow,CHA,AL,,32,120,363,52,90,19,2,10,50,1,0,62,100,3,0,2,0,0,0,0,0,0,0
434704,Delwyn Young,LAN,NL,,27,133,427,62,112,28,2,13,60,3,1,34,100,2,0,0,5,0,0,15,0,11,23
434705,Jason Repko,LAN,NL,,28,126,351,54,83,17,3,8,34,10,4,33,94,7,0,0,0,0,0,12,2,7,19
434778,Kendry Morales,LAA,AL,,26,115,415,53,114,23,1,13,61,2,1,25,68,2,0,6,0,0,0,0,0,12,12
434939,Ryan Garko,CLE,AL,,28,140,499,63,134,26,1,18,80,2,1,45,97,12,0,121,0,0,0,0,0,0,0
435038,Anderson Hernandez,WAS,NL,,26,137,530,69,137,25,5,5,43,14,7,37,91,1,0,0,16,0,3,0,0,0,0
435041,Carlos Quentin,CHA,AL,,26,130,452,82,121,26,2,23,81,5,2,55,78,16,0,0,0,0,0,130,0,0,130
435042,Brian N. Anderson,CHA,AL,,27,118,245,34,58,13,1,8,27,5,2,19,59,2,0,0,0,0,0,3,94,2,98
435062,Howie Kendrick,LAA,AL,,25,119,463,69,141,33,3,9,61,12,4,17,79,5,0,0,92,0,0,0,0,0,0
