playerName,mlbamID,Tm,Lg,Pos
Ryan Hafner,594846,PIT,NL,SP
Jeremy Hefner,458550,PIT,NL,SP
Jeffrey Inman,502144,PIT,NL,SP
Phillip Irwin,572947,PIT,NL,SP
Jeff Karstens,444371,PIT,NL,SP
Nicholas Kingham,592468,PIT,NL,SP
Taylor Lewis,607370,PIT,NL,SP
Brad Lincoln,453184,PIT,NL,SP
Jeff Locke,502046,PIT,NL,SP
Mike Loree,518951,PIT,NL,SP
Brett Lorin,543466,PIT,NL,SP
James McDonald,457428,PIT,NL,SP
Kyle McPherson,519015,PIT,NL,SP
Quinton Miller,543547,PIT,NL,SP
Bryan Morris,457768,PIT,NL,SP
Charlie Morton,450203,PIT,NL,SP
Ross Ohlendorf,456027,BOS,AL,SP
Rudy Owens,502168,PIT,NL,SP
Aaron Pribanic,543662,PIT,NL,SP
Aaron Thompson,457744,MIN,AL,SP
Zack Von Rosenberg,572229,PIT,NL,SP
Tyler Waldron,552673,PIT,NL,SP
Bryce Weidman,572247,PIT,NL,SP
Justin Wilson,458677,PIT,NL,SP
Anthony Bass,542914,SDN,NL,SP
Matthew Branham,571512,SDN,NL,SP
Leonel Campos,599998,SDN,NL,SP
Simon Castro,501563,CHA,AL,SP
Zachary Cates,592208,CHN,NL,SP
Marlon Claveria,570909,SDN,NL,SP
Jose De Paula,517059,SDN,NL,SP
Robert Erlin,572362,SDN,NL,SP
Chris Fetter,534600,SDN,NL,SP
Josh Geer,446207,SDN,NL,SP
Mark Hardy,571747,SDN,NL,SP
Pedro Hernandez,517060,CHA,AL,SP
Juan Herrera,542630,SDN,NL,SP
Will Inman,488989,SDN,NL,SP
Casey Kelly,543391,SDN,NL,SP
Mat Latos,502009,CIN,NL,SP
Wade LeBlanc,453281,SDN,NL,SP
Jon Leicester,425484,SDN,NL,SP
Matt Lollis,571896,SDN,NL,SP
Ruben Mejia,570912,SDN,NL,SP
Dustin Moseley,400291,SDN,NL,SP
James Needy,571982,SDN,NL,SP
Juan Oramas,517062,SDN,NL,SP
Uber Paz,570913,SDN,NL,SP
Adys Portillo,573584,SDN,NL,SP
Todd Privett,501911,SDN,NL,SP
Jorge Reyes,572064,SDN,NL,SP
Clayton Richard,453385,SDN,NL,SP
Keyvius Sampson,572102,SDN,NL,SP
Daniel Sarria,590531,SDN,NL,SP
Nick Schmidt,519260,SDN,NL,SP
Tim Stauffer,431162,SDN,NL,SP
Jerry Sullivan,572179,SDN,NL,SP
Mike Watt,519401,SDN,NL,SP
Andrew Werner,599819,SDN,NL,SP
Joseph Wieland,543921,SDN,NL,SP
Blake Beavan,518444,SEA,AL,SP
Tony Butler,501977,SEA,AL,SP
Vicente Campos,553883,SEA,AL,SP
Andrew Carraway,571544,SEA,AL,SP
Fabio Castro,466983,OAK,AL,SP
Anthony Fernandez,517529,SEA,AL,SP
Matt Fox,460257,SEA,AL,SP
Luke French,448287,MIN,AL,SP
Charlie Furbush,518703,SEA,AL,SP
James Gillheeney,571706,SEA,AL,SP
Jarrett Grube,459439,SEA,AL,SP
Mayckol Guaipe,515052,SEA,AL,SP
Steven Hensley,475622,SEA,AL,SP
Felix Hernandez,433587,SEA,AL,SP
Jonathan Hesketh,453959,SEA,AL,SP
Ambioris Hidalgo,542544,SEA,AL,SP
Donald Hume,518828,SEA,AL,SP
Charles Kaalekahi,592452,SEA,AL,SP
Kenn Kasparek,459420,SEA,AL,SP
Stephen Landazuri,592485,SEA,AL,SP
Jeff Marquez,457812,SEA,AL,SP
Brandon Maurer,543506,SEA,AL,SP
Yoervis Medina,500721,SEA,AL,SP
George Mieses,570884,SEA,AL,SP
Trevor Miller,607651,SEA,AL,SP
Jochi Ogando,593812,SEA,AL,SP
James Paxton,572020,SEA,AL,SP
Michael Pineda,501381,NYA,AL,SP
Erasmo Ramirez,541640,SEA,AL,SP
Nate Robertson,425146,SEA,AL,SP
Mauricio Robles,500909,SEA,AL,SP
Chaz Roe,475054,SEA,AL,SP
Edlando Seco,456161,SEA,AL,SP
Jandy Sena,592732,SEA,AL,SP
Chris Sorce,573169,SEA,AL,SP
Taylor Stanton,543813,SEA,AL,SP
Luke Taylor,592793,SEA,AL,SP
Dylan Unsworth,596842,SEA,AL,SP
Jose Valdivia,553890,SEA,AL,SP
Jason Vargas,450306,SEA,AL,SP
Anthony Vasquez,457786,SEA,AL,SP
Taijuan Walker,592836,SEA,AL,SP
Bennett Whitmore,543920,SEA,AL,SP
Hisashi Iwakuma,547874,SEA,AL,SP
Brandon Allen,592100,SFN,NL,SP
Madison Bumgarner,518516,SFN,NL,SP
Matt Cain,430912,SFN,NL,SP
Edwin Escobar,546276,SFN,NL,SP
Justin Fitzgerald,543160,SFN,NL,SP
Kendry Flores,572309,SFN,NL,SP
Joan Gregorio,593340,SFN,NL,SP
Chris Heston,518790,SFN,NL,SP
Michael Kickham,592464,SFN,NL,SP
Andrew Kown,457928,SFN,NL,SP
Cameron Lamb,522828,SFN,NL,SP
Tim Lincecum,453311,SFN,NL,SP
Chuck Lofgren,455111,SFN,NL,SP
Shane Loux,400076,SFN,NL,SP
Daryl Maday,453402,SFN,NL,SP
Michael Main,473715,SFN,NL,SP
Kelvin Marte,517629,SFN,NL,SP
Lorenzo Mendoza,573639,SFN,NL,SP
Andrew Reichard,445188,SFN,NL,SP
Taylor Rogers,572091,SFN,NL,SP
Reinier Roibal,547977,SFN,NL,SP
Shawn Sanford,502599,SFN,NL,SP
Justin Schumer,598575,SFN,NL,SP
James Simmons,451107,SFN,NL,SP
Eric Surkamp,474668,SFN,NL,SP
Kyle Vazquez,573219,SFN,NL,SP
Ryan Vogelsong,285064,SFN,NL,SP
Craig Westcott,572249,SFN,NL,SP
Matt Yourkin,461361,SFN,NL,SP
Barry Zito,217096,SFN,NL,SP
Nick Additon,502836,STL,NL,SP
Juan Bautista,597411,STL,NL,SP
Seth Blair,518464,STL,NL,SP
Michael Blazek,518468,STL,NL,SP
Brian Broderick,518495,STL,NL,SP
Chris Carpenter,112020,STL,NL,SP
Richard Castillo,515032,STL,NL,SP
Maikel Cleto,521055,STL,NL,SP
Ryan Copeland,595166,STL,NL,SP
Patrick Daugherty,572797,STL,NL,SP
Victor De Leon,593368,STL,NL,SP
Brandon Dickson,505447,STL,NL,SP
Justin Edwards,571642,STL,NL,SP
Edouard Estalis,542524,STL,NL,SP
Anthony Ferrara,543154,STL,NL,SP
Eric Fornataro,543174,STL,NL,SP
Benjamin Freeman,594822,STL,NL,SP
Hector Garcia,523769,STL,NL,SP
Jaime Garcia,448802,STL,NL,SP
John Gast,518713,STL,NL,SP
Hector Hernandez,571772,STL,NL,SP
Eduardo Hiraldo,593371,STL,NL,SP
Deryk Hooker,518818,STL,NL,SP
Tyrell Jenkins,592433,STL,NL,SP
Joe Kelly,523260,STL,NL,SP
David Kopp,446332,STL,NL,SP
Kyle Lohse,346798,STL,NL,SP
Stalyn Lopez,554248,STL,NL,SP
Joshua Lucas,572998,STL,NL,SP
Lance Lynn,458681,STL,NL,SP
Carlos Matias,593372,STL,NL,SP
Shelby Miller,571946,STL,NL,SP
Arquimedes Nieto,516654,STL,NL,SP
Adam Ottavino,493603,STL,NL,SP
Jose Pasen,516869,STL,NL,SP
Luis Perez,570807,STL,NL,SP
Trevor Rosenthal,572096,STL,NL,SP
Zach Russell,519238,STL,NL,SP
Scott Schneider,573146,STL,NL,SP
Kevin Siegrist,543779,STL,NL,SP
Kevin Thomas,543850,STL,NL,SP
Arturo Toribio,593373,STL,NL,SP
Ramon Ulacio,553979,STL,NL,SP
Dail Villanueva,553981,STL,NL,SP
Adam Wainwright,425794,STL,NL,SP
Jake Westbrook,150414,STL,NL,SP
Chris Andujar,503356,TBA,AL,SP
Christopher Archer,502042,TBA,AL,SP
Nick Barnese,518433,TBA,AL,SP
Andrew Bellatti,571479,TBA,AL,SP
Alex Cobb,502171,TBA,AL,SP
Alexander Colome,517008,TBA,AL,SP
Joseph Cruz,502341,TBA,AL,SP
Wade Davis,451584,TBA,AL,SP
Frank De Los Santos,501679,TBA,AL,SP
Richard De Los Santos,469009,TBA,AL,SP
Hugo Duarte,514925,TBA,AL,SP
Shane Dyer,502425,TBA,AL,SP
Eli Echarry,553874,TBA,AL,SP
Roberto Gomez,596816,TBA,AL,SP
Jeremy Hellickson,476451,TBA,AL,SP
Brandon Henderson,592392,TBA,AL,SP
George Jensen,592434,TBA,AL,SP
Merrill Kelly,518876,TBA,AL,SP
Ian Kendall,592461,TBA,AL,SP
Braulio Lara,542316,TBA,AL,SP
Kyle Lobstein,543456,TBA,AL,SP
Parker Markel,571917,TBA,AL,SP
Victor Mateo,517014,TBA,AL,SP
Jason McEachern,543515,TBA,AL,SP
Matthew Moore,519043,TBA,AL,SP
Jeff Niemann,435298,TBA,AL,SP
Ricky Orta,493564,TBA,AL,SP
Jim Paduch,458897,TBA,AL,SP
Jacob Partridge,572015,TBA,AL,SP
David Price,456034,TBA,AL,SP
Eduar Quinonez,514931,TBA,AL,SP
C.J. Riefenhauser,592677,TBA,AL,SP
Felipe Rivero,553878,TBA,AL,SP
Wilking Rodriguez,516853,TBA,AL,SP
Enny Romero,544836,TBA,AL,SP
James Shields,448306,TBA,AL,SP
Trevor Shull,543777,TBA,AL,SP
Matthew Spann,592772,TBA,AL,SP
Albert Suarez,544150,TBA,AL,SP
Bruedlin Suero,570780,TBA,AL,SP
Jacob Thompson,592802,TBA,AL,SP
Matt Torra,457730,TBA,AL,SP
Alexander Torres,456776,TBA,AL,SP
Yu Darvish,506433,TEX,AL,SP
Douglas Arguello,466338,TEX,AL,SP
Omar Beltre,449110,TEX,AL,SP
Richard Bleier,542947,TEX,AL,SP
Wilfredo Boscan,517448,TEX,AL,SP
Jacob Brigham,502010,TEX,AL,SP
Cody Buckel,547182,TEX,AL,SP
Abel De Los Santos,593582,TEX,AL,SP
Miguel De Los Santos,501551,TEX,AL,SP
Scott Feldman,444857,TEX,AL,SP
Kennil Gomez,501556,TEX,AL,SP
Nick Green,407797,TEX,AL,SP
Justin Grimm,518748,TEX,AL,SP
Matt Harrison,457448,TEX,AL,SP
Derek Holland,502706,TEX,AL,SP
Eric Hurley,457922,LAA,AL,SP
John Kukuruda,594890,TEX,AL,SP
Colby Lewis,407890,TEX,AL,SP
Barret Loux,518954,TEX,AL,SP
Nicholas McBride,571931,TEX,AL,SP
Roman Mendez,542669,TEX,AL,SP
Alexi Ogando,468396,TEX,AL,SP
Victor Payano,593633,TEX,AL,SP
David Perez,593634,TEX,AL,SP
Martin Perez,527048,TEX,AL,SP
Santo Perez,594292,TEX,AL,SP
Carlos Pimentel,522228,TEX,AL,SP
Neil Ramirez,519166,TEX,AL,SP
Randol Rojas,570879,TEX,AL,SP
Robert Ross,543726,TEX,AL,SP
Ty Taubenheim,457458,TEX,AL,SP
Nicholas Tepesch,519344,TEX,AL,SP
Matt Thompson,543855,TEX,AL,SP
Brett Tomko,123387,CIN,NL,SP
Henderson Alvarez,506693,TOR,AL,SP
John Anderson,542879,TOR,AL,SP
Chad Beck,444447,TOR,AL,SP
Randy Boone,453221,TOR,AL,SP
Joel Carreno,468528,TOR,AL,SP
Brett Cecil,446399,TOR,AL,SP
Kyle Davies,434678,TOR,AL,SP
Kyle Drabek,475138,TOR,AL,SP
Deivy Estrada,570700,TOR,AL,SP
Matt Fields,572847,TOR,AL,SP
Rey Gonzalez,460295,TOR,AL,SP
Jesse Hernandez,596952,TOR,AL,SP
Drew Hutchison,571800,TOR,AL,SP
Chad Jenkins,554432,TOR,AL,SP
Casey Lawrence,596271,TOR,AL,SP
Andrew Liebel,455110,TOR,AL,SP
Jesse Litsch,446209,TOR,AL,SP
Adam Loewen,429400,TOR,AL,SP
Mike MacDonald,453973,TOR,AL,SP
Dustin McGowan,430661,TOR,AL,SP
Deck McGuire,592547,TOR,AL,SP
Brandon Morrow,453344,TOR,AL,SP
Sean Nolin,543594,TOR,AL,SP
Luis Perez,469802,TOR,AL,SP
Robert Ray,459988,TOR,AL,SP
Scott Richmond,446341,TOR,AL,SP
Ricky Romero,460069,TOR,AL,SP
Aaron Sanchez,592717,TOR,AL,SP
Egan Smith,543792,TOR,AL,SP
Noah Syndergaard,592789,TOR,AL,SP
Ryan Tepera,572193,TOR,AL,SP
Jose Vargas,517001,TOR,AL,SP
Marcus Walden,519393,TOR,AL,SP
P.J. Walters,502208,MIN,AL,SP
Daniel Webb,543900,CHA,AL,SP
Asher Wojciechowski,592879,TOR,AL,SP
Erik Arnesen,502641,WAS,NL,SP
Gregory Baez,547800,WAS,NL,SP
Evan Bronson,542972,WAS,NL,SP
Mitchell Clegg,572778,WAS,NL,SP
A.J. Cole,595918,OAK,AL,SP
Erik Davis,458530,WAS,NL,SP
Paul Demny,518611,WAS,NL,SP
Ross Detwiler,446321,WAS,NL,SP
Pedro Encarnacion,547532,WAS,NL,SP
Wirkin Estevez,594135,WAS,NL,SP
Tom Gorzelanny,452733,WAS,NL,SP
Matthew Grace,594840,WAS,NL,SP
Bobby Hansen,543273,WAS,NL,SP
Trevor Holder,457774,WAS,NL,SP
Josh Johnson,461835,WAS,NL,SP
Taylor Jordan,518863,WAS,NL,SP
Brandon King,572972,WAS,NL,SP
John Lannan,458709,WAS,NL,SP
J.D. Martin,455605,WAS,NL,SP
Shairon Martis,463017,WAS,NL,SP
Yuniesky Maya,493337,WAS,NL,SP
Jack McGeary,519009,WAS,NL,SP
Christopher McKenzie,571936,WAS,NL,SP
Silvio Medina,593831,WAS,NL,SP
Christian Meza,594926,WAS,NL,SP
Adalberto Mieses,593830,WAS,NL,SP
Tom Milone,543548,OAK,AL,SP
Brad Peacock,502748,OAK,AL,SP
Oliver Perez,424144,SEA,AL,SP
Robbie Ray,592662,WAS,NL,SP
Tanner Roark,543699,WAS,NL,SP
Daniel Rosenbaum,572095,WAS,NL,SP
Cameron Selik,594991,WAS,NL,SP
Sammy Solis,519301,WAS,NL,SP
Craig Stammen,489334,WAS,NL,SP
Stephen Strasburg,544931,WAS,NL,SP
Matt Swynenberg,573192,WAS,NL,SP
Chien-Ming Wang,425426,WAS,NL,SP
Jordan Zimmermann,519455,WAS,NL,SP
Zach Duke,435043,HOU,NL,SP
Tim Wakefield,123801,,,SP
Rodrigo Lopez,150438,CHN,NL,SP
Kevin Millwood,119154,SEA,AL,SP
Brad Penny,207267,,,SP
Jeremy Bonderman,425827,,,SP
Justin Duchscherer,407113,,,SP
Ben Sheets,282656,,,SP
Jeff Francis,433585,CIN,NL,SP
Joel Pineiro,334492,PHI,NL,SP
Jon Garland,279782,,,SP
Hiroki Kuroda,493133,NYA,AL,SP
Vicente Padilla,218894,BOS,AL,SP
Javier Vazquez,134320,,,SP
Bartolo Colon,112526,OAK,AL,SP
Chris Young,432934,,,SP
Rich Harden,425848,,,SP
Roy Oswalt,400061,,,SP
Paul Maholm,430904,CHN,NL,SP
Edwin Jackson,429719,WAS,NL,SP
Brandon Webb,425630,,,SP
Livan Hernandez,115817,HOU,NL,SP
Tsuyoshi Wada,493159,BAL,AL,SP
Angel Berroa,407556,ARI,NL,SS
William Castillo,593648,ARI,NL,SS
Stephen Drew,452220,ARI,NL,SS
Mike Freeman,502273,ARI,NL,SS
Taylor Harbin,446329,ARI,NL,SS
Tommy Manzella,446373,ARI,NL,SS
John McDonald,150348,ARI,NL,SS
David Narodowski,573054,ARI,NL,SS
Raul Navarro,554333,ARI,NL,SS
Chris Owings,572008,ARI,NL,SS
Alex Gonzalez,136460,MIL,NL,SS
Diory Hernandez,452671,ATL,NL,SS
Matt Lipka,547181,ATL,NL,SS
Ed Lucas,448296,ATL,NL,SS
Tyler Pastornicky,543629,ATL,NL,SS
Andrelton Simmons,592743,ATL,NL,SS
Robert Andino,435180,BAL,AL,SS
J.J. Hardy,429666,BAL,AL,SS
Brendan Harris,430593,COL,NL,SS
Cesar Izturis,285131,MIL,AL,SS
Manuel Machado,592518,BAL,AL,SS
Michael Mooney,573040,BAL,AL,SS
Connor Narron,592583,BAL,AL,SS
Michael Rooney,594982,BAL,AL,SS
Garabez Rosa,516664,BAL,AL,SS
Sammie Starr,592775,BAL,AL,SS
Xander Bogaerts,593428,BOS,AL,SS
Ryan Dent,518612,BOS,AL,SS
Brent Dlugach,459438,BOS,AL,SS
Jose Garcia,544825,BOS,AL,SS
Derrik Gibson,543214,BOS,AL,SS
Jonathan Hee,543291,BOS,AL,SS
Jose Iglesias,578428,BOS,AL,SS
James Kang,595273,BOS,AL,SS
Jed Lowrie,476704,HOU,NL,SS
Marco Scutaro,340192,COL,NL,SS
Jose Vinicio,596145,BOS,AL,SS
Eduardo Escobar,500871,CHA,AL,SS
Kyle Eveland,488867,CHA,AL,SS
Andrew Garcia,543198,CHA,AL,SS
Alexei Ramirez,493351,CHA,AL,SS
Tyler Saladino,573135,CHA,AL,SS
Bradley Salgado,592715,CHA,AL,SS
Arismendy Alcantara,570489,CHN,NL,SS
Gioskar Amaya,593800,CHN,NL,SS
Matt Camp,501865,CHN,NL,SS
Starlin Castro,516770,CHN,NL,SS
Marwin Gonzalez,503556,CHN,NL,SS
Dustin Harrington,595243,CHN,NL,SS
Marco Hernandez,593523,CHN,NL,SS
Junior Lake,516809,CHN,NL,SS
Jonathon Mota,470466,CHN,NL,SS
Elliot Soto,519303,CHN,NL,SS
Junior Arias,570616,CIN,NL,SS
Zack Cozart,446359,CIN,NL,SS
Brodie Greene,548378,CIN,NL,SS
Mariekson Gregorius,544369,CIN,NL,SS
Billy Hamilton,571740,CIN,NL,SS
Paul Janish,457926,CIN,NL,SS
Edgar Renteria,121074,CIN,NL,SS
Miguel Rojas,500743,CIN,NL,SS
Humberto Valor,591717,CIN,NL,SS
Cristo Arnal,464407,CLE,AL,SS
Nick Bartolone,594745,CLE,AL,SS
Asdrubal Cabrera,452678,CLE,AL,SS
Tyler Cannon,572756,CLE,AL,SS
Juan Diaz,501726,CLE,AL,SS
Jason Donald,453228,CLE,AL,SS
Kevin Fontanez,543173,CLE,AL,SS
Casey Frawley,572858,CLE,AL,SS
Jairo Kelly,578658,CLE,AL,SS
Tony Wolters,547172,CLE,AL,SS
Cristhian Adames,542436,COL,NL,SS
Hector Gomez,467143,COL,NL,SS
David Hernandez,575169,COL,NL,SS
Rosell Herrera,594011,COL,NL,SS
Carlos Martinez,501644,COL,NL,SS
Jesus Merchan,462810,COL,NL,SS
Josh Rutledge,592710,COL,NL,SS
Troy Tulowitzki,453064,COL,NL,SS
Joey Wong,502292,COL,NL,SS
Brandon Wood,457420,COL,NL,SS
Audy Ciriaco,455371,DET,AL,SS
Argenis Diaz,469810,DET,AL,SS
Cale Iorg,518836,DET,AL,SS
Dixon Machado,553988,DET,AL,SS
Gustavo Nunez,516631,DET,AL,SS
Jhonny Peralta,425509,DET,AL,SS
Ryan Soares,595419,DET,AL,SS
Miguel Arrendell,504829,HOU,NL,SS
Max Ayarza,554051,HOU,NL,SS
Jose Fernandez,595834,HOU,NL,SS
Jacke Healey,594850,HOU,NL,SS
Jiovanni Mier,545353,HOU,NL,SS
Chan Moon,578628,HOU,NL,SS
Angel Sanchez,447816,HOU,NL,SS
Wladimir Sutil,467078,HOU,NL,SS
Jonathan Villar,542340,HOU,NL,SS
Michael Antonio,592112,KCA,AL,SS
Orlando Caxito,593525,KCA,AL,SS
Christian Colon,518568,KCA,AL,SS
Alcides Escobar,444876,KCA,AL,SS
Irving Falu,458252,KCA,AL,SS
Benji Gil,114768,KCA,AL,SS
Adrian Martinez,542502,KCA,AL,SS
Daniel Mateo,570654,KCA,AL,SS
Alex McClure,594918,KCA,AL,SS
Justin Trapp,573212,KCA,AL,SS
Jean Almanzar,501589,LAA,AL,SS
Erick Aybar,430947,LAA,AL,SS
Jesus Campos,594778,LAA,AL,SS
Rolando Gomez,543230,LAA,AL,SS
Maicer Izturis,430895,LAA,AL,SS
Darwin Perez,501197,LAA,AL,SS
Jean Segura,516416,LAA,AL,SS
Wendell Soto,592770,LAA,AL,SS
Gil Velazquez,444041,LAA,AL,SS
Dee Gordon,543829,LAN,NL,SS
Pedro Guerrero,463313,LAN,NL,SS
Jerry Hairston,150020,LAN,NL,SS
Elian Herrera,467070,LAN,NL,SS
Christian Lara,448176,LAN,NL,SS
Jake Lemmerman,594897,LAN,NL,SS
Charlie Mirabal,516926,LAN,NL,SS
Delvis Morales,593591,LAN,NL,SS
Ivan Ochoa,430649,LAN,NL,SS
Justin Sellers,437376,LAN,NL,SS
Lance Zawadzki,453368,LAN,NL,SS
Daniel Black,571494,MIA,NL,SS
Emilio Bonifacio,466988,MIA,NL,SS
Chris Gutierrez,489763,MIA,NL,SS
Yeison Hernandez,570637,MIA,NL,SS
Osvaldo Martinez,501954,MIA,NL,SS
Pedro Mendoza,570638,MIA,NL,SS
Todd Muecklisch,594938,MIA,NL,SS
Yefri Perez,570639,MIA,NL,SS
Hanley Ramirez,434670,MIA,NL,SS
Jose Reyes,408314,MIA,NL,SS
Jose Torres,544374,MIA,NL,SS
Erick Almonte,400095,MIL,NL,SS
Yuniesky Betancourt,435358,KCA,AL,SS
Mike Brownstein,572736,MIL,NL,SS
Matt Cline,518563,MIL,NL,SS
Carlos George,543212,MIL,NL,SS
Andy Gonzalez,462413,MIL,NL,SS
Anderson Machado,407785,MIL,NL,SS
Andres Martinez,570696,MIL,NL,SS
Edwin Maysonet,446474,MIL,NL,SS
Alejandro Mendoza,595533,MIL,NL,SS
Josh Prince,572389,MIL,NL,SS
Yadiel Rivera,592680,MIL,NL,SS
Juan Sanchez,467816,MIL,NL,SS
Hainley Statia,461871,MIL,NL,SS
Josh Wilson,425543,MIL,NL,SS
James Beresford,503437,MIN,AL,SS
Jamey Carroll,425206,MIN,AL,SS
Chris Cates,518538,MIN,AL,SS
Estarlin De Los Santos,444557,MIN,AL,SS
Brian Dozier,572821,MIN,AL,SS
Pedro Florimon,465753,MIN,AL,SS
Niko Goodrum,592348,MIN,AL,SS
Jamaal Hawkins,594849,MIN,AL,SS
Mike Hollimon,446132,MIN,AL,SS
Aderlin Mejia,593951,MIN,AL,SS
Trevor Plouffe,461858,MIN,AL,SS
Jorge Polanco,593871,MIN,AL,SS
Daniel Santana,542454,MIN,AL,SS
Carmen Angelini,518407,NYA,AL,SS
Doug Bernier,448674,NYA,AL,SS
Cito Culver,592237,NYA,AL,SS
Angelo Gumbs,592365,NYA,AL,SS
Derek Jeter,116539,NYA,AL,SS
Emerson Landoni,500895,NYA,AL,SS
Jose Mojica,579208,NYA,AL,SS
Yadil Mujica,547987,NYA,AL,SS
Luis Nunez,462495,NYA,AL,SS
Ramiro Pena,455369,NYA,AL,SS
Jose Pirela,517369,NYA,AL,SS
Jose Rosario,575348,NYA,AL,SS
Jose Toussen,516995,NYA,AL,SS
Brandon Brown,502402,NYN,NL,SS
Luis Figueroa,292294,NYN,NL,SS
Wilmer Flores,527038,NYN,NL,SS
Juan Carlos Gamboa,585251,NYN,NL,SS
Randoll Santana,554391,NYN,NL,SS
Justin Schafer,592725,NYN,NL,SS
Robbie Shields,506874,NYN,NL,SS
Donnie Tabb,572185,NYN,NL,SS
Ismael Tijerina,541603,NYN,NL,SS
Jordany Valdespin,518170,NYN,NL,SS
Ronny Cedeno,430592,NYN,NL,SS
Yordy Cabrera,592189,OAK,AL,SS
Dusty Coleman,543038,OAK,AL,SS
Grant Green,502205,OAK,AL,SS
Wade Kirkland,534580,OAK,AL,SS
Zhi Fang Pan,596849,OAK,AL,SS
Cliff Pennington,460060,OAK,AL,SS
Jensi Peralta,542452,OAK,AL,SS
Jonatan Santana,501512,OAK,AL,SS
Eric Sogard,519299,OAK,AL,SS
Wilfredo Solano,593839,OAK,AL,SS
Ozzie Chavez,461788,PHI,NL,SS
Edgar Duran,541586,PHI,NL,SS
Kevin Frandsen,435623,PHI,NL,SS
Freddy Galvis,520471,PHI,NL,SS
Troy Hanzawa,543276,PHI,NL,SS
Nerio Rios,553907,PHI,NL,SS
Jimmy Rollins,276519,PHI,NL,SS
Alejandro Villalobos,598517,PHI,NL,SS
Clint Barmes,425549,PIT,NL,SS
Jonathan Barrios,553872,PIT,NL,SS
Brian Bocock,501814,TOR,AL,SS
Chase d'Arnaud,488818,PIT,NL,SS
Benji Gonzalez,543232,PIT,NL,SS
Walker Gourley,572885,PIT,NL,SS
Drew Maggi,543482,PIT,NL,SS
Jordy Mercer,474568,PIT,NL,SS
Gift Ngoepe,547912,PIT,NL,SS
Greg Picart,447747,PIT,NL,SS
Ashley Ponce,541602,PIT,NL,SS
Jason Bartlett,430583,SDN,NL,SS
Everth Cabrera,465784,SDN,NL,SS
B. J. Guinn,518751,SDN,NL,SS
Jeudy Valdez,500274,SDN,NL,SS
Beamer Weems,543904,SDN,NL,SS
Amadeo Zazueta,469117,SDN,NL,SS
Bryan Brito,570890,SEA,AL,SS
Nick Franklin,545338,SEA,AL,SS
Sean Kazmar,453527,NYN,NL,SS
Marcus Littlewood,547171,SEA,AL,SS
Brendan Ryan,453895,SEA,AL,SS
Jake Schlander,595400,SEA,AL,SS
Carlos Triunfel,508892,SEA,AL,SS
Roberto Velasquez,515060,SEA,AL,SS
Ehire Adrianza,501303,SFN,NL,SS
Brandon Crawford,543063,SFN,NL,SS
John Eshleman,572834,SFN,NL,SS
Mike Fontenot,430917,SFN,NL,SS
Robert Haney,475767,SFN,NL,SS
Carter Jurica,594873,SFN,NL,SS
Nick Noonan,519082,SFN,NL,SS
Sharlon Schoop,463748,SFN,NL,SS
Skyler Stromsmoe,522848,SFN,NL,SS
Ydwin Villegas,542272,SFN,NL,SS
Rafael Furcal,279577,STL,NL,SS
Grabiel Hernandez,570803,STL,NL,SS
Ryan Jackson,474249,STL,NL,SS
Pete Kozma,518902,STL,NL,SS
Ted Obregon,515041,STL,NL,SS
Ryan Theriot,444135,SFN,NL,SS
Samuel Tuivailala,592815,STL,NL,SS
Cesar Valera,551750,STL,NL,SS
Tim Beckham,542921,TBA,AL,SS
Ryan Brett,592166,TBA,AL,SS
Reid Brignac,458582,TBA,AL,SS
Derek Dietrich,518618,TBA,AL,SS
Robi Estrada,502504,TBA,AL,SS
Felix Gonzalez,541653,TBA,AL,SS
Matthew Hall,488934,TBA,AL,SS
Hak-Ju Lee,573349,TBA,AL,SS
Ray Olmedo,408232,TBA,AL,SS
Shawn O'Malley,502523,TBA,AL,SS
Juniel Querecuto,578570,TBA,AL,SS
Leonardo Reginatto,553891,TBA,AL,SS
Hanser Alberto,593643,TEX,AL,SS
Elvis Andrus,462101,TEX,AL,SS
Andres Blanco,433217,WAS,NL,SS
Luis Cruz,458501,TEX,AL,SS
Leury Garcia,544725,TEX,AL,SS
Alberto Gonzalez,471868,TEX,AL,SS
Nick Green,407797,TEX,AL,SS
Luis Mendez,593642,TEX,AL,SS
Jurickson Profar,595777,TEX,AL,SS
Guilder Rodriguez,457517,TEX,AL,SS
Jonathan Roof,519224,TEX,AL,SS
Luis Sardinas,596143,TEX,AL,SS
Nick Urbanus,599912,TEX,AL,SS
Daniel Arcila,517430,TOR,AL,SS
Jonathan Diaz,502409,TOR,AL,SS
Yunel Escobar,488862,TOR,AL,SS
Ryan Goins,572365,TOR,AL,SS
Adeiny Hechavarria,588751,TOR,AL,SS
Matt Johnson,596272,TOR,AL,SS
Shane Opitz,594950,TOR,AL,SS
Gustavo Pierre,550012,TOR,AL,SS
Randy Schwartz,474344,TOR,AL,SS
Richard Thon,592803,TOR,AL,SS
Chris Woodward,218595,TOR,AL,SS
Justino Cuevas,542640,WAS,NL,SS
Ian Desmond,435622,WAS,NL,SS
Wilmer Difo,594694,WAS,NL,SS
Rick Hague,518756,WAS,NL,SS
Josh Johnson,461835,WAS,NL,SS
Jose Lozada,543471,WAS,NL,SS
Jason Martinson,592535,WAS,NL,SS
Chris McConnell,448589,WAS,NL,SS
