mlbamID,playerName,team,league,defaultPos,Age,W,L,S,G,GS,IP,H,R,ER,HR,BB,K,WP,HBP,G_SP,G_RP
456682,Josh Newman,KCA,AL,RP,27,1,2,,22,1,29,37,22,20,4,17,17,1,1,,
456687,Omar Aguilar,MIL,NL,RP,24,3,3,,45,0,54,51,34,31,6,42,49,4,0,,
456699,Kyle Aselton,CIN,NL,RP,26,2,4,,25,5,47,57,42,39,7,42,30,5,0,,
456701,Homer Bailey,CIN,NL,SP,23,5,5,,15,15,87,93,51,47,10,40,63,5,2,20,0
456703,Andrew Baldwin,SEA,AL,SP,27,6,11,,29,22,147,181,103,89,23,43,72,8,0,,
456707,Kristian Bell,OAK,AL,RP,26,1,3,,20,6,42,56,40,36,9,32,17,4,0,,
456708,Chad Blackwell,LAA,AL,RP,27,1,2,,24,0,34,44,27,24,6,12,18,5,0,,
456709,Kyle Bloom,PIT,NL,SP,26,5,11,,24,22,105,116,72,67,13,72,66,8,0,,
456744,Chris Schroder,FLO,NL,RP,31,2,3,,35,0,39,39,24,23,4,26,30,2,1,,
456768,Hector Santana,,,,21,0,0,,13,0,19,20,9,8,1,5,10,0,0,,
456776,Alexander Torres,TBA,AL,SP,22,6,9,,22,20,109,119,74,68,7,91,73,13,0,,
456899,Jon Link,LAN,NL,RP,25,2,4,,53,0,54,60,40,35,7,34,43,2,0,,
456989,Jake Muyco,CHN,NL,RP,25,2,5,,41,1,52,64,45,41,13,27,28,1,0,,
457117,Ernesto Frieri,SDN,NL,SP,24,3,7,,22,13,78,77,48,44,14,45,56,4,0,0,2
457122,Rocky Cherry,SDN,NL,RP,30,1,2,,35,0,47,55,33,29,4,27,28,6,1,,
457422,Tim Dillard,MIL,NL,RP,26,3,5,,21,9,70,77,43,38,7,32,30,3,0,0,2
457425,Evan Meek,PIT,NL,RP,26,1,1,,26,1,36,34,19,18,2,23,28,5,0,0,41
457428,James Mcdonald,LAN,NL,RP,25,3,4,,25,9,61,59,36,33,10,32,55,3,2,4,41
457429,Boone Logan,NYA,AL,RP,25,2,2,,29,0,28,29,16,14,3,15,24,2,1,0,20
457435,Phil Coke,DET,AL,RP,27,5,4,,45,7,70,70,41,39,8,28,48,4,1,0,72
457437,Jared Wells,SEA,AL,RP,28,2,3,,34,2,47,53,34,32,7,33,31,4,0,,
457440,Dewon Day,TBA,AL,RP,29,1,2,,33,0,35,40,23,20,4,16,24,2,2,,
457444,Jay Marshall,OAK,AL,RP,26,2,3,,39,0,39,46,25,22,3,14,16,3,1,0,10
457447,Luis Atilano,WAS,NL,SP,24,5,9,,22,19,110,131,75,66,17,37,50,3,0,,
457448,Matt Harrison,TEX,AL,SP,24,4,4,,11,11,62,80,44,38,7,24,32,1,1,11,0
457452,Randor Bierd,BOS,AL,RP,25,2,2,,31,4,53,66,38,33,6,22,35,5,1,,
457453,Jair Jurrjens,ATL,NL,SP,24,11,8,,27,27,168,154,71,66,14,61,117,4,3,34,0
457458,Ty Taubenheim,PIT,NL,SP,27,3,7,,17,14,73,84,49,44,11,33,42,3,1,,
457461,Sean White,SEA,AL,RP,28,2,3,,25,4,50,55,28,26,4,19,20,2,1,0,52
457466,Jake Stevens,,,,24,3,9,,35,4,64,89,60,54,12,44,32,14,0,,
457468,Josh Banks,HOU,NL,SP,27,4,5,,16,12,77,78,43,39,12,25,45,3,1,3,3
457484,Jose Marte,ARI,NL,RP,26,2,4,,47,0,63,67,42,38,6,40,45,10,0,,
457495,Heath Phillips,KCA,AL,SP,27,5,8,,28,18,116,154,88,76,15,48,58,3,0,,
457498,Jeff Kennard,CHN,NL,RP,28,2,4,,45,0,58,62,39,35,8,32,41,3,0,,
457539,Garrett Parcell,FLO,NL,RP,25,1,1,,29,0,35,32,17,15,2,20,30,5,0,,
457544,Jarrett Santos,FLO,NL,RP,28,6,8,,44,11,103,120,64,55,11,29,44,3,0,,
457546,Ryan Shaver,,,,25,2,2,,18,1,31,33,19,17,3,16,18,2,0,,
457564,Patrick Ryan,SEA,AL,RP,26,3,5,,31,4,57,69,43,39,9,33,29,6,0,,
457566,Greg Burke,SDN,NL,RP,27,3,3,,51,0,50,44,23,22,5,23,36,3,1,0,48
457567,Carlos Fisher,CIN,NL,RP,26,1,1,,43,0,55,53,29,27,4,31,50,6,1,0,39
457580,Anthony Carter,,,,23,4,14,,27,26,134,176,128,115,34,65,71,4,0,,
457581,Andrew Brackman,,,,24,3,12,,28,19,95,119,99,94,19,116,62,36,1,,
457635,Sergio Miranda,,,,22,0,1,,9,0,10,9,6,6,1,7,8,0,0,,
457642,Ryan Morse,TBA,AL,SP,26,4,7,,24,16,93,117,74,66,14,52,40,8,0,,
457691,Paul Patterson,,,,26,1,2,,20,2,33,43,27,24,6,15,15,3,0,,
457692,Jason Ray,,,,25,3,4,,33,2,41,46,27,25,3,29,26,7,0,,
457707,Trevor Bell,LAA,AL,SP,23,5,6,,20,14,85,111,62,52,9,35,43,4,0,4,4
457710,A.J. Battisto,FLO,NL,RP,26,5,4,,44,0,59,57,30,27,5,23,50,5,0,,
457711,Sean O'sullivan,LAA,AL,SP,22,6,7,,18,16,91,113,66,58,13,33,45,6,1,10,2
457719,Jordan Meaker,,,,23,1,3,,31,2,48,58,44,41,8,48,27,4,0,,
457729,Ryan Mullins,MIN,AL,SP,26,7,12,,28,26,139,183,109,93,24,54,79,9,0,,
457732,Andrew Bailey,OAK,AL,RP,25,5,6,20,51,7,87,76,45,45,12,43,77,6,0,0,68
457744,Aaron Thompson,WAS,NL,SP,22,5,9,,22,22,119,137,82,72,14,67,69,9,0,,
457752,Craig Italiano,,,,23,3,7,,27,15,83,84,53,49,10,70,61,15,0,,
457761,Ryan Tucker,FLO,NL,SP,23,3,4,,14,10,56,60,38,35,6,38,37,5,1,,
457768,Bryan Morris,,,,22,3,9,,17,17,79,94,57,52,9,55,38,15,0,,
457779,Michael Kirkman,TEX,AL,SP,29,4,9,,20,19,98,125,85,77,16,65,54,10,0,,
457781,Kyle Cofield,ATL,NL,SP,23,5,10,,25,22,117,123,81,77,13,108,66,13,0,,
457820,Eric Hull,SEA,AL,RP,30,3,5,,41,2,61,65,39,36,7,35,43,6,0,,
457824,Adam Heether,MIL,NL,3B,28,0,0,,9,0,9,9,5,5,1,7,8,0,0,,
457850,Kory Casto,DET,AL,3B,28,0,0,,9,0,11,11,6,6,1,7,8,2,0,,
457858,Rich Rundles,,,RP,28,2,2,,29,1,31,36,20,18,3,17,20,1,0,0,1
457882,Josh Shortslef,PHI,NL,RP,27,3,5,,24,4,47,53,32,29,5,28,26,2,0,,
457886,Jeremy Johnson,HOU,NL,RP,27,5,7,,37,10,101,117,64,56,11,41,54,5,0,,
457918,James Happ,PHI,NL,SP,27,6,9,,23,23,128,132,85,78,23,62,112,4,1,23,12
457925,Neil Jamison,SDN,NL,RP,26,1,2,,32,0,35,37,22,20,6,16,20,3,0,,
457926,Paul Janish,CIN,NL,SS,27,0,0,,10,0,11,17,13,11,3,5,10,0,0,64,-62
457928,Andrew Kown,WAS,NL,SP,27,5,9,,34,13,100,117,70,62,15,40,46,5,0,,
457935,Matt Daley,COL,NL,RP,27,2,2,,40,1,43,45,25,22,5,17,41,2,1,0,57
457963,Randy Newsom,PIT,NL,RP,27,2,4,,35,0,35,44,28,26,4,28,14,2,0,,
458001,Sean Smith,PIT,NL,SP,26,4,7,,27,15,106,116,71,65,16,58,74,5,0,,
458003,Blake Hawksworth,SLN,NL,SP,26,5,4,,23,10,71,70,37,34,7,28,44,3,0,0,30
458006,Matt Albers,BAL,AL,RP,27,2,4,,30,3,51,62,33,29,5,25,33,3,2,0,56
458008,Humberto Sanchez,NYA,AL,RP,26,2,3,,21,3,31,35,24,22,6,19,22,1,0,,
458020,Greg Atencio,KCA,AL,RP,28,4,7,,38,1,64,69,42,36,7,34,48,10,0,,
458057,Shawn Williams,,,,26,0,0,,11,0,11,12,6,5,1,4,7,0,0,,
458094,Daniel Stange,ARI,NL,RP,24,2,3,,37,0,46,52,30,27,5,19,31,3,0,,
458107,Brett Jensen,DET,AL,RP,26,3,4,,37,0,39,47,29,26,7,15,28,2,0,,
458155,Joseph Martinez,SFN,NL,SP,26,5,6,,18,17,93,101,53,46,9,30,55,4,0,5,4
458216,Juan Zapata,,,,25,1,2,,44,1,61,77,54,50,14,43,38,6,0,,
458220,Esmerling Vasquez,ARI,NL,RP,26,2,3,,31,6,54,57,37,34,6,35,40,3,1,0,53
458236,Brett Dowdy,SDN,NL,2B,27,0,0,,10,0,10,10,5,4,1,4,7,0,0,,
458250,Dusty Hughes,KCA,AL,RP,27,2,4,,25,8,62,75,43,38,6,33,38,5,1,1,7
458524,Daniel Barone,OAK,AL,SP,26,4,6,,18,15,82,97,58,51,14,29,46,3,0,,
458530,Erik Davis,,,,23,5,10,,25,15,87,83,46,42,7,52,59,7,0,,
458534,Derek Hankins,PIT,NL,SP,26,3,7,,21,16,92,110,66,58,17,37,59,7,0,,
458537,Cory Luebke,SDN,NL,SP,24,6,8,,23,21,113,114,62,55,15,44,73,5,0,,
458550,Jeremy Hefner,,,,23,6,13,,26,24,129,132,77,68,20,58,93,12,0,,
458555,Ryan Koch,,,,24,2,6,,27,4,58,86,57,48,11,27,20,7,0,,
458557,Scott Mueller,,,,23,0,3,,27,0,35,50,36,32,8,27,19,5,0,,
458563,Jacob Ruckle,NYN,NL,RP,23,2,5,,20,7,55,64,40,36,11,21,27,1,0,,
458567,Andy Sonnanstine,TBA,AL,SP,26,7,7,,19,18,105,122,68,59,15,27,63,3,2,18,4
458574,Martin Beno,,,,23,1,3,,33,0,33,33,29,29,4,52,26,14,0,,
458584,Xavier Cedeno,COL,NL,RP,23,4,7,,36,9,79,98,64,58,11,51,39,8,0,,
458595,Robert Mosebach,LAA,AL,RP,25,3,5,,30,8,71,90,51,44,5,35,29,4,0,0,3
458619,Adam Witter,SFN,NL,,26,0,0,,9,0,10,10,5,4,1,3,7,0,0,,
458637,Federico Baez,CIN,NL,RP,28,3,5,,40,1,54,58,36,33,9,25,39,2,0,,
458657,Adalberto Mendez,FLO,NL,RP,27,2,5,,41,1,46,49,34,32,8,34,36,9,0,,
458664,Dan Denham,LAA,AL,SP,27,5,11,,27,19,114,150,96,86,19,64,48,7,0,,
458669,Bryan Price,,,,23,4,10,,21,20,96,126,80,70,19,48,58,12,0,,
458670,Trevor Hurley,,,,22,3,5,,25,9,63,76,50,46,7,50,36,8,0,,
458673,Michael Allen,,,,22,2,6,,33,7,66,83,49,42,6,40,36,7,0,,
458681,Lance Lynn,SLN,NL,SP,22,6,5,,21,19,105,103,52,47,6,55,70,6,0,,
458684,Ryan Falcon,,,,25,3,3,,36,1,59,73,43,37,9,20,37,3,0,,
458690,Chris Volstad,FLO,NL,SP,23,5,7,,16,16,92,101,55,50,12,38,59,5,2,29,0
458696,Eric Barrett,,,,23,1,4,,25,4,39,42,38,37,7,66,33,13,0,,
458702,Derrick Gordon,,,,26,3,7,,40,2,65,77,53,48,11,48,41,7,0,,
458709,John Lannan,WAS,NL,SP,25,8,11,,27,27,164,163,84,81,19,61,84,4,5,33,0
458713,Kevin Slowey,MIN,AL,SP,25,10,5,,19,19,113,126,60,54,16,20,85,2,3,16,0
458722,Chance Chapman,PHI,NL,RP,25,6,6,,40,9,84,89,49,44,8,39,55,5,0,,
458725,Erik Turgeon,,,,22,0,2,,24,0,24,24,17,16,3,22,17,4,0,,
458729,Brett Harker,FLO,NL,RP,25,2,5,,35,9,77,93,60,54,14,39,35,4,0,,
458887,Luis Bolivar,ATL,NL,2B,28,1,0,,9,0,10,10,5,4,1,3,8,0,0,,
458894,Josh Rainwater,DET,AL,RP,24,5,6,,36,10,83,101,60,53,8,45,39,8,0,,
458918,Adrian Martin,TOR,AL,RP,25,3,5,,32,10,80,105,68,60,19,28,43,3,0,,
458919,Ryan Mattheus,COL,NL,RP,26,3,5,,34,5,59,69,43,39,8,31,38,4,0,,
458924,Jonathan Venters,ATL,NL,SP,24,5,9,,21,20,105,111,66,60,9,71,60,10,0,,
458930,Ramon Garcia,DET,AL,RP,25,3,6,,33,11,84,122,78,67,18,27,32,8,0,,
458950,Philip Humber,KCA,AL,SP,27,3,6,,16,11,65,83,52,47,13,28,37,3,0,0,8
458951,Alan Horne,NYA,AL,SP,27,2,6,,13,12,58,74,55,50,13,46,35,9,0,,
458974,Willie Collazo,FLO,NL,RP,30,5,7,,35,12,105,116,66,59,14,37,53,4,0,,
458986,Justin Dowdy,OAK,AL,RP,26,1,2,,27,1,34,40,28,26,5,29,19,3,0,,
459307,Edwin Walker,,,,26,1,1,,20,0,26,28,13,11,1,9,16,0,0,,
459345,Eric Hacker,PIT,NL,SP,26,4,5,,18,17,90,105,57,49,9,40,50,4,0,0,3
459376,Kelvin Jimenez,CHA,AL,RP,29,3,3,,36,1,54,67,40,35,8,20,27,3,1,,
459403,Jon Coutlangus,ARI,NL,RP,29,1,2,,31,0,34,37,22,20,3,20,23,3,1,,
459407,Shawn Nottingham,PIT,NL,RP,25,2,5,,31,8,66,80,51,46,10,44,41,7,0,,
459411,Travis Schlichting,LAN,NL,RP,25,1,2,,19,0,24,25,15,14,3,14,15,1,0,0,2
459414,Matt Wilhite,COL,NL,RP,28,2,4,,45,0,58,72,44,38,10,18,34,1,0,,
459419,Jason Jones,MIN,AL,SP,27,6,12,,29,22,132,178,110,97,26,47,55,5,0,,
459420,Kenn Kasparek,,,,24,6,7,,20,20,100,108,57,51,9,46,61,7,0,,
459424,Eric Krebs,PIT,NL,RP,24,2,5,,31,1,40,41,30,29,5,46,35,4,0,,
459429,Jacob McGee,,,,23,3,5,,15,15,59,68,45,41,9,37,42,7,0,,
459439,Jarrett Grube,COL,NL,RP,28,3,3,,35,0,44,55,36,33,9,24,27,5,0,,
459459,Zach Schreiber,LAN,NL,RP,27,1,3,,35,0,41,45,31,30,9,28,31,3,0,,
459850,Reid Mahon,ARI,NL,RP,26,4,4,,44,0,54,62,36,32,6,23,31,3,0,,
459877,Garrett Patterson,,,,27,1,2,,13,2,19,25,19,18,5,17,10,4,0,,
459900,Trey Hearne,SLN,NL,SP,26,7,10,,28,21,139,148,81,74,15,62,73,13,1,,
459932,Hector Ambriz,CLE,AL,SP,25,8,13,,27,26,148,175,101,89,21,57,89,9,0,,
459939,Mitchell Boggs,SLN,NL,SP,25,4,5,,16,14,80,88,48,43,9,41,50,6,2,9,7
459945,Craig Cooper,SDN,NL,1B,25,0,0,,9,0,10,9,5,5,1,6,8,0,0,,
459960,Kris Harvey,,,,26,4,8,,41,3,65,70,46,43,6,55,41,4,0,,
459980,Chris Nicoll,KCA,AL,RP,26,3,7,,37,6,77,101,64,57,14,40,49,7,0,,
459983,Lance Pendleton,NYA,AL,SP,26,9,10,,27,24,130,155,86,74,10,67,75,11,0,,
459986,Edgar Ramirez,NYN,NL,RP,26,3,3,,36,2,64,66,39,35,7,33,39,4,0,,
459987,Cesar Ramos,SDN,NL,SP,25,4,7,,16,14,82,84,45,40,9,37,45,3,0,2,3
459988,Robert Ray,TOR,AL,SP,26,3,4,,10,10,51,58,34,30,7,20,27,4,1,4,0
460001,Sean Stidfole,TOR,AL,RP,25,2,3,,53,1,65,76,48,43,10,37,38,3,0,,
460005,Justin Tordi,,,,25,0,0,,10,0,11,11,6,5,1,4,8,0,0,,
460008,Anthony Varvaro,SEA,AL,RP,25,3,7,,39,9,74,86,66,62,12,81,54,10,0,,
460024,Luke Hochevar,KCA,AL,SP,26,4,7,,15,15,85,107,59,53,12,29,55,5,3,25,0
460029,Jensen Lewis,CLE,AL,RP,25,1,3,,31,1,45,45,26,24,7,20,40,1,1,0,47
460044,Cesar Carrillo,SDN,NL,SP,25,2,6,,13,13,69,72,44,41,11,37,34,4,1,3,0
460047,Brad Corley,PIT,NL,OF,26,0,0,,9,0,9,10,5,5,1,4,8,0,0,,
460059,Mike Pelfrey,NYN,NL,SP,26,9,9,,25,25,149,153,78,71,13,54,88,2,7,31,0
460069,Ricky Romero,TOR,AL,SP,25,13,9,,28,28,176,175,91,86,18,78,138,6,10,29,0
460070,James Avery,CIN,NL,SP,25,3,8,,17,17,90,107,70,63,17,45,49,9,0,,
460072,Jason Berken,BAL,AL,SP,26,4,8,,18,18,91,126,71,61,13,35,50,2,2,24,0
460075,Ryan Braun,MIL,NL,OF,26,1,1,,16,0,20,20,11,10,2,11,16,1,0,156,-156
460081,Brandon Durden,COL,NL,SP,25,5,10,,27,22,132,173,108,96,25,46,50,8,0,,
460089,Mark Holliman,MIL,NL,SP,26,5,11,,27,23,126,140,94,87,25,79,75,8,0,,
460102,Robert Rohrbaugh,SEA,AL,SP,26,4,7,,15,15,82,99,56,49,12,30,46,4,0,,
460104,Anthony Slama,MIN,AL,RP,26,3,3,,54,0,63,61,35,32,5,37,60,5,0,,
460105,Greg Smith,COL,NL,SP,26,4,8,,19,19,103,109,67,65,15,46,62,4,1,,
460128,Kevin Whelan,NYA,AL,RP,26,2,3,,40,1,53,53,35,33,4,51,46,9,0,,
460129,Matt Avery,WAS,NL,RP,26,1,4,,37,0,55,63,44,41,12,39,36,5,0,,
460131,Brian Bogusevic,HOU,NL,OF,25,4,7,,20,20,101,122,78,71,20,52,54,8,1,,
460146,Ryan Edell,CLE,AL,SP,26,4,8,,28,21,122,152,89,77,22,40,75,2,0,,
460154,Jason Godin,KCA,AL,RP,25,3,5,,26,9,67,88,52,45,5,39,30,11,0,,
460156,Brandon Gomes,SDN,NL,RP,25,2,4,,55,2,69,64,36,32,9,35,63,6,0,,
460188,Jarod Plummer,BOS,AL,RP,26,5,7,,32,11,85,108,69,60,13,41,53,3,0,,
460209,Tim McNab,NYN,NL,RP,29,4,5,,46,2,69,77,45,40,10,23,31,1,0,,
460239,Jason Cromer,TBA,AL,RP,29,7,7,,29,19,117,138,73,64,10,46,52,6,0,,
460255,Brett Smith,,,,26,2,4,,10,10,50,63,44,41,10,37,25,7,1,,
460260,Scott Lewis,CLE,AL,SP,26,2,2,,8,8,39,45,24,21,5,12,25,1,0,1,0
460265,Jeremy Sowers,CLE,AL,SP,26,4,6,,15,15,85,95,51,48,10,31,40,2,2,22,1
460274,Tyler Lumsden,HOU,NL,SP,26,3,8,,31,11,82,104,67,61,13,55,32,6,0,,
460283,Jerry Blevins,OAK,AL,RP,26,2,2,,33,0,40,41,22,19,4,13,31,2,1,0,20
460284,Dallas Braden,OAK,AL,SP,26,5,6,,17,15,92,95,48,44,9,30,58,2,2,22,0
460291,Jonathan Ellis,SDN,NL,RP,27,4,6,,53,0,65,62,36,33,8,39,46,5,0,,
460295,Reidier Gonzalez,TOR,AL,SP,24,6,7,,20,18,103,122,66,57,10,40,47,5,0,,
460313,Kyler Newby,ARI,NL,RP,24,2,3,,40,1,53,60,40,37,9,31,38,8,0,,
460344,Wilkins De La Rosa,NYA,AL,SP,25,4,7,,23,16,90,104,71,64,17,59,65,9,0,,
460347,Moises Hernandez,,,,25,1,5,,21,5,48,59,39,35,10,29,22,5,0,,
460349,Carlos Rosa,KCA,AL,RP,25,3,4,,23,5,50,60,33,29,5,23,31,4,0,0,7
460370,Rafael Perez,CLE,AL,RP,27,3,2,,40,1,46,49,26,23,4,18,38,2,1,0,54
460371,Alberto Bastardo,LAN,NL,SP,25,6,9,,26,23,125,141,89,81,19,66,78,11,0,,
460374,Adam Bright,COL,NL,RP,25,2,4,,44,0,42,49,31,28,5,28,27,4,0,,
460602,Dirk Hayhurst,TOR,AL,RP,28,2,3,,26,3,50,54,29,26,6,16,35,2,1,0,15
460621,Nate Spears,BOS,AL,3B,24,0,0,,9,0,9,12,9,8,4,3,7,0,0,,
460639,Jailen Peguero,TEX,AL,RP,29,2,2,,31,0,37,42,27,25,6,23,28,3,0,,
460648,Harvey Garcia,PIT,NL,RP,25,1,3,,33,0,35,37,23,21,7,19,33,2,0,,
460657,Doug Slaten,WAS,NL,RP,29,1,1,,30,0,26,27,14,12,2,10,20,2,1,0,11
460677,Cory Wade,LAN,NL,RP,26,2,2,,28,1,40,38,22,22,7,13,29,2,1,0,27
461212,Matt Palmer,LAA,AL,SP,30,5,4,,20,12,79,81,45,43,8,36,48,4,2,13,27
461213,Joe Bateman,TBA,AL,RP,29,4,3,,46,1,62,61,33,30,4,34,45,1,0,,
461233,Luis Villarreal,SEA,AL,RP,30,1,2,,14,1,21,25,16,14,4,10,13,1,0,,
461260,Jose Vaquedano,BOS,AL,RP,28,3,4,,43,2,61,78,52,48,8,43,27,8,0,,
461325,Tyler Clippard,WAS,NL,RP,24,4,4,,26,7,59,54,34,33,10,32,52,1,0,0,41
461361,Matt Yourkin,SFN,NL,RP,28,3,4,,52,0,60,61,37,34,8,34,51,9,0,,
461377,Neal Musser,HOU,NL,RP,29,1,2,,17,1,28,30,18,17,4,17,21,4,0,,
461408,Zack Sterner,,,,24,3,3,,21,0,32,34,19,17,2,19,17,2,0,,
461725,Jose Lugo,MIN,AL,RP,25,3,5,,53,1,61,71,45,40,6,42,41,5,0,,
461766,Jose Arredondo,,,RP,25,3,2,,34,1,41,41,23,22,4,20,35,3,0,0,43
461791,Carlos Marmol,CHN,NL,RP,27,3,4,15,63,2,72,46,32,30,5,47,86,5,7,0,79
461833,Phil Hughes,NYA,AL,SP,24,5,3,,36,8,70,61,30,29,6,24,69,3,3,7,44
461836,Chris Lambert,BAL,AL,SP,26,4,6,,17,13,79,100,57,50,11,30,48,3,1,0,6
461848,Jim Miller,BAL,AL,RP,27,3,4,,45,0,52,62,35,30,6,23,37,1,0,,
461850,Sean Morgan,,,,24,1,3,,23,5,43,53,41,38,10,35,28,9,0,,
461851,Eduardo Morlan,TBA,AL,RP,23,3,6,,43,1,60,71,47,42,12,31,40,2,0,,
461856,Troy Patton,BAL,AL,SP,24,4,8,,18,18,97,132,84,76,22,38,51,1,1,,
461857,Alexandre Periard,,,,22,4,7,,18,17,82,91,52,47,10,40,40,6,0,,
461863,Mumba Rivera,SEA,AL,RP,29,3,8,,44,0,55,63,45,43,10,48,40,9,0,,
461870,Chorye Spoone,,,,24,2,5,,11,11,49,62,45,42,8,41,27,7,0,,
461872,Anthony Swarzak,MIN,AL,SP,24,4,7,,16,16,87,108,61,54,12,32,44,2,1,12,0
461904,Chris Britton,SDN,NL,RP,27,1,2,,22,0,29,30,16,15,5,11,18,1,0,,
462102,Thomas Hanson,ATL,NL,SP,23,5,5,,17,17,90,83,49,46,14,46,93,8,0,21,0
462129,David Hernandez,,,,24,4,8,,19,19,95,117,72,66,19,48,71,7,1,,
462136,Marco Estrada,WAS,NL,SP,26,4,5,,16,13,73,76,43,38,9,28,50,2,1,1,3
462382,Jim Johnson,BAL,AL,RP,26,3,6,5,46,4,70,83,42,39,8,27,42,2,2,0,64
462402,Chris Farley,OAK,AL,RP,26,1,4,,24,4,42,54,39,36,9,34,23,9,0,,
462408,Jay Caligiuri,LAA,AL,3B,29,0,0,,9,0,9,9,5,5,1,3,7,0,0,,
462472,Rayner Oliveros,TBA,AL,RP,24,4,5,,37,7,88,103,60,54,14,30,50,6,0,,
462515,Miguel Socolovich,,,,23,2,8,,31,9,63,89,71,64,19,43,31,5,0,,
462896,Tristan Crawford,PHI,NL,RP,27,2,3,,19,3,35,40,25,23,6,17,23,1,0,,
462940,Juan Mateo,PIT,NL,RP,27,5,6,,39,3,67,74,39,35,8,22,41,3,0,,
462945,Cesar Jimenez,SEA,AL,RP,25,1,2,,21,1,28,30,16,15,3,13,19,2,0,,
462956,Felipe Paulino,HOU,NL,SP,26,3,7,,15,13,71,83,48,43,11,36,60,4,2,17,6
462961,Miguel Sanfler,,,,25,1,3,,40,1,61,66,49,46,9,60,37,10,0,,
462965,Raul Padron,OAK,AL,1B,25,0,0,,10,0,11,12,6,6,1,4,7,0,0,,
462985,Franklin Morales,COL,NL,SP,24,3,4,,21,9,55,61,39,36,7,38,41,3,1,2,38
463017,Shairon Martis,WAS,NL,SP,22,4,5,,15,15,83,87,51,47,11,35,45,4,1,15,0
463037,Atahualpa Severino,WAS,NL,RP,25,4,6,,45,0,62,64,41,38,7,43,47,11,0,,
463063,Natividad Dilone,,,,27,2,3,,36,2,52,56,36,34,4,48,33,10,0,,
463068,Misael DeJesus,CIN,NL,SP,25,2,5,,23,7,51,61,47,44,12,43,37,5,0,,
463643,Celson Polanco,TOR,AL,RP,25,2,2,,37,0,50,57,36,32,7,29,33,8,0,,
463660,Yunior Novoa,WAS,NL,RP,25,3,4,,42,4,66,69,40,36,8,33,45,3,0,,
463675,Luis Montano,CIN,NL,SP,24,3,15,,23,19,98,124,90,82,26,54,50,9,0,,
463692,Charlis Burdie,,,,24,3,6,,39,0,46,46,31,29,2,45,36,7,0,,
463706,Josue Selenes,,,,24,2,4,,32,0,44,50,30,26,3,29,25,8,0,,
463713,Kris Regas,DET,AL,RP,30,0,2,,27,0,30,46,39,36,16,13,20,0,0,,
463726,Ruben Medina,CIN,NL,RP,23,2,5,,50,0,62,66,45,42,7,54,38,6,0,,
463741,Armando Zerpa,,,,22,2,2,,30,0,46,49,31,28,3,36,32,8,0,,
463752,Drew Naylor,,,,23,6,12,,24,24,138,160,102,91,25,58,85,14,0,,
464244,Alberto Arias,HOU,NL,RP,26,2,2,,24,2,36,39,20,17,2,17,27,3,2,0,42
464318,Mario Alvarez,LAN,NL,SP,25,4,8,,19,13,80,94,61,56,14,41,43,11,0,,
464345,Henry Arias,,,,25,2,6,,45,1,60,79,58,53,12,49,34,16,0,,
464393,Carlos Silva,,,,30,3,6,,13,12,68,85,45,41,9,16,31,2,3,,
464400,Henry Sosa,SFN,NL,SP,24,3,6,,15,15,74,80,48,44,10,39,47,4,0,,
464416,Yohan Pino,MIN,AL,SP,26,6,7,,38,14,105,127,73,64,17,38,65,4,0,,
464425,Angel Calero,,,,23,3,8,,17,17,83,91,59,53,14,50,56,9,0,,
464436,Clevelan Santeliz,CHA,AL,RP,23,1,5,,37,4,52,65,54,50,12,55,34,6,0,,
464939,Carlos Sencion,KCA,AL,RP,25,2,4,,30,5,61,76,53,49,10,52,41,6,0,,
465012,Sammy Leon,,,,24,2,4,,27,1,33,45,34,31,7,29,21,1,0,,
465015,Leyson Septimo,ARI,NL,RP,24,1,3,,42,0,48,50,38,36,5,54,42,15,0,,
465027,Scott Mitchinson,,,,25,3,4,,12,11,55,64,37,33,8,22,34,2,0,,
465065,Sergio Escalona,PHI,NL,RP,25,2,3,,33,2,44,46,28,26,6,25,34,5,1,0,14
465082,Walter Tejeda,,,,24,2,5,,32,5,53,61,41,37,7,42,29,10,0,,
465583,Juan Sandoval,MIL,NL,RP,29,3,5,,48,0,54,58,36,33,6,37,33,7,0,,
465629,Edward Mujica,SDN,NL,RP,25,2,3,,41,1,54,51,27,25,9,14,43,2,0,4,63
465657,Joakim Soria,KCA,AL,RP,25,3,2,35,52,0,58,47,19,18,5,17,64,2,3,0,47
465679,Samuel Deduno,COL,NL,SP,26,8,9,,24,24,128,127,80,76,8,97,97,16,1,,
465701,Marlon Arias,LAN,NL,SP,25,2,5,,17,9,60,69,47,43,13,35,39,6,0,,
465719,Francisco Felix,LAN,NL,RP,26,3,4,,42,2,73,74,43,39,8,36,55,7,0,,
465757,Anillins Martinez,,,,22,2,3,,33,0,47,54,34,31,3,44,27,7,0,,
465768,Ronny Marte,,,,24,3,4,,27,0,33,38,23,20,4,18,21,5,0,,
466312,Bryan Dumesnil,TOR,AL,RP,26,3,4,,40,0,46,45,28,26,5,37,41,2,0,,
466338,Douglas Arguello,HOU,NL,SP,25,5,8,,21,21,101,110,67,61,12,62,60,11,0,,
466339,Victor Garate,WAS,NL,RP,25,2,2,,28,3,44,47,30,28,6,29,35,4,0,0,4
466371,Leonardo Espinal,,,,25,2,3,,38,0,40,45,27,24,3,28,25,10,0,,
