mlbamID,playerName,team,league,defaultPos,Age,W,L,S,G,GS,IP,H,R,ER,HR,BB,K,WP,HBP,G_SP,G_RP
449060,Clay Rapada,TEX,AL,RP,28,2,1,,28,0,29,30,16,14,2,14,20,1,0,0,3
449061,Edgar Alfonzo,NYN,NL,RP,25,3,5,,49,1,63,67,41,37,8,37,35,5,0,,
449072,Kyle Mcclellan,SLN,NL,RP,25,4,5,,63,0,68,62,30,29,6,29,52,5,2,0,66
449079,Wesley Wright,HOU,NL,RP,25,3,4,,58,0,51,54,31,28,9,28,51,2,1,0,49
449081,Steve Bray,SEA,AL,RP,29,5,7,,37,12,103,116,66,61,16,38,55,0,0,,
449096,Justin Mallett,CIN,NL,RP,28,2,3,,22,8,59,64,40,37,9,28,39,2,0,,
449097,Jonathan Papelbon,BOS,AL,RP,29,2,2,35,65,0,68,55,20,19,5,19,76,1,3,0,66
449100,Brooks McNiven,SFN,NL,SP,28,3,5,,22,13,75,90,50,44,9,25,28,2,0,,
449104,Jim Henderson,MIL,NL,RP,27,2,3,,47,0,56,56,34,32,6,39,38,4,0,,
449121,Javier Martinez,,,,24,2,3,,32,0,35,40,27,25,3,34,23,7,1,,
449127,Cory Doyne,WAS,NL,RP,28,1,1,,27,0,29,31,17,15,4,12,23,1,2,,
449137,Ryan Keefer,BAL,AL,RP,28,1,2,,28,2,35,48,39,37,9,37,23,4,0,,
449145,Brian Esposito,HOU,NL,RP,30,0,0,,9,0,10,10,5,5,1,4,7,0,0,,
449154,Justin Orenduff,,,,26,2,5,,24,9,57,64,44,41,14,37,43,6,0,,
449157,Mike Parisi,,,,26,1,4,,24,2,34,46,28,23,4,18,23,3,1,,
449160,Jay Rainville,MIN,AL,SP,24,4,8,,22,19,96,130,83,72,19,40,44,2,0,,
449161,Mark Rogers,,,,24,3,3,,22,21,67,62,37,35,6,51,56,10,1,,
449164,Rob Semerano,HOU,NL,RP,28,1,2,,20,0,29,36,21,18,3,16,11,5,0,,
449165,Carlton Smith,CLE,AL,RP,24,4,8,,34,10,88,115,70,62,14,38,34,5,0,,
449170,Erik Cordier,,,,23,3,8,,19,19,83,94,67,64,15,82,51,17,0,,
449173,Lucas Harrell,CHA,AL,SP,24,5,9,,21,21,109,130,84,76,12,73,53,8,0,,
449176,Steven Hirschfeld,,,,24,6,8,,31,17,104,125,71,62,11,46,51,10,0,,
449774,Evan MacLane,SLN,NL,SP,27,7,11,,28,24,153,178,97,86,27,35,74,3,0,,
449775,Brandon Pinckney,PHI,NL,3B,27,0,0,,11,0,12,13,6,6,1,3,7,0,0,,
449777,Mitch Stetter,MIL,NL,RP,29,3,1,,51,0,37,27,17,16,3,22,37,2,4,0,71
449811,David Austen,LAA,AL,RP,28,3,4,,14,8,54,72,41,36,8,17,23,2,0,,
449820,Leo Rosales,ARI,NL,RP,28,2,1,,34,0,43,44,22,22,4,15,30,3,1,0,33
449822,Scott Roehl,CLE,AL,RP,28,1,1,,29,0,35,43,26,23,5,20,22,2,0,,
449881,R.J. Swindle,TBA,AL,RP,26,0,0,,10,0,12,17,12,10,3,5,10,1,1,0,6
449905,Joseph Krebs,CIN,NL,RP,25,3,4,,47,1,69,73,44,40,7,41,42,3,0,,
449910,Chris Lugo,,,,23,2,4,,35,1,59,68,41,36,9,24,35,5,0,,
450172,Edinson Volquez,CIN,NL,SP,26,7,5,,17,16,95,83,50,46,10,52,90,5,6,9,0
450191,Jon George,COL,NL,RP,25,2,4,,38,0,51,68,46,42,11,24,25,4,0,,
450203,Charlie Morton,PIT,NL,SP,26,5,6,,17,14,82,83,43,39,7,38,57,4,2,18,0
450249,Paul Estrada,HOU,NL,RP,27,1,3,,20,0,24,25,17,15,4,16,19,4,0,,
450275,Mark Lowe,SEA,AL,RP,26,1,4,,51,0,55,54,29,24,5,23,47,2,1,0,75
450282,Glen Perkins,MIN,AL,SP,26,4,4,,13,11,65,78,41,38,10,20,35,1,1,17,1
450291,Ryan Rote,CHA,AL,RP,27,1,3,,36,1,40,49,42,39,7,50,24,10,0,,
450302,Glenn Swanson,,,,26,2,3,,22,4,49,66,45,41,11,27,29,4,0,,
450306,Jason Vargas,SEA,AL,SP,26,4,5,,15,12,73,78,43,40,11,24,45,1,1,14,9
450308,Jered Weaver,LAA,AL,SP,27,12,7,,26,26,163,160,77,73,18,50,133,3,4,33,0
450320,Carmen Pignatiello,MIN,AL,RP,27,0,1,,20,0,21,24,14,13,3,8,14,1,0,,
450351,C.J. Wilson,TEX,AL,RP,29,3,4,,62,0,62,59,30,25,4,28,63,3,4,0,74
450524,Matt Elliott,,,,25,1,3,,26,0,32,35,24,22,5,23,25,3,0,,
450532,Adam Carr,WAS,NL,RP,25,2,7,,40,6,63,74,54,51,13,52,35,10,0,,
450545,Doug Mathis,TEX,AL,RP,26,1,1,,23,2,39,44,21,19,4,13,23,1,1,2,22
450572,Bryan Henry,,,,24,4,6,,40,6,90,109,67,60,16,30,51,4,0,,
450580,Dustin Richardson,BOS,AL,RP,26,2,4,,25,6,52,60,41,37,7,35,39,2,0,0,3
450583,Zachary Simons,DET,AL,RP,24,3,5,,44,1,64,73,47,43,8,40,41,7,0,,
450632,Kevin Smith,NYA,AL,1B,26,0,0,,9,0,10,10,6,5,1,5,7,0,0,,
450648,David Welch,MIL,NL,SP,25,5,10,,25,22,118,136,84,76,24,49,60,4,0,,
450663,Andrew Johnston,COL,NL,RP,25,3,3,,55,0,53,66,40,36,7,27,26,2,0,,
450665,Kris Medlen,ATL,NL,RP,24,3,5,,41,4,69,64,34,30,6,30,71,3,2,4,33
450709,Jason Blackey,,,,26,2,4,,30,0,41,53,36,32,7,24,23,5,0,,
450832,Jesse English,SFN,NL,SP,25,4,10,,24,17,91,99,66,62,15,62,61,6,0,,
450852,Cristhian Martinez,FLO,NL,SP,27,4,6,,18,13,80,93,53,46,11,26,43,2,0,0,15
451070,Elvis Hernandez,SLN,NL,RP,24,1,6,,28,4,44,51,41,39,11,49,32,3,0,,
451107,James Simmons,,,,23,4,8,,22,20,109,131,76,65,13,45,62,6,0,,
451131,Tyler Herron,SLN,NL,SP,23,5,7,,21,17,98,107,62,55,12,50,59,7,0,,
451135,Daniel Cortes,SEA,AL,SP,22,5,12,,25,24,117,136,89,82,15,92,71,13,0,,
451202,Aaron Jensen,,,,25,2,4,,39,4,60,75,46,42,9,33,27,6,0,,
451216,Brian Wilson,SFN,NL,RP,27,3,4,35,54,0,57,51,24,21,4,24,60,2,1,0,68
451256,Kurt Birkins,COL,NL,RP,29,2,3,,25,7,51,60,36,33,7,27,36,1,1,,
451257,Kason Gabbard,BOS,AL,SP,27,2,5,,12,10,50,60,40,38,6,45,29,6,1,,
451259,Dusty Brown,BOS,AL,C,27,0,0,,9,0,10,11,6,5,1,3,7,0,0,0,1
451262,A.J. Murray,MIL,NL,RP,27,1,1,,15,2,24,27,14,13,3,11,16,0,0,,
451482,Armando Galarraga,DET,AL,SP,28,6,7,,20,18,109,114,67,65,17,46,73,2,4,25,4
451491,Joel Zumaya,DET,AL,RP,25,2,2,1,22,1,26,25,15,14,4,17,24,2,1,0,29
451497,Brian Slocum,PIT,NL,RP,28,2,3,,19,3,38,42,26,24,6,24,29,3,0,,
451518,Scott Nestor,PIT,NL,RP,25,1,3,,47,0,51,52,42,40,10,54,51,10,0,,
451532,Chad Billingsley,LAN,NL,SP,25,12,9,,32,28,175,152,79,74,16,78,163,11,6,32,1
451534,Jordan Pratt,,,,24,2,6,,41,0,57,52,41,40,4,72,48,29,0,,
451538,Miguel Pinango,LAN,NL,SP,27,5,7,,19,18,99,108,63,57,17,33,56,3,0,,
451546,Julio Depaula,TBA,AL,RP,27,2,4,,47,2,68,81,51,46,9,40,37,4,1,,
451572,Henry Barrera,,,,24,1,1,,22,0,26,32,20,18,3,18,19,6,0,,
451584,Wade Davis,TBA,AL,SP,24,6,8,,20,20,109,117,68,61,12,54,73,5,0,6,0
451585,Sam Demel,OAK,AL,RP,24,3,4,,51,0,53,57,34,31,5,37,38,9,0,,
451590,Evan Englebrook,HOU,NL,RP,27,3,3,,34,2,49,53,30,27,5,27,30,5,0,,
451595,Sean Gallagher,SDN,NL,SP,24,3,3,,12,8,47,49,28,24,4,23,35,3,2,2,12
451596,Yovani Gallardo,MIL,NL,SP,23,7,6,,17,17,105,85,46,44,11,51,108,5,2,30,0
451600,Christian Garcia,NYA,AL,SP,24,2,2,,7,7,38,42,26,24,4,25,28,5,0,,
451617,Josh Kite,DET,AL,RP,27,2,4,,22,0,29,36,24,22,5,19,17,2,0,,
451628,Alfredo Figaro,DET,AL,SP,25,4,5,,14,11,67,81,46,40,7,30,37,5,1,3,2
451650,Rommie Lewis,TOR,AL,RP,27,4,6,,44,1,61,71,43,38,7,36,40,3,0,,
451657,Chase Wright,MIL,NL,SP,26,4,3,,8,7,60,58,32,30,9,26,48,2,3,,
451715,Luis Nunez,,,,23,0,0,,9,0,9,10,6,5,1,6,7,0,0,,
451739,Orlando Roman,,,,31,1,3,,26,1,37,43,30,28,8,25,24,7,0,,
451767,Freddy Dolsi,CHA,AL,RP,27,2,3,,28,0,33,39,21,18,3,16,17,3,1,0,6
451769,Ryan McKeller,HOU,NL,RP,26,3,6,,46,1,73,80,48,43,11,37,58,7,0,,
451774,Matt Desalvo,FLO,NL,SP,29,3,5,,19,10,65,72,47,43,8,52,42,7,1,,
451783,Dustin Molleken,PIT,NL,RP,25,2,6,,33,5,71,89,59,53,18,32,45,8,0,,
451788,Shaun Marcum,TOR,AL,SP,28,4,3,,13,11,66,60,31,31,9,21,51,1,2,,
452059,Chris Mobley,FLO,NL,RP,26,3,4,,51,0,62,67,38,33,6,29,43,6,0,,
452075,Connor Robertson,NYN,NL,RP,28,1,1,,15,0,16,17,9,8,2,6,11,0,1,,
452077,Todd Blackford,CHN,NL,RP,24,2,5,,28,2,47,54,36,33,5,34,20,8,0,,
452084,Brandon Cooney,,,,24,2,5,,44,0,43,57,36,32,7,24,24,5,0,,
452094,Brian Flores,,,,25,3,7,,31,10,75,96,66,60,12,57,32,10,0,,
452168,Sergio Valenzuela,,,,25,2,3,,45,3,72,90,62,57,15,44,36,12,1,,
452217,Wes Whisler,CHA,AL,SP,26,6,9,,18,17,97,123,74,65,11,46,36,4,0,0,3
452227,Ray Liotta,KCA,AL,SP,26,2,6,,20,11,66,92,58,51,10,38,26,5,0,,
452230,Kyle Crist,KCA,AL,RP,26,1,2,,23,1,34,45,30,27,6,24,18,4,0,,
452240,Adam Russell,SDN,NL,RP,26,3,3,,30,2,46,47,27,24,5,27,31,2,0,0,15
452241,Garrett Mock,WAS,NL,SP,26,3,6,,21,12,74,79,44,37,8,31,59,6,1,15,13
452249,Micah Owings,CIN,NL,SP,27,4,6,,15,12,75,78,46,44,10,36,50,2,5,19,7
452259,Steven Jackson,PIT,NL,RP,27,2,3,,34,2,53,58,31,28,6,25,34,4,0,0,40
452287,Charlie Weatherby,HOU,NL,RP,31,2,4,,26,2,45,52,32,29,8,24,27,1,0,,
452291,Henry Owens,FLO,NL,RP,30,1,0,,19,0,19,17,11,10,1,16,16,1,0,,
452293,Jonathan Albaladejo,NYA,AL,RP,27,3,2,,27,0,32,36,21,18,5,10,21,1,1,0,32
452298,Kevin Cameron,SFN,NL,RP,30,1,1,,17,0,21,20,10,9,1,12,15,1,0,0,11
452306,Yeliar Castro,,,,22,2,6,,36,3,61,63,44,41,7,59,52,18,0,,
452322,Daigoro Rondon,,,,23,1,6,,20,3,38,46,31,28,8,22,26,4,0,,
452326,Omar Poveda,TEX,AL,SP,22,5,10,,22,22,116,152,103,93,22,64,59,12,0,,
452624,Daniel Haigwood,OAK,AL,RP,26,2,5,,26,10,68,79,52,48,9,50,40,2,0,,
452643,Dan Cevette,KCA,AL,RP,26,0,2,,19,1,24,32,22,19,4,17,15,4,0,,
452656,David Davidson,,,RP,25,1,1,,18,0,24,25,15,14,2,17,20,3,0,0,1
452657,Jon Lester,BOS,AL,SP,26,12,6,,26,26,160,158,73,68,15,55,147,4,4,32,0
452673,John Bannister,,,RP,26,2,7,,41,5,66,88,63,57,11,52,34,10,0,,
452676,Mitch Talbot,TBA,AL,SP,26,6,6,,16,15,86,99,53,46,8,32,49,3,1,,
452706,Kyle Middleton,OAK,AL,RP,29,3,4,,19,7,55,64,36,32,7,19,28,3,0,,
452718,Kyle Kendrick,PHI,NL,SP,25,7,6,,19,17,100,113,59,54,11,33,45,2,3,2,7
452724,Billy Sadler,,,RP,28,1,2,,20,4,36,33,20,18,3,22,33,3,1,0,1
452725,Wes Littleton,MIL,NL,RP,27,2,3,,33,0,41,42,26,24,5,29,29,3,1,,
452732,Orlando Mercado,ARI,NL,C,24,1,0,,10,0,12,14,6,6,1,3,8,0,0,,
452733,Tom Gorzelanny,CHN,NL,SP,27,6,4,,18,14,79,81,42,39,8,33,62,3,2,7,15
452743,Jason Urquidez,ARI,NL,RP,27,3,3,,45,0,59,62,35,31,4,28,42,2,0,,
452772,Andrew Dobies,BOS,AL,RP,26,3,4,,34,4,56,71,44,38,8,25,32,3,0,,
452774,Michael Dubee,PIT,NL,RP,24,3,5,,43,5,73,86,53,47,15,31,54,8,0,,
452782,Casey Erickson,,,,24,6,4,,33,8,75,89,44,36,4,28,40,7,0,,
452971,Tracy Thorpe,,,,29,3,6,,47,4,61,71,52,48,14,41,48,4,0,,
452989,Edgar Gonzalez,,,2B,26,2,4,,20,7,59,62,33,30,7,25,37,3,3,29,-29
452993,Chris Mason,NYN,NL,SP,25,5,8,,36,15,107,123,73,64,15,49,58,9,0,,
453005,Paul Oseguera,,,,26,5,8,,20,16,99,105,62,56,14,39,66,9,0,,
453024,Eric Stolp,,,,25,2,3,,30,3,59,69,40,36,5,33,18,4,0,,
453036,David Wood,,,,25,0,0,,12,0,14,19,12,10,3,6,7,0,0,,
453050,Jayson Ruhlman,CHN,NL,RP,25,3,4,,53,0,61,65,43,40,8,41,41,6,0,,
453143,Christian Castorri,PIT,NL,RP,26,2,4,,26,1,42,52,33,29,7,23,22,3,0,,
453156,Brooks Brown,DET,AL,SP,24,7,12,,25,23,130,157,94,85,13,72,55,8,0,,
453159,Jesse Darcy,,,,24,4,8,,23,16,100,136,87,76,24,30,38,6,0,,
453164,Michael Felix,,,,24,1,4,,29,6,50,57,43,41,5,64,26,19,0,,
453176,Carson Kainer,CIN,NL,OF,25,0,0,,9,0,10,10,5,4,1,3,8,0,0,,
453178,Ian Kennedy,ARI,NL,SP,25,2,2,,7,7,36,37,21,19,3,17,29,1,1,0,1
453184,Brad Lincoln,PIT,NL,SP,24,5,9,,21,21,113,131,72,63,18,32,71,5,0,,
453185,Chase Lirette,,,,24,2,6,,17,13,75,106,75,67,22,31,35,6,1,,
453186,Scott Maine,ARI,NL,RP,24,3,3,,40,0,51,53,29,26,4,28,39,9,0,,
453190,Kyle McCulloch,CHA,AL,SP,24,5,12,,26,24,134,184,115,98,19,57,49,5,0,,
453192,Andrew Miller,FLO,NL,SP,23,3,7,,18,15,77,87,55,48,11,44,56,7,2,14,6
453198,Chris Perez,CLE,AL,RP,24,2,2,,56,0,54,43,29,27,8,26,57,6,4,0,61
453206,Brant Rustich,,,,25,2,2,,22,4,42,39,21,19,2,22,31,5,0,,
453209,Brian Schultz,,,,25,1,0,,18,0,23,24,13,12,1,18,15,3,0,,
453214,Steven Wright,CLE,AL,RP,25,5,7,,36,14,96,119,69,61,15,37,55,2,0,,
453216,Zechry Zinicola,TOR,AL,RP,24,2,4,,45,0,56,60,34,31,5,30,35,3,0,,
453221,Randy Boone,TOR,AL,SP,25,7,12,,26,23,129,155,92,80,15,61,65,7,0,,
453222,Scott Carroll,CIN,NL,SP,25,3,5,,14,13,74,88,52,46,10,31,33,5,0,,
453232,Graham Godfrey,OAK,AL,SP,25,6,10,,27,25,135,160,93,82,17,61,68,6,0,,
453240,Casey Hudspeth,HOU,NL,SP,25,5,11,,22,22,118,143,89,80,18,69,54,10,0,,
453247,Jeff Mandel,WAS,NL,SP,24,6,12,,24,24,129,148,87,78,18,56,64,5,0,,
453249,Jeff Manship,MIN,AL,SP,25,1,1,,18,4,37,44,23,21,4,16,25,2,1,5,6
453250,Shane Mathews,,,,24,2,3,,30,1,45,58,35,30,2,32,20,12,0,,
453268,Daniel Bard,BOS,AL,RP,24,2,2,,34,2,42,41,29,26,5,27,43,6,1,0,49
453271,Dallas Buck,CIN,NL,SP,25,2,4,,11,11,55,62,39,35,8,29,31,2,0,,
453273,Michael Crotta,PIT,NL,SP,25,6,10,,26,25,135,165,85,71,13,39,69,8,0,,
453281,Wade Leblanc,SDN,NL,SP,25,5,6,,17,15,85,77,43,41,13,32,63,4,1,9,0
453286,Max Scherzer,DET,AL,SP,25,4,5,,15,14,79,82,43,36,8,32,76,2,4,30,0
453291,Craig Baker,,,,25,4,4,,57,0,55,60,34,30,6,27,45,8,0,,
453301,Cole Devries,MIN,AL,SP,24,6,13,,25,25,128,173,108,94,26,54,60,6,0,,
453304,John Gaub,CHN,NL,RP,24,2,3,,48,0,55,49,34,32,6,45,61,6,0,,
453307,David Huff,CLE,AL,SP,25,6,6,,16,16,87,103,59,53,13,32,52,2,1,22,0
453308,Daniel Kapala,,,,24,3,3,,30,2,57,69,38,33,4,29,21,7,0,,
453311,Tim Lincecum,SFN,NL,SP,25,12,5,,26,26,180,144,61,56,10,62,204,10,5,32,0
453316,Nathan Nery,,,,24,3,8,,20,18,91,128,80,69,14,46,42,11,0,,
453326,Keith Weiser,COL,NL,SP,25,8,14,,26,26,151,195,115,100,26,38,69,3,0,,
453329,Clay Buchholz,BOS,AL,SP,25,5,5,,16,15,83,90,49,45,10,34,62,3,1,16,0
453334,Justin Cassel,CHA,AL,SP,25,5,9,,23,19,111,142,90,79,16,58,51,10,0,,
453338,Blair Erickson,,,,25,2,4,,47,0,50,57,38,35,6,40,39,9,0,,
453343,Mark Melancon,NYA,AL,RP,24,2,2,,28,0,42,44,25,22,5,15,30,4,2,0,13
453344,Brandon Morrow,TOR,AL,RP,25,3,4,,25,7,56,51,29,28,6,33,48,5,0,10,16
453353,Greg Reynolds,COL,NL,SP,24,2,3,,8,8,42,52,29,26,5,17,21,1,1,,
453365,Travis Webb,,,,25,4,12,,26,25,116,125,87,82,17,96,77,5,1,,
453381,Kevin Mulvey,ARI,NL,SP,24,4,6,,18,17,97,114,68,60,13,43,58,6,1,4,4
453385,Clayton Richard,SDN,NL,SP,26,7,7,,27,21,121,132,76,69,13,49,73,5,2,26,12
453394,Ryan Zink,,,,24,5,10,,24,16,93,123,78,69,16,49,46,8,0,,
453402,Daryl Maday,SFN,NL,SP,24,5,8,,24,20,119,134,76,69,14,49,59,10,0,,
453416,Jonah Nickerson,DET,AL,SP,24,5,13,,25,24,138,192,123,108,28,53,53,4,0,,
453450,Paul Bush,NYA,AL,RP,30,2,3,,16,4,31,33,21,20,5,20,26,2,0,,
453454,Mike McCoy,COL,NL,2B,28,0,0,,9,0,9,10,5,5,1,3,7,0,0,0,0
453498,Pete Sikaras,,,,30,0,1,,13,0,13,14,10,9,2,9,11,1,0,,
453515,David Purcey,TOR,AL,SP,27,4,6,,16,16,90,95,59,53,10,51,65,7,1,9,0
453536,Ryan Coultas,NYN,NL,SP,27,2,4,,27,7,61,63,37,34,7,31,34,4,0,,
453538,Grant Duff,NYA,AL,RP,27,3,6,,38,6,69,86,57,52,10,49,37,11,0,,
453574,Garrison Campfield,,,,25,1,5,,38,0,42,51,43,42,9,56,31,10,0,,
453580,Steven Edlefsen,SFN,NL,RP,24,3,6,,43,0,60,59,37,35,6,45,46,6,0,,
453583,Eric Gonzalez,,,,30,2,4,,53,1,79,81,46,41,12,32,52,3,0,,
453592,Brad James,HOU,NL,SP,25,4,9,,21,20,102,121,75,69,13,69,48,10,0,,
453646,Carlos Villanueva,MIL,NL,RP,26,4,7,,49,7,89,86,47,45,13,32,76,4,2,6,58
453652,Rafael Lluberes,,,,25,2,6,,40,5,60,64,48,46,8,71,38,11,0,,
453865,Bryan Millikan,,,,26,1,2,,18,0,22,25,16,15,4,13,12,5,0,,
453889,Matt Chico,WAS,NL,SP,26,3,5,,15,15,72,80,47,43,11,36,44,6,1,,
453899,Trey Webb,,,,27,1,2,,36,0,36,34,23,23,3,38,31,3,0,,
453900,Casey Benjamin,TEX,AL,OF,29,0,0,,9,0,10,10,5,5,1,3,7,0,0,,
453911,Kevin Thompson,TEX,AL,OF,30,4,6,,16,11,69,77,49,45,7,46,49,13,2,,
453949,Jeff Gogal,FLO,NL,RP,27,1,2,,24,0,27,28,17,16,4,16,23,1,0,,
453954,Kevin Hart,PIT,NL,RP,27,3,5,,23,10,64,72,45,39,10,32,48,5,2,14,4
453955,Jeremy Haynes,,,,23,2,5,,31,5,57,74,55,51,8,65,31,20,0,,
453957,Justin Hedrick,BOS,AL,RP,27,2,3,,32,1,44,51,33,30,6,25,29,3,0,,
453960,Craig Heyer,,,,24,4,3,,34,4,67,85,44,37,6,18,21,3,0,,
454442,Ryan Rodriguez,BAL,AL,RP,25,3,5,,42,4,66,91,57,50,9,38,28,6,0,,
454446,Ivan Maldonado,,,,29,3,4,,48,0,60,63,38,35,8,34,44,4,0,,
454456,Brad Knox,LAA,AL,SP,27,5,11,,27,23,145,191,117,105,25,56,54,7,0,,
454535,Clay Hensley,FLO,NL,SP,30,4,5,,23,13,85,87,51,46,9,43,55,3,1,,
454537,Jared Burton,CIN,NL,RP,28,3,1,,54,0,58,56,29,26,5,24,49,2,3,0,53
454581,Carlos Guevara,SDN,NL,RP,27,2,1,,22,0,26,24,14,13,4,14,22,3,1,,
454662,Brian Akin,,,,28,1,3,,23,0,34,37,28,26,6,34,29,6,0,,
454968,Jose Oyervidez,,,,27,2,3,,35,5,70,78,48,44,8,45,43,8,0,,
454972,Romulo Sanchez,PIT,NL,RP,25,3,4,,28,5,50,56,34,31,6,29,33,6,0,,
454974,Rafael Cova,,,,27,1,1,,19,0,19,17,12,12,2,20,19,4,0,,
454978,Jose Sanchez,NYN,NL,SP,25,5,8,,22,19,107,115,68,61,15,50,59,6,0,,
454998,Matt Carson,OAK,AL,RP,28,0,0,,13,0,14,18,12,11,4,7,7,4,0,6,-6
455000,Justin Jones,WAS,NL,SP,25,5,10,,27,18,104,113,68,61,12,59,65,9,0,,
455009,Jonathan Broxton,LAN,NL,RP,25,5,3,30,69,0,71,48,22,21,4,27,96,3,2,0,73
455090,Jack Egbert,CHA,AL,SP,26,4,7,,19,14,80,100,62,54,11,35,46,3,0,0,2
455092,Scott Elbert,LAN,NL,RP,24,3,2,,20,6,47,44,27,25,6,27,45,3,0,0,19
455096,Kyle Ginley,,,,23,2,6,,13,10,54,67,43,38,10,28,30,3,0,,
455100,Gaby Hernandez,SEA,AL,SP,23,6,12,,25,25,133,157,96,86,22,59,75,6,0,,
455106,Blake Johnson,KCA,AL,SP,24,5,12,,24,23,121,171,101,88,20,51,47,6,0,,
455110,Andrew Liebel,TOR,AL,SP,23,4,10,,21,20,108,135,86,76,20,48,60,8,0,,
455111,Chuck Lofgren,MIL,NL,SP,24,5,11,,25,22,115,130,87,79,20,73,70,9,0,,
455114,John Lujan,NYN,NL,RP,25,2,5,,44,0,60,72,51,46,9,45,35,4,0,,
455137,Jacobo Meque,LAN,NL,RP,26,2,5,,38,0,40,41,30,29,6,38,36,10,0,,
455359,Orlando Lara,,,,24,3,6,,13,12,73,80,49,45,13,32,54,6,2,,
455361,Amaury Rivas,,,,24,6,12,,25,22,117,123,80,74,21,69,80,8,0,,
455374,Antonio Bastardo,PHI,NL,SP,24,3,4,,12,10,53,53,33,30,8,26,45,3,1,5,1
455377,Rolando Valdez,NYN,NL,RP,24,2,5,,34,3,52,55,34,31,11,26,34,5,0,,
455379,Darren Byrd,,,,23,5,8,,23,17,99,113,71,64,12,61,52,7,0,,
455393,Ogui Diaz,,,,24,0,0,,9,0,9,10,5,4,1,3,7,0,0,,
455597,Craig James,,,,26,1,3,,23,1,32,40,26,23,5,19,18,2,0,,
455603,Andy Mitchell,BAL,AL,RP,31,4,12,,39,13,105,148,96,86,20,55,41,4,0,,
455605,J.D. Martin,WAS,NL,SP,27,5,5,,15,15,86,91,48,47,15,28,47,1,6,15,0
455666,Dwayne Pollok,LAN,NL,RP,29,4,5,,42,6,85,91,50,44,12,24,48,5,0,,
455730,Jason Waddell,,,RP,28,2,1,,28,0,32,33,19,17,3,16,24,1,0,0,3
455750,Marcus Mcbeth,OAK,AL,RP,29,2,3,,39,0,45,51,33,30,7,24,33,5,0,,
455751,Bobby Livingston,CIN,NL,SP,27,4,8,,19,18,110,137,72,61,12,33,47,4,1,,
455759,Chris Young,ARI,NL,OF,26,6,6,,22,15,98,83,61,56,14,44,78,3,2,117,-117
455927,Ryan Houston,MIL,NL,RP,30,3,4,,43,0,51,51,32,29,7,31,37,3,0,,
455949,Scott Mathieson,PHI,NL,RP,25,2,2,,22,2,38,37,22,19,4,18,31,4,0,,
455951,Peter Ciofrone,SDN,NL,3B,26,0,0,,9,0,9,8,4,4,1,4,7,0,0,,
455961,Ryan Sadowski,HOU,NL,RP,27,4,6,,19,11,69,71,42,39,8,37,49,8,1,6,0
455970,Bob Mccrory,BOS,AL,RP,27,1,1,,29,0,32,45,29,25,5,20,18,3,0,0,7
456027,Ross Ohlendorf,PIT,NL,SP,27,7,7,,25,18,122,126,63,60,17,41,82,4,4,29,0
456029,David Patton,CHN,NL,RP,25,2,3,,27,1,35,41,29,26,7,23,27,4,0,0,20
456032,Eammon Portice,,,,24,4,8,,21,17,91,119,81,71,18,45,65,13,0,,
456034,David Price,TBA,AL,SP,24,5,5,,14,14,75,74,43,41,10,34,57,1,2,23,0
456035,Danny Putnam,SDN,NL,OF,27,0,0,,10,0,10,12,7,7,2,5,7,0,0,,
456043,Jonathan Sanchez,SFN,NL,SP,24,6,9,,27,21,123,112,65,60,14,63,127,8,5,29,3
456045,Joe Savery,PHI,NL,SP,24,7,12,,24,23,126,141,88,80,16,81,73,8,0,,
456046,Michael Schlact,TEX,AL,SP,24,3,7,,15,15,76,108,72,64,14,41,28,5,0,,
456051,Hector Noesi,,,,23,3,4,,17,14,73,89,53,46,14,21,48,4,0,,
456102,David Pauley,SEA,AL,SP,26,5,9,,21,19,110,148,86,74,17,39,55,3,1,,
456138,Nick DeBarr,LAN,NL,RP,26,2,4,,38,0,51,57,36,33,9,27,31,3,0,,
456145,Jose Guzman,,,,22,2,3,,34,2,45,55,35,31,8,24,25,5,0,,
456150,Marco Carrillo,CHN,NL,RP,22,3,7,,33,8,79,88,64,60,16,51,49,7,0,,
456156,Jose Jimenez,,,,22,2,4,,38,2,50,58,40,37,9,45,32,13,0,,
456378,Scott Beerer,,,,27,3,3,,50,0,53,56,31,29,5,29,40,5,2,,
456383,David Shinskie,TOR,AL,RP,25,1,2,,21,0,29,35,20,17,3,12,14,1,0,,
456397,Amalio Diaz,LAA,AL,SP,23,4,9,,30,17,115,155,97,85,21,49,54,13,0,,
456487,Matthew Williams,,,,22,2,4,,44,1,60,77,50,44,13,28,36,8,0,,
456493,Felipe Arredondo,,,,23,1,2,,34,0,42,54,34,30,8,18,24,4,0,,
456496,Marcos Mateo,CHN,NL,RP,25,3,5,,39,13,90,99,65,60,12,54,56,7,0,,
456499,Scott Patterson,BOS,AL,RP,30,2,3,,42,0,46,42,25,23,6,31,42,3,0,,
456501,Johnny Cueto,CIN,NL,SP,23,10,12,,29,29,165,168,96,88,24,61,134,5,11,30,0
456599,Corey Hamman,PIT,NL,RP,29,3,6,,46,8,81,96,55,49,12,35,46,1,0,,
456630,Davis Romero,TOR,AL,SP,26,4,7,,25,16,95,116,72,63,18,38,58,2,0,,
456662,Jeremy Horst,CIN,NL,SP,24,6,14,,30,22,130,149,100,91,27,69,84,5,0,,
