mlbamID,playerName,team,league,IP,W,L,S,H,R,ER,HR,K,BB,IBB,HBP,WP,BK,G_SP,G_RP
110683,Miguel Batista,SEA,AL,115,4,14,1,135,14,80,19,73,79,5,1,2,0,20,24
110859,Armando Benitez,TOR,AL,6.33,0,1,0,4,34,4,3,9,2,3,5,4,0,0,8
111244,Joe Borowski,,,16.67,1,3,6,24,88,14,4,9,8,3,12,4,0,0,18
111492,Doug Brocail,HOU,NL,68.67,7,5,2,63,23,30,8,64,21,6,4,3,0,0,72
111838,Paul Byrd,,,180,11,12,0,204,94,92,31,82,34,6,6,5,0,30,0
112020,Chris Carpenter,SLN,NL,15.33,0,1,0,16,18,3,0,7,4,3,1,1,1,3,1
112526,Bartolo Colon,CHA,AL,39,4,2,0,44,14,17,5,27,10,1,0,0,0,7,0
113296,Elmer Dessens,NYN,NL,4,0,1,0,10,4,10,1,2,4,0,1,0,0,0,4
113833,Alan Embree,COL,NL,61.67,2,5,0,59,69,34,8,57,30,0,8,2,0,0,70
113915,Shawn Estes,LAN,NL,43.67,2,3,0,50,31,23,6,19,18,4,4,1,0,8,1
113961,Scott Eyre,PHI,NL,25.67,5,0,0,23,44,12,2,32,7,7,3,1,1,0,38
114342,Keith Foulke,,,31,0,3,1,28,22,14,7,23,13,1,1,1,0,0,31
114354,Chad Fox,CHN,NL,3.33,0,1,0,2,8,2,1,1,3,0,1,0,0,0,3
114849,Tom Glavine,ATL,NL,63.33,2,4,0,67,18,39,11,37,37,1,1,1,0,13,0
114971,Tom Gordon,ARI,NL,29.67,5,4,2,31,11,17,3,26,17,1,1,0,0,0,34
115216,Eddie Guardado,TEX,AL,56.33,4,4,4,50,96,26,4,33,19,0,7,0,0,0,64
115399,Mike Hampton,HOU,NL,78,3,4,0,83,28,42,10,38,28,7,2,3,0,13,0
115629,LaTroy Hawkins,HOU,NL,62,3,1,1,53,28,27,3,48,22,0,2,0,0,0,57
115817,Livan Hernandez,NYN,NL,180,13,11,0,257,46,121,25,67,43,5,2,2,0,31,0
116034,Trevor Hoffman,MIL,NL,45.33,3,6,30,38,26,19,8,46,9,1,2,0,0,0,48
116414,Jason Isringhausen,TBA,AL,42.67,1,5,12,48,30,27,5,36,22,5,1,0,0,0,42
116595,Jason Johnson,NYA,AL,29.33,1,2,0,32,28,17,5,20,12,3,3,3,0,2,14
116615,Randy Johnson,SFN,NL,184,11,10,0,184,37,80,24,173,44,1,3,3,0,30,0
116734,Todd Jones,DET,AL,41.67,4,1,18,50,40,23,5,14,18,2,1,1,0,0,45
117758,Jon Lieber,,,46.67,2,3,0,59,13,21,10,27,6,4,2,2,0,1,25
117842,Esteban Loaiza,CHA,AL,27,1,2,0,27,35,16,4,10,5,1,3,3,0,3,7
117955,Derek Lowe,ATL,NL,211,14,11,0,194,76,76,14,147,45,4,4,7,0,34,0
118120,Greg Maddux,,,194,8,13,0,204,17,91,21,98,30,3,2,1,0,33,0
118158,Ron Mahay,KCA,AL,64.67,5,0,0,61,7,25,6,49,29,0,2,0,0,0,57
118377,Pedro Martinez,,,109,5,6,0,127,8,68,19,87,44,0,1,0,0,20,0
118967,Kent Mercker,CIN,NL,13.67,1,0,0,13,87,5,1,6,8,6,8,8,1,0,15
119125,Trever Miller,SLN,NL,43.33,2,0,2,39,69,20,2,44,20,1,6,1,0,0,68
119154,Kevin Millwood,TEX,AL,168.67,9,10,0,220,19,95,18,125,49,2,1,2,0,29,0
119215,Brian Moehler,HOU,NL,150,11,8,0,166,10,76,20,82,36,0,1,1,0,26,5
119403,Matt Morris,PIT,NL,22.33,0,4,0,41,109,24,6,9,7,2,9,11,2,5,0
119469,Jamie Moyer,PHI,NL,196.33,16,7,0,199,28,81,20,123,62,2,2,1,0,33,0
119608,Mike Mussina,NYA,AL,200.33,20,9,0,214,40,75,17,150,31,5,5,3,1,34,0
119827,Hideo Nomo,KCA,AL,4.33,0,0,0,10,7,9,3,3,4,0,0,1,0,0,3
119984,Darren Oliver,LAA,AL,72,7,1,0,67,96,23,5,48,16,2,7,4,4,0,54
120221,Chan Ho Park,PHI,NL,95.33,4,4,2,97,28,36,12,79,36,0,0,4,1,5,49
120401,Troy Percival,TBA,AL,45.67,2,1,28,29,13,23,9,38,27,0,1,1,0,0,50
120485,Andy Pettitte,NYA,AL,204,14,14,0,233,2,103,19,158,55,0,1,1,0,33,0
121096,Dennys Reyes,SLN,NL,46.33,3,0,0,40,28,12,4,39,15,1,1,0,0,0,75
121099,Al Reyes,,,22.67,2,2,0,21,13,11,2,19,10,0,0,1,0,0,26
121125,Arthur Rhodes,CIN,NL,35.33,4,1,2,28,42,8,0,40,16,4,1,1,0,0,61
121215,Ricardo Rincon,,,4,0,0,0,4,22,2,1,3,1,5,1,4,0,0,8
121250,Mariano Rivera,NYA,AL,70.67,6,5,39,41,11,11,4,77,6,1,1,0,0,0,64
121386,Kenny Rogers,,,173.67,9,13,0,212,68,110,22,82,71,0,3,1,1,30,0
121556,Glendon Rusch,,,83.67,5,5,0,94,39,48,10,55,25,3,0,5,0,9,26
121955,Rudy Seanez,,,43.33,5,4,0,38,34,17,2,30,25,4,3,3,0,0,42
122195,Brian Shouse,TBA,AL,51.33,5,1,2,46,4,16,5,33,14,2,2,4,1,0,69
122477,John Smoltz,BOS,AL,28,3,2,0,25,12,8,2,36,8,1,0,2,0,5,1
122620,Russ Springer,OAK,AL,50.33,2,1,0,39,4,13,4,45,18,0,0,1,0,0,70
122915,Tanyon Sturtze,LAN,NL,2.33,0,0,0,1,115,0,0,1,1,10,4,3,0,0,3
122987,Jeff Suppan,MIL,NL,177.67,10,10,0,207,53,98,30,90,67,5,2,3,1,31,0
123118,Julian Tavarez,WAS,NL,54.67,1,5,0,73,77,31,5,51,28,9,1,2,0,0,52
123348,Mike Timlin,,,49.33,4,4,1,60,100,31,9,32,20,4,15,12,3,0,47
123387,Brett Tomko,NYA,AL,70,2,7,0,83,96,49,11,49,18,4,1,3,1,10,12
123415,Salomon Torres,MIL,NL,80,7,5,28,75,98,31,6,51,33,2,0,5,0,0,71
123431,Steve Trachsel,BAL,AL,39.67,2,5,0,53,25,37,10,16,27,0,0,1,0,8,2
123725,Ron Villone,NYN,NL,50,1,2,1,45,26,26,4,50,37,6,1,4,1,0,74
123790,Billy Wagner,NYN,NL,47,0,1,27,32,25,12,4,52,10,4,0,1,0,0,45
123801,Tim Wakefield,BOS,AL,181,10,11,0,154,8,83,25,117,60,1,0,0,0,30,0
123828,Jamie Walker,BAL,AL,38,1,3,0,53,5,29,12,24,11,1,0,0,0,0,59
124000,Dave Weathers,CIN,NL,69.33,4,6,0,76,33,25,6,46,30,7,4,3,0,0,72
124604,Jamey Wright,KCA,AL,84.33,8,7,0,93,18,48,5,60,35,5,5,2,1,0,75
124805,B.J. Ryan,TOR,AL,58,2,4,32,46,15,19,4,58,28,7,4,3,0,0,60
131702,Braden Looper,MIL,NL,199,12,14,0,216,52,92,25,108,45,5,2,2,0,33,0
132220,Jarrod Washburn,SEA,AL,153.67,5,14,1,174,5,80,19,87,50,1,1,1,0,26,2
132241,Bryan Corey,TEX,AL,45,1,3,0,53,55,34,8,22,12,3,1,1,0,0,46
132260,Sidney Ponson,,,135.67,8,5,0,170,47,76,14,58,48,3,7,4,0,24,1
133221,Justin Speier,LAA,AL,68,2,8,0,69,22,38,15,56,27,6,1,3,0,0,62
133225,Ryan Dempster,CHN,NL,206.67,17,6,0,174,74,68,14,187,76,5,4,9,2,33,0
133982,Bobby Howry,SFN,NL,70.67,7,5,1,90,30,42,13,59,13,4,4,7,0,0,72
134003,Scott Elarton,,,15.33,0,1,0,16,116,6,0,15,9,2,6,6,0,0,8
134268,Kerry Wood,CLE,AL,66.33,5,4,34,54,20,24,3,84,18,1,0,3,0,0,65
134320,Javier Vazquez,ATL,NL,208.33,12,16,0,214,28,108,25,200,61,2,0,3,0,33,0
134321,Carl Pavano,CLE,AL,34.33,4,2,0,41,29,22,5,15,10,2,2,2,0,7,0
136263,Tim Byrdak,HOU,NL,55.33,2,1,0,45,11,24,10,47,29,1,1,0,0,0,59
136268,Chad Bradford,TBA,AL,59.33,4,3,0,59,122,14,3,17,15,9,10,6,1,0,68
136304,Valerio de los Santos,COL,NL,8,0,1,0,6,10,5,1,10,11,0,1,1,0,2,0
136602,Odalis Perez,,,159.67,7,12,0,182,5,77,22,119,55,1,0,0,0,30,0
136727,Vladimir Nunez,ATL,NL,32.67,1,2,0,32,26,14,0,24,19,3,3,1,1,0,23
136734,Octavio Dotel,CHA,AL,67,4,4,1,52,80,28,12,92,29,1,9,5,0,0,72
136880,Roy Halladay,TOR,AL,246,20,11,0,220,27,76,18,206,39,0,0,2,0,33,1
150011,Scott Schoeneweis,ARI,NL,56.67,2,6,1,55,116,21,7,34,23,4,8,4,0,0,73
150035,Kyle Farnsworth,KCA,AL,60.33,2,3,1,70,39,30,15,61,22,5,3,0,0,0,61
150037,Ray King,WAS,NL,6.33,0,0,0,9,106,4,1,1,4,4,5,4,0,0,12
150116,Randy Wolf,LAN,NL,190.33,12,12,0,191,86,91,21,162,71,7,1,2,0,33,0
150118,Brian Fuentes,LAA,AL,62.67,1,5,30,47,54,19,3,82,22,1,3,1,2,0,67
150119,Freddy Garcia,NYN,NL,15,1,1,0,11,31,7,3,12,6,0,4,1,0,3,0
150122,Damaso Marte,NYA,AL,65,5,3,5,52,105,29,5,71,26,5,6,2,2,0,72
150144,Bobby Seay,DET,AL,56.33,1,2,0,59,9,28,4,58,25,1,1,0,0,0,60
150153,Nelson Figueroa,NYN,NL,45.33,3,3,0,48,20,23,3,36,26,0,2,1,0,6,10
150185,Dave Borkowski,PHI,NL,36,0,2,0,54,74,30,9,24,14,2,1,8,0,0,26
150188,Francisco Cordero,CIN,NL,70.33,5,4,34,61,21,26,6,78,38,3,1,0,0,0,72
150221,Mike Lincoln,CIN,NL,70.33,2,5,0,66,71,35,10,57,24,5,6,2,0,0,64
150230,Mark Redman,COL,NL,45.33,2,5,0,61,65,38,7,20,16,4,2,11,1,9,1
150274,Joe Nathan,MIN,AL,67.67,1,2,39,43,19,10,5,74,18,0,0,4,0,0,68
150277,Doug Davis,ARI,NL,146,6,8,0,160,89,70,13,112,64,0,2,1,0,26,0
150284,Brandon Knight,NYN,NL,12,1,0,0,14,36,7,0,10,7,0,3,6,0,2,2
150295,Micah Bowie,COL,NL,8,0,1,0,11,10,8,1,5,3,1,0,2,0,0,10
150302,Jason Marquis,COL,NL,167,11,9,0,172,88,84,15,91,70,3,3,5,0,28,1
150319,Josh Fogg,COL,NL,78.33,2,7,0,97,21,66,17,45,27,2,2,3,0,14,8
150337,Kip Wells,WAS,NL,37.67,1,3,0,39,97,26,4,31,30,3,7,3,1,2,23
150359,A.J. Burnett,NYA,AL,221.33,18,10,0,211,18,100,19,231,86,0,1,2,0,34,1
150378,Eric Gagne,MIL,NL,46.33,4,3,10,46,41,28,11,38,22,2,2,4,1,0,50
150382,Matt Herges,CLE,AL,64.33,3,4,0,79,11,36,5,46,24,4,3,1,1,0,58
150393,Tony Armas,,,8.33,1,0,0,11,25,7,2,6,1,2,1,4,2,1,2
150404,Ted Lilly,CHN,NL,204.67,17,9,0,187,20,93,32,184,64,0,3,0,0,34,0
150407,Guillermo Mota,LAN,NL,57,5,6,1,52,102,26,7,50,28,2,4,6,0,0,58
150414,Jake Westbrook,CLE,AL,34.67,1,2,0,33,27,12,5,19,7,4,1,2,0,5,0
150426,Mark Mulder,,,1.67,0,0,0,4,31,2,0,2,2,0,3,1,0,1,2
150430,Luis Vizcaino,CHN,NL,46,1,2,0,48,18,27,10,49,19,1,0,0,0,0,43
150469,John Bale,KCA,AL,26.67,0,3,0,29,18,13,1,14,6,1,0,1,0,3,10
150474,Gary Glover,WAS,NL,54.33,2,3,0,64,26,32,7,37,22,2,4,2,0,0,47
207267,Brad Penny,BOS,AL,94.67,6,9,0,112,17,66,13,51,42,4,1,5,0,17,2
211041,Ryan Franklin,SLN,NL,78.67,6,6,17,86,89,31,10,51,30,2,10,1,0,0,74
213680,Mike MacDougal,CHA,AL,17,0,0,0,16,110,4,0,12,12,5,7,10,0,0,16
215197,Matt Ginter,CLE,AL,21,1,3,0,25,114,12,3,12,3,2,4,1,0,4,0
216897,Kyle Snyder,NYN,NL,1.67,0,0,0,2,6,4,1,1,2,0,2,0,0,0,2
217096,Barry Zito,SFN,NL,180,10,17,0,186,5,103,16,120,102,2,1,1,0,32,0
218596,Tim Hudson,ATL,NL,142,11,7,0,125,28,50,11,85,40,3,3,2,0,22,1
218894,Vicente Padilla,TEX,AL,171,14,8,0,185,29,90,26,127,65,3,1,5,0,29,0
219194,Gil Meche,KCA,AL,210.33,14,11,0,204,7,93,19,183,73,4,0,2,0,34,0
228594,David Riske,MIL,NL,42.33,1,2,2,47,38,25,6,27,25,4,4,7,0,0,45
234194,Buddy Carlyle,ATL,NL,62.67,2,0,0,52,9,25,5,59,26,0,2,1,0,0,45
235095,Dan Wheeler,TBA,AL,66.33,5,6,13,44,11,23,10,53,22,1,0,1,0,0,70
237346,Brian Falkenborg,SDN,NL,22.33,2,3,0,26,183,13,4,19,12,4,10,5,1,0,25
239795,Chad Durbin,PHI,NL,87.67,5,4,1,81,38,28,5,63,35,0,2,3,1,0,71
240694,J.C. Romero,PHI,NL,59,4,4,1,41,5,18,5,52,38,0,0,0,0,0,81
275933,Scott Downs,TOR,AL,70.67,0,3,5,54,11,14,3,57,27,1,0,3,0,0,66
276336,Shawn Chacon,,,85.67,2,3,0,88,1,48,16,53,41,1,1,3,0,15,0
276351,Jason Grilli,COL,NL,75,3,3,1,67,116,25,2,69,38,5,13,5,0,0,60
276371,Johan Santana,NYN,NL,234.33,16,7,0,206,1,66,23,206,63,0,0,1,0,34,0
276514,Kevin Gregg,CHN,NL,68.67,7,8,29,51,16,26,3,58,37,4,2,3,0,0,72
276520,Bronson Arroyo,CIN,NL,200,15,11,0,219,45,106,29,163,68,2,8,1,0,34,0
276530,Scott Linebrink,CHA,AL,46.33,2,2,1,41,26,19,8,40,9,1,3,1,0,0,50
276542,Joaquin Benoit,TEX,AL,45,3,2,1,40,34,25,6,43,35,1,0,1,0,0,44
276912,Scot Shields,LAA,AL,63.33,6,4,4,56,85,19,6,64,29,1,6,4,0,0,64
276913,Derrick Turnbow,TEX,AL,6.33,0,1,1,12,17,11,1,5,13,0,3,1,0,0,8
276914,Cedrick Bowers,COL,NL,6.67,0,0,0,11,27,10,2,5,5,2,1,1,0,0,5
277184,Matt Wise,,,7,0,1,0,10,9,5,2,6,3,0,0,0,0,0,8
277405,Justin Miller,FLO,NL,46.67,4,2,0,46,7,22,4,43,20,1,0,1,0,0,46
277417,Josh Beckett,BOS,AL,174.33,12,10,0,173,18,78,18,172,34,5,2,0,1,27,0
279571,Matt Belisle,COL,NL,29.67,1,4,0,47,13,24,4,14,6,0,0,0,0,6,0
279782,Jon Garland,ARI,NL,196.67,14,8,0,237,71,107,23,90,59,1,10,5,0,32,0
279824,Mark Buehrle,CHA,AL,218.67,15,12,0,240,20,92,22,140,52,2,2,2,0,34,0
282332,C.C. Sabathia,NYA,AL,253,17,10,0,223,94,76,19,251,59,3,8,5,0,35,0
282562,Adam Pettyjohn,CIN,NL,4,0,1,0,11,20,9,2,1,2,2,2,3,0,1,2
282567,Claudio Vargas,LAN,NL,37,3,2,0,33,77,19,4,20,11,3,7,14,1,4,7
282656,Ben Sheets,,,198.33,13,9,0,181,47,68,17,158,47,9,0,2,0,31,0
283166,Mike Gonzalez,ATL,NL,33.67,0,3,14,26,114,16,6,44,14,2,4,2,0,0,36
284566,Adam Eaton,BAL,AL,107,4,8,0,131,23,69,15,57,44,6,3,4,0,19,2
285079,R.A. Dickey,MIN,AL,112.33,5,8,0,124,22,65,15,58,51,5,3,3,0,14,18
332292,John Parrish,BAL,AL,42.33,1,1,0,47,38,19,5,21,15,0,4,3,0,6,7
334492,Joel Pineiro,SLN,NL,148.67,7,7,1,180,1,85,22,81,35,0,1,1,0,25,1
346793,Jeremy Affeldt,SFN,NL,78.33,1,1,0,78,28,29,9,80,25,6,2,3,2,0,74
346797,Grant Balfour,TBA,AL,58.33,6,2,4,28,5,10,3,82,24,1,0,1,0,0,51
346798,Kyle Lohse,SLN,NL,200,15,6,0,211,39,84,18,119,49,4,2,5,0,33,0
346799,Juan Rincon,DET,AL,55.33,3,3,0,67,67,36,8,39,24,9,8,5,1,0,47
346800,Saul Rivera,WAS,NL,84,5,6,0,90,13,37,3,65,35,1,2,2,0,0,76
346847,Joe Beimel,WAS,NL,49,5,1,0,50,23,11,0,32,21,4,0,2,0,0,71
346848,John Grabow,PIT,NL,76,6,3,4,60,37,24,9,62,37,0,2,1,0,0,74
346855,Brandon Duckworth,KCA,AL,38,3,3,0,38,24,19,2,20,19,2,0,5,0,7,0
346871,Aaron Cook,COL,NL,211.33,16,9,0,236,25,93,13,96,48,5,1,5,0,32,0
349193,Will Ohman,,,58.67,4,1,1,51,13,24,3,53,22,1,1,0,0,0,83
400008,Gary Majewski,PHI,NL,40,1,0,0,61,18,29,6,27,15,0,0,2,0,0,37
400010,Jon Rauch,ARI,NL,71.67,4,8,18,69,138,33,11,66,16,4,8,8,1,0,74
400058,Brad Lidge,PHI,NL,69.33,2,0,41,50,18,15,2,92,35,4,1,3,0,0,72
400061,Roy Oswalt,HOU,NL,208.67,17,10,0,199,21,82,23,165,47,4,2,6,0,32,0
400062,Tim Redding,NYN,NL,182,10,11,0,195,4,100,27,120,65,2,3,1,0,33,0
400067,Carlos Silva,SEA,AL,153.33,4,15,0,213,13,110,20,69,32,0,2,0,0,28,0
400076,Shane Loux,LAA,AL,16,0,0,0,16,103,5,1,4,2,6,6,2,0,0,7
400089,Rafael Soriano,ATL,NL,14,0,1,3,7,24,4,1,16,9,8,3,2,0,0,14
400093,Duaner Sanchez,SDN,NL,58.33,5,1,0,54,57,28,6,44,23,1,5,6,0,0,66
400104,Tyler Walker,,,53.33,5,8,0,47,48,27,7,49,21,8,9,2,0,0,65
400113,Les Walrond,PHI,NL,10.33,1,1,0,13,16,7,0,12,9,3,1,1,0,0,6
400125,Jesus Colome,WAS,NL,71,2,2,0,61,8,34,6,55,39,0,0,0,0,0,61
400141,Horacio Ramirez,KCA,AL,37.33,1,4,0,45,24,18,1,13,9,4,3,6,0,0,32
400291,Dustin Moseley,LAA,AL,50.33,2,4,0,70,104,38,6,37,20,5,2,2,0,10,2
406301,Chad Paronto,HOU,NL,10.33,0,1,0,11,100,5,2,4,2,4,11,9,1,0,6
406402,Jorge Julio,MIL,NL,30,3,0,0,27,9,12,3,34,19,4,0,1,0,0,27
406550,Jamie Burke,SEA,AL,1,0,1,0,1,17,1,0,0,0,1,0,0,0,0,1
406874,Joe Nelson,TBA,AL,54,3,1,1,42,68,12,5,60,22,1,5,4,0,0,59
407113,Justin Duchscherer,OAK,AL,141.67,10,8,0,107,4,40,11,95,34,0,0,1,0,22,0
407154,Casey Fossum,NYN,NL,41.33,3,1,0,44,19,26,4,28,18,1,0,0,0,0,31
407193,Brandon Lyon,DET,AL,59.33,3,5,26,75,1,31,7,44,13,1,0,0,0,0,61
407296,Carlos Zambrano,CHN,NL,188.67,14,6,0,172,87,82,18,130,72,7,5,4,0,30,0
407297,Juan Cruz,KCA,AL,51.67,4,0,0,34,26,15,5,71,31,8,2,1,0,0,57
407298,Jason Jennings,TEX,AL,27.33,0,5,0,35,124,26,8,12,18,7,2,5,0,6,0
407400,Rick Bauer,CLE,AL,6,0,0,0,10,24,9,1,4,3,0,3,5,0,0,4
407779,Francis Beltran,SFN,NL,13,1,0,0,13,19,7,3,9,6,3,1,0,0,0,11
407783,Geoff Geary,HOU,NL,64,2,3,0,45,82,18,3,45,28,2,7,3,0,0,55
407791,Brendan Donnelly,TEX,AL,13.67,1,0,0,20,44,13,2,8,10,1,3,0,0,0,15
407793,John Lackey,LAA,AL,163.33,12,5,0,161,0,68,26,130,40,0,0,0,0,24,0
407816,J.J. Putz,NYN,NL,46.33,6,5,15,46,31,20,4,56,28,1,2,6,0,0,47
407819,Matt Thornton,CHA,AL,67.33,5,3,1,48,84,20,5,77,19,1,7,7,1,0,74
407822,Jorge de la Rosa,COL,NL,130,10,8,0,128,29,71,13,128,62,4,1,2,1,23,5
407825,Matt Guerrier,MIN,AL,76.33,6,9,1,84,18,44,12,59,37,2,0,3,0,0,76
407840,Brandon Backe,HOU,NL,166.67,9,14,0,202,8,112,36,127,77,1,0,3,0,31,0
407842,Jose Veras,NYA,AL,57.67,5,3,0,52,31,23,7,63,29,4,3,2,0,0,60
407845,Fernando Rodney,DET,AL,40.33,0,6,13,34,47,22,3,49,30,3,7,5,0,0,38
407853,Erik Bedard,SEA,AL,81,6,4,0,70,13,33,9,72,37,3,0,1,0,15,0
407872,Jose Diaz,TEX,AL,1,0,0,0,1,29,0,0,2,1,3,2,2,0,0,1
407878,Jose Valverde,HOU,NL,72,6,3,44,62,21,27,10,83,23,2,3,1,1,0,74
407883,Franklyn German,TEX,AL,21.67,1,3,0,18,109,5,0,15,13,5,18,15,2,0,17
407884,Tyler Yates,PIT,NL,73.33,6,3,1,72,38,38,6,63,41,0,3,1,1,0,72
407896,Billy Traber,BOS,AL,16.67,0,0,0,23,18,13,3,11,7,2,2,1,0,0,19
407901,Jorge Sosa,WAS,NL,21.67,4,1,0,30,3,17,4,12,11,0,0,0,0,0,20
407908,Joel Peralta,KCA,AL,52.67,1,2,0,56,13,35,15,38,14,0,2,0,0,0,40
407911,Frank Francisco,TEX,AL,63.33,3,5,5,47,25,22,7,83,26,0,2,2,0,0,58
407924,Manny Acosta,ATL,NL,53,3,5,3,48,95,21,7,31,26,5,12,8,1,0,46
408046,Andrew Brown,,,35,1,0,0,23,41,12,3,28,21,4,4,1,0,0,31
408052,Chris Bootcheck,PIT,NL,16,0,1,0,30,12,18,2,14,12,0,0,0,0,0,10
408057,Bobby Jenks,CHA,AL,61.67,3,1,30,51,17,18,3,38,17,1,5,0,0,0,57
408061,Francisco Rodriguez,NYN,NL,68.33,2,3,62,54,29,17,4,77,34,2,3,4,0,0,76
408069,Erick Threets,LAN,NL,10,0,1,0,11,0,4,1,6,9,0,0,0,0,0,7
408072,Jason Bulger,LAA,AL,16,0,0,0,15,18,13,3,20,9,0,2,1,0,0,14
408206,Brett Myers,PHI,NL,190,10,13,0,197,33,96,29,163,65,4,2,6,1,30,0
408230,Pedro Feliciano,NYN,NL,53.33,3,4,2,57,64,24,7,50,26,0,3,6,0,0,86
408241,Jake Peavy,SDN,NL,173.67,10,11,0,146,6,55,17,166,59,0,1,1,0,27,0
408310,Aaron Heilman,CHN,NL,76,3,8,3,75,51,44,10,80,46,1,3,3,0,0,78
420864,Randy Flores,COL,NL,25.67,1,0,1,34,87,15,2,17,20,1,1,6,1,0,43
421104,Lee Gardner,FLO,NL,6.67,0,0,0,14,39,8,2,4,4,2,3,1,0,0,7
421685,Aaron Harang,CIN,NL,184.33,6,17,0,205,18,98,35,153,50,2,1,3,0,29,1
424144,Oliver Perez,NYN,NL,194,10,7,0,167,87,91,24,180,105,1,4,8,1,34,0
424164,Kirk Saarloos,CLE,AL,26.33,1,0,0,37,21,16,2,12,4,1,1,1,0,1,7
424324,Cliff Lee,CLE,AL,223.33,22,3,0,214,17,63,12,170,34,1,2,2,0,31,0
424426,Ryan Bukvich,BAL,AL,5.33,0,0,0,9,107,4,2,5,6,6,9,9,0,0,4
424465,Runelvys Hernandez,HOU,NL,19.33,0,3,0,32,9,18,4,15,11,0,1,1,0,4,0
424668,Jon Adkins,CIN,NL,3.67,1,0,0,4,18,1,1,3,3,3,2,0,0,0,4
424805,Mark Hendrickson,BAL,AL,133.67,7,8,0,148,25,81,17,81,48,1,1,5,1,19,17
424925,Clay Condrey,PHI,NL,69,3,4,1,85,25,25,6,34,19,2,0,2,0,0,56
425146,Nate Robertson,DET,AL,168.67,7,11,0,218,19,119,26,108,62,0,0,2,0,28,4
425186,Jason Davis,PIT,NL,34,2,4,0,38,34,20,2,13,17,2,3,4,0,4,10
425226,Brian Tallet,TOR,AL,56.33,1,2,0,52,7,18,4,47,22,0,2,1,0,0,51
425386,Jeremy Guthrie,BAL,AL,190.67,10,12,0,176,28,77,24,120,58,2,0,3,0,30,0
425426,Chien-Ming Wang,NYA,AL,95,8,2,0,90,86,43,4,54,35,4,6,11,0,15,0
425446,Aaron Miles,CHN,NL,1,0,0,0,0,47,0,0,0,0,2,1,2,1,0,1
425471,Jimmy Gobble,KCA,AL,31.67,0,2,1,39,91,31,5,27,23,1,2,7,1,0,39
425487,Todd Wellemeyer,SLN,NL,191.67,13,9,0,178,70,79,25,134,62,2,4,10,0,32,0
425492,Ryan Madson,PHI,NL,82.67,4,2,1,79,25,28,6,67,23,3,2,0,1,0,76
425507,Fernando Cabrera,BAL,AL,28.33,2,1,0,32,89,17,9,31,17,2,8,5,1,0,22
425510,Francisco Cruceta,DET,AL,11.67,0,3,0,13,5,7,2,11,10,2,2,2,1,0,13
425514,Heath Bell,SDN,NL,78,6,6,0,66,28,31,5,71,28,1,3,0,1,0,74
425528,Seth McClung,MIL,NL,105.33,6,6,0,93,80,47,10,87,55,3,4,5,0,12,25
425530,Brian Stokes,NYN,NL,33.33,1,0,1,35,41,13,5,26,8,5,0,2,0,1,23
425531,Doug Waechter,KCA,AL,63.33,4,2,0,63,31,26,7,46,21,4,2,3,0,0,48
425539,Hong-Chih Kuo,LAN,NL,80,5,3,1,60,30,19,4,96,21,1,0,6,0,3,39
425555,Daniel Cabrera,WAS,NL,180,8,10,0,199,29,105,24,95,90,1,3,2,1,30,0
425561,Chris Waters,BAL,AL,64.67,3,5,0,70,21,36,9,33,29,2,0,0,1,11,0
425562,Vinnie Chulk,CLE,AL,31.67,0,3,0,33,10,17,6,16,8,0,1,0,0,0,27
425606,Kiko Calero,FLO,NL,4.67,0,0,0,3,1,2,0,7,3,1,0,1,0,0,5
425628,Greg Aquino,CLE,AL,9.33,0,0,0,17,9,13,1,9,9,0,1,1,0,0,9
425629,Oscar Villarreal,KCA,AL,37.67,1,3,0,42,10,21,12,21,17,0,2,2,0,0,35
425630,Brandon Webb,ARI,NL,226.67,22,7,0,206,6,83,13,183,65,1,0,1,0,34,0
425646,Luis Ayala,MIN,AL,75.67,2,10,9,86,13,48,9,50,24,0,2,2,0,0,81
425647,D.J. Carrasco,CHA,AL,38.67,1,0,0,30,23,17,2,30,14,2,2,5,1,0,31
425656,Wilfredo Ledezma,WAS,NL,58.33,0,2,0,51,133,27,4,53,41,7,9,5,1,6,22
425657,Javier Lopez,BOS,AL,59.33,2,0,0,53,10,16,4,38,27,0,0,0,0,0,70
425658,Aquilino Lopez,DET,AL,78.67,4,1,0,86,29,31,9,61,22,2,3,6,0,0,48
425747,Jose Contreras,CHA,AL,121,7,6,0,130,33,61,12,70,35,2,4,8,0,20,0
425768,Angel Guzman,CHN,NL,9.67,0,0,0,10,48,6,1,10,4,2,2,1,0,1,5
425794,Adam Wainwright,SLN,NL,132,11,3,0,122,74,47,12,91,34,3,1,1,0,20,0
425818,Boof Bonser,MIN,AL,118.33,3,7,0,139,36,78,16,97,36,0,3,1,0,12,35
425827,Jeremy Bonderman,DET,AL,71.33,3,4,0,75,18,34,9,44,36,2,0,0,0,12,0
425840,Neal Cotts,CHN,NL,35.67,0,2,0,38,47,17,7,43,13,2,7,6,1,0,50
425844,Zack Greinke,KCA,AL,202.33,13,10,0,202,10,78,21,183,56,1,0,0,0,32,0
425848,Rich Harden,CHN,NL,148,10,2,0,96,59,34,11,181,61,7,1,3,0,25,0
425856,Gavin Floyd,CHA,AL,206.33,17,8,0,190,11,88,30,145,70,2,0,0,0,33,0
