mlbamID,playerName,team,league,IP,W,L,S,H,R,ER,HR,K,BB,IBB,HBP,WP,BK,G_SP,G_RP
458690,Chris Volstad,FLO,NL,84.33,6,4,0,76,6,27,3,52,36,0,1,0,0,14,1
458709,John Lannan,WAS,NL,182,9,15,0,172,8,79,23,117,72,0,1,0,1,31,0
458713,Kevin Slowey,MIN,AL,160.33,12,11,0,161,15,71,22,123,24,0,1,3,0,27,0
458730,Bobby Parnell,NYN,NL,5,0,0,0,3,29,3,0,3,2,0,2,2,0,0,6
458950,Philip Humber,MIN,AL,11.67,0,0,0,11,0,6,4,6,5,0,0,0,0,0,5
459371,Ramon Ramirez,CIN,NL,27,1,1,0,17,84,8,3,21,11,1,5,7,0,4,1
459376,Kelvin Jimenez,SLN,NL,24,0,0,0,28,29,15,5,11,15,3,5,0,0,0,15
459939,Mitchell Boggs,SLN,NL,34,3,2,0,42,86,28,5,13,22,1,13,2,0,6,2
459974,Jonathan Meloan,CLE,AL,2,0,0,0,0,92,0,0,2,1,5,3,5,1,0,2
460024,Luke Hochevar,KCA,AL,129,6,12,0,143,9,79,12,72,47,0,0,1,0,22,0
460029,Jensen Lewis,CLE,AL,66,0,4,13,68,84,28,8,52,27,1,3,3,1,0,51
460059,Mike Pelfrey,NYN,NL,200.67,13,11,0,209,14,83,12,110,64,2,3,0,0,32,0
460105,Greg Smith,COL,NL,190.33,7,16,0,169,36,88,21,111,87,2,2,0,1,32,0
460260,Scott Lewis,CLE,AL,24,4,0,0,20,1,7,4,15,6,0,0,0,0,4,0
460265,Jeremy Sowers,CLE,AL,121,4,9,0,141,5,75,18,64,39,0,0,1,0,22,0
460283,Jerry Blevins,OAK,AL,37.67,1,3,0,32,32,13,2,35,13,3,2,3,0,0,36
460284,Dallas Braden,OAK,AL,71.67,5,4,0,77,30,33,8,41,25,2,3,1,1,10,9
460349,Carlos Rosa,KCA,AL,3.33,0,0,0,3,18,1,0,3,0,1,0,4,0,0,2
460366,Rich Thompson,LAA,AL,2,0,0,0,4,6,5,0,1,2,0,1,0,0,0,2
460370,Rafael Perez,CLE,AL,76.33,4,4,2,67,20,30,8,86,23,1,4,0,0,0,73
460580,Chuck James,ATL,NL,29.67,2,5,0,36,22,30,10,22,20,3,4,2,0,7,0
460602,Dirk Hayhurst,TOR,AL,16.67,0,2,0,27,13,18,2,14,10,1,2,0,0,3,7
460639,Jailen Peguero,ARI,NL,9.33,0,0,0,9,5,5,0,5,4,1,0,1,0,0,7
460657,Doug Slaten,ARI,NL,32.33,0,3,0,33,0,17,4,20,14,0,0,0,0,0,45
460677,Cory Wade,LAN,NL,71.33,2,1,0,51,15,18,7,51,15,0,1,1,0,0,55
461212,Matt Palmer,LAA,AL,12.67,0,2,0,17,30,12,1,3,13,3,6,6,1,3,0
461325,Tyler Clippard,WAS,NL,10.33,1,1,0,12,34,5,2,8,7,1,3,1,0,2,0
461377,Neal Musser,KCA,AL,1,0,0,0,0,26,0,0,0,1,0,1,2,0,0,1
461766,Jose Arredondo,LAA,AL,61,10,2,0,42,18,11,3,55,22,1,2,0,0,0,52
461791,Carlos Marmol,CHN,NL,87.33,2,4,7,40,3,26,10,114,41,2,1,1,0,0,82
461829,Gio Gonzalez,OAK,AL,34,1,4,0,32,10,29,9,34,25,1,0,0,0,7,3
461833,Philip Hughes,NYA,AL,34,0,4,0,43,13,25,3,23,15,1,0,1,0,8,0
461836,Chris Lambert,DET,AL,20.67,1,2,0,31,13,13,3,15,7,1,2,0,0,3,5
461848,Jim Miller,BAL,AL,7.67,0,2,1,9,18,1,0,8,5,3,3,1,1,0,8
461862,Steven Register,COL,NL,10,0,0,0,13,4,10,4,8,6,0,1,0,0,0,10
461904,Chris Britton,SDN,NL,23,0,0,0,28,13,13,4,12,11,0,1,2,0,0,15
462136,Marco Estrada,WAS,NL,12.67,0,0,0,17,18,11,4,10,5,2,1,1,3,0,11
462382,Jim Johnson,BAL,AL,68.67,2,4,1,54,12,17,0,38,28,0,2,0,0,0,54
462522,Jeff Gray,OAK,AL,4.67,0,0,0,8,14,4,1,4,1,0,0,1,0,0,5
462945,Cesar Jimenez,SEA,AL,34.33,0,2,0,32,4,13,2,26,13,0,1,1,0,2,29
462985,Franklin Morales,COL,NL,25.33,1,2,0,28,6,18,2,9,17,0,1,0,0,5,0
462995,Rick VandenHurk,FLO,NL,14,1,1,0,20,29,12,1,20,10,3,1,1,0,4,0
463017,Shairon Martis,WAS,NL,20.67,1,3,0,18,13,13,5,23,12,1,6,1,1,4,1
464244,Alberto Arias,HOU,NL,21.67,1,1,0,23,20,10,1,13,10,6,2,0,0,2,13
465629,Edward Mujica,CLE,AL,38.67,3,2,0,46,5,29,5,27,10,0,0,1,0,0,33
465657,Joakim Soria,KCA,AL,67.33,2,3,42,39,41,12,5,66,19,4,2,1,0,0,63
466838,Juan Salas,CLE,AL,6.33,0,0,0,5,17,5,0,8,4,1,1,0,0,0,5
466918,Manuel Corpas,COL,NL,79.67,3,4,4,93,1,40,7,50,23,0,0,1,0,0,76
467683,Osiris Matos,SFN,NL,20.67,1,2,0,26,6,11,3,16,9,0,1,0,0,0,20
467726,Jose Mijares,MIN,AL,10.33,0,1,0,3,67,1,0,5,0,3,3,6,0,0,10
467761,Fernando Hernandez,OAK,AL,3,1,0,0,4,8,6,0,2,5,0,0,1,0,0,3
467785,Radhames Liz,BAL,AL,84.33,6,6,0,99,5,63,16,57,51,0,0,0,0,17,0
468402,Charlie Zink,BOS,AL,4.33,0,0,0,11,19,8,0,1,1,4,1,1,0,1,0
468962,Devern Hansack,BOS,AL,6.67,1,0,0,6,8,3,0,5,1,0,0,1,0,0,4
469164,Ehren Wassermann,CHA,AL,19.67,1,2,0,27,25,17,0,9,14,2,3,3,0,0,24
469686,Alfredo Aceves,NYA,AL,30,1,0,0,25,19,8,4,16,10,1,3,2,0,4,2
469735,Edwar Ramirez,NYA,AL,55.33,5,1,1,44,0,24,7,63,24,0,0,0,0,0,55
470462,Ramon Troncoso,LAN,NL,38,1,1,0,37,11,18,2,38,12,1,0,0,0,0,32
472490,Jae Kuk Ryu,SDN,NL,1.33,0,0,0,0,23,0,0,1,1,1,1,3,0,0,1
473560,Lance Broadway,CHA,AL,14,1,0,0,20,14,11,4,7,5,1,1,3,0,1,6
475022,Craig Hansen,PIT,NL,46.33,2,7,3,40,92,32,3,32,43,4,8,5,2,0,48
475416,Justin Masterson,BOS,AL,88.33,6,5,0,68,31,31,10,68,40,3,8,1,0,9,27
476206,Justin Thomas,SEA,AL,4,0,1,0,9,3,3,0,2,2,0,0,1,0,0,8
476601,Michael Bowden,BOS,AL,5,1,0,0,7,2,2,0,3,1,0,0,0,0,1,0
477003,Jonathon Niese,NYN,NL,14,1,1,0,20,11,11,2,11,8,0,0,0,0,3,0
477132,Clayton Kershaw,LAN,NL,107.67,5,5,0,109,51,51,11,100,52,3,1,7,0,21,1
488674,Burke Badenhop,FLO,NL,47.33,2,3,0,55,34,32,7,35,21,1,3,2,0,8,5
488984,Tommy Hunter,TEX,AL,11,0,2,0,23,20,20,4,9,3,0,1,0,0,3,0
489189,Josh Outman,OAK,AL,25.67,1,2,0,34,14,13,1,19,8,1,2,1,0,4,2
489265,Sergio Romo,SFN,NL,34,3,1,0,16,13,8,3,33,8,1,3,0,0,0,29
490063,Matt Garza,TBA,AL,184.67,11,9,0,170,83,76,19,128,59,2,6,3,2,30,0
491159,Joe Thatcher,SDN,NL,25.67,0,4,0,42,25,24,4,17,13,2,0,0,0,0,25
493131,Masahide Kobayashi,CLE,AL,55.67,4,5,6,65,30,28,8,35,14,2,1,4,0,0,57
493133,Hiroki Kuroda,LAN,NL,183.33,9,10,0,181,85,76,13,116,42,8,7,5,0,31,0
493137,Daisuke Matsuzaka,BOS,AL,167.67,18,3,0,128,58,54,12,154,94,1,7,5,0,29,0
493161,Yasuhiko Yabuta,KCA,AL,37.67,1,3,0,41,21,20,6,25,17,0,0,1,0,0,31
493247,Peter Moylan,ATL,NL,5.67,0,1,1,5,1,1,1,5,1,0,1,0,0,0,7
493416,Takashi Saito,BOS,AL,47,4,4,18,40,14,13,1,60,16,3,2,1,0,0,45
499107,Francisley Bueno,ATL,NL,2.33,0,0,0,5,2,2,1,1,1,0,0,0,0,0,1
501874,Kameron Mickolio,BAL,AL,7.67,0,1,0,8,5,5,0,8,4,0,0,2,0,0,9
501925,Joe Smith,CLE,AL,63.33,6,3,0,51,28,25,4,52,31,4,4,1,0,0,82
501955,Joba Chamberlain,NYA,AL,100.33,4,3,0,87,32,29,5,118,39,3,2,4,2,12,30
502085,David Robertson,NYA,AL,30.33,4,0,0,29,18,18,3,36,15,2,0,6,0,0,25
502158,Josh Roenicke,CIN,NL,3,0,0,0,6,3,3,0,6,2,0,1,0,0,0,5
502165,Andrew Carpenter,PHI,NL,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
502188,Jeff Samardzija,CHN,NL,27.67,1,0,1,24,12,7,0,25,15,2,1,2,0,0,26
502609,Danny Herrera,CIN,NL,7.33,0,0,0,10,7,6,1,8,3,2,2,0,0,0,7
503285,Darren O'Day,NYN,NL,43.33,0,1,0,49,24,22,2,29,14,6,4,1,0,0,30
506429,Kazuo Fukumori,TEX,AL,4,0,0,0,11,9,9,2,1,4,1,0,2,0,0,4
506432,Kei Igawa,NYA,AL,4,0,1,0,13,6,6,0,0,0,0,0,0,0,1,1
506606,Hideki Okajima,BOS,AL,62,3,2,1,49,18,18,6,60,23,1,1,2,0,0,64
506648,Yoslan Herrera,PIT,NL,18.33,1,1,0,35,20,20,1,10,12,0,1,1,0,5,0
