mlbamID,playerName,team,league,defaultPos,age,AB,R,H,2B,3B,HR,BB,HBP,SF,SH,RBI,SO,SB,CS,G_C,G_1B,G_2B,G_3B,G_SS,G_LF,G_CF,G_RF,G_OF
110029,Bobby Abreu,LAA,AL,,35,589,105,161,38,4,17,88,3,5,1,100,123,22,8,0,0,0,0,0,0,0,150,150
110189,Moises Alou,,,,42,254,34,78,14,1,12,23,2,3,0,44,26,2,1,0,0,0,0,0,13,0,0,13
110236,Garret Anderson,ATL,NL,,37,523,66,146,29,2,15,32,1,6,0,84,76,3,2,0,0,0,0,0,82,0,0,82
110383,Rich Aurilia,SFN,NL,,37,404,45,113,22,1,11,32,2,3,1,54,55,1,0,0,82,1,63,0,0,0,0,0
110385,Brad Ausmus,LAN,NL,,40,333,29,77,13,1,3,35,4,2,6,32,61,3,2,77,2,1,1,0,0,0,0,0
110870,Gary Bennett,,,,37,135,10,32,5,0,3,11,1,2,2,17,20,0,0,10,0,0,0,0,0,0,0,0
111072,Henry Blanco,SDN,NL,,37,162,17,43,7,0,4,10,1,1,3,20,26,0,0,45,1,0,0,0,0,0,0,0
111213,Aaron Boone,HOU,NL,,35,296,34,72,15,1,8,23,7,3,2,38,60,2,2,0,54,1,16,0,0,0,0,0
111548,Emil Brown,SDN,NL,,34,441,53,107,20,2,12,35,4,6,0,71,81,6,2,0,1,0,0,0,65,1,55,100
111851,Orlando Cabrera,OAK,AL,,34,625,95,169,33,2,8,49,3,9,3,65,67,18,4,0,0,0,0,161,0,0,0,0
111867,Miguel Cairo,PHI,NL,,35,245,29,57,14,2,1,18,3,2,6,26,34,8,2,0,70,5,19,1,2,0,1,3
111904,Mike Cameron,MIL,NL,,36,496,75,127,32,5,23,63,6,3,1,73,141,17,5,0,0,0,0,0,0,119,0,119
112077,Raul Casanova,NYN,NL,,36,206,21,54,11,1,6,16,1,1,0,26,31,0,0,13,0,0,0,0,0,0,0,0
112087,Sean Casey,,,,34,362,38,104,25,0,4,31,4,2,0,41,40,1,1,0,45,0,0,0,0,0,0,0
112116,Luis Castillo,NYN,NL,,33,494,70,134,16,4,3,59,1,3,10,42,47,16,5,0,0,81,0,0,0,0,0,0
112128,Juan Castro,LAN,NL,,37,211,19,48,9,1,3,12,1,2,3,21,34,0,1,0,0,2,5,57,0,0,0,0
112131,Frank Catalanotto,TEX,AL,,35,347,46,92,27,1,6,33,8,2,4,40,40,1,2,0,33,0,0,0,26,0,0,26
112223,Raul Chavez,TOR,AL,,36,233,20,56,11,1,4,10,2,1,2,23,17,0,0,35,0,0,0,0,0,0,0,0
112316,Tony Clark,ARI,NL,,37,207,20,48,7,0,9,27,1,2,0,43,58,0,0,0,26,0,0,0,0,0,0,0
112736,Craig Counsell,MIL,NL,,38,333,42,77,15,1,3,43,6,2,3,26,51,8,3,0,0,19,38,24,0,0,0,0
113028,Johnny Damon,NYA,AL,,35,564,100,156,29,4,16,62,2,3,2,71,84,22,6,0,1,0,0,0,87,34,0,113
113232,Carlos Delgado,NYN,NL,,37,555,81,151,32,1,30,68,10,8,0,109,119,1,0,0,154,0,0,0,0,0,0,0
113240,David Dellucci,CLE,AL,,35,300,43,71,16,3,11,30,6,3,0,41,72,2,2,0,0,0,0,0,56,0,0,56
113660,Ray Durham,,,,37,444,64,116,28,2,13,57,3,4,1,65,69,7,3,0,0,95,0,0,0,0,0,0
113679,Jermaine Dye,CHA,AL,,35,549,89,148,34,2,28,47,6,5,0,90,111,4,2,0,0,0,0,0,0,0,151,151
113702,Damion Easley,,,,39,263,29,69,9,2,7,21,6,2,2,37,42,1,1,0,4,64,1,8,7,0,0,7
113744,Jim Edmonds,,,,39,375,56,96,20,2,15,53,1,4,1,59,99,2,2,0,0,0,0,0,0,103,0,103
113889,Darin Erstad,HOU,NL,,35,324,41,82,16,1,4,23,2,2,3,32,59,4,2,0,12,0,0,0,56,40,6,88
114031,Sal Fasano,COL,NL,,37,181,18,39,8,1,5,10,7,1,2,18,42,0,0,15,1,0,0,0,0,0,0,0
114260,Cliff Floyd,SDN,NL,,36,321,42,82,15,1,13,35,7,3,0,51,61,3,0,0,0,0,0,0,0,0,0,0
114596,Nomar Garciaparra,OAK,AL,,35,332,42,91,17,1,10,27,3,3,0,54,30,2,1,0,8,0,11,31,0,0,0,0
114739,Jason Giambi,OAK,AL,,38,407,65,97,17,0,24,72,16,5,0,82,99,2,0,0,113,0,0,0,0,0,0,0
114789,Brian Giles,SDN,NL,,38,548,72,155,34,2,13,81,3,4,0,75,61,5,4,0,0,0,0,0,0,2,144,144
114909,Chris Gomez,BAL,AL,,38,205,23,59,11,0,2,13,1,2,3,22,28,1,1,0,5,18,20,13,0,0,0,0
115017,Tony Graffanino,,,,37,258,35,68,14,1,5,25,3,1,2,30,41,2,2,,,,,,,,,
115135,Ken Griffey Jr.,SEA,AL,,39,490,73,130,24,1,18,65,2,6,0,76,98,2,1,0,0,0,0,0,0,32,91,123
115210,Mark Grudzielanek,,,,39,441,59,126,27,3,5,23,5,3,2,43,63,2,2,0,0,85,0,0,0,0,0,0
115223,Vladimir Guerrero,LAA,AL,,33,561,87,169,34,2,29,56,6,5,0,106,70,7,3,0,0,0,0,0,0,0,99,99
115229,Jose Guillen,KCA,AL,,33,514,64,138,32,2,19,29,12,5,0,82,97,2,1,0,0,0,0,0,45,0,67,109
115608,Scott Hatteberg,CIN,NL,,39,287,37,81,16,1,5,38,2,3,1,34,33,1,1,0,16,0,0,0,0,0,0,0
115732,Todd Helton,COL,NL,,35,454,74,133,32,1,12,85,3,4,0,59,67,1,1,0,81,0,0,0,0,0,0,0
116338,Torii Hunter,LAA,AL,,33,546,84,149,34,2,25,46,6,3,0,87,103,16,6,0,0,0,0,0,0,137,0,137
116380,Raul Ibanez,PHI,NL,,37,610,83,171,36,5,23,63,3,6,0,111,105,2,3,0,0,0,0,0,153,0,0,153
116539,Derek Jeter,NYA,AL,,35,617,101,183,32,4,12,58,11,3,6,75,100,15,6,0,0,0,0,148,0,0,0,0
116662,Andruw Jones,TEX,AL,,32,448,65,104,20,2,23,57,7,6,0,79,110,4,2,0,0,0,0,0,0,66,0,66
116706,Chipper Jones,ATL,NL,,37,449,86,152,31,2,22,81,1,4,0,84,68,4,1,0,0,0,115,0,0,0,0,0
116974,Jason Kendall,MIL,NL,,35,521,54,131,26,1,3,47,12,3,5,49,50,6,4,149,0,0,0,0,0,0,0,0
116999,Jeff Kent,,,,41,464,60,131,27,2,16,44,7,4,0,73,65,1,2,0,1,116,0,0,0,0,0,0
117244,Paul Konerko,CHA,AL,,33,518,78,133,26,1,24,70,6,5,0,82,97,1,0,0,116,0,0,0,0,0,0,0
117276,Mark Kotsay,BOS,AL,,33,414,49,110,28,2,6,35,1,3,2,47,46,3,3,0,6,0,0,0,0,84,19,103
117601,Derrek Lee,CHN,NL,,33,507,83,153,34,2,18,63,3,4,0,73,101,7,3,0,153,0,0,0,0,0,0,0
117928,Mark Loretta,LAN,NL,,37,422,47,119,21,1,4,42,5,4,2,45,43,2,1,0,2,46,17,5,0,0,0,0
119811,Trot Nixon,MIL,NL,,34,327,44,83,18,0,10,49,3,3,0,46,56,1,1,0,0,0,0,0,6,0,5,10
119853,Greg Norton,ATL,NL,,36,253,35,69,14,0,9,38,1,1,1,38,58,1,2,0,11,0,0,0,25,0,2,26
119865,Abraham Nunez,NYN,NL,,32,489,57,113,19,1,7,55,2,2,5,51,57,4,1,0,0,0,0,0,0,0,0,0
120044,Magglio Ordonez,DET,AL,,35,550,83,168,36,1,21,54,3,5,0,103,79,2,3,0,0,0,0,0,0,0,135,135
120074,David Ortiz,BOS,AL,,33,513,103,145,36,1,37,96,3,4,0,108,100,2,0,0,0,0,0,0,0,0,0,0
120416,Tomas Perez,HOU,NL,,35,332,33,76,15,1,2,17,1,3,4,28,38,1,2,0,0,5,1,0,0,0,0,0
120691,Jorge Posada,NYA,AL,,37,371,54,105,25,1,12,53,5,3,0,62,74,1,0,30,7,0,0,0,0,0,0,0
120903,Manny Ramirez,LAN,NL,,37,512,89,154,27,1,32,88,8,6,0,111,110,1,0,0,0,0,0,0,119,0,0,119
121074,Edgar Renteria,SFN,NL,,33,536,84,153,28,2,11,47,1,3,4,60,78,9,3,0,0,0,0,138,0,0,0,0
121347,Alex Rodriguez,NYA,AL,,33,554,116,161,29,1,37,80,14,5,0,120,126,17,4,0,0,0,131,0,0,0,0,0
121358,Ivan Rodriguez,HOU,NL,,37,476,56,130,26,2,10,21,2,3,2,52,82,6,2,112,0,0,0,0,0,0,0,0
121409,Scott Rolen,TOR,AL,,34,416,61,107,30,1,13,42,7,5,0,61,65,4,2,0,0,0,115,0,0,0,0,0
122027,Richie Sexson,,,,34,429,53,98,22,0,23,55,3,3,0,71,116,1,0,0,92,0,0,0,0,0,0,0
122111,Gary Sheffield,DET,AL,,39,410,68,102,15,0,16,56,6,3,0,62,71,10,3,0,0,0,0,0,6,0,0,6
122644,Matt Stairs,PHI,NL,,41,361,51,94,19,1,15,41,4,3,0,55,84,1,1,0,0,0,0,0,9,0,10,19
122784,Shannon Stewart,TOR,AL,,35,346,41,92,14,1,6,30,3,2,1,33,42,5,2,0,0,0,0,0,40,0,0,40
123040,Mark Sweeney,,,,38,178,19,42,9,1,3,22,2,1,1,22,42,1,0,0,2,0,0,0,1,0,0,1
123041,Mike Sweeney,SEA,AL,,35,255,26,62,15,0,8,19,4,3,0,38,34,1,0,0,13,0,0,0,0,0,0,0
123107,Fernando Tatis,NYN,NL,,34,423,53,110,22,2,16,43,5,2,1,62,45,1,0,0,6,0,4,0,51,0,39,71
123173,Miguel Tejada,HOU,NL,,35,603,85,174,34,2,17,36,8,4,1,81,74,5,3,0,0,0,0,157,0,0,0,0
123245,Frank Thomas,,,,41,367,47,93,14,0,20,56,4,3,0,67,73,0,0,0,0,0,0,0,0,0,0,0
123272,Jim Thome,CHA,AL,,38,454,88,113,22,0,25,84,5,4,0,86,135,1,0,0,0,0,0,0,0,0,0,0
123609,Javier Valentin,WAS,NL,,33,202,21,54,12,0,5,19,1,2,0,29,32,0,0,17,11,0,4,0,0,0,0,0
123660,Jason Varitek,BOS,AL,,37,425,50,100,20,1,15,58,5,3,0,54,111,1,1,131,0,0,0,0,0,0,0,0
123689,Jorge Velandia,CLE,AL,,34,406,40,90,16,1,5,28,3,1,6,32,46,1,0,0,0,2,0,4,0,0,0,0
123723,Jose Vidro,,,,34,416,47,112,20,0,8,39,1,4,2,51,48,1,0,0,9,0,0,0,0,0,0,0
123744,Omar Vizquel,TEX,AL,,42,447,52,114,17,3,3,40,2,3,12,42,46,12,6,0,0,0,0,84,0,0,0,0
124693,Dmitri Young,WAS,NL,,34,297,33,85,18,1,10,30,2,2,0,41,56,1,0,0,38,0,0,0,0,0,0,0
124748,Gregg Zaun,BAL,AL,,38,318,39,75,18,0,8,44,2,4,2,44,52,1,1,79,0,0,0,0,0,0,0,0
132660,Jolbert Cabrera,BAL,AL,,36,306,36,78,19,3,6,17,7,3,2,31,51,4,1,0,0,3,3,9,17,0,3,20
132720,Paul Bako,CHN,NL,,37,216,19,47,7,1,3,23,1,1,2,20,62,0,1,96,0,0,0,0,0,0,0,0
132788,Kevin Millar,TOR,AL,,37,487,67,119,25,0,14,69,7,4,0,64,86,1,1,0,130,0,0,0,0,0,0,0
132880,Daryle Ward,CIN,NL,,34,172,20,46,12,0,6,22,1,2,0,26,33,0,1,0,13,0,0,0,6,0,3,9
132961,Geoff Jenkins,PHI,NL,,34,405,48,109,23,1,15,36,7,4,0,54,105,2,1,0,0,0,0,0,0,0,90,90
133120,Jason Wood,FLO,NL,,38,307,33,67,12,0,3,21,3,1,2,35,50,1,0,0,0,0,0,0,0,0,0,0
133140,Scott McClain,SFN,NL,,37,452,64,119,25,0,18,45,2,2,0,75,45,2,1,0,4,0,4,0,0,0,0,0
133160,Randy Winn,SFN,NL,,35,590,79,170,39,2,13,51,4,6,3,63,86,16,4,0,0,0,0,0,15,10,133,150
133226,Mike Redmond,MIN,AL,,38,201,19,57,10,0,1,10,4,2,1,27,20,0,0,30,0,0,0,0,0,0,0,0
133321,Alex Cora,NYN,NL,,33,219,27,53,9,3,2,15,8,1,4,17,26,3,1,0,0,7,0,69,0,0,0,0
133380,Aramis Ramirez,CHN,NL,,31,540,88,161,38,2,27,57,8,6,0,101,78,1,1,0,0,0,147,0,0,0,0,0
134001,Paul Lo Duca,,,,37,366,42,105,20,1,5,25,6,4,3,40,28,2,0,26,17,0,0,0,5,0,0,5
134002,Ramon Martinez,,,,35,189,18,46,8,0,2,16,1,3,2,25,23,1,0,0,0,5,0,0,0,0,0,0
134181,Adrian Beltre,SEA,AL,,30,584,76,150,34,2,24,46,4,4,0,89,102,9,3,0,0,0,139,0,0,0,0,0
134260,Bengie Molina,SFN,NL,,34,489,43,138,24,0,17,20,5,6,1,78,48,0,1,136,0,0,0,0,0,0,0,0
134341,Jay Payton,,,,36,429,55,111,19,4,9,24,2,3,2,52,52,6,2,0,0,0,0,0,71,38,4,108
135783,Ramon Castro,NYN,NL,,33,175,21,45,9,0,8,17,1,2,1,30,44,0,0,47,0,0,0,0,0,0,0,0
135784,Placido Polanco,DET,AL,,33,547,86,165,29,2,7,32,8,4,4,58,37,5,2,0,0,141,0,0,0,0,0,0
136267,Troy Glaus,SLN,NL,,32,501,72,133,27,1,26,79,4,4,0,91,114,1,1,0,4,0,146,0,0,0,0,0
136500,Wes Helms,FLO,NL,,33,263,26,70,16,1,6,21,5,5,2,38,61,0,1,0,42,0,60,0,1,0,0,1
136660,Mark DeRosa,CLE,AL,,34,472,80,134,28,3,14,54,7,5,2,69,96,3,1,0,1,95,22,1,27,0,38,59
136664,Michael Barrett,TOR,AL,,32,280,27,70,14,1,8,22,2,3,1,39,41,1,1,30,0,0,0,0,0,0,0,0
136722,Carlos Guillen,DET,AL,,33,481,78,138,30,3,14,57,3,5,1,69,78,11,6,0,24,0,89,0,2,0,0,2
136724,Marlon Anderson,NYN,NL,,35,206,26,51,11,1,5,17,1,3,3,28,37,3,2,0,6,1,0,0,25,0,0,25
136767,Eric Chavez,OAK,AL,,31,330,43,80,20,1,15,39,1,3,0,50,70,2,1,0,0,0,15,0,0,0,0,0
136770,J.D. Drew,BOS,AL,,33,417,80,112,27,4,16,75,3,5,0,66,90,3,2,0,0,0,0,0,0,1,106,106
136780,Mike Lowell,BOS,AL,,35,516,71,140,36,1,19,45,4,7,0,82,68,2,2,0,0,0,110,0,0,0,0,0
136860,Carlos Beltran,NYN,NL,,32,566,102,158,36,4,29,81,2,7,2,111,101,21,3,0,0,0,0,0,0,158,0,158
137002,Gabe Kapler,TBA,AL,,33,204,29,56,13,1,6,15,2,1,1,29,33,2,1,0,0,0,0,0,17,36,14,66
137006,Doug Mientkiewicz,LAN,NL,,35,281,35,76,20,1,5,33,3,3,2,37,38,1,0,0,37,0,33,0,0,0,10,10
137140,Russell Branyan,SEA,AL,,33,249,34,60,13,0,16,38,2,1,1,38,86,2,0,0,5,0,35,0,0,0,0,0
150020,Jerry Hairston,CIN,NL,,33,279,43,75,17,2,6,22,4,2,8,31,41,9,3,0,0,7,1,36,24,17,12,42
150021,Darnell McDonald,,,,30,446,51,108,23,2,8,34,3,3,1,52,44,6,1,,,,,,,,,
150029,Jayson Werth,PHI,NL,,30,368,60,100,16,3,15,53,4,2,1,57,103,12,1,0,0,0,0,0,28,31,88,125
150040,Jose Molina,NYA,AL,,34,244,24,55,14,0,4,11,3,2,6,22,51,1,0,97,1,0,0,0,0,0,0,0
150061,Julio Lugo,BOS,AL,,33,431,58,110,26,2,6,42,3,4,5,43,70,21,6,0,0,0,0,81,1,0,0,1
150071,Ronnie Belliard,WAS,NL,,32,449,51,126,28,1,13,36,3,3,4,59,71,3,2,0,33,29,31,5,0,0,0,0
150089,Michel Hernandez,TBA,AL,,30,255,26,59,9,1,3,17,2,0,1,20,22,0,1,4,0,0,0,0,0,0,0,0
150093,Alfonso Soriano,CHN,NL,,31,552,96,158,36,2,33,46,5,4,1,77,127,22,7,0,0,1,0,0,108,0,0,108
150100,Pat Burrell,TBA,AL,,32,506,77,131,28,2,26,102,3,6,0,91,131,0,0,0,0,0,0,0,155,0,0,155
150134,Toby Hall,HOU,NL,,33,215,15,53,9,0,4,10,2,2,1,19,24,0,1,37,0,0,0,0,0,0,0,0
150137,Paul Hoover,PHI,NL,,33,214,21,45,10,1,4,16,2,1,1,21,37,1,1,13,0,0,0,0,0,0,0,0
150148,Rod Barajas,TOR,AL,,33,310,39,74,18,0,10,21,5,2,2,40,52,0,0,98,4,0,0,0,0,0,0,0
150178,Jason LaRue,SLN,NL,,35,215,21,43,10,0,6,22,7,2,4,26,53,1,0,57,3,0,0,0,0,0,0,0
150212,Michael Cuddyer,MIN,AL,,30,430,62,111,25,4,13,47,6,3,0,69,86,5,1,0,2,0,0,0,0,1,58,58
150217,Cristian Guzman,WAS,NL,,31,425,53,127,22,5,7,22,3,3,2,40,51,4,3,0,0,0,0,136,0,0,0,0
150218,Jacque Jones,CIN,NL,,34,358,44,90,18,1,10,31,3,3,2,49,72,5,2,0,0,0,0,0,27,5,3,34
150224,Chad Moeller,,,,34,196,21,41,9,0,4,13,3,1,1,20,36,0,0,33,2,0,3,0,0,0,0,0
150229,A.J. Pierzynski,CHA,AL,,32,505,64,135,26,1,12,23,8,3,2,56,71,1,1,131,0,0,0,0,0,0,0,0
150244,Jason Tyner,HOU,NL,,32,340,42,91,13,2,2,26,4,1,4,23,27,7,2,0,0,0,0,0,1,0,0,1
150268,Pedro Feliz,PHI,NL,,32,523,59,131,26,3,19,34,1,4,2,72,79,1,1,0,0,0,129,1,0,0,0,0
150275,Yorvit Torrealba,COL,NL,,30,288,32,73,18,1,6,20,5,2,5,35,56,2,2,67,0,0,0,0,0,0,0,0
150286,Mike Lamb,MIL,NL,,33,316,40,81,15,2,7,27,1,5,0,43,47,1,1,0,9,0,56,0,0,0,0,0
150289,Carlos Pena,TBA,AL,,31,451,71,111,22,1,31,82,9,6,0,91,118,1,1,0,132,0,0,0,0,0,0,0
150317,Joe Crede,MIN,AL,,31,362,45,90,18,1,15,25,4,4,0,54,49,0,2,0,0,0,97,0,0,0,0,0
150324,Carlos Lee,HOU,NL,,33,550,79,165,34,1,28,49,3,9,0,109,64,9,3,0,0,0,0,0,110,0,0,110
150348,John McDonald,TOR,AL,,34,259,28,59,12,1,2,14,2,2,7,25,39,5,2,0,0,1,4,67,0,0,0,0
150353,Dave Roberts,SFN,NL,,37,333,50,92,15,5,3,41,1,2,4,27,50,19,5,0,0,0,0,0,32,0,0,32
150367,Pablo Ozuna,,,,34,146,18,39,7,2,2,7,2,0,3,12,16,4,3,0,0,37,17,4,2,0,0,2
150396,Milton Bradley,CHN,NL,,31,341,60,102,20,1,17,56,5,3,1,55,77,6,2,0,0,0,0,0,1,0,19,20
150398,Geoff Blum,HOU,NL,,36,327,33,84,19,1,8,26,2,5,1,42,54,1,1,0,5,8,75,4,0,0,0,0
150411,Brian Schneider,NYN,NL,,32,385,31,97,16,1,8,45,2,4,4,50,58,1,1,109,0,0,0,0,0,0,0,0
150415,Brad Wilkerson,,,,32,348,44,79,18,2,12,45,2,4,3,48,99,4,4,0,4,0,0,0,29,5,64,93
150416,Danny Ardoin,LAN,NL,,34,182,18,38,8,0,3,15,4,1,2,15,34,1,0,24,0,0,0,0,0,0,0,0
150421,Ramon Hernandez,CIN,NL,,33,506,57,125,24,1,13,39,7,5,1,74,79,1,1,127,2,0,0,0,0,0,0,0
150439,Gary Matthews Jr.,LAA,AL,,34,502,72,127,26,4,14,50,3,4,0,62,100,10,4,0,0,0,0,0,37,31,43,106
150449,Rick Ankiel,SLN,NL,,29,476,69,126,22,2,29,40,4,5,1,86,79,2,1,0,0,0,0,0,17,89,1,106
150456,Adam Kennedy,TBA,AL,,33,366,40,97,17,3,3,28,3,3,2,38,52,9,4,0,3,84,0,0,1,0,9,10
150472,Ryan Freel,BAL,AL,,33,292,45,78,16,2,3,29,5,1,3,19,52,17,7,0,0,3,4,0,13,23,5,34
150479,Felipe Lopez,ARI,NL,,29,556,74,150,27,3,10,56,3,4,5,55,104,20,9,0,1,101,13,13,16,0,1,17
150482,Josh Phelps,SFN,NL,,31,364,53,102,19,2,17,33,6,2,0,61,67,1,1,0,4,0,0,0,3,0,2,5
150484,Vernon Wells,TOR,AL,,30,539,75,143,30,2,20,44,3,7,0,87,75,8,3,0,0,0,0,0,0,100,0,100
204020,Lance Berkman,HOU,NL,,33,542,97,162,33,2,29,96,6,5,0,108,109,9,3,0,152,0,0,0,0,0,0,0
206551,Melvin Mora,BAL,AL,,37,534,79,144,26,2,16,46,9,5,4,82,84,6,4,0,0,0,124,1,0,0,0,0
209315,David Newhan,,,,34,253,34,67,12,2,8,18,2,2,1,33,45,5,1,0,0,28,0,0,2,0,0,2
217100,Willie Bloomquist,KCA,AL,,31,214,31,55,5,1,2,21,2,1,2,16,38,11,3,0,0,7,1,12,8,23,13,43
232694,Casey Blake,LAN,NL,,35,520,71,134,32,2,20,49,9,5,2,74,117,4,2,0,29,1,133,1,0,0,0,0
236155,Robinson Cancel,NYN,NL,,33,191,19,46,10,1,4,12,1,2,2,22,14,2,1,15,0,0,0,0,0,0,0,0
275930,David Eckstein,SDN,NL,,34,439,54,119,22,1,4,32,11,4,7,33,36,6,3,0,0,24,0,57,0,0,0,0
276054,Brady Clark,NYN,NL,,35,238,30,65,11,1,3,23,7,2,3,23,31,2,3,0,0,0,0,0,2,0,2,4
276055,Adam Dunn,WAS,NL,,29,532,95,131,25,1,34,113,7,4,0,94,171,5,1,0,19,0,0,0,119,0,23,141
276346,Brandon Inge,DET,AL,,32,473,62,109,23,2,15,47,8,4,5,66,121,6,3,60,0,0,51,0,2,13,0,13
276354,Matt Treanor,DET,AL,,33,202,18,49,8,0,3,21,4,2,3,23,44,1,0,65,0,0,0,0,0,0,0,0
276361,Adam Everett,DET,AL,,32,309,31,70,15,2,4,20,3,3,6,35,46,5,3,0,0,1,0,44,0,0,0,0
276372,Luis Rivas,,,,29,272,30,63,10,2,5,19,2,1,2,26,17,2,1,0,0,29,1,31,0,0,0,0
276376,Nick Johnson,WAS,NL,,30,301,48,83,25,1,13,65,8,2,1,49,60,3,2,0,35,0,0,0,0,0,0,0
276377,Wily Mo Pena,WAS,NL,,27,268,29,65,11,1,10,19,3,2,0,33,79,1,1,0,0,0,0,0,54,0,0,54
276519,Jimmy Rollins,PHI,NL,,30,639,109,181,38,14,16,55,5,5,2,71,72,36,4,0,0,0,0,132,0,0,0,0
276545,Michael Young,TEX,AL,,32,650,96,191,39,1,12,51,3,5,0,86,103,9,2,0,0,0,0,152,0,0,0,0
276547,Dewayne Wise,CHA,AL,,31,346,54,90,18,6,13,26,5,2,6,35,50,13,5,0,0,0,0,0,24,23,6,46
279566,Nathan Haynes,TEX,AL,,29,282,30,69,9,2,3,18,2,1,3,26,40,7,2,0,0,0,0,0,2,2,15,18
279577,Rafael Furcal,LAN,NL,,31,439,71,126,22,7,9,47,1,2,2,42,59,20,7,0,0,0,0,36,0,0,0,0
279827,Humberto Quintero,HOU,NL,,29,265,26,66,12,1,4,11,4,0,4,26,30,0,1,59,0,0,0,0,0,0,0,0
279913,Corey Patterson,WAS,NL,,29,438,61,106,21,3,11,22,3,3,8,41,80,26,9,0,0,0,0,0,0,124,0,124
280061,Corky Miller,CHA,NL,,33,168,20,36,7,0,6,18,5,1,1,22,17,0,0,29,0,0,0,0,0,0,0,0
282597,Adam Melhuse,TEX,AL,,37,141,14,35,9,0,3,13,1,1,0,15,38,0,0,10,0,0,2,0,0,0,0,0
283051,Johnny Estrada,,,,33,308,27,82,15,0,6,12,3,4,1,41,32,0,0,14,0,0,0,0,0,0,0,0
285068,Cody Ransom,NYA,AL,,32,462,66,106,24,1,20,45,4,2,2,65,66,3,2,0,19,2,4,9,0,0,0,0
285078,Josh Hamilton,TEX,AL,,28,507,83,145,28,2,24,52,6,6,0,92,100,6,2,0,0,0,0,0,0,111,34,141
285131,Cesar Izturis,BAL,AL,,29,363,37,94,12,2,1,25,4,1,3,24,28,11,5,0,0,0,8,130,0,0,0,0
291565,Eric Byrnes,ARI,NL,,33,435,67,112,24,2,13,35,6,2,1,52,73,19,4,0,0,0,0,0,51,1,0,51
294558,Xavier Nady,NYA,AL,,30,479,62,133,26,1,21,32,10,3,1,75,94,2,1,0,3,0,0,0,46,0,89,134
324432,Augie Ojeda,ARI,NL,,34,256,31,63,10,1,2,27,6,2,6,21,19,1,0,0,0,44,28,22,0,0,0,0
325392,Scott Podsednik,COL,NL,,33,332,52,91,18,3,2,31,3,2,4,24,54,21,9,0,0,0,0,0,10,36,1,45
333292,Jack Wilson,PIT,NL,,31,454,50,126,24,2,8,29,6,4,8,41,48,3,3,0,0,0,0,80,0,0,0,0
333492,Aubrey Huff,BAL,AL,,32,549,77,152,35,3,20,50,4,6,0,85,83,3,1,0,24,0,33,0,0,0,0,0
334393,Juan Pierre,LAN,NL,,31,561,71,161,20,9,2,32,6,2,11,39,38,45,14,0,0,0,0,0,84,18,0,93
340192,Marco Scutaro,TOR,AL,,33,425,59,108,20,2,7,47,3,5,4,49,59,5,2,0,3,50,41,56,3,0,0,3
340393,Ross Gload,KCA,AL,,33,294,34,80,16,2,5,17,2,4,1,35,34,3,2,0,111,0,0,0,8,0,3,11
346795,Endy Chavez,SEA,AL,,31,258,30,73,12,3,2,18,0,2,8,24,29,6,2,0,0,0,0,0,54,10,60,120
346857,Nick Punto,MIN,AL,,31,420,50,104,19,4,2,43,1,3,6,34,74,14,6,0,0,26,12,61,0,3,0,3
346859,Jason Michaels,HOU,NL,,33,338,46,84,17,1,8,33,3,4,2,48,69,4,3,0,0,0,0,0,34,8,43,81
346874,Juan Uribe,SFN,NL,,29,439,51,102,22,3,13,26,3,4,7,57,87,2,4,0,0,51,57,4,0,0,0,0
348563,Morgan Ensberg,TBA,AL,,33,325,48,73,14,1,13,54,2,2,2,44,83,1,3,0,7,0,21,0,0,0,0,0
400018,Miguel Olivo,KCA,AL,,30,379,39,93,21,2,14,11,4,2,1,50,97,4,1,58,0,0,0,0,0,0,0,0
400023,Aaron Rowand,SFN,NL,,31,538,72,154,36,1,15,39,17,4,2,70,113,6,4,0,0,0,0,0,0,149,0,149
400073,Oscar Salazar,BAL,AL,1B,31,522,72,145,34,2,17,36,1,5,1,82,46,3,2,0,10,0,7,1,0,0,0,0
400083,Andres Torres,SFN,NL,OF,31,371,55,93,17,5,7,34,3,2,7,32,46,8,1,,,,,,,,,
400085,Ichiro Suzuki,SEA,AL,,35,677,101,206,21,8,8,49,4,3,3,57,74,34,5,0,0,0,0,0,0,69,91,160
400090,Alex Cintron,WAS,NL,,30,251,28,66,9,2,4,12,2,1,2,29,36,3,2,0,2,7,8,45,0,0,0,0
400091,Jack Cust,OAK,AL,,30,470,75,112,21,0,28,112,2,4,0,81,135,0,1,0,0,0,0,0,78,0,5,83
400098,Travis Hafner,CLE,AL,,32,399,64,105,24,1,21,71,6,3,0,76,94,1,1,0,0,0,0,0,0,0,0,0
400120,Chris Coste,PHI,NL,,36,322,34,84,18,0,8,18,7,1,2,44,40,0,1,78,1,0,0,0,0,0,0,0
400121,Victor Martinez,CLE,AL,,30,462,60,132,30,0,14,53,4,6,0,75,64,0,0,55,10,0,0,0,0,0,0,0
400134,Eric Hinske,PIT,NL,,31,326,47,77,18,1,15,41,3,1,0,47,83,5,2,0,11,0,8,0,40,0,49,89
400136,Jason Smith,HOU,NL,,31,303,32,69,13,3,9,14,2,2,2,33,81,2,1,0,1,9,5,0,1,0,0,1
400140,Wilson Betemit,CHA,AL,,26,276,36,70,16,0,12,26,1,2,2,40,76,1,1,0,36,3,21,14,0,0,0,0
