mlbamID,playerName,team,league,defaultPos,G_SP,G_RP,IP,W,L,S,H,R,ER,HR,K,BB,HBP
453646,Carlos Villanueva,TOR,AL,RP,0,50,63,3,4,1,62,32,31,8,61,22,2
453889,Matt Chico,WAS,NL,SP,1,0,55,2,3,0,56,28,26,6,44,19,2
453954,Kevin Hart,PIT,NL,SP,0,0,50,3,4,0,54,29,26,6,39,22,2
454535,Clay Hensley,FLO,NL,RP,0,68,63,3,3,3,55,26,23,5,56,25,3
454537,Jared Burton,CIN,NL,RP,0,4,33,2,1,0,32,15,14,3,27,12,1
454581,Carlos Guevara,,,,0,0,25,1,1,0,25,12,11,3,21,10,1
454972,Romulo Sanchez,NYA,AL,RP,0,2,27,1,1,0,26,13,12,3,21,10,1
455009,Jonathan Broxton,LAN,NL,RP,0,64,64,4,4,18,55,27,25,5,73,24,2
455047,Jeff Ridgway,,,,0,0,25,1,1,0,24,12,11,3,20,9,1
455090,Jack Egbert,,,,0,0,25,1,1,0,26,14,13,3,19,9,1
455091,Michael Ekstrom,TBA,AL,RP,0,15,35,1,2,0,34,18,17,4,27,14,2
455092,Scott Elbert,LAN,NL,RP,0,1,27,2,1,0,27,14,13,3,24,11,1
455374,Antonio Bastardo,PHI,NL,RP,0,25,41,3,2,0,40,21,19,4,38,15,2
455605,J.D. Martin,WAS,NL,SP,9,0,92,5,6,0,96,48,42,13,64,29,4
455730,Jason Waddell,DET,AL,RP,0,0,25,1,1,0,25,12,11,3,21,9,1
455949,Scott Mathieson,PHI,NL,RP,0,2,26,1,1,0,26,13,12,3,22,10,1
455961,Ryan Sadowski,,,,0,0,63,4,4,0,61,31,28,6,49,25,2
455970,Bob McCrory,BAL,AL,RP,0,0,26,1,1,0,27,16,14,3,19,11,1
456027,Ross Ohlendorf,PIT,NL,SP,21,0,126,5,9,0,124,62,57,15,92,45,5
456029,David Patton,,,,0,0,28,2,1,0,27,15,14,3,23,11,1
456034,David Price,TBA,AL,SP,31,1,175,14,7,0,150,72,64,16,151,65,5
456043,Jonathan Sanchez,SFN,NL,SP,33,1,171,10,10,0,142,77,71,18,176,80,7
456102,David Pauley,SEA,AL,SP,15,4,96,5,7,0,96,49,45,12,64,33,4
456387,Ryan Feierabend,PHI,NL,SP,0,0,60,3,4,0,62,32,30,7,46,21,2
456496,Marcos Mateo,CHN,NL,RP,0,21,36,2,2,0,34,19,17,5,33,13,1
456499,Scott Patterson,,,,0,0,25,1,1,0,24,12,11,3,21,10,1
456501,Johnny Cueto,CIN,NL,SP,31,0,170,11,9,0,163,79,74,19,139,55,10
456585,Mike O'Connor,NYN,NL,RP,0,0,32,2,2,0,32,17,15,4,26,13,1
456589,Jay Bergmann,BOS,AL,RP,0,4,36,1,3,0,37,20,18,5,29,14,1
456682,Josh Newman,,,,0,0,25,1,1,0,25,13,12,3,19,10,1
456696,David Hernandez,ARI,NL,RP,8,33,88,6,7,1,86,45,43,13,70,38,3
456701,Homer Bailey,CIN,NL,SP,19,0,126,6,6,0,126,64,60,13,108,48,3
456744,Chris Schroder,FLO,NL,RP,0,0,25,1,1,0,25,12,11,3,20,10,1
456899,Jon Link,LAN,NL,RP,0,9,29,2,1,0,29,15,13,3,23,11,1
457117,Ernesto Frieri,SDN,NL,RP,0,33,41,2,2,0,35,17,15,4,40,17,1
457122,Rocky Cherry,,,,0,0,25,1,2,0,25,13,12,3,19,10,1
457422,Tim Dillard,,,,0,0,25,1,1,0,25,13,12,3,20,10,1
457425,Evan Meek,PIT,NL,RP,0,70,70,4,3,2,56,28,25,6,60,29,3
457428,James McDonald,PIT,NL,RP,1,3,78,5,5,0,75,37,34,6,69,32,2
457429,Boone Logan,NYA,AL,RP,0,51,47,3,2,0,46,22,21,5,39,19,2
457435,Phil Coke,DET,AL,RP,1,73,64,5,4,1,59,30,28,6,51,23,3
457437,Jared Wells,HOU,NL,RP,0,0,25,1,1,0,25,13,12,3,19,9,1
457444,Jay Marshall,,,,0,0,26,1,2,0,26,14,13,3,19,9,1
457447,Luis Atilano,WAS,NL,SP,16,0,103,7,7,0,106,57,51,12,68,37,3
457448,Matt Harrison,TEX,AL,RP,6,31,84,5,4,1,87,46,43,10,54,33,2
457452,Randor Bierd,BOS,AL,RP,0,0,25,1,1,0,25,12,12,3,19,9,1
457453,Jair Jurrjens,ATL,NL,SP,20,0,140,9,7,0,130,59,54,12,109,48,3
457456,Jo-Jo Reyes,,,,0,1,59,2,4,0,62,36,33,8,47,24,2
457458,Ty Taubenheim,TEX,AL,SP,0,0,60,3,3,0,59,29,27,6,49,22,2
457461,Sean White,COL,NL,RP,0,38,49,2,2,0,48,23,21,5,30,16,1
457468,Josh Banks,SFN,NL,SP,1,0,54,3,3,0,58,30,28,7,38,20,2
457566,Greg Burke,SDN,NL,2B,0,0,30,2,2,0,30,15,13,3,24,12,1
457567,Carlos Fisher,CIN,NL,RP,0,18,41,2,2,0,40,21,20,4,36,18,1
457707,Trevor Bell,LAA,AL,RP,7,18,69,3,5,0,78,39,36,6,52,25,2
457711,Sean O'Sullivan,LAA,AL,SP,1,4,99,6,6,0,100,55,52,15,64,34,2
457732,Andrew Bailey,OAK,AL,RP,0,47,58,3,3,17,45,19,18,5,52,18,1
457733,Joey Devine,,,,0,0,25,2,1,0,23,11,10,2,20,9,1
457761,Ryan Tucker,FLO,NL,RP,0,0,41,2,2,0,40,21,20,5,34,16,1
457779,Michael Kirkman,,,,0,14,33,2,2,0,30,15,14,3,27,13,1
457796,Garrett Olson,SEA,AL,RP,0,35,61,3,4,0,63,34,33,9,43,24,2
457812,Jeffrey Marquez,CHA,AL,RP,0,1,25,1,1,0,25,13,12,3,19,9,1
457826,Tom Mastny,FLO,NL,RP,0,0,27,2,2,0,28,15,14,3,21,10,1
457858,Rich Rundles,,,,0,0,25,1,1,0,25,12,11,3,19,9,1
457910,Geno Espineli,COL,NL,RP,0,0,25,1,1,0,25,12,11,3,20,9,1
457918,J.A. Happ,HOU,NL,SP,3,0,112,7,4,0,101,45,42,12,89,45,3
457922,Eric Hurley,,,,0,0,60,3,3,0,58,30,28,7,45,21,2
457935,Matt Daley,COL,NL,RP,0,28,42,2,2,0,41,20,19,4,37,15,2
458003,Blake Hawksworth,LAN,NL,RP,8,37,78,4,5,0,83,40,36,10,57,29,2
458006,Matt Albers,BOS,AL,RP,0,62,70,4,4,0,71,37,34,6,49,30,2
458008,Humberto Sanchez,,,,0,0,25,1,1,0,24,12,11,3,19,9,1
458094,Daniel Stange,ARI,NL,RP,0,4,27,1,1,0,26,14,13,3,22,11,1
458155,Joe Martinez,CLE,AL,RP,1,3,48,3,3,0,53,27,24,5,36,18,2
458220,Esmerling Vasquez,ARI,NL,RP,0,57,57,3,4,0,53,30,28,6,51,28,4
458250,Dusty Hughes,MIN,AL,RP,0,57,55,2,3,0,55,28,25,5,40,22,3
458537,Cory Luebke,SDN,NL,SP,3,1,60,3,3,0,58,28,26,7,52,21,2
458567,Andy Sonnanstine,TBA,AL,RP,4,37,90,5,4,0,96,50,47,12,60,27,4
458589,David Herndon,PHI,NL,RP,0,47,51,2,3,0,55,25,23,4,38,18,2
458595,Robert Mosebach,,,,0,0,25,1,1,0,25,13,12,3,20,9,1
458657,Adalberto Mendez,FLO,NL,RP,5,0,72,4,5,0,73,37,34,10,54,29,3
458690,Chris Volstad,FLO,NL,SP,30,0,163,11,10,0,164,85,79,18,112,57,6
458708,Josh Tomlin,CLE,AL,SP,12,0,97,7,5,0,94,48,46,12,67,30,4
458709,John Lannan,WAS,NL,SP,25,0,152,8,9,0,160,76,68,15,88,52,5
458713,Kevin Slowey,MIN,AL,SP,28,2,145,12,7,0,154,71,68,19,113,31,5
458730,Bobby Parnell,NYN,NL,RP,0,41,53,2,3,0,56,27,24,4,46,20,2
458924,Jonny Venters,ATL,NL,RP,0,79,67,4,3,1,56,28,22,4,66,27,4
458950,Philip Humber,,,,1,7,39,2,2,0,40,20,19,4,30,15,1
459345,Eric Hacker,SFN,NL,SP,0,0,25,1,1,0,25,12,11,3,21,9,1
459371,Ramon Ramirez,,,,0,0,31,2,2,0,29,15,13,3,25,11,1
459376,Kelvin Jimenez,,,,0,0,25,1,1,0,25,12,12,3,20,10,1
459411,Travis Schlichting,LAN,NL,3B,0,14,37,2,2,0,34,17,16,3,29,15,1
459429,Jake McGee,TBA,AL,RP,0,8,27,1,1,0,26,13,12,3,22,10,1
459932,Hector Ambriz,CLE,AL,RP,0,34,49,2,2,0,55,27,25,7,38,17,1
459939,Mitchell Boggs,MIL,NL,RP,0,61,68,3,3,0,68,33,30,6,54,29,3
459967,Sam LeCure,,,,6,9,63,3,5,0,62,31,29,7,51,26,4
459974,Jonathan Meloan,,,,0,0,26,1,1,0,24,12,11,3,21,9,1
459987,Cesar Ramos,TBA,AL,SP,0,14,33,2,2,0,36,18,17,3,28,12,1
459988,Robert Ray,,,,0,3,46,2,3,0,43,23,20,5,34,17,2
459999,Jeff Stevens,CHN,NL,RP,0,18,35,2,2,0,35,20,18,4,29,14,1
460008,Anthony Varvaro,ATL,NL,RP,0,4,27,1,2,0,27,14,13,3,21,11,1
460024,Luke Hochevar,KCA,AL,SP,17,1,125,7,9,0,132,75,70,14,91,43,5
460029,Jensen Lewis,CLE,AL,RP,0,37,50,3,3,2,45,23,21,5,41,20,2
460044,Cesar Carrillo,SDN,NL,SP,0,0,61,4,4,0,61,33,31,7,49,25,3
460059,Mike Pelfrey,NYN,NL,SP,33,1,180,12,9,0,187,85,79,13,113,60,7
460069,Ricky Romero,TOR,AL,SP,32,0,183,12,9,0,173,85,78,15,148,71,8
460072,Jason Berken,BAL,AL,RP,0,41,78,4,5,0,86,42,39,9,53,27,2
460092,Christopher Leroux,FLO,NL,RP,0,6,37,2,2,0,39,21,20,3,31,16,1
460104,Anthony Slama,MIN,AL,RP,0,5,27,1,2,0,27,14,13,3,21,11,1
460105,Greg Smith,,,,8,0,79,3,5,0,78,41,38,10,61,35,2
460257,Matt Fox,BOS,AL,RP,0,3,37,2,2,0,37,19,17,4,26,13,1
460260,Scott Lewis,CLE,AL,SP,0,0,60,4,3,0,59,30,27,7,45,21,2
460265,Jeremy Sowers,,,,0,0,71,3,5,0,73,39,37,7,42,26,2
460283,Jerry Blevins,OAK,AL,RP,0,63,52,2,2,0,51,24,23,6,44,18,2
460284,Dallas Braden,OAK,AL,SP,30,0,168,10,11,0,162,75,69,15,106,46,4
460349,Carlos Rosa,ARI,NL,RP,0,22,36,2,2,0,35,17,16,3,27,14,1
460366,Rich Thompson,LAA,AL,RP,0,13,37,2,1,0,35,17,16,5,29,12,1
460370,Rafael Perez,CLE,AL,RP,0,70,60,4,3,0,65,30,28,5,45,23,1
460580,Chuck James,,,,0,0,60,3,4,0,60,32,30,7,49,24,2
460602,Dirk Hayhurst,,,,0,0,30,1,2,0,31,15,14,3,22,11,1
460639,Jailen Peguero,HOU,NL,RP,0,0,25,1,1,0,25,12,11,3,20,9,1
460657,Doug Slaten,WAS,NL,RP,0,49,46,3,2,0,44,23,20,4,38,18,3
460677,Cory Wade,,,,0,0,28,1,2,0,26,13,12,3,22,9,1
460701,James Russell,CHN,NL,RP,0,57,49,2,2,0,50,28,23,7,42,15,3
461212,Matt Palmer,,,,1,13,63,4,3,0,61,31,29,6,39,28,2
461325,Tyler Clippard,WAS,NL,RP,0,78,77,7,5,0,62,31,28,8,82,32,2
461377,Neal Musser,,,,0,0,25,1,1,0,25,12,12,3,19,9,1
461766,Jose Arredondo,,,,0,0,29,2,2,0,27,14,13,3,25,11,1
461791,Carlos Marmol,CHN,NL,RP,0,77,71,3,3,18,49,28,26,4,92,40,6
461829,Gio Gonzalez,OAK,AL,SP,33,0,168,11,9,0,154,78,73,16,150,76,4
461833,Philip Hughes,NYA,AL,SP,29,2,141,12,7,1,126,63,61,17,123,46,3
461836,Chris Lambert,,,,0,0,31,2,2,0,33,17,16,4,24,12,1
461848,Jim Miller,,,,0,0,25,1,2,0,25,12,11,3,19,9,1
461856,Troy Patton,,,,0,1,25,1,1,0,25,12,11,3,20,9,1
461862,Steven Register,,,,0,0,25,1,1,0,25,13,12,3,21,10,1
461872,Anthony Swarzak,,,,0,0,66,4,5,0,69,36,33,9,47,23,2
461904,Chris Britton,,,,0,0,25,1,1,0,25,12,12,3,19,9,1
462102,Tommy Hanson,ATL,NL,SP,34,0,174,11,8,0,153,71,64,13,154,53,9
462136,Marco Estrada,MIL,NL,RP,1,6,36,2,2,0,36,21,19,5,31,14,2
462382,Jim Johnson,BAL,AL,RP,0,26,45,2,3,3,45,20,19,4,33,15,2
462522,Jeff Gray,CHN,NL,RP,0,7,32,2,2,0,33,17,15,3,25,11,2
462945,Cesar Jimenez,,,,0,0,27,1,2,0,26,13,12,3,21,10,1
462956,Felipe Paulino,COL,NL,SP,14,5,106,3,9,0,114,66,58,11,96,44,4
462985,Franklin Morales,COL,NL,RP,0,35,45,2,3,3,43,25,22,5,40,22,2
462995,Rick VandenHurk,FLO,NL,SP,0,2,59,3,3,0,57,31,28,7,49,22,3
463017,Shairon Martis,WAS,NL,SP,0,0,68,4,3,0,63,35,33,8,48,26,2
463645,Samuel Gervacio,HOU,NL,RP,0,6,29,2,2,0,27,14,13,3,26,11,1
464244,Alberto Arias,,,,0,0,30,2,1,0,30,14,13,2,25,11,2
465065,Sergio Escalona,HOU,NL,RP,0,0,26,2,1,0,25,13,12,2,22,10,1
465593,Carlos Martinez,,,,0,0,25,1,1,0,25,12,11,3,21,10,1
465629,Edward Mujica,SDN,NL,RP,0,59,70,3,3,0,67,33,31,10,63,16,1
465657,Joakim Soria,KCA,AL,RP,0,66,63,3,3,29,53,20,19,5,62,19,2
465679,Samuel Deduno,SDN,NL,SP,0,4,26,1,1,0,26,13,12,3,22,10,1
466339,Victor Garate,FLO,NL,RP,0,0,25,1,1,0,25,13,12,3,21,10,1
466412,Luis Perdomo,SDN,NL,RP,0,1,31,1,1,0,30,16,15,4,27,13,1
466459,Sandy Rosario,FLO,NL,RP,0,2,25,1,1,0,27,14,13,3,21,9,1
466838,Juan Salas,,,,0,0,25,1,1,0,25,13,12,3,19,9,1
466918,Manuel Corpas,COL,NL,RP,0,56,60,3,4,5,63,31,29,6,46,20,2
467008,Pedro Strop,,,,0,15,31,2,1,0,32,17,17,3,26,13,1
467094,Felix Doubront,BOS,AL,SP,3,9,46,3,3,1,45,24,21,5,38,17,2
467099,Jordan Norberto,ARI,NL,RP,0,33,35,2,2,0,32,18,17,4,29,17,1
467100,Ivan Nova,NYA,AL,SP,7,3,71,3,4,0,69,35,32,7,52,26,2
467683,Osiris Matos,SFN,NL,RP,0,0,26,1,1,0,26,14,12,3,21,9,1
467726,Jose Mijares,MIN,AL,RP,0,47,47,2,2,0,43,19,18,5,39,16,2
467761,Fernando Hernandez,,,,0,0,25,2,1,0,24,13,12,3,19,9,1
467785,Radhames Liz,,,SP,0,0,53,3,3,0,56,32,30,7,40,22,2
467850,Edgmer Escalona,COL,NL,RP,0,5,28,1,1,0,26,13,12,3,23,11,1
467856,Carlos Monasterios,LAN,NL,RP,13,19,83,4,5,0,85,42,38,11,60,28,5
468396,Alexi Ogando,TEX,AL,RP,0,44,46,3,2,0,42,18,16,4,38,17,1
468402,Charlie Zink,,,,0,0,60,3,3,0,61,31,29,7,45,22,2
468504,Jhoulys Chacin,COL,NL,SP,21,7,117,7,8,0,99,54,45,10,114,49,6
468962,Devern Hansack,,,,0,0,25,1,1,0,25,13,12,3,19,9,1
469097,Frank Mata,FLO,NL,RP,0,15,34,2,2,0,35,19,18,4,25,13,2
469134,Esmil Rogers,COL,NL,SP,8,20,72,3,3,0,79,45,39,6,63,26,4
469159,Henry Rodriguez,OAK,AL,SP,0,29,39,2,2,0,37,20,18,4,35,15,2
469164,Ehren Wassermann,PHI,NL,RP,0,0,25,1,1,0,25,13,12,3,18,10,1
469167,Jose Ceda,FLO,NL,RP,0,8,29,2,1,0,28,14,13,3,25,13,1
469686,Alfredo Aceves,BOS,AL,RP,0,10,41,4,1,1,37,18,17,4,30,12,2
469690,Victor Marte,KCA,AL,RP,0,22,40,3,2,0,43,26,25,6,29,18,2
469735,Edwar Ramirez,,,,0,7,33,2,1,0,31,17,16,4,28,15,1
470462,Ramon Troncoso,LAN,NL,RP,0,52,60,3,3,1,59,28,25,5,46,22,3
471162,Anthony Ortega,,,,0,0,61,3,4,0,62,33,30,7,46,22,2
471183,Waldis Joaquin,SFN,NL,RP,0,4,28,1,1,0,27,14,13,3,24,12,1
471803,Armando Gabino,BAL,AL,RP,0,5,31,2,2,0,33,18,17,4,23,12,1
471911,Carlos Carrasco,CLE,AL,SP,7,0,85,4,5,0,89,44,41,11,66,29,2
471919,Jhonny Nunez,,,,0,0,26,1,1,0,26,13,12,3,20,9,1
472490,Jae Kuk Ryu,,,,0,0,25,1,1,0,24,12,11,3,19,9,1
472551,Fernando Abad,HOU,NL,RP,0,22,35,2,2,0,32,16,14,4,28,12,1
473560,Lance Broadway,,,,0,0,29,1,1,0,30,15,14,3,23,11,1
474463,Brett Anderson,OAK,AL,SP,19,0,134,8,7,0,128,58,51,11,105,34,5
474699,Vance Worley,PHI,NL,SP,2,3,45,3,3,0,41,20,18,4,39,16,1
475022,Craig Hansen,,,,0,0,26,1,2,0,24,14,12,3,21,12,1
475115,Tyson Ross,OAK,AL,RP,2,24,47,2,3,1,45,24,23,5,38,19,1
475138,Kyle Drabek,TOR,AL,SP,3,0,69,3,5,0,67,33,31,7,53,23,2
475243,Travis Wood,CIN,NL,SP,17,0,111,6,5,0,97,50,45,10,95,33,4
475416,Justin Masterson,CLE,AL,SP,29,5,148,6,10,0,147,78,70,13,121,59,8
476011,Matt Maloney,CIN,NL,SP,2,5,59,4,4,0,58,28,26,7,46,18,3
476127,Zach Kroenke,NYA,AL,RP,1,2,40,3,2,0,40,20,19,5,32,15,1
476206,Justin Thomas,PIT,NL,RP,0,12,31,2,2,0,33,16,15,4,24,12,1
476451,Jeremy Hellickson,TBA,AL,SP,4,6,57,4,2,0,53,26,24,7,47,18,2
476570,Vin Mazzaro,KCA,AL,SP,18,6,124,6,8,0,130,68,59,16,87,48,4
476601,Michael Bowden,BOS,AL,RP,0,14,36,2,2,0,38,19,18,4,28,12,1
476811,Sean West,FLO,NL,SP,2,0,75,5,5,0,78,41,36,8,60,28,2
477003,Jonathon Niese,NYN,NL,SP,30,0,149,8,8,0,156,78,68,16,128,53,6
477132,Clayton Kershaw,LAN,NL,SP,32,0,179,10,9,0,141,65,61,12,187,73,4
477229,Jordan Walden,LAA,AL,RP,0,16,33,2,2,1,31,15,14,3,29,12,1
477557,Francisco Rodriguez,LAA,AL,RP,0,43,49,2,3,0,47,24,23,5,37,21,1
477569,Fernando Salas,STL,NL,RP,0,27,40,2,2,0,38,19,17,4,35,16,1
477581,Walter Silva,,,,0,0,62,3,4,0,66,37,33,7,47,25,2
488674,Burke Badenhop,FLO,NL,RP,0,53,68,4,4,0,65,33,30,6,53,23,2
488722,Zach Braddock,MIL,NL,RP,0,46,42,2,2,0,39,18,17,3,40,17,2
488751,Alex Burnett,MIN,AL,RP,0,41,49,3,2,0,48,25,24,5,38,19,2
488768,Andrew Cashner,CHN,NL,RP,0,53,52,3,4,0,50,26,24,6,46,22,3
488782,Anthony Claggett,PIT,NL,RP,0,0,25,1,1,0,26,14,13,3,21,10,1
488787,Casey Coleman,CHN,NL,SP,8,4,77,5,4,0,73,36,34,6,54,29,3
488846,Brian Duensing,MIN,AL,RP,13,40,108,7,4,0,103,43,39,10,71,34,3
488984,Tommy Hunter,TEX,AL,SP,22,1,134,11,6,0,130,62,59,17,84,39,3
489020,Brad Kilby,,,,0,5,33,2,1,0,30,14,13,4,27,10,1
489052,Brent Leach,LAN,NL,RP,0,0,27,2,1,0,26,14,13,3,23,11,1
489150,Clayton Mortensen,,,,1,0,62,3,4,0,64,37,32,8,45,22,3
489189,Josh Outman,OAK,AL,SP,0,0,61,3,3,0,56,28,26,7,47,21,2
489265,Sergio Romo,SFN,NL,RP,0,68,59,5,3,1,50,23,21,5,59,18,3
489295,Brian Schlitter,PHI,NL,RP,0,7,29,2,2,0,31,16,15,3,24,11,1
489334,Craig Stammen,WAS,NL,SP,19,16,123,5,6,0,132,70,64,13,83,37,3
489448,Mike Zagurski,PHI,NL,RP,0,8,29,1,1,0,28,15,14,3,25,11,2
490008,Robert Manuel,,,,0,10,32,2,1,0,30,15,14,4,23,12,1
490063,Matt Garza,CHN,NL,SP,32,1,182,11,10,0,165,82,77,22,144,61,7
491159,Joe Thatcher,SDN,NL,RP,0,65,47,2,2,0,43,19,18,4,47,16,2
491220,Hunter Jones,CLE,AL,RP,0,3,27,1,1,0,26,14,13,3,23,10,1
491624,Cesar Valdez,ARI,NL,SP,2,7,43,2,3,0,45,24,22,4,34,16,2
491646,Jeanmar Gomez,,,,11,0,89,6,6,0,94,47,41,10,64,32,3
491688,Enerio Del Rosario,CIN,NL,RP,0,2,30,2,2,0,31,15,13,3,24,11,1
491703,Neftali Feliz,TEX,AL,RP,0,70,63,4,3,20,47,23,22,5,60,19,3
492821,Henry Villar,HOU,NL,RP,0,8,28,2,1,0,26,13,12,3,23,10,1
493131,Masahide Kobayashi,,,,0,0,26,1,2,1,27,14,13,3,18,9,1
493133,Hiroki Kuroda,LAN,NL,SP,31,0,169,10,11,0,162,80,69,15,130,44,4
493137,Daisuke Matsuzaka,BOS,AL,SP,25,0,143,9,7,0,135,72,69,14,121,66,6
493157,Koji Uehara,BAL,AL,RP,0,43,59,2,3,6,58,27,25,6,50,15,1
493161,Yasuhiko Yabuta,,,,0,0,26,2,2,0,29,16,15,3,19,10,1
493247,Peter Moylan,ATL,NL,RP,0,85,64,5,3,1,59,28,24,5,53,29,2
493337,Yunesky Maya,WAS,NL,SP,5,0,73,3,5,0,75,39,36,8,54,28,3
493416,Takashi Saito,ATL,NL,RP,0,56,58,3,3,3,53,24,21,5,57,22,2
493603,Adam Ottavino,STL,NL,SP,3,2,57,3,4,0,63,33,31,7,45,21,2
497807,Frank Herrmann,CLE,AL,RP,0,40,47,2,2,1,48,23,21,6,33,14,2
499107,Francisley Bueno,,,,0,0,25,1,1,0,25,12,11,3,20,9,1
499856,Chris Jakubauskas,BAL,AL,RP,1,0,44,3,3,0,43,24,22,5,30,15,1
499877,Kenshin Kawakami,ATL,NL,SP,16,2,113,4,9,0,118,61,55,12,81,41,3
500872,Gregory Infante,CHA,AL,RP,0,5,27,2,1,0,25,13,12,3,22,10,1
501638,Pedro Viola,,,,0,2,26,1,1,0,26,13,13,3,21,10,1
501697,Jhan Marinez,FLO,NL,RP,0,4,26,2,2,0,25,13,12,3,23,10,1
501826,Clay Zavada,,,,0,0,30,2,2,0,28,14,13,3,27,12,1
501869,Graham Taylor,,,,0,0,61,3,4,0,61,33,29,6,49,25,2
501873,Mike McClendon,MIL,NL,RP,0,17,35,2,2,0,32,16,15,4,31,13,1
501874,Kameron Mickolio,ARI,NL,RP,0,3,28,1,2,0,27,14,13,3,23,11,1
501925,Joe Smith,CLE,AL,RP,0,53,48,3,2,0,42,22,20,5,39,20,2
501955,Joba Chamberlain,NYA,AL,RP,0,73,85,4,4,1,82,42,38,8,79,32,4
501957,Chris Tillman,BAL,AL,SP,11,0,93,4,6,0,91,51,48,13,65,38,3
501985,Mike Minor,ATL,NL,SP,8,1,76,5,4,0,80,41,38,9,70,25,2
501989,Andrew Oliver,DET,AL,SP,5,0,71,3,6,0,71,41,37,8,56,28,3
502009,Mat Latos,SDN,NL,SP,31,0,157,11,9,0,132,62,58,15,153,48,3
502026,Jeremy Jeffress,KCA,AL,RP,0,10,30,2,1,0,28,14,13,3,25,11,1
502028,Blake Wood,KCA,AL,RP,0,51,50,2,3,0,50,26,24,6,36,19,1
502032,Bud Norris,HOU,NL,SP,27,0,142,9,8,0,138,78,70,16,138,62,6
502055,Jay Buente,FLO,NL,RP,0,8,31,2,2,0,31,16,15,3,25,13,1
502085,David Robertson,NYA,AL,RP,0,64,60,4,3,1,56,27,26,6,62,26,2
502130,Dan Runzler,SFN,NL,RP,0,41,42,3,2,0,39,18,17,4,40,18,2
502136,Jordan Smith,CIN,NL,RP,0,37,46,3,2,1,45,21,20,6,36,15,2
502158,Josh Roenicke,TOR,AL,RP,0,16,38,2,1,0,37,21,19,3,32,16,2
502165,Andrew Carpenter,PHI,NL,SP,0,1,34,2,2,0,35,18,16,4,28,12,1
502166,Brad Mills,,,,3,4,55,3,3,0,54,31,29,7,44,23,2
502188,Jeff Samardzija,CHN,NL,RP,3,4,43,3,3,0,44,27,24,5,33,20,2
502190,Mike Leake,CIN,NL,SP,22,2,126,7,5,0,132,65,57,15,94,44,3
502208,P.J. Walters,STL,NL,RP,3,4,52,3,2,0,52,30,28,7,43,19,1
502239,Trevor Cahill,OAK,AL,SP,30,0,176,13,9,0,152,75,69,19,111,59,5
502253,Alejandro Sanabia,FLO,NL,SP,12,3,89,6,4,0,86,40,37,8,69,26,3
502260,Vinnie Pestano,CLE,AL,RP,0,5,27,1,1,1,26,13,12,3,22,11,1
502272,Casey Fien,DET,AL,RP,0,2,27,1,2,0,27,15,14,4,20,10,1
502381,Luke Gregerson,SDN,NL,RP,0,80,72,3,5,1,57,30,28,6,76,23,2
502609,Danny Herrera,CIN,NL,RP,0,36,43,2,3,0,44,20,18,4,33,15,1
502621,Tobi Stoner,NYN,NL,SP,0,1,27,1,2,0,26,13,12,3,21,10,1
502706,Derek Holland,TEX,AL,SP,10,4,91,5,7,0,91,50,47,12,75,32,4
503285,Darren O'Day,TEX,AL,RP,0,72,62,4,2,1,52,23,21,5,48,18,4
503438,Rob Delaney,TBA,AL,RP,0,1,25,1,1,0,25,13,12,3,19,9,1
506429,Kazuo Fukumori,,,,0,0,25,1,1,0,26,13,12,3,18,9,1
506432,Kei Igawa,,,,0,0,43,2,3,0,44,22,20,5,32,15,2
506606,Hideki Okajima,BOS,AL,RP,0,56,54,4,3,0,56,25,23,6,42,20,1
506648,Yoslan Herrera,,,,0,0,60,3,3,0,62,32,29,6,48,23,2
516769,Jenrry Mejia,NYN,NL,RP,3,30,48,2,3,0,48,23,21,4,37,19,2
518516,Madison Bumgarner,SFN,NL,SP,18,0,113,7,6,0,111,44,41,11,95,32,4
518553,Steve Cishek,FLO,NL,RP,0,3,27,1,1,0,25,12,11,3,23,10,1
518655,John Ely,LAN,NL,SP,18,0,110,5,9,0,109,61,57,12,89,41,3
518716,Dillon Gee,NYN,NL,SP,5,0,77,4,4,0,69,33,29,7,58,29,2
518813,Greg Holland,,,,0,15,34,2,2,0,35,19,17,4,29,13,1
518875,Shawn Kelley,,,,0,22,42,3,2,0,41,20,19,6,35,14,2
518886,Craig Kimbrel,ATL,NL,RP,0,21,35,3,2,1,30,14,13,3,38,15,1
519144,Rick Porcello,DET,AL,SP,27,0,158,11,10,0,162,79,73,17,95,43,5
519145,Aaron Poreda,SDN,NL,RP,0,0,26,2,1,0,25,12,11,2,22,11,1
519186,Matt Reynolds,COL,NL,RP,0,21,34,2,2,0,30,15,14,4,29,12,2
519240,Marc Rzepczynski,TOR,AL,SP,12,2,95,5,6,0,92,47,44,10,82,39,4
519242,Chris Sale,CHA,AL,RP,0,21,37,2,2,2,32,15,14,4,34,13,1
519259,Daniel Schlereth,DET,AL,RP,0,18,36,2,2,0,35,18,16,4,31,15,1
519322,Drew Storen,WAS,NL,RP,0,54,53,3,3,3,48,24,22,4,47,19,2
519357,Jess Todd,,,,0,5,30,1,2,0,32,16,16,3,25,11,1
519405,Robbie Weinhardt,DET,AL,RP,0,28,40,2,2,0,42,22,20,4,30,13,2
519455,Jordan Zimmermann,WAS,NL,SP,7,0,85,4,5,0,83,44,40,11,79,28,4
