mlbamID,playerName,team,league,defaultPos,W,L,BFP,IP,H,HR,BB,K,HBP,R,ER,Age,G_SP,G_RP
,Carlos Hines,,,,2,2,163,37,40,5,17,24,1,22,20,28,,
,Carlos Monasterios,,,,3,6,407,87,102,21,51,48,4,69,64,23,,
,Carlos Rivas,,,,1,2,141,31,33,4,18,21,2,20,19,24,,
,Carlos Sencion,,,,2,2,181,39,39,5,27,35,2,24,22,24,,
,Carlos Torres,,,,3,3,249,56,60,7,26,45,2,33,31,26,,
,Carlos Vasquez,,,,2,3,203,44,48,5,27,27,2,28,26,26,,
,Carlton Smith,,,,4,7,453,99,121,18,46,42,4,72,67,23,,
,Carmen Cali,,,,3,4,274,61,69,7,27,38,4,37,34,30,,
,Casey Baron,,,,2,3,183,40,47,7,20,24,2,28,26,24,,
,Casey Daigle,,,,3,3,259,58,65,7,24,46,2,34,31,28,,
,Casey Fien,DET,AL,RP,3,3,215,49,51,8,19,36,2,28,26,25,,
,Casey Hoorelbeke,,,,3,3,240,53,62,7,22,25,3,34,31,29,,
,Casey Hudspeth,,,,4,8,529,115,132,20,62,57,6,81,75,24,,
,Casey Lambert,,,,2,3,205,45,50,8,24,31,2,31,29,23,,
,Casey Mulligan,,,,1,2,127,27,30,5,18,19,1,20,19,21,,
,Casey Weathers,,,,1,2,152,32,34,5,22,30,2,22,20,24,,
,Celson Polanco,,,,1,3,191,41,47,9,24,27,2,31,29,24,,
,Cesar Carrillo,SDN,NL,SP,2,4,235,51,54,7,31,27,2,32,30,25,,
,Cesar Ramos,SDN,NL,SP,7,9,612,141,144,20,57,83,5,78,72,25,,
,Cesar Valdez,ARI,NL,SP,5,8,508,115,125,18,49,75,5,70,65,24,,
,Chad Beck,,,,2,2,170,38,40,6,19,31,2,23,21,24,,
,Chad Blackwell,,,,2,3,188,41,49,8,19,24,1,29,27,26,,
,Chad Rhoades,,,,2,3,198,43,49,8,23,30,2,30,28,26,,
,Chad Thall,,,,2,3,212,47,53,9,22,28,2,32,30,23,,
,Chad Wagler,,,,1,2,152,33,38,6,16,16,2,23,21,25,,
,Chance Douglass,,,,6,9,603,134,151,22,63,76,5,87,80,25,,
,Charles Benoit,,,,1,3,158,34,40,6,20,21,1,25,23,24,,
,Chase Christianson,,,,2,3,194,42,51,7,21,24,2,30,28,24,,
,Chaz Roe,,,,4,8,495,107,126,20,55,66,6,78,72,22,,
,Ching Lung Lo,,,,3,5,312,68,86,15,28,34,3,52,48,23,,
,Chorye Spoone,BAL,AL,SP,4,6,399,86,89,13,60,52,3,56,52,23,,
,Chris Begg,,,,5,7,467,107,129,15,27,53,5,65,60,29,,
,Chris Booker,,,,2,2,171,38,33,5,26,45,2,21,19,32,,
,Chris Capuano,,,,7,6,513,121,122,15,36,95,5,60,56,30,,
,Chris Chavez,,,,1,2,124,26,33,5,16,13,1,21,19,24,,
,Chris George,,,RP,3,3,252,56,61,7,27,43,2,33,31,29,,
,Chris Gissell,,,SP,4,5,333,77,81,10,25,50,3,41,38,31,,
,Chris Hayes,,,,2,3,212,47,58,7,19,24,2,32,30,26,,
,Chris Hernandez,,,,2,3,184,43,44,6,15,34,1,23,21,28,,
,Chris Kelly,,,,1,4,215,44,55,9,32,17,2,38,35,26,,
,Chris Kinsey,,,,2,6,348,73,91,14,45,40,3,58,54,26,,
,Chris Leroux,,,,2,4,239,52,56,9,31,42,3,35,32,25,,
,Chris Michalak,,,,2,2,173,38,43,4,18,21,2,23,21,38,,
,Chris Mobley,,,,3,4,284,64,68,9,28,49,3,37,34,25,,
,Chris Narveson,,,,5,6,418,95,94,17,44,76,4,56,52,27,,
,Chris Seddon,,,,7,9,622,140,148,21,63,99,7,84,78,25,,
,Chris Shaver,,,,3,2,200,46,48,5,19,30,1,24,22,27,,
,Chris Vines,,,,3,4,260,58,64,11,28,38,2,38,35,24,,
,Christian Castorri,,,,1,3,158,34,40,5,18,18,2,24,22,25,,
,Christian Garcia,NYA,AL,SP,3,3,255,55,61,9,33,42,3,38,35,23,,
,Christopher Blazek,,,,2,4,238,53,54,9,29,48,2,33,31,25,,
,Christopher Cody,MIL,NL,SP,2,4,280,60,70,12,34,38,3,45,42,25,,
,Christopher Farley,,,,2,3,194,43,46,6,23,31,2,27,25,26,,
,Christopher Jones,,,,3,6,377,82,103,17,34,44,3,61,56,25,,
,Christopher Malone,,,,1,2,139,30,36,5,16,20,1,22,20,26,,
,Christopher Mason,TBA,AL,SP,5,8,553,123,143,21,51,78,6,81,75,24,,
,Christopher Nicoll,,,,2,3,203,46,47,7,21,43,2,27,25,25,,
,Christopher Province,,,,2,4,272,58,75,11,30,22,2,46,43,24,,
,Christopher Salamida,,,,2,4,225,50,56,9,23,31,2,33,31,25,,
,Chuck Lofgren,CLE,AL,SP,5,7,488,105,112,18,65,69,6,72,67,23,,
,Chuck Tiffany,,,,1,2,127,27,28,4,21,18,1,19,18,24,,
,Clayton Hamilton,,,,2,2,163,36,43,6,16,18,1,25,23,27,,
,Clayton Mortensen,SLN,NL,SP,4,6,383,84,92,12,44,60,5,54,50,24,,
,Clayton Tanner,SFN,NL,SP,3,7,436,94,111,13,52,52,5,66,61,21,,
,Clevelan Santeliz,CHA,AL,RP,1,3,184,38,42,7,31,26,2,30,28,22,,
,Clint Everts,,,,2,3,190,41,42,6,27,36,3,27,25,24,,
,Clint Goocher,,,,2,3,197,44,48,7,20,33,2,27,25,27,,
,Cody Crowell,,,,1,2,118,24,29,6,18,14,1,21,19,23,,
,Cody Evans,,,,2,3,226,50,55,8,23,31,2,32,30,25,,
,Cody McAllister,,,,1,2,138,30,34,6,15,18,1,21,19,25,,
,Cody Satterwhite,,,,1,2,122,26,29,5,18,16,1,19,18,22,,
,Cody White,,,,4,8,510,110,125,21,62,56,4,79,73,24,,
,Colby Miller,,,,1,2,132,28,31,4,19,17,1,19,18,27,,
,Cole Devries,,,,4,8,474,101,127,20,52,55,4,79,73,24,,
,Cole Rohrbough,,,,2,4,237,51,57,10,29,37,3,37,34,22,,
,Colter Bean,,,,2,3,221,48,49,5,29,42,3,28,26,32,,
,Connor Falkenbach,,,,3,4,263,59,68,9,24,32,2,37,34,27,,
,Corey Bass,,,,2,7,403,85,109,19,47,32,5,71,66,24,,
,Corey Hamman,,,,4,7,460,102,123,18,39,53,4,69,64,29,,
,Corey Kluber,,,,2,5,285,62,69,12,36,39,2,44,41,23,,
,Cory Gearrin,,,,1,2,124,26,28,5,20,22,1,19,18,23,,
,Cory Luebke,,,,2,4,263,58,65,11,29,35,2,39,36,24,,
,Cory Meacham,,,,4,6,403,89,100,13,44,48,4,57,53,24,,
,Cory Van Allen,,,,2,4,258,57,67,10,22,36,3,38,35,24,,
,Craig Anderson,,,,6,9,577,130,160,26,36,64,5,88,81,28,,
,Craig James,,,,2,3,210,45,51,7,26,28,2,31,29,26,,
,Craig Molldrem,,,,2,2,162,36,40,5,18,20,1,23,21,27,,
,Craig Stammen,,,,5,9,558,125,138,18,57,86,4,76,70,25,,
,Craig Whitaker,,,,1,3,169,35,37,6,28,25,2,26,24,24,,
,Cristhian Martinez,,,,3,5,349,78,93,15,30,44,3,53,49,27,,
,Curt Schilling,,,,5,4,340,81,87,11,15,62,2,40,37,42,,
,Dale Thayer,TBA,AL,RP,3,4,284,65,66,8,27,49,2,35,32,28,,
,Dallas Buck,CIN,NL,SP,3,4,278,62,66,11,31,42,3,39,36,24,,
,Dallas Trahern,FLO,NL,SP,6,8,553,124,135,18,56,72,7,76,70,23,,
,Damian Moss,,,SP,2,3,197,43,44,4,27,38,2,25,23,32,,
,Dan Cevette,,,,1,2,124,27,28,4,17,23,1,17,16,25,,
,Dan Denham,,,,2,3,222,49,54,6,25,31,2,30,28,26,,
,Dan Reichert,,,,3,4,303,67,76,9,34,35,2,43,40,32,,
,Dan Smith,,,,3,4,308,66,71,10,40,46,4,44,41,25,,
,Daniel Bard,BOS,AL,RP,2,2,163,35,34,4,27,32,2,22,20,24,,
,Daniel Barone,,,,5,6,457,105,111,16,36,64,6,60,56,26,,
,Daniel Brauer,,,,1,2,149,31,32,4,25,25,2,21,19,25,,
,Daniel Christensen,,,,5,7,462,101,117,19,49,50,6,71,66,25,,
,Daniel Cortes,,,,3,8,490,103,121,18,63,77,6,77,71,22,,
,Daniel Griffin,,,,2,3,169,37,39,4,21,28,1,22,20,24,,
,Daniel Guerrero,,,,2,4,270,59,69,13,28,35,3,43,40,23,,
,Daniel Haigwood,PIT,NL,RP,2,3,215,47,43,6,32,49,2,26,24,25,,
,Daniel McCutchen,PIT,NL,SP,6,8,518,120,129,20,38,88,4,69,64,26,,
,Daniel Moskos,PIT,NL,SP,3,5,336,72,85,13,41,41,3,53,49,23,,
,Daniel Otero,,,,1,2,116,25,30,5,12,15,1,18,17,24,,
,Daniel Sattler,,,,1,2,124,26,32,6,15,15,1,21,19,25,,
,Daniel Stange,,,,1,2,145,31,35,6,18,25,2,22,20,23,,
,Daniel Turpen,,,,1,2,124,26,31,5,17,16,1,20,19,22,,
,Danny Borrell,,,,2,4,244,55,56,10,26,36,4,34,31,30,,
,Danny Graves,,,,2,3,198,44,52,5,17,22,2,27,25,35,,
,Danny Kolb,,,,1,2,126,28,32,3,12,15,1,17,16,34,,
,Danny Muegge,,,,2,2,169,39,42,5,15,22,1,22,20,28,,
,Danny Touchet,,,,1,2,124,26,32,5,16,16,1,21,19,27,,
,Danny Vais,,,,2,3,180,39,45,7,21,24,2,28,26,24,,
,Danny Zell,,,,3,3,226,51,58,9,20,31,2,33,31,27,,
,Darin Downs,,,,2,3,205,44,49,8,27,32,2,31,29,24,,
,Darren Byrd,,,,4,6,422,89,104,17,59,44,4,69,64,22,,
,Darren Clarke,,,,1,2,114,24,27,4,15,18,1,17,16,28,,
,Daryl Harang,,,,2,4,250,54,59,10,33,32,3,38,35,26,,
,Daryl Maday,,,,2,4,268,58,68,10,29,38,3,41,38,23,,
,Dave Gassner,,,,4,5,361,80,101,14,27,31,3,56,52,30,,
,Dave Johnson,,,,2,3,214,48,49,8,25,40,2,29,27,26,,
,Dave McKae,,,,4,8,491,110,128,17,41,61,5,70,65,27,,
,David Asher,,,,2,3,186,41,44,6,21,24,3,26,24,26,,
,David Austen,,,,2,2,135,31,35,4,10,17,1,18,17,28,,
,David Davidson,,,,2,3,203,45,45,5,27,34,2,26,24,25,,
,David Hernandez,BAL,AL,SP,6,8,562,123,123,22,74,108,6,78,72,24,,
,David Herndon,,,,2,3,205,45,54,7,19,26,2,30,28,23,,
,David Huff,CLE,AL,SP,6,5,389,91,92,13,30,70,3,47,43,24,,
,David Kopp,,,,2,4,228,48,56,9,30,30,3,36,33,23,,
,David Pfeiffer,,,,2,3,180,39,42,6,24,26,2,26,24,23,,
,David Qualben,,,,2,3,210,44,49,7,31,29,3,32,30,23,,
,David Shafer,CIN,NL,RP,2,3,212,46,47,7,29,31,3,30,28,27,,
,David Shinskie,,,,2,3,186,41,49,6,18,20,2,27,25,25,,
,David Welch,,,,4,7,477,106,120,23,47,58,4,73,68,26,,
,Davis Bilardello,,,,1,2,143,31,36,6,18,17,1,23,21,24,,
,Dennis Tankersley,,,,4,9,535,117,141,21,52,69,5,83,77,30,,
,Denny Stark,,,,1,2,115,26,27,3,12,17,1,14,13,34,,
,Deolis Guerra,MIN,AL,SP,3,7,422,87,106,18,62,41,4,73,68,20,,
,Derek Antelo,,,,1,2,155,34,38,5,18,22,1,22,20,26,,
,Derek Hankins,,,,5,8,497,112,127,21,43,66,4,72,67,25,,
,Derek Lee,,,,3,4,297,65,80,10,28,30,2,45,42,34,,
,Derek McDaid,,,,1,2,124,27,32,5,13,14,1,19,18,25,,
,Derek Miller,,,,4,7,474,104,115,20,54,62,5,71,66,27,,
,Derek Rodriguez,TBA,AL,RP,3,3,273,62,60,6,30,51,5,32,30,26,,
,Derek Witt,,,,2,3,214,46,52,7,27,22,2,32,30,25,,
,Derell McCall,,,,4,7,477,103,123,18,52,54,5,74,68,27,,
,Derrick Ellison,,,,1,2,124,26,30,5,17,17,1,20,19,30,,
,Derrick Gordon,,,,1,3,194,41,44,8,29,27,2,30,28,25,,
,Derrick Loop,,,,1,2,124,27,30,4,15,16,1,18,17,25,,
,Derrik Lutz,,,,2,4,246,54,58,8,30,35,3,35,32,24,,
,Deunte Heath,,,,5,7,493,107,116,18,65,59,5,73,68,23,,
,Dillon Gee,,,,5,6,415,94,102,16,36,61,5,57,53,23,,
,Donald Hume,,,,2,5,286,60,71,13,38,33,3,48,44,23,,
,Donald Veal,PIT,NL,SP,5,9,577,124,133,21,80,90,5,85,79,24,,
,Donovan Hand,,,,3,6,374,81,101,15,36,40,3,59,55,23,,
,Douglas Arguello,,,,3,7,453,95,111,17,65,53,6,73,68,24,,
,Douglas Brandt,,,,2,3,208,45,49,7,26,33,2,30,28,24,,
,Douglas Fister,,,,3,6,401,88,102,16,40,47,5,61,56,25,,
,Drew Naylor,PHI,NL,SP,3,4,294,63,72,14,38,38,3,48,44,23,,
,Duane Below,DET,AL,SP,4,7,483,102,111,19,73,67,3,75,69,23,,
,Dumas Garcia,,,,2,3,197,43,45,7,24,32,3,28,26,25,,
,Dustin Evans,,,,3,4,277,60,69,11,32,34,3,42,39,24,,
,Dustin Glant,,,,2,4,232,50,59,7,25,34,3,34,31,27,,
,Dustin Molleken,,,,1,2,124,26,31,5,16,18,1,20,19,24,,
,Dustin Richardson,,,,4,5,386,84,90,16,49,63,4,57,53,25,,
,Dustin Sasser,,,,1,2,124,26,30,5,19,15,1,20,19,23,,
,Dusty Hughes,,,,3,6,377,81,99,13,40,48,2,58,54,27,,
,Dwayne Pollok,LAN,NL,RP,3,3,260,61,67,7,17,35,2,32,30,28,,
,Dylan Axelrod,,,,1,2,141,31,33,6,17,22,1,21,19,23,,
,Dylan Owen,,,,4,6,422,92,104,17,47,66,4,63,58,22,,
,E.J. Shanks,,,,1,3,195,41,50,6,25,18,2,31,29,27,,
,Eddie Camacho,,,,2,3,194,43,47,7,21,28,1,27,25,26,,
,Eddie Degerman,,,,1,2,150,32,32,4,24,29,1,20,19,25,,
,Edgar Alfonzo,,,,2,3,201,44,48,8,24,30,2,30,28,24,,
,Edgar Garcia,,,,4,7,451,98,109,21,53,58,4,70,65,21,,
,Edgar Martinez,,,,3,3,243,55,53,9,28,48,2,31,29,27,,
,Edgar Ramirez,,,,1,2,124,27,30,5,14,19,1,18,17,25,,
,Edgar Soto,,,,2,2,162,34,38,5,25,24,2,25,23,24,,
,Eduardo Morlan,MIL,NL,RP,2,3,187,42,42,7,21,39,2,25,23,23,,
,Edulin Abreu,,,,1,2,124,26,30,4,18,16,2,20,19,24,,
,Edward Buzachero,,,,2,2,183,41,45,6,17,27,2,25,23,28,,
,Edward Campusano,CHN,NL,RP,2,3,197,42,46,9,26,33,2,31,29,26,,
,Edward Cegarra,,,,2,5,307,65,85,16,32,27,3,55,51,20,,
,Edward Clelland,,,,1,2,124,27,31,6,14,13,1,20,19,27,,
,Edward Rodriguez,,,,2,4,225,47,55,9,32,22,3,37,34,24,,
,Edward Romero,,,,2,6,364,78,98,20,36,42,3,63,58,23,,
,Edward Valdez,,,,3,3,257,58,63,7,25,45,3,34,31,29,,
,Edwardo Sierra,,,,2,3,214,47,46,7,31,36,2,29,27,27,,
,Elih Villanueva,,,,1,2,124,27,28,4,17,21,2,18,17,22,,
,Elvis Hernandez,,,,2,2,177,38,38,5,26,34,2,24,22,24,,
,Elvys Quezada,,,,2,2,155,35,35,5,16,24,2,20,19,27,,
,Emary Frederick,,,,1,2,158,34,36,6,23,25,2,24,22,25,,
,Emiliano Fruto,,,,3,3,255,57,51,7,36,61,3,30,28,25,,
,Enerio Del Rosario,,,,1,2,124,27,29,4,17,18,1,18,17,23,,
,Erasmo Ramirez,,,,3,3,217,50,55,7,15,35,2,28,26,33,,
,Eric Brown,,,,4,7,449,100,119,19,38,52,5,68,63,25,,
,Eric Cyr,,,,3,5,335,75,81,13,34,54,3,47,43,30,,
,Eric DuBose,,,,3,5,324,70,77,11,41,50,4,47,43,33,,
,Eric Hacker,NYA,AL,SP,6,6,460,103,116,14,43,62,5,63,58,26,,
,Eric Hull,,,,3,3,233,53,53,6,24,46,2,28,26,29,,
,Eric Krebs,,,,1,2,138,30,30,5,20,26,1,19,18,24,,
,Eric Niesen,,,,3,6,364,77,92,15,46,42,4,59,55,23,,
,Eric Wordekemper,,,,2,3,201,44,50,7,23,28,2,30,28,25,,
,Erick Abreu,,,,3,6,369,80,98,18,37,46,4,61,56,25,,
,Erik Arnesen,,,,2,5,275,60,75,14,26,33,2,46,43,25,,
,Erik Stiller,,,,2,2,180,40,42,6,20,31,1,24,22,24,,
,Ernesto Frieri,SDN,NL,RP,3,3,250,58,52,7,26,50,2,28,26,23,,
,Errol Simonitsch,,,,3,6,348,76,96,16,31,36,3,57,53,26,,
,Esmailin Caridad,,,,4,6,409,91,106,19,39,48,3,63,58,25,,
,Esmerling Vasquez,ARI,NL,SP,4,7,460,98,103,16,67,70,7,68,63,25,,
,Esmil Rogers,COL,NL,SP,4,7,474,101,122,19,55,62,4,76,70,23,,
,Esteban Yan,,,,2,2,174,40,41,4,16,29,2,21,19,34,,
,Eude Brito,,,,3,3,259,59,59,6,28,45,2,31,29,30,,
,Evan Englebrook,,,,2,3,193,43,46,6,24,26,1,27,25,27,,
,Evan MacLane,ARI,NL,SP,4,7,435,99,116,19,29,55,3,63,58,26,,
,Evan Reed,,,,3,6,378,80,97,16,47,40,4,63,58,23,,
,Evan Scribner,,,,1,2,124,28,28,6,14,22,1,18,17,23,,
,Everett Teaford,,,,3,8,478,101,128,23,54,54,4,83,77,25,,
,Fautino De Los Santos,OAK,AL,SP,2,4,240,51,60,11,31,30,2,40,37,23,,
,Felipe Arredondo,,,,1,2,145,31,38,7,16,16,1,24,22,22,,
,Felipe Garcia,,,,1,2,124,26,31,5,16,15,1,20,19,26,,
,Felix Doubront,BOS,AL,SP,2,3,220,46,57,10,28,26,2,38,35,21,,
,Felix Romero,,,,3,3,210,48,47,8,22,42,2,27,25,29,,
,Ferdin Tejeda,,,,1,2,138,30,35,6,14,18,1,21,19,26,,
,Fernando Rodriguez,,,,5,9,572,122,148,22,65,57,7,92,85,25,,
,Fernando Salas,,,,3,3,219,51,48,9,20,51,2,27,25,24,,
,Forrest Cory,,,,1,3,193,42,50,9,21,20,2,31,29,25,,
,Francisco Felix,,,,2,3,191,43,41,7,22,36,2,24,22,25,,
,Francisco Rodriguez1,,,,3,4,259,56,62,8,32,36,3,37,34,26,,
,Francisco Samuel,,,,2,3,191,40,38,6,35,39,2,27,25,22,,
,Frank Herrmann,,,,6,8,551,123,140,20,50,64,4,78,72,25,,
,Frank Mata,,,,2,3,194,41,48,8,24,22,3,31,29,25,,
,Fredy Deza,,,,2,3,184,41,43,6,20,32,2,25,23,26,,
,Gabe DeHoyos,SDN,NL,RP,4,3,273,63,57,6,30,61,2,29,27,29,,
,Gabriel Benitez,,,,1,2,149,30,35,6,25,17,2,25,23,26,,
,Gaby Hernandez,SEA,AL,SP,5,7,512,114,124,19,51,77,6,72,67,23,,
,Garrett Broshuis,,,,5,10,616,137,167,23,47,72,5,92,85,27,,
,Garrett White,,,,1,2,129,28,30,6,18,20,1,20,19,25,,
,Gary Knotts,,,,2,3,180,39,43,5,22,31,1,25,23,32,,
,Geoff Jones,,,,1,2,124,28,30,4,13,20,1,17,16,29,,
,George Kontos,NYA,AL,SP,5,6,443,98,106,19,49,76,4,65,60,24,,
,Gerardo Casadiego,,,,2,4,266,58,64,10,31,37,3,39,36,28,,
,German Marte,,,,2,3,195,43,46,8,23,34,2,28,26,24,,
,German Melendez,,,,2,3,176,39,39,8,22,30,2,25,23,28,,
,Giancarlo Alvarado,,,SP,4,5,382,84,89,13,44,66,4,53,49,31,,
,Gilbert De la Vara,HOU,NL,RP,2,3,180,40,43,6,21,27,2,25,23,24,,
,Giuseppe Norrito,,,,2,5,273,61,74,11,23,26,2,42,39,26,,
,Given Kutz,,,,1,2,124,27,31,6,15,16,1,20,19,24,,
,Glenn Swanson,,,,2,4,257,55,70,14,25,31,2,45,42,26,,
,Gonzalo Lopez,,,,2,4,220,46,53,10,31,32,3,37,34,25,,
,Graham Godfrey,,,,4,7,466,103,115,17,47,55,7,67,62,24,,
,Graham Taylor,,,,5,8,547,122,144,20,49,69,4,80,74,25,,
,Grant Duff,,,,3,6,373,77,93,16,54,37,5,64,59,26,,
,Grant Johnson,,,,2,3,215,47,51,7,25,30,3,30,28,26,,
,Greg Atencio,,,RP,2,3,181,40,44,5,21,32,2,25,23,27,,
,Greg Burke,,,,4,4,305,72,69,9,25,60,3,35,32,26,,
,Greg Holland,,,,1,2,160,35,38,5,21,29,1,23,21,23,,
,Greg Jones,,,,2,3,181,40,41,7,22,30,2,25,23,32,,
,Greg Miller,LAN,NL,RP,2,3,242,50,45,5,50,52,4,31,29,24,,
,Gregory Reinhard,CHN,NL,RP,3,3,252,56,55,8,32,49,3,33,31,25,,
,Guillermo Moscoso,TEX,AL,SP,3,4,263,59,62,13,26,54,2,38,35,25,,
,Gustavo Chacin,,,,2,4,270,60,72,10,23,30,3,41,38,28,,
,Harold Williams,,,,1,2,142,29,29,5,29,20,1,22,20,24,,
,Hassan Pena,,,,1,4,257,53,64,12,37,33,2,44,41,24,,
,Heath Phillips,,,,3,4,277,61,74,6,25,39,2,38,35,27,,
,Heath Taylor,,,,1,2,124,25,30,5,20,16,1,21,19,23,,
,Heath Totten,LAN,NL,SP,5,6,425,96,119,13,26,43,5,61,56,30,,
,Hector Ambriz,ARI,NL,SP,4,8,508,112,129,24,50,71,4,78,72,25,,
,Hector Carrasco,,,,3,2,194,44,43,5,21,37,2,23,21,39,,
,Hector Rondon,CLE,AL,SP,5,7,467,102,116,19,51,68,6,71,66,21,,
,Henry Alberto Rodrigez,,,,3,6,370,78,80,12,63,60,3,54,50,22,,
,Henry Barrera,KCA,AL,RP,1,3,174,37,42,7,23,30,2,27,25,23,,
,Henry Bonilla,LAN,NL,RP,3,3,266,60,65,7,25,40,2,34,31,30,,
,Henry Mabee,,,,1,2,127,27,34,6,15,16,1,22,20,23,,
,Henry Sosa,SFN,NL,SP,2,5,289,62,67,12,38,49,3,44,41,23,,
,Hugo Castellanos,,,,2,2,169,37,38,4,21,28,2,22,20,29,,
,Hung-Wen Chen,,,,2,4,230,50,59,11,26,31,2,37,34,23,,
,Ian Ostlund,,,,3,3,217,51,51,8,17,40,2,27,25,30,,
,Ismael Ramirez,,,,3,5,309,69,81,12,27,35,3,46,43,28,,
,Israel Chirino,,,,1,3,177,34,45,8,31,19,3,35,32,25,,
,Ivan Maldonado,,,,3,3,231,52,52,7,27,44,2,30,28,29,,
,Ivan Nova,SDN,NL,SP,3,7,446,96,111,15,54,55,5,67,62,22,,
,J.B. Cox,NYA,AL,RP,2,2,181,39,46,6,20,21,2,27,25,25,,
,J.B. Diaz,,,,2,3,203,45,53,8,20,23,2,31,29,26,,
,J.D. Durbin,,,,6,6,496,110,118,16,55,69,4,68,63,27,,
,J.D. Martin,,,,2,2,174,40,41,5,15,35,2,21,19,26,,
,J.P. Martinez,,,,2,3,207,44,47,7,31,29,3,31,29,27,,
,J.R. Mathes,CHN,NL,SP,7,8,590,136,157,20,39,70,6,80,74,27,,
,Jack Spradlin,,,,2,3,221,50,55,7,21,36,2,30,28,24,,
,Jacob Cuffman,,,,1,3,193,39,44,7,36,24,2,32,30,24,,
,Jacob Marceaux,,,,2,3,208,44,47,5,33,30,2,29,27,25,,
,Jacob McGee,TBA,AL,SP,4,6,401,88,90,15,54,65,3,57,53,22,,
,Jacob Rasner,,,,3,9,550,111,147,24,76,62,6,101,93,22,,
,Jacob Renshaw,,,,3,7,400,84,101,19,52,44,5,68,63,23,,
,Jacob Ruckle,,,,2,4,264,58,70,11,24,25,3,41,38,23,,
,Jacob Wild,,,,2,4,251,52,62,12,35,29,3,43,40,24,,
,Jacobo Meque,,,,2,3,194,42,42,7,28,38,2,27,25,25,,
,Jairo Cuevas,ATL,NL,SP,2,6,386,80,96,15,55,45,3,64,59,25,,
,Jake Arrieta,,,,3,5,336,72,78,14,47,53,4,52,48,23,,
,Jake Dittler,,,,2,2,172,38,45,4,17,18,2,24,22,26,,
,James Adkins,,,,3,6,355,76,84,14,49,45,4,55,51,23,,
,James Avery,CIN,NL,SP,5,8,546,121,135,22,56,67,6,80,74,25,,
,James Burok,,,,1,3,174,36,43,7,25,25,1,29,27,26,,
,James Deters,,,,3,3,222,50,55,6,21,26,2,29,27,26,,
,James Heuser,,,,2,4,240,51,53,8,35,38,3,34,31,25,,
,James Houser,TBA,AL,SP,4,6,427,94,98,18,49,59,6,62,57,24,,
,James Russ,,,,3,5,353,77,90,16,38,36,3,56,52,28,,
,James Russell,,,,3,6,364,79,96,18,36,46,4,60,56,23,,
,James Simmons,OAK,AL,SP,3,6,369,83,95,14,32,54,3,53,49,22,,
,James Vermilyea,,,,1,2,124,26,32,6,15,14,1,21,19,27,,
,Jared Gothreaux,,,,3,3,243,56,60,7,20,35,2,31,29,29,,
,Jared Hughes,,,,3,8,495,104,125,17,67,51,6,80,74,23,,
,Jared Hyatt,,,,4,5,357,79,87,14,37,48,4,52,48,25,,
,Jared Incinelli,,,,1,2,134,28,33,6,19,15,1,22,20,26,,
,Jared Lansford,OAK,AL,RP,2,3,208,47,47,6,24,33,2,26,24,22,,
,Jarod Plummer,,,,2,3,188,43,46,8,16,37,2,26,24,25,,
,Jarrett Grube,,,,2,4,249,54,63,11,28,35,2,39,36,27,,
,Jarrett Santos,,,,3,4,266,60,67,7,23,32,3,35,32,27,,
,Jason Anderson,PHI,NL,RP,3,3,249,57,60,9,23,39,2,33,31,30,,
,Jason Berken,,,,5,7,501,113,123,19,46,71,6,70,65,25,,
,Jason Blackey,,,,2,2,170,37,43,7,18,20,2,26,24,26,,
,Jason Burch,,,,2,3,193,43,48,7,20,27,2,28,26,26,,
,Jason Childers,,,,3,3,222,51,52,6,20,37,2,27,25,34,,
,Jason Cromer,,,,2,3,212,48,52,5,20,29,2,27,25,28,,
,Jason Dominguez,,,,2,3,197,43,50,9,22,23,2,31,29,23,,
,Jason Fernandez,,,,4,7,467,101,109,16,61,55,6,68,63,24,,
,Jason Glushon,,,,1,2,138,31,33,4,13,19,2,18,17,24,,
,Jason Godin,,,,2,5,313,66,83,12,37,29,4,52,48,24,,
,Jason Jones,MIN,AL,SP,6,8,565,128,143,20,50,65,4,78,72,26,,
,Jason Kershner,,,,2,2,158,36,38,6,15,23,1,21,19,32,,
,Jason Mackintosh,,,,3,2,211,49,50,7,18,31,2,26,24,28,,
,Jason Miller,,,,3,3,217,49,52,7,22,32,2,29,27,26,,
,Jason Shiell,,,,2,2,166,37,39,5,19,27,1,22,20,32,,
,Jason Stanford,,,,3,6,357,79,89,12,35,49,4,51,47,32,,
,Jason Stephens,,,,2,3,240,51,64,9,27,31,2,39,36,24,,
,Jason Urquidez,,,,2,2,160,36,38,6,17,28,1,22,20,26,,
,Jason Waddell,,,,2,3,200,44,46,6,25,40,2,27,25,28,,
,Jason Windsor,,,,4,5,353,79,82,10,40,52,4,46,43,26,,
,Javy Guerra,,,,2,3,181,38,38,5,30,32,2,25,23,23,,
,Jay Buente,,,,2,3,186,40,43,7,25,32,2,27,25,25,,
,Jay Jackson,,,,2,3,220,46,54,10,30,33,2,36,33,21,,
,Jay Marshall,,,,3,4,259,59,64,5,25,30,2,32,30,26,,
,Jay Pacella,,,,1,2,124,27,31,6,15,19,1,20,19,25,,
,Jay Rainville,,,,4,8,483,105,126,23,48,57,5,78,72,23,,
,Jay Sawatski,,,,2,3,186,41,46,6,20,29,2,26,24,27,,
,Jay Sborz,,,,1,2,163,34,39,6,23,21,2,26,24,24,,
