mlbamID,playerName,team,league,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,G_C,G_1B,G_2B,G_3B,G_SS,G_LF,G_CF,G_RF,G_OF,defaultPos,
457477,Alejandro De Aza,CWS,AL,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,125,0,130,OF,
471868,Alberto Gonzalez,CHC,AL,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5,8,9,0,0,0,0,SS,
434624,Jayson Nix,NYY,AL,1,2,0,0,0,0,0,0,0,2,0,0,0,0,13,29,18,11,0,0,11,3B,
457803,Jay Bruce,CIN,AL,1,5,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,154,154,OF,
461235,Brandon Moss,OAK,AL,1,4,0,0,0,0,0,0,0,1,0,0,0,55,0,0,0,11,0,13,23,1B,
452672,Ryan Hanigan,CIN,AL,1,5,0,0,0,0,0,0,0,1,0,0,110,0,0,0,0,0,0,0,0,C,
460576,Carlos Gomez,MIL,AL,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,128,0,128,OF,
434540,Garrett Jones,PIT,AL,1,4,0,0,0,0,0,0,0,1,0,0,0,72,0,0,0,0,0,66,66,OF,
474233,Hank Conger,LAA,AL,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,C,
407886,Ryan Ludwick,CIN,AL,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,108,0,0,108,OF,
543281,Josh Harrison,PIT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,14,25,1,0,12,13,3B,
502481,Jarrod Dyson,KC,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,88,OF,
543216,Conor Gillaspie,CWS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3B,
150348,John McDonald,PIT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,54,0,0,0,0,SS,
435401,Skip Schumaker,LAD,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,1,15,10,24,2B,
