mlbamID,G,G_batting,G_defense,G_p,GS,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of
430912,35,33,32,32,32,0,0,0,0,0,0,0,0,0
430917,47,47,29,0,22,0,0,17,12,0,0,0,0,0
430930,18,18,6,0,3,0,0,0,0,0,4,1,4,6
430935,31,30,31,31,31,0,0,0,0,0,0,0,0,0
430941,2,0,2,2,0,0,0,0,0,0,0,0,0,0
430945,162,162,162,0,162,0,0,0,0,0,0,162,0,162
430946,81,81,66,0,56,0,14,4,50,0,0,0,1,1
430947,141,141,139,0,137,0,0,0,0,139,0,0,0,0
430948,138,138,131,0,122,0,0,0,131,0,0,0,0,0
430961,4,4,4,0,3,4,0,0,0,0,0,0,0,0
430965,76,76,72,0,67,72,1,0,0,0,0,0,0,0
431094,156,156,153,0,151,0,0,153,0,0,0,0,0,0
431145,133,133,128,0,120,128,0,0,0,0,0,0,0,0
431151,156,156,155,0,155,0,0,0,155,1,0,0,0,0
431159,76,76,73,0,64,73,0,0,0,0,0,0,0,0
431162,1,1,1,1,1,0,0,0,0,0,0,0,0,0
431171,114,114,103,0,80,0,85,1,21,0,0,0,0,0
432928,96,96,6,0,84,0,6,0,0,0,0,0,0,0
432934,20,19,20,20,20,0,0,0,0,0,0,0,0,0
433579,9,1,9,9,9,0,0,0,0,0,0,0,0,0
433584,3,0,3,3,3,0,0,0,0,0,0,0,0,0
433585,24,23,24,24,24,0,0,0,0,0,0,0,0,0
433586,73,68,73,73,0,0,0,0,0,0,0,0,0,0
433587,33,1,33,33,33,0,0,0,0,0,0,0,0,0
433589,1,1,1,1,1,0,0,0,0,0,0,0,0,0
433898,115,115,91,0,104,0,27,27,50,0,0,0,0,0
434158,160,160,157,0,153,0,0,0,0,0,0,157,0,157
434180,70,66,70,70,0,0,0,0,0,0,0,0,0,0
434181,74,32,74,74,0,0,0,0,0,0,0,0,0,0
434298,23,20,23,23,0,0,0,0,0,0,0,0,0,0
434378,33,3,33,33,33,0,0,0,0,0,0,0,0,0
434442,55,5,55,55,0,0,0,0,0,0,0,0,0,0
434538,34,2,34,34,28,0,0,0,0,0,0,0,0,0
434540,145,145,128,0,127,0,72,0,0,0,0,0,66,66
434563,114,114,106,0,95,106,0,0,0,0,0,0,0,0
434567,99,99,96,0,93,96,0,0,0,0,0,0,0,0
434578,28,19,28,28,28,0,0,0,0,0,0,0,0,0
434592,61,58,61,61,0,0,0,0,0,0,0,0,0,0
434604,102,102,93,0,102,0,1,0,0,0,68,0,36,93
434622,31,2,31,31,31,0,0,0,0,0,0,0,0,0
434624,74,74,68,0,54,0,0,13,29,18,11,0,0,11
434628,20,2,20,20,20,0,0,0,0,0,0,0,0,0
434629,17,0,17,17,2,0,0,0,0,0,0,0,0,0
434630,12,12,11,0,3,11,0,0,0,0,0,0,0,0
434633,63,63,56,0,52,56,0,0,0,0,0,0,0,0
434636,154,154,151,0,149,0,0,0,0,0,0,151,0,151
434637,46,12,46,46,0,0,0,0,0,0,0,0,0,0
434643,34,33,34,34,33,0,0,0,0,0,0,0,0,0
434658,142,142,135,0,117,0,0,0,0,0,114,6,24,135
434660,5,5,0,0,4,0,0,0,0,0,0,0,0,0
434661,89,89,71,0,62,0,0,0,0,0,64,10,3,71
434669,30,1,30,30,25,0,0,0,0,0,0,0,0,0
434670,157,157,154,0,155,0,0,0,98,57,0,0,0,0
434671,31,17,31,31,31,0,0,0,0,0,0,0,0,0
434681,35,35,17,0,11,0,0,13,4,0,0,0,0,0
434682,2,2,2,0,1,0,0,0,1,1,0,0,0,0
434705,5,5,4,0,4,0,0,0,0,0,0,4,0,4
434718,40,37,40,40,0,0,0,0,0,0,0,0,0,0
434778,134,134,28,0,120,0,28,0,0,0,0,0,0,0
435041,86,86,72,0,77,0,0,0,0,0,69,0,3,72
435043,8,8,8,8,0,0,0,0,0,0,0,0,0,0
435045,6,0,6,6,0,0,0,0,0,0,0,0,0,0
435062,147,147,143,0,142,0,2,143,0,0,2,0,0,2
435063,108,108,94,0,102,72,28,0,0,0,0,0,0,0
435064,75,75,74,0,58,72,4,0,0,0,0,0,0,0
435078,112,112,108,0,79,0,0,4,74,50,0,0,0,0
435079,157,157,144,0,157,0,0,144,1,0,0,0,0,0
435081,47,47,44,0,35,44,0,0,0,0,0,0,0,0
435178,31,29,31,31,31,0,0,0,0,0,0,0,0,0
435180,127,127,126,0,107,0,0,108,15,2,1,1,0,2
435181,13,13,7,0,4,0,0,0,0,0,1,0,6,7
435219,105,105,100,0,81,0,2,0,96,7,0,0,0,0
435220,63,63,61,0,50,0,0,0,0,0,0,19,49,61
435221,18,0,18,18,18,0,0,0,0,0,0,0,0,0
435263,121,121,114,0,116,114,0,0,0,0,0,0,0,0
435279,1,1,0,0,0,0,0,0,0,0,0,0,0,0
435298,8,0,8,8,8,0,0,0,0,0,0,0,0,0
435358,57,57,53,0,51,0,0,46,8,1,0,0,0,0
435400,67,66,67,67,0,0,0,0,0,0,0,0,0,0
435401,107,107,78,0,68,0,0,61,0,0,1,15,10,24
435408,3,3,3,0,3,3,0,0,0,0,0,0,0,0
435459,85,85,59,0,50,54,6,0,0,0,0,0,0,0
435520,83,83,80,0,75,80,0,0,0,0,0,0,0,0
435522,129,129,125,0,125,0,0,125,0,0,0,0,0,0
435538,14,14,14,14,0,0,0,0,0,0,0,0,0,0
435558,46,46,43,0,33,0,43,0,0,0,0,0,0,0
435559,118,118,117,0,113,117,0,0,0,0,0,0,0,0
435560,65,65,61,0,50,0,0,34,0,30,0,0,0,0
435618,27,4,27,27,0,0,0,0,0,0,0,0,0,0
435622,130,130,128,0,126,0,0,0,0,128,0,0,0,0
435623,55,55,52,0,49,0,0,0,52,0,0,0,0,0
435625,114,114,85,0,52,0,0,0,0,0,0,7,80,85
437376,19,19,18,0,12,0,0,3,7,9,0,0,0,0
440251,143,143,123,0,114,0,0,54,78,0,1,0,0,1
443558,159,159,151,0,155,0,0,0,0,0,6,0,151,151
444041,19,19,17,0,15,0,0,0,17,0,0,0,0,0
444135,104,104,93,0,81,0,0,91,0,0,2,0,0,2
444371,19,19,19,19,15,0,0,0,0,0,0,0,0,0
444379,108,108,43,0,83,43,0,0,0,0,0,0,0,0
444432,144,144,121,0,143,0,21,0,8,0,66,0,35,97
444436,65,61,65,65,0,0,0,0,0,0,0,0,0,0
444446,11,0,11,11,0,0,0,0,0,0,0,0,0,0
444447,15,2,15,15,0,0,0,0,0,0,0,0,0,0
444448,36,36,26,0,18,0,0,5,4,6,3,0,9,12
444453,26,26,19,0,24,0,8,0,0,0,11,0,0,11
444489,1,1,1,0,0,1,0,0,0,0,0,0,0,0
444520,63,38,63,63,0,0,0,0,0,0,0,0,0,0
444553,1,1,1,1,1,0,0,0,0,0,0,0,0,0
444836,22,2,22,22,16,0,0,0,0,0,0,0,0,0
444843,149,149,148,0,146,0,0,0,0,0,0,1,147,148
444857,29,2,29,29,21,0,0,0,0,0,0,0,0,0
444859,3,3,1,0,0,0,0,0,0,0,0,1,0,1
444876,155,155,155,0,155,0,0,0,0,155,0,0,0,0
444935,27,3,27,27,0,0,0,0,0,0,0,0,0,0
445001,4,0,4,4,0,0,0,0,0,0,0,0,0,0
445055,117,117,116,0,108,0,0,0,0,0,0,116,0,116
445060,31,30,31,31,31,0,0,0,0,0,0,0,0,0
445090,1,0,1,1,0,0,0,0,0,0,0,0,0,0
445095,9,9,2,0,1,0,0,0,0,0,0,1,1,2
445153,18,0,18,18,0,0,0,0,0,0,0,0,0,0
445156,73,70,73,73,0,0,0,0,0,0,0,0,0,0
445163,62,3,62,62,0,0,0,0,0,0,0,0,0,0
445170,1,1,1,1,1,0,0,0,0,0,0,0,0,0
445177,3,0,3,3,0,0,0,0,0,0,0,0,0,0
445193,6,4,6,6,0,0,0,0,0,0,0,0,0,0
445197,60,59,60,60,0,0,0,0,0,0,0,0,0,0
445204,1,1,1,1,0,0,0,0,0,0,0,0,0,0
445213,14,14,14,14,0,0,0,0,0,0,0,0,0,0
445216,1,1,1,1,0,0,0,0,0,0,0,0,0,0
445276,65,64,65,65,0,0,0,0,0,0,0,0,0,0
445590,20,18,20,20,15,0,0,0,0,0,0,0,0,0
445599,72,72,64,0,53,0,19,6,28,0,2,0,15,17
445612,64,62,64,64,0,0,0,0,0,0,0,0,0,0
445926,13,2,13,13,2,0,0,0,0,0,0,0,0,0
445933,130,130,92,0,86,0,58,0,0,0,2,0,34,36
445968,14,2,14,14,2,0,0,0,0,0,0,0,0,0
445988,156,156,156,0,154,0,4,10,25,13,119,0,0,119
446003,30,9,30,30,0,0,0,0,0,0,0,0,0,0
446099,75,71,75,75,0,0,0,0,0,0,0,0,0,0
446135,22,22,22,22,0,0,0,0,0,0,0,0,0,0
446185,63,59,63,63,0,0,0,0,0,0,0,0,0,0
446192,4,4,3,0,3,3,0,0,0,0,0,0,0,0
446208,10,10,10,0,6,10,0,0,0,0,0,0,0,0
446263,121,121,108,0,108,0,6,0,0,0,24,0,81,105
446264,3,0,3,3,0,0,0,0,0,0,0,0,0,0
446308,144,144,134,0,141,134,0,0,0,0,0,0,0,0
446321,33,30,33,33,27,0,0,0,0,0,0,0,0,0
446334,74,74,50,0,74,0,0,0,50,0,0,0,0,0
446341,3,0,3,3,0,0,0,0,0,0,0,0,0,0
446345,6,6,6,0,5,0,0,0,0,0,2,0,4,6
446359,138,138,138,0,131,0,0,0,0,138,0,0,0,0
446367,12,0,12,12,0,0,0,0,0,0,0,0,0,0
446372,12,0,12,12,12,0,0,0,0,0,0,0,0,0
446381,156,156,155,0,147,0,0,155,0,3,0,0,0,0
446386,3,3,3,0,2,0,0,0,0,0,3,0,0,3
446395,19,19,11,0,2,0,0,0,0,0,7,2,2,11
446398,11,0,11,11,0,0,0,0,0,0,0,0,0,0
446399,21,1,21,21,9,0,0,0,0,0,0,0,0,0
446474,30,30,21,0,13,0,0,3,1,18,0,0,0,0
446481,112,112,109,0,87,0,0,37,49,47,0,0,0,0
446641,64,62,64,64,0,0,0,0,0,0,0,0,0,0
446653,69,69,66,0,51,66,0,0,0,0,0,0,0,0
446861,23,21,23,23,3,0,0,0,0,0,0,0,0,0
446899,77,73,77,77,0,0,0,0,0,0,0,0,0,0
447714,64,60,64,64,0,0,0,0,0,0,0,0,0,0
447736,25,25,22,0,4,0,0,0,0,0,18,2,5,22
447744,27,27,27,27,1,0,0,0,0,0,0,0,0,0
447755,61,1,61,61,0,0,0,0,0,0,0,0,0,0
448147,19,1,19,19,19,0,0,0,0,0,0,0,0,0
448159,62,58,62,62,0,0,0,0,0,0,0,0,0,0
448165,30,2,30,30,0,0,0,0,0,0,0,0,0,0
448170,94,94,44,0,27,0,43,0,0,0,0,0,3,3
448178,49,0,49,49,0,0,0,0,0,0,0,0,0,0
448179,25,1,25,25,0,0,0,0,0,0,0,0,0,0
448242,103,103,90,0,57,0,0,0,0,0,38,53,3,90
448252,17,0,17,17,0,0,0,0,0,0,0,0,0,0
448269,19,19,19,19,0,0,0,0,0,0,0,0,0,0
448276,5,5,3,0,0,0,0,0,0,0,0,3,0,3
448281,44,3,44,44,0,0,0,0,0,0,0,0,0,0
448306,33,2,33,33,33,0,0,0,0,0,0,0,0,0
448337,35,0,35,35,0,0,0,0,0,0,0,0,0,0
448602,135,135,122,0,132,0,108,0,15,0,0,0,0,0
448605,91,91,85,0,74,0,0,0,0,0,31,52,15,85
448609,63,2,63,63,0,0,0,0,0,0,0,0,0,0
448614,32,32,31,31,0,0,0,0,0,0,0,0,0,0
448694,12,10,12,12,4,0,0,0,0,0,0,0,0,0
448722,10,9,10,10,0,0,0,0,0,0,0,0,0,0
448801,139,139,80,1,137,0,38,0,0,0,11,0,30,41
448802,20,20,20,20,20,0,0,0,0,0,0,0,0,0
449060,70,8,70,70,0,0,0,0,0,0,0,0,0,0
449072,16,16,16,16,0,0,0,0,0,0,0,0,0,0
449079,78,76,77,77,0,0,0,0,0,0,0,0,1,1
449082,55,55,18,0,13,0,0,0,0,0,17,0,1,18
449097,70,67,70,70,0,0,0,0,0,0,0,0,0,0
449104,36,36,36,36,0,0,0,0,0,0,0,0,0,0
449107,136,136,130,0,130,0,0,2,1,128,0,0,0,0
449161,8,8,7,7,7,0,0,0,0,0,0,0,0,0
449173,35,33,32,32,32,0,0,0,0,0,0,0,0,0
449786,27,27,24,0,22,24,0,0,0,0,0,0,0,0
450172,32,31,32,32,32,0,0,0,0,0,0,0,0,0
450192,4,4,4,0,3,4,0,0,0,0,0,0,0,0
450203,9,8,9,9,9,0,0,0,0,0,0,0,0,0
450204,82,82,53,0,47,0,0,0,0,0,24,0,29,53
450212,24,0,24,24,0,0,0,0,0,0,0,0,0,0
450275,36,2,36,36,0,0,0,0,0,0,0,0,0,0
450282,70,4,70,70,0,0,0,0,0,0,0,0,0,0
450300,42,42,38,0,28,0,3,8,11,0,13,0,8,19
450306,33,2,33,33,33,0,0,0,0,0,0,0,0,0
450308,30,1,30,30,30,0,0,0,0,0,0,0,0,0
450314,157,157,153,0,156,0,0,58,0,47,0,0,71,71
450315,10,10,6,0,5,0,3,0,0,0,3,0,0,3
450317,102,102,94,0,94,94,0,0,0,0,0,0,0,0
450351,34,2,34,34,34,0,0,0,0,0,0,0,0,0
450527,33,31,33,33,0,0,0,0,0,0,0,0,0,0
450641,94,94,87,0,70,0,0,0,0,0,64,22,5,87
450665,50,46,50,50,12,0,0,0,0,0,0,0,0,0
450729,26,1,26,26,26,0,0,0,0,0,0,0,0,0
450852,54,52,54,54,0,0,0,0,0,0,0,0,0,0
450855,37,37,23,0,23,0,16,0,9,0,0,0,0,0
451085,34,2,34,34,16,0,0,0,0,0,0,0,0,0
451109,39,39,33,0,31,33,0,0,0,0,0,0,0,0
451132,17,17,17,17,0,0,0,0,0,0,0,0,0,0
451143,21,21,20,0,20,0,20,0,1,0,0,0,0,0
451216,2,2,2,2,0,0,0,0,0,0,0,0,0,0
451482,5,5,5,5,5,0,0,0,0,0,0,0,0,0
451500,39,39,22,0,33,0,22,0,0,0,0,0,0,0
451532,25,23,25,25,25,0,0,0,0,0,0,0,0,0
451584,54,5,54,54,0,0,0,0,0,0,0,0,0,0
451585,1,1,1,1,0,0,0,0,0,0,0,0,0,0
451594,143,143,131,0,116,0,0,0,0,0,0,131,0,131
451596,33,32,33,33,33,0,0,0,0,0,0,0,0,0
451600,13,13,13,13,0,0,0,0,0,0,0,0,0,0
451629,34,34,18,0,10,0,0,0,0,0,10,1,8,18
451713,17,17,12,0,15,0,0,0,0,0,2,0,11,12
451773,5,0,5,5,0,0,0,0,0,0,0,0,0,0
451775,71,67,71,71,0,0,0,0,0,0,0,0,0,0
451788,22,21,21,21,21,0,0,0,0,0,0,0,0,0
451990,12,12,12,12,0,0,0,0,0,0,0,0,0,0
452035,4,4,2,0,1,0,1,0,0,0,1,0,0,1
452061,6,0,6,6,0,0,0,0,0,0,0,0,0,0
452095,52,52,50,0,41,49,2,0,0,0,0,0,0,0
452104,161,161,160,0,159,0,1,0,159,0,0,0,0,0
452105,39,39,38,0,27,38,0,0,0,0,0,0,0,0
452121,102,102,93,0,46,0,23,6,18,21,20,11,4,35
452220,79,79,75,0,75,0,0,0,0,75,0,0,0,0
452234,125,125,66,0,101,0,0,0,0,0,57,0,13,66
452239,124,124,95,0,77,0,0,0,0,0,38,59,20,95
452249,6,6,6,6,0,0,0,0,0,0,0,0,0,0
452252,93,93,61,0,85,0,61,0,0,0,0,0,0,0
452254,160,160,159,0,158,0,0,0,0,0,0,0,159,159
452293,3,3,3,3,0,0,0,0,0,0,0,0,0,0
452655,128,128,125,0,122,0,0,0,0,0,0,125,0,125
452657,33,2,33,33,33,0,0,0,0,0,0,0,0,0
452666,73,4,73,73,0,0,0,0,0,0,0,0,0,0
452672,112,112,110,0,98,110,0,0,0,0,0,0,0,0
452678,143,143,137,0,140,0,0,0,0,137,0,0,0,0
452718,37,35,37,37,25,0,0,0,0,0,0,0,0,0
452722,3,3,3,0,3,3,0,0,0,0,0,0,0,0
452733,45,44,45,45,1,0,0,0,0,0,0,0,0,0
452737,3,3,3,3,2,0,0,0,0,0,0,0,0,0
452741,6,6,6,6,0,0,0,0,0,0,0,0,0,0
452764,8,0,8,8,0,0,0,0,0,0,0,0,0,0
453056,74,74,73,0,72,0,0,0,0,0,0,73,0,73
453064,47,47,47,0,47,0,0,0,0,47,0,0,0,0
453068,17,17,2,0,2,0,2,0,0,0,0,0,0,0
453172,66,62,66,66,0,0,0,0,0,0,0,0,0,0
453178,33,30,33,33,33,0,0,0,0,0,0,0,0,0
453181,22,22,11,0,15,0,11,0,0,0,0,0,0,0
453184,53,26,52,52,5,0,0,0,0,0,0,0,0,0
453186,30,21,30,30,0,0,0,0,0,0,0,0,0,0
453192,53,2,53,53,0,0,0,0,0,0,0,0,0,0
453198,61,3,61,61,0,0,0,0,0,0,0,0,0,0
453203,102,102,60,0,29,0,0,0,0,0,15,37,11,60
453211,136,136,135,0,123,0,0,0,0,0,0,135,0,135
453228,43,43,36,0,33,0,0,8,12,10,5,3,0,7
453232,5,0,5,5,4,0,0,0,0,0,0,0,0,0
453249,12,2,12,12,0,0,0,0,0,0,0,0,0,0
453264,24,0,24,24,0,0,0,0,0,0,0,0,0,0
453265,68,64,68,68,0,0,0,0,0,0,0,0,0,0
453268,17,1,17,17,10,0,0,0,0,0,0,0,0,0
453269,132,132,121,0,123,0,0,0,0,0,0,0,121,121
453281,25,25,25,25,9,0,0,0,0,0,0,0,0,0
453284,7,7,7,7,0,0,0,0,0,0,0,0,0,0
453286,32,2,32,32,32,0,0,0,0,0,0,0,0,0
453301,17,0,17,17,16,0,0,0,0,0,0,0,0,0
453303,91,91,57,0,35,0,25,3,18,1,2,0,11,13
453307,6,0,6,6,4,0,0,0,0,0,0,0,0,0
453311,33,31,33,33,33,0,0,0,0,0,0,0,0,0
453329,29,1,29,29,29,0,0,0,0,0,0,0,0,0
453343,41,3,41,41,0,0,0,0,0,0,0,0,0,0
453344,21,0,21,21,21,0,0,0,0,0,0,0,0,0
453385,36,34,33,33,33,0,0,0,0,0,0,0,0,0
453400,136,136,131,0,127,0,6,0,127,0,0,0,1,1
453454,32,32,22,0,12,0,0,8,6,1,4,4,3,9
453531,17,17,17,1,15,17,0,0,0,0,0,0,0,0
453539,44,44,33,0,23,0,0,0,0,0,14,6,15,33
453562,24,2,24,24,18,0,0,0,0,0,0,0,0,0
453568,42,42,33,0,24,0,0,0,0,0,15,1,17,33
453580,14,14,14,14,0,0,0,0,0,0,0,0,0,0
453646,38,3,38,38,16,0,0,0,0,0,0,0,0,0
453895,141,141,138,0,134,0,0,0,0,138,0,0,0,0
453923,141,141,125,0,90,0,0,0,0,0,53,30,54,125
453943,128,128,114,0,109,0,39,0,73,0,7,0,1,7
453974,70,70,69,0,64,69,0,0,0,0,0,0,0,0
454535,60,57,60,60,0,0,0,0,0,0,0,0,0,0
454537,64,4,64,64,0,0,0,0,0,0,0,0,0,0
454560,133,133,131,0,128,131,0,0,0,0,0,0,0,0
454998,26,26,22,0,16,0,0,0,0,0,15,0,9,22
455009,60,29,60,60,0,0,0,0,0,0,0,0,0,0
455077,59,59,47,0,48,0,23,0,0,0,24,0,0,24
455088,18,18,5,0,5,0,0,4,0,0,1,0,0,1
455090,1,1,1,1,0,0,0,0,0,0,0,0,0,0
455091,15,15,15,15,0,0,0,0,0,0,0,0,0,0
455092,43,39,43,43,0,0,0,0,0,0,0,0,0,0
455104,79,79,78,0,71,78,0,0,0,0,0,0,0,0
455117,78,78,72,0,58,69,4,0,0,0,0,0,0,0
455126,111,111,107,0,86,0,0,21,92,1,0,0,0,0
455167,81,81,58,0,67,0,1,0,0,0,57,0,2,57
455369,3,3,1,0,1,0,0,0,0,1,0,0,0,0
455374,65,62,65,65,0,0,0,0,0,0,0,0,0,0
455378,5,5,2,0,0,2,0,0,0,0,0,0,0,0
455755,55,55,54,0,46,54,0,0,0,0,0,0,0,0
455759,101,101,87,0,86,0,0,0,0,0,0,87,0,87
455921,7,7,0,0,4,0,0,0,0,0,0,0,0,0
455976,104,104,102,0,104,0,0,0,0,0,0,0,102,102
456027,13,12,13,13,9,0,0,0,0,0,0,0,0,0
456030,141,141,139,0,141,0,0,139,0,0,0,0,0,0
456034,31,2,31,31,31,0,0,0,0,0,0,0,0,0
456043,15,4,15,15,15,0,0,0,0,0,0,0,0,0
456045,19,16,19,19,0,0,0,0,0,0,0,0,0,0
456051,22,2,22,22,18,0,0,0,0,0,0,0,0,0
456068,18,0,18,18,15,0,0,0,0,0,0,0,0,0
456078,52,52,49,0,46,49,1,0,0,0,0,0,0,0
456102,10,3,10,10,0,0,0,0,0,0,0,0,0,0
456121,130,130,118,0,77,0,0,0,0,0,53,9,79,118
456124,50,50,41,0,38,41,0,0,0,0,0,0,0,0
456167,15,0,15,15,15,0,0,0,0,0,0,0,0,0
456379,8,0,8,8,0,0,0,0,0,0,0,0,0,0
456421,3,0,3,3,0,0,0,0,0,0,0,0,0,0
456422,155,155,153,0,151,0,0,0,0,0,0,153,0,153
456488,38,38,30,0,25,0,0,1,9,16,3,0,1,4
456501,33,32,33,33,33,0,0,0,0,0,0,0,0,0
456544,13,13,3,0,0,0,0,2,0,0,1,0,0,1
456655,55,55,52,0,49,0,0,0,52,0,0,0,0,0
456662,32,32,32,32,0,0,0,0,0,0,0,0,0,0
456665,61,61,52,0,46,0,19,0,0,0,23,0,19,36
456696,72,69,72,72,0,0,0,0,0,0,0,0,0,0
456701,34,33,33,33,33,0,0,0,0,0,0,0,0,0
456714,161,161,20,0,158,0,20,0,0,0,0,0,0,0
456715,61,61,60,0,55,0,0,0,0,0,1,50,9,60
456781,93,93,79,0,72,0,0,58,10,5,10,0,0,10
457117,67,17,67,67,0,0,0,0,0,0,0,0,0,0
457130,36,36,28,0,16,2,7,0,2,0,18,0,2,20
457292,3,3,3,0,3,0,0,3,0,0,0,0,0,0
457422,34,32,34,34,0,0,0,0,0,0,0,0,0,0
457425,12,12,12,12,0,0,0,0,0,0,0,0,0,0
457428,33,32,30,30,29,0,0,0,0,0,0,0,0,0
457429,80,7,80,80,0,0,0,0,0,0,0,0,0,0
457435,66,3,66,66,0,0,0,0,0,0,0,0,0,0
457448,33,3,32,32,32,0,0,0,0,0,0,0,0,0
457453,11,10,11,11,10,0,0,0,0,0,0,0,0,0
457454,121,121,105,0,107,104,1,0,0,0,0,0,0,0
457477,131,131,130,0,127,0,0,0,0,0,11,125,0,130
457568,5,5,4,0,1,0,0,2,0,0,3,0,1,4
457574,132,132,125,0,120,5,43,0,82,0,0,0,0,0
457705,157,157,156,0,156,0,0,0,0,0,0,156,0,156
457706,137,137,137,0,135,0,0,0,0,0,0,137,0,137
457708,150,150,149,0,148,0,0,0,0,0,0,0,149,149
457727,147,147,145,0,136,0,0,0,0,0,0,145,0,145
457732,19,0,19,19,0,0,0,0,0,0,0,0,0,0
457751,10,0,10,10,0,0,0,0,0,0,0,0,0,0
457759,94,94,43,0,31,0,11,14,11,10,0,0,0,0
457762,10,10,3,0,2,2,1,0,0,0,0,0,0,0
457763,148,148,140,0,143,114,29,0,0,0,0,0,0,0
457768,5,5,5,5,0,0,0,0,0,0,0,0,0,0
457775,132,132,129,0,124,0,0,0,0,0,111,21,1,129
457779,28,0,28,28,0,0,0,0,0,0,0,0,0,0
457787,160,160,158,0,153,0,0,126,0,36,0,0,0,0
457788,106,106,87,0,82,0,0,0,0,0,0,87,0,87
457789,118,118,113,0,112,0,0,113,0,0,0,0,0,0
457796,1,1,1,1,0,0,0,0,0,0,0,0,0,0
457803,155,155,154,0,149,0,0,0,0,0,0,0,154,154
457915,45,45,45,45,0,0,0,0,0,0,0,0,0,0
457918,32,22,28,28,24,0,0,0,0,0,0,0,0,0
457926,55,55,55,0,49,0,0,0,0,55,0,0,0,0
458006,63,26,63,63,0,0,0,0,0,0,0,0,0,0
458015,111,111,109,0,109,0,109,0,0,0,0,0,0,0
458085,39,39,32,0,23,0,0,0,0,0,21,13,2,32
458155,1,1,1,1,0,0,0,0,0,0,0,0,0,0
458210,106,106,100,0,84,0,0,96,4,0,0,0,0,0
458220,6,0,6,6,6,0,0,0,0,0,0,0,0,0
458252,24,24,24,0,19,0,0,14,5,5,0,0,0,0
458501,78,78,76,0,73,0,0,2,51,24,0,0,0,0
458537,5,5,5,5,5,0,0,0,0,0,0,0,0,0
458550,26,25,26,26,13,0,0,0,0,0,0,0,0,0
458582,16,16,16,0,5,0,0,1,4,11,1,0,0,1
458584,44,42,44,44,0,0,0,0,0,0,0,0,0,0
458589,5,5,5,5,0,0,0,0,0,0,0,0,0,0
458628,103,103,74,1,50,0,2,0,18,0,25,28,14,56
458668,50,50,41,0,15,0,0,0,0,0,21,14,7,41
458675,151,151,145,0,141,0,0,0,0,0,0,145,0,145
458676,74,71,74,74,0,0,0,0,0,0,0,0,0,0
458677,8,8,8,8,0,0,0,0,0,0,0,0,0,0
458679,21,21,12,0,12,0,0,0,12,0,0,0,0,0
458681,35,33,35,35,29,0,0,0,0,0,0,0,0,0
458690,21,21,21,21,21,0,0,0,0,0,0,0,0,0
458701,9,9,9,0,6,9,0,0,0,0,0,0,0,0
458708,21,2,21,21,16,0,0,0,0,0,0,0,0,0
458709,6,6,6,6,6,0,0,0,0,0,0,0,0,0
458730,74,70,74,74,0,0,0,0,0,0,0,0,0,0
458731,16,16,15,0,8,0,0,0,0,0,15,0,0,15
458913,98,98,34,0,28,0,0,0,0,0,8,15,11,34
458919,66,64,66,66,0,0,0,0,0,0,0,0,0,0
458924,66,60,66,66,0,0,0,0,0,0,0,0,0,0
458950,26,2,26,26,16,0,0,0,0,0,0,0,0,0
459345,4,4,4,4,1,0,0,0,0,0,0,0,0,0
459415,9,0,9,9,0,0,0,0,0,0,0,0,0,0
459429,69,6,69,69,0,0,0,0,0,0,0,0,0,0
459431,139,139,136,0,133,0,0,0,0,0,22,113,5,136
459932,18,18,18,18,0,0,0,0,0,0,0,0,0,0
459939,78,75,78,78,0,0,0,0,0,0,0,0,0,0
459941,33,33,21,0,17,0,0,0,0,0,11,0,10,21
459943,23,23,1,0,1,0,1,0,0,0,0,0,0,0
459964,124,124,115,0,110,0,0,0,0,0,33,0,89,115
459967,48,47,48,48,0,0,0,0,0,0,0,0,0,0
459987,17,2,17,17,1,0,0,0,0,0,0,0,0,0
459991,105,105,95,0,77,0,95,0,0,0,0,0,0,0
460003,22,22,21,0,15,21,0,0,0,0,0,0,0,0
460004,15,15,14,0,7,0,0,0,0,0,3,1,10,14
460008,12,10,12,12,0,0,0,0,0,0,0,0,0,0
460022,116,116,97,0,77,0,0,59,0,43,1,0,2,3
460024,32,2,32,32,32,0,0,0,0,0,0,0,0,0
460026,58,58,56,0,56,56,0,0,0,0,0,0,0,0
460051,64,64,61,0,55,0,0,61,0,0,0,0,0,0
460055,149,149,140,0,107,0,27,0,0,0,70,58,3,128
460059,3,3,3,3,3,0,0,0,0,0,0,0,0,0
460060,125,125,125,0,116,0,0,32,0,93,0,0,0,0
460069,32,2,32,32,32,0,0,0,0,0,0,0,0,0
460072,5,4,5,5,4,0,0,0,0,0,0,0,0,0
460075,154,154,151,0,153,0,0,0,0,0,151,0,0,151
460077,42,42,42,1,32,41,0,0,0,0,0,0,0,0
460086,161,161,160,0,159,0,0,0,0,0,160,0,0,160
460092,10,10,10,10,0,0,0,0,0,0,0,0,0,0
460099,16,16,15,0,14,0,0,0,0,0,15,0,0,15
460131,146,146,121,1,83,0,0,0,0,0,1,20,104,121
460156,15,2,15,15,0,0,0,0,0,0,0,0,0,0
460269,42,42,40,0,31,39,1,0,1,0,1,0,0,1
460283,63,3,63,63,0,0,0,0,0,0,0,0,0,0
460366,3,0,3,3,0,0,0,0,0,0,0,0,0,0
